Itinerary: ['earth', 'venus', 'earth', 'jupiter', 'pluto']
case #: launch date, tof of each leg
15120 : 2029-01-01, [0.6549144047880381, 0.43832025271395736, 2.4290617152100604, 6.477703627287946]
15121 : 2029-01-01, [0.5415325950067469, 0.612897298645752, 2.1284933977002014, 6.967076708647299]
15122 : 2029-01-01, [0.5404191405145286, 0.6507900797374027, 2.077279220060602, 7.2315115596874655]
15123 : 2029-01-01, [1.0282959593586551, 0.5769992879750445, 0.8689037476532698, 8.275801005013031]
15124 : 2029-01-01, [0.7636010982323926, 0.4469132853561305, 3.6079211924583348, 6.181564423953143]
15125 : 2029-01-01, [0.7816861701866661, 0.47680178311402804, 3.632704771492332, 6.358807275206974]
15126 : 2029-01-01, [0.806641466762405, 0.5156406159083611, 3.6268220270752063, 6.550895890254027]
15127 : 2029-01-01, [0.8262540167107623, 0.5543528536148384, 3.6012635579596566, 6.768129571714742]
15128 : 2029-01-01, [0.2700622265167932, 0.06966509457458245, 3.327969719249206, 8.332302959659419]
15129 : 2029-01-01, [0.26909638863049723, 0.09158392299560622, 3.318674673143223, 8.570645015230673]
15130 : 2029-01-01, [0.27143661715004175, 0.11951115743732682, 3.2923337412709364, 8.816718484141694]
15131 : 2029-01-01, [0.27356029856318026, 0.15184141477249588, 3.236677650796629, 9.087920635867695]
15132 : 2029-01-01, [0.2704427074578089, 0.18685247622549017, 3.155795768760878, 9.386909047555823]
15133 : 2029-01-01, [0.8992777051894256, 0.6342753579334253, 3.3466675215849917, 8.369779415292157]
15134 : 2029-01-01, [0.9141659906998497, 0.6490074014167065, 3.312969905306363, 8.623856702577083]
15135 : 2029-01-01, [0.10118874567467882, 0.4894323753981983, 2.7695469961353534, 10.38983188279177]
15136 : 2029-01-01, [0.1579597376743648, 0.5635063227828122, 3.496050216501354, 9.78248372304147]
15137 : 2029-01-01, [0.16730255937679747, 0.5805016261188795, 3.5384682554112556, 9.963727559093067]
15138 : 2029-01-01, [0.15078067907969303, 0.6294450993694971, 3.5019940394182014, 10.217780182132607]
15139 : 2029-01-01, [0.15348466558750026, 0.6522777849033706, 3.51485993400619, 10.429377615502938]
15140 : 2029-01-01, [0.1519796139985295, 0.6748849630289886, 3.51479552841525, 10.658339894557232]
15141 : 2029-01-01, [0.16176040746391004, 0.7029560879892871, 3.507430294724118, 10.877853209822685]
15142 : 2029-01-01, [0.15645254279591198, 0.7281365345480806, 3.4739623872394376, 11.141448535416568]
15143 : 2029-01-01, [0.1586405949693932, 0.7622257452583319, 3.432902187795631, 11.396231471976643]
15144 : 2029-01-01, [0.15302249638192794, 0.7958196554314998, 3.363744772004127, 11.687413076182445]
15145 : 2029-01-01, [0.15084301070549028, 0.8314216286000663, 3.2834000112356714, 11.984335349458771]
15146 : 2029-01-01, [0.1404425749914713, 0.8741261762150128, 3.1589955186691614, 12.326435730124357]
15147 : 2029-01-01, [0.11701909658034781, 0.9163502430588845, 3.0147813949831908, 12.701849265377575]
15148 : 2029-01-01, [0.06663680419973039, 0.44771182648084246, 3.965963713331925, 12.519687655987504]
15149 : 2029-01-01, [0.9029127614031607, 0.45728377325625746, 3.6397465315715913, 12.250056933768992]
15150 : 2029-01-01, [0.3399661090401984, 0.6555538573549637, 2.3086663450660376, 14.1958136885388]
15151 : 2029-01-01, [0.8633414916397798, 0.6217532551299594, 3.09833541056305, 13.16656984266721]
15152 : 2029-01-01, [0.7364680617993903, 0.7600472902821099, 3.3104475240755584, 13.19303712384294]
15153 : 2029-01-01, [0.3738968151597246, 0.8212471260610572, 4.207732280946193, 12.847123777833026]
15154 : 2029-01-01, [0.29627662354503453, 0.8812457384500514, 3.946372939494112, 13.376104698510803]
15155 : 2029-01-01, [1.0869219785543944, 1.037700325493739, 2.792386432502766, 13.8329912634491]
15156 : 2029-01-01, [0.5155180022600435, 0.9364292543541894, 4.0123240865848455, 13.535728656800922]
15157 : 2029-01-01, [0.6994425493332471, 0.25777863240081184, 5.350017432258552, 12.94276138600739]
15158 : 2029-01-01, [0.6469382803178217, 0.2879129970829386, 5.099706914133072, 13.46544180846617]
15159 : 2029-01-01, [0.5026618007473571, 0.13113239260196766, 1.2280524503882608, 17.88815335626241]
15160 : 2029-01-01, [0.38172646828498047, 1.79963320450176, 1.618513915092983, 16.200126412120277]
15161 : 2029-01-01, [0.38282349494865214, 0.5042570237210456, 1.7651300857021537, 17.597789395628148]
15162 : 2029-01-01, [0.28860691387599796, 0.3915104958360762, 1.5276482014194552, 18.292234388868472]
15163 : 2029-01-01, [0.20233728182997093, 0.41130204281166693, 1.190233632444248, 18.946127042914114]
15164 : 2029-01-01, [0.5053429930183292, 0.11224940148349011, 3.8705268619966158, 16.511880743501564]
15165 : 2029-01-01, [0.7375598072779153, 0.6999956053990154, 0.7734856618369071, 19.03895892548616]
15166 : 2029-01-01, [0.47441929005108646, 0.2848708728141302, 0.9119293061717756, 19.82878053096301]
15167 : 2029-01-01, [0.039978484852818214, 0.3362175617170657, 1.842883785584411, 19.530920167845707]
15168 : 2029-01-01, [0.6775249433861611, 0.3892477941380522, 1.2963844662259323, 19.636842796249855]
15169 : 2029-01-01, [0.14636419507224652, 0.5492381291839638, 0.6248608558199389, 20.929536819923847]
15170 : 2029-01-01, [0.2927112768328752, 0.38587942492785926, 3.1558713084577907, 18.665537989781473]
15171 : 2029-01-01, [1.02678005304831, 0.7358265188335851, 5.822762067313616, 15.16463136080449]
15172 : 2029-01-01, [0.26321153122849195, 0.5815792645809547, 0.9987408197367353, 21.156468384453817]
15173 : 2029-01-01, [0.07396392844937194, 0.5518063528893344, 2.3944132594465786, 20.229816459214717]
15174 : 2029-01-01, [0.06176008686169033, 0.6618857788994487, 0.7619891139863061, 22.014365020252555]
15175 : 2029-01-01, [0.22847093644363964, 1.2327369811501159, 4.745754753619045, 17.5430373287872]
15176 : 2029-01-01, [0.24835668168112132, 0.25534035854190856, 3.1949470355529783, 20.30135592422399]
15177 : 2029-01-01, [0.1970661375963552, 0.07196105972040709, 1.2062450547421124, 22.774727747941125]
15178 : 2029-01-01, [0.6034032411802276, 1.2321056966838837, 2.207583742583874, 20.456907319552016]
15179 : 2029-01-01, [0.14170314750139595, 1.6032258582146879, 4.9127287921709115, 18.092342202113006]
15180 : 2029-01-10, [0.6514219397963311, 0.41394058546662504, 2.4577801570388895, 6.476857317698155]
15181 : 2029-01-10, [0.6642443941010375, 0.4417064283003271, 2.411021132954552, 6.733028044644083]
15182 : 2029-01-10, [0.5353876718421348, 0.6180506054117414, 2.1152302522929447, 7.23133147045318]
15183 : 2029-01-10, [0.5489507332341609, 0.9789991348974154, 0.970598417804626, 8.251451714063796]
15184 : 2029-01-10, [0.7649236744873564, 0.40994501945257594, 3.666233434929623, 6.158897871130445]
15185 : 2029-01-10, [0.7743420460568416, 0.4372324260231104, 3.703109212104331, 6.3353163158157155]
15186 : 2029-01-10, [0.7996182504643712, 0.4682095433037909, 3.718842973844664, 6.513329232387173]
15187 : 2029-01-10, [0.8200136814669979, 0.5001663811554723, 3.7093418986414393, 6.72047803873609]
15188 : 2029-01-10, [0.24642506483675913, 0.9281275593838718, 3.099887823483613, 7.725559552295756]
15189 : 2029-01-10, [0.26871635706814445, 0.06390483348265731, 3.3391038164424844, 8.578274993006715]
15190 : 2029-01-10, [0.27133752278564643, 0.08766890547419792, 3.3181337721421977, 8.822859799597957]
15191 : 2029-01-10, [0.268844217526017, 0.11457109045805368, 3.2843030309581227, 9.082281661057808]
15192 : 2029-01-10, [0.27059416761271365, 0.15070315577872898, 3.210767698897026, 9.367934977711531]
15193 : 2029-01-10, [0.7649539968946427, 1.1435468939305786, 1.9339747838051957, 9.40752432536958]
15194 : 2029-01-10, [0.9120900600812604, 0.5974451629902864, 3.421823027852941, 8.568641749075512]
15195 : 2029-01-10, [0.06062325265203872, 0.6718334960903558, 3.61431524307403, 9.403228008183575]
15196 : 2029-01-10, [0.16058519298113844, 0.5403631177640431, 3.510710618751603, 9.788341070503215]
15197 : 2029-01-10, [0.15315933077644975, 0.5571547853811275, 3.547432810104306, 9.992253073738118]
15198 : 2029-01-10, [0.14654904267379595, 0.5999767101593164, 3.529409987095922, 10.224064260070966]
15199 : 2029-01-10, [0.14900508369228327, 0.6216352840614722, 3.5455496776280153, 10.433809954618232]
15200 : 2029-01-10, [0.15505205883923076, 0.6461935409574492, 3.558122522070119, 10.640631878133203]
15201 : 2029-01-10, [0.15747886834641123, 0.6705402920916417, 3.5494541980082794, 10.87252664155367]
15202 : 2029-01-10, [0.1560153353485652, 0.696641538803152, 3.5334328688038235, 11.11391025704446]
