Itinerary: ['earth', 'venus', 'earth', 'jupiter', 'pluto']
case #: launch date, tof of each leg
4320  : 2024-01-01, [0.20232274642347303, 0.3927720578418478, 1.083265282089949, 8.321639913644729]
4321  : 2024-01-01, [0.20580966276947343, 0.40565693336671205, 1.1004497287206563, 8.53808367514316]
4322  : 2024-01-01, [0.20763912851095373, 0.4184561962429893, 1.115740415585076, 8.75816425966098]
4323  : 2024-01-01, [0.2091979521054351, 0.4323265170533974, 1.129414362392073, 8.979061168449094]
4324  : 2024-01-01, [0.2124073572053161, 0.44571243191962295, 1.1451799597921828, 9.196700251082879]
4325  : 2024-01-01, [0.21557341283158782, 0.4592978775489715, 1.1562575259433538, 9.418871183676087]
4326  : 2024-01-01, [0.21667165190970888, 0.4734465628937316, 1.1672416942883421, 9.64264009090822]
4327  : 2024-01-01, [0.20699751172069442, 0.06981946268047684, 0.9517535762557213, 10.521429449343106]
4328  : 2024-01-01, [0.20768857331174242, 0.07671476224700906, 0.9423175791914365, 10.77327908524981]
4329  : 2024-01-01, [0.20585726274107566, 0.08298189793599146, 0.9316557638373667, 11.029505075485567]
4330  : 2024-01-01, [0.20366812689767183, 0.09094987782121361, 0.9179963758835196, 11.287385619397595]
4331  : 2024-01-01, [0.1693074723369722, 0.33476665503466513, 1.5884724191896304, 10.657453453438732]
4332  : 2024-01-01, [0.16628933136665908, 0.3424147259262138, 1.6088457446004312, 10.882450198106696]
4333  : 2024-01-01, [0.16315126879455408, 0.3503925720046114, 1.621369445589798, 11.115086713611039]
4334  : 2024-01-01, [0.15746252547010336, 0.35909638588178416, 1.6284812805100537, 11.354959808138059]
4335  : 2024-01-01, [0.1514336167379768, 0.3694094603389166, 1.635661544169408, 11.5934953787537]
4336  : 2024-01-01, [0.14730970123642473, 0.3788675055379433, 1.64405720333802, 11.829765589887613]
4337  : 2024-01-01, [0.1358637776585897, 0.3880857812406579, 1.6380401094490833, 12.088010331651668]
4338  : 2024-01-01, [0.13107736250126809, 0.39781135876670987, 1.640324841895061, 12.330786436836961]
4339  : 2024-01-01, [0.11855526310871875, 0.4086910874223077, 1.6270032778370995, 12.595750371631874]
4340  : 2024-01-01, [0.1052562651519162, 0.41762773956428684, 1.6201884389283265, 12.856927556355469]
4341  : 2024-01-01, [0.09126542464643195, 0.42644399002360145, 1.605298365327924, 13.126992220002041]
4342  : 2024-01-01, [0.07394094020445321, 0.43812574284113404, 1.5755179622353035, 13.412415354719109]
4343  : 2024-01-01, [0.058546898179149515, 0.4491600754027739, 1.5489613814767706, 13.693331644941306]
4344  : 2024-01-01, [0.2272534552959846, 0.053351096893654505, 1.4207690030968174, 14.298626444713543]
4345  : 2024-01-01, [0.22786782826238527, 0.060307995223019356, 1.4052796327591512, 14.556544543755443]
4346  : 2024-01-01, [0.036300971641983, 0.46180770987375436, 1.6665838255199357, 14.33530749296433]
4347  : 2024-01-01, [0.059402131584341135, 0.47408955310705464, 1.7031288079152045, 14.513379507393399]
4348  : 2024-01-01, [0.04518318043229751, 0.4836680330270978, 1.690881996798885, 14.78026678974172]
4349  : 2024-01-01, [0.7072135551566107, 0.4757147232522347, 1.595869593677823, 14.471202127913331]
4350  : 2024-01-01, [0.7127636865485477, 0.48788240377170256, 1.5867828344927948, 14.712571075186954]
4351  : 2024-01-01, [0.7102102302772465, 0.49905231645869, 1.5530198016754326, 14.987717651588632]
4352  : 2024-01-01, [0.7025081502770449, 0.510745296427697, 1.5034422123336073, 15.283304340961651]
4353  : 2024-01-01, [0.6989607969722267, 0.5224481671296592, 1.4564299855140523, 15.572161050384064]
4354  : 2024-01-01, [0.7024687365542008, 0.5367825295731323, 1.4272538900310032, 15.83349484384166]
4355  : 2024-01-01, [0.6949174789470584, 0.5496268556119661, 1.3753531783340105, 16.130102487106967]
4356  : 2024-01-01, [0.12904170478660015, 0.20650348222226497, 1.091599192314366, 17.57285562067677]
4357  : 2024-01-01, [0.13896956743811578, 0.22825258252926917, 1.0579595940308328, 17.824818256001784]
4358  : 2024-01-01, [0.1367480409515738, 0.2468796473685524, 0.9951298088650096, 18.121242502814866]
4359  : 2024-01-01, [0.1257220767378112, 0.2687740959589874, 0.895976898697954, 18.459526928605246]
4360  : 2024-01-01, [0.8158373439459908, 0.8198599212033482, 0.9194030723705109, 17.44489966248015]
4361  : 2024-01-01, [0.8286348429161229, 0.8508361445144139, 0.824401037945641, 17.746127974623825]
4362  : 2024-01-01, [0.8522227625619512, 0.050772956667049604, 0.7138604821315417, 18.88314379863946]
4363  : 2024-01-01, [0.7348836485319473, 0.07053426293301314, 3.2834752534562353, 16.661106835078805]
4364  : 2024-01-01, [1.125174487274036, 0.2167837274416364, 1.2832612713224636, 18.374780513961863]
4365  : 2024-01-01, [1.1214545305312018, 0.2433456138993178, 1.122295116418869, 18.762904739150613]
4366  : 2024-01-01, [0.13970174008729744, 0.3113014565821984, 1.1285319406423697, 19.920464862688135]
4367  : 2024-01-01, [0.1462504936389054, 0.335839311620562, 1.072227482415368, 20.195682712325166]
4368  : 2024-01-01, [0.13810305923269603, 0.3656621140786394, 0.9665786355812268, 20.529656191107435]
4369  : 2024-01-01, [0.10058588014169885, 0.32739856398745737, 4.309573426970473, 17.51244212890037]
4370  : 2024-01-01, [0.08900270527098007, 0.3550531290166851, 4.248900501449492, 17.807043664262842]
4371  : 2024-01-01, [0.07272477404634006, 0.37865600948654127, 4.1719670861383396, 18.12665213032878]
