Itinerary: ['earth', 'venus', 'earth', 'jupiter', 'pluto']
case #: launch date, tof of each leg
10800 : 2027-01-01, [0.29702319555279905, 0.11900375372390135, 1.856562011238361, 7.727411039484939]
10801 : 2027-01-01, [0.2993093919368227, 0.12775700945339208, 1.8815933452233025, 7.941340253386482]
10802 : 2027-01-01, [0.3016898583027771, 0.13714457386267664, 1.9019909494358906, 8.159174618398655]
10803 : 2027-01-01, [0.3011097847227846, 0.147672934561477, 1.9153190329628884, 8.38589824775285]
10804 : 2027-01-01, [0.2999104776199597, 0.15872372436329021, 1.9247437899487565, 8.616622008067994]
10805 : 2027-01-01, [0.29293859781882853, 0.16851265682968314, 1.9308882427736938, 8.857660502577795]
10806 : 2027-01-01, [0.284931939313978, 0.17697747310930087, 1.9341764945085185, 9.103914093068203]
10807 : 2027-01-01, [0.09442438813018107, 0.6212190767428702, 1.8465350134002443, 9.187821521726704]
10808 : 2027-01-01, [0.07349280144821785, 0.6504546173484743, 1.79140950787478, 9.484643073328527]
10809 : 2027-01-01, [0.051006146099710374, 0.6835221000334134, 1.731511536418879, 9.783960217447998]
10810 : 2027-01-01, [0.7136780946765308, 0.6771628504790326, 1.5617471692633489, 9.547411885581088]
10811 : 2027-01-01, [0.7068773141389755, 0.7103681115065579, 1.4727274776496706, 9.860027096704794]
10812 : 2027-01-01, [0.07884240159231476, 0.5846967343477527, 2.716589585738432, 9.6198712783215]
10813 : 2027-01-01, [0.07370341151433871, 0.6111601710559239, 2.6926190605586684, 9.87251735687107]
10814 : 2027-01-01, [0.8138887638137663, 0.5687006878572753, 2.787945732847882, 9.329464815481076]
10815 : 2027-01-01, [0.8209597348088363, 0.5984904659380843, 2.728870993264377, 9.601678805988701]
10816 : 2027-01-01, [0.8247783391033341, 0.6328141111483638, 2.633952348895692, 9.90845520085261]
10817 : 2027-01-01, [0.8289468624637393, 0.6698408364428309, 2.5273950408064776, 10.223817260286951]
10818 : 2027-01-01, [0.8248959325216074, 0.7087724521389464, 2.390147882166783, 10.576183733172662]
10819 : 2027-01-01, [0.6214385747960509, 0.5719982661567491, 1.9541773168763805, 11.60238584217082]
