Itinerary: ['earth', 'venus', 'earth', 'jupiter', 'pluto']
case #: launch date, tof of each leg
6480  : 2025-01-01, [0.046378120890174505, 0.12655520340506105, 1.8703008587763226, 7.956765816928442]
6481  : 2025-01-01, [0.04558231596410492, 0.1317131588783523, 1.9149621263077152, 8.157742398849827]
6482  : 2025-01-01, [0.04673732143365249, 0.13770223049968008, 1.9587326802997238, 8.356827767766946]
6483  : 2025-01-01, [0.045820203393193336, 0.14316163833597698, 2.0032689931424623, 8.557749165128367]
6484  : 2025-01-01, [0.04695250031560225, 0.15087992250118978, 2.0481762136735497, 8.753991363509659]
6485  : 2025-01-01, [0.04590634228932399, 0.15810486310590288, 2.0938375083674337, 8.952151286237338]
6486  : 2025-01-01, [0.39140953299672654, 0.28298163743862, 1.1333840175229197, 9.692224812041733]
6487  : 2025-01-01, [0.40011157926041124, 0.29498199336126196, 1.1459213304656524, 9.908985096912675]
6488  : 2025-01-01, [0.40926220194177015, 0.3083775794573564, 1.1484218615897577, 10.133938357011116]
6489  : 2025-01-01, [0.41824906684565494, 0.32541234822184584, 1.1488015248991252, 10.357537060033374]
6490  : 2025-01-01, [0.43163826606819244, 0.3410327045831666, 1.1560015286811016, 10.571327500667538]
6491  : 2025-01-01, [0.4470947887148349, 0.3564511192505184, 1.164093134777279, 10.782360957257367]
6492  : 2025-01-01, [0.45822321531884164, 0.3723594730967495, 1.1690766654878508, 11.000340646096559]
6493  : 2025-01-01, [0.4743750106554808, 0.392050737252927, 1.1708180691889543, 11.212756182902638]
6494  : 2025-01-01, [0.490342557633954, 0.4101317480048008, 1.1762711576077003, 11.423254536753545]
6495  : 2025-01-01, [0.5110655363800383, 0.4298622052898492, 1.1800833323984938, 11.628988925931619]
6496  : 2025-01-01, [0.5298045280113098, 0.4509950238070985, 1.1870210761626798, 11.832179372018913]
6497  : 2025-01-01, [0.5511137109102175, 0.471381357643216, 1.1892621938934747, 12.038242737553091]
6498  : 2025-01-01, [0.6739550564222259, 0.5538694147959115, 1.3401770107802455, 11.931998518001619]
6499  : 2025-01-01, [0.03910430135149929, 0.2854123821151361, 2.746526975494886, 11.678956341038477]
6500  : 2025-01-01, [0.06657202693549609, 0.30827966527052997, 2.7871051485373566, 11.83804315925662]
6501  : 2025-01-01, [0.787875143029959, 0.7751538433697864, 1.3578953900403838, 12.32907562355987]
6502  : 2025-01-01, [0.07319209264067725, 0.5463942403664948, 1.5593753917519988, 13.321038275240827]
6503  : 2025-01-01, [0.0832214623493853, 0.575374402507357, 1.5321246031442184, 13.559279531999039]
6504  : 2025-01-01, [0.0416701259289327, 0.47857076038652846, 2.1498066248963745, 13.329952488788164]
6505  : 2025-01-01, [0.06432427949010898, 0.5092430817312517, 2.1389107793448523, 13.53752185943379]
6506  : 2025-01-01, [0.08788529336679037, 0.5430165012283125, 2.116545097710585, 13.752553107694313]
6507  : 2025-01-01, [0.71736626320723, 0.642131681059379, 1.4670591027597453, 13.923442952973645]
