Itinerary: ['earth', 'venus', 'earth', 'jupiter', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [0.41888301219528046, 0.10696289068345499, 2.6306134068451996, 6.843540690276065]
12961 : 2028-01-01, [0.4299613471316954, 0.11106240278506332, 2.723071367988749, 6.985904882094492]
12962 : 2028-01-01, [0.44548691009208363, 0.11552418306251422, 2.813436266291896, 7.125552640553506]
12963 : 2028-01-01, [0.4587047096499088, 0.1189518381994209, 2.9074111988994797, 7.26493225325119]
12964 : 2028-01-01, [0.47282135960829863, 0.12636181116526574, 2.994897644749678, 7.405919184476758]
12965 : 2028-01-01, [0.49155998649914134, 0.13230052650908783, 3.0982900920092202, 7.5278493949825505]
12966 : 2028-01-01, [0.5109729349880114, 0.1404446032309154, 3.1975061204082516, 7.651076341372821]
12967 : 2028-01-01, [0.5349185638633058, 0.14887371643832192, 3.301910405796174, 7.764297313902198]
12968 : 2028-01-01, [0.7310684099600252, 0.20856096079460487, 0.7972316653298639, 10.263138963915505]
12969 : 2028-01-01, [0.7747328794726183, 0.2310708636562498, 0.8820398310027254, 10.362156425868408]
12970 : 2028-01-01, [0.06589419550578557, 0.6478792038348268, 2.1021579468595557, 9.684068653799832]
12971 : 2028-01-01, [0.07605464848517676, 0.6601703261583093, 2.107724152834284, 9.90605087252223]
12972 : 2028-01-01, [0.09854212780642756, 0.6668201668632063, 2.1408720419595495, 10.093765663370815]
12973 : 2028-01-01, [0.1268116847119801, 0.677195602529188, 2.165909859308636, 10.280082853450196]
12974 : 2028-01-01, [0.15465025770420202, 0.6874143102303648, 2.1718152228263077, 10.486120209239125]
12975 : 2028-01-01, [0.4209910810088734, 0.9329297844340785, 3.687106290246872, 8.708972844310177]
12976 : 2028-01-01, [0.5118754807875638, 0.0663115293601368, 4.030657980422247, 9.39115500943005]
12977 : 2028-01-01, [0.7603893012931644, 0.1341771352034945, 1.0085476035283814, 12.346885959974959]
12978 : 2028-01-01, [0.12717148515806978, 0.8130653698163229, 3.239336585516499, 10.320426559509109]
12979 : 2028-01-01, [1.1648395954650244, 0.5122792703461452, 1.191092239267907, 11.881788894920922]
12980 : 2028-01-01, [0.06376906899663531, 0.23971308472046837, 0.7218471612086788, 13.974670685074218]
12981 : 2028-01-01, [0.19228468020960648, 0.5695750502226519, 3.1505389275826308, 11.337601341985112]
12982 : 2028-01-01, [0.0792706859867599, 0.45468817415517265, 2.8184738061467245, 12.147567333711343]
12983 : 2028-01-01, [1.4265967074996881, 0.5006119228140022, 2.3213734674192437, 11.501417902267068]
12984 : 2028-01-01, [1.4546021896871961, 0.5749284187422598, 2.1277988302515394, 11.842670561319004]
12985 : 2028-01-01, [1.0786078815969466, 0.7277160677876302, 5.13812295990479, 9.30555309071063]
12986 : 2028-01-01, [1.0978612230878084, 0.791161184836959, 4.948839802505144, 9.662137789570087]
12987 : 2028-01-01, [0.9733919720549224, 0.25951347595388913, 1.262012968447214, 14.255081583543976]
12988 : 2028-01-01, [1.0319108744327194, 0.2926414255666023, 1.3555185303093957, 14.319929169691282]
12989 : 2028-01-01, [1.07979776247087, 0.325966385979699, 1.416013653498473, 14.428222198050957]
12990 : 2028-01-01, [1.1635177925252655, 0.36415168749940596, 1.5695128432918843, 14.402817676683444]
12991 : 2028-01-01, [1.581600756027482, 0.8677441012774744, 1.6665118815443438, 13.6341432611507]
12992 : 2028-01-01, [1.5981176639320789, 0.8973959840849399, 1.578928514386094, 13.925557837596887]
12993 : 2028-01-01, [0.589537041527814, 0.36534457871042597, 3.537330155677412, 13.757788224084349]
12994 : 2028-01-01, [0.4219995944309116, 0.4818289193360204, 3.6501478861615784, 13.946023600071491]
12995 : 2028-01-01, [0.08978808747657066, 0.4481926033748735, 0.5722088782324009, 17.639810430916157]
12996 : 2028-01-01, [1.4739768787030865, 0.4450598402885003, 2.5312719376435884, 14.549691343364824]
12997 : 2028-01-01, [1.4956407339355786, 0.5030464960220314, 2.365059601889632, 14.886253168152757]
12998 : 2028-01-01, [0.5448187980527422, 1.0738431377093571, 1.6490562689964177, 16.232281795241484]
12999 : 2028-01-01, [0.8234836844259924, 0.9964510786998289, 1.895412290019178, 16.034652946854997]
13000 : 2028-01-01, [0.054710382969240856, 0.5495945094479182, 1.9445384346535997, 17.45115667292924]
13001 : 2028-01-01, [0.28075123689004405, 0.22132050390031163, 2.253966552806766, 17.493961706402878]
13002 : 2028-01-01, [0.1492096085393864, 0.5712102482646237, 2.2058303535583184, 17.57374978963767]
13003 : 2028-01-01, [1.4401582246871172, 0.6132743949170567, 1.616580273409, 17.079987106986824]
13004 : 2028-01-01, [0.2431003814441641, 1.3574261259288198, 4.59396461798055, 14.805508874646467]
13005 : 2028-01-01, [1.2460259377828098, 0.20270007848759894, 2.0852873927955984, 17.71598659093399]
13006 : 2028-01-01, [0.21096215310407382, 0.9591518913568208, 3.613175521586555, 16.71671043395255]
13007 : 2028-01-01, [0.4192763665621548, 0.1596677677035087, 3.398171666493036, 17.7728841992413]
13008 : 2028-01-01, [0.34984231887990896, 0.4714593180133799, 1.5075239215258007, 19.67117444158091]
13009 : 2028-01-01, [0.844773613640899, 1.0024565663159666, 2.33502004573648, 18.06774977430665]
13010 : 2028-01-01, [2.0069752963738727, 1.0204964345474548, 2.3301447695370294, 17.142383499541644]
13011 : 2028-01-01, [1.0872600960318968, 0.8824199341312502, 5.977680678704631, 14.802639291132223]
13012 : 2028-01-01, [1.0711599690125193, 1.6699013886197578, 2.6139466240750866, 17.644992018292637]
13013 : 2028-01-01, [1.0436993008228503, 1.4046385064440672, 3.9047687756347638, 16.89689341709832]
13014 : 2028-01-01, [0.5155809958459575, 0.044424562471432776, 1.6686317292726796, 21.27136271240993]
13015 : 2028-01-01, [0.4906424424288739, 0.17925404672607775, 0.9696121354826336, 22.110491375362415]
13016 : 2028-01-01, [0.3620000044643521, 0.22968476858185696, 2.415076786742604, 20.993238440211186]
13017 : 2028-01-01, [0.18019656456004055, 0.8115228038040041, 1.6108979628435305, 21.647382668792424]
13018 : 2028-01-01, [0.6062434265146631, 0.25520454818828486, 1.135778365936781, 22.50277365936027]
13019 : 2028-01-01, [0.3464506919959925, 0.30764706461451147, 2.198790654668134, 21.897111588721362]
13020 : 2028-01-10, [0.41629270026428505, 0.08763147657412397, 2.641518532844873, 6.854557290316719]
13021 : 2028-01-10, [0.42940807347798116, 0.08867266397048058, 2.7351578913803176, 6.996761371171219]
13022 : 2028-01-10, [0.4402653043028253, 0.09209367048292114, 2.8276770346641977, 7.139963990550056]
13023 : 2028-01-10, [0.45599034306928427, 0.09598800805619351, 2.9271163097938073, 7.2709053390807155]
13024 : 2028-01-10, [0.4696787688203513, 0.09698855288013494, 3.026911806772954, 7.406420871526559]
13025 : 2028-01-10, [0.4903774173643667, 0.10319947833603615, 3.1368164733613426, 7.519606630938254]
13026 : 2028-01-10, [0.510143843838976, 0.10866005060637664, 3.241125655093135, 7.640070450461512]
13027 : 2028-01-10, [0.7000558127629174, 0.15338254723956285, 0.8117198342363826, 10.084841805761137]
13028 : 2028-01-10, [0.12037864861932887, 0.6631380075977815, 2.0916681790319913, 9.124815164750897]
13029 : 2028-01-10, [0.15264536280145988, 0.6977635609241397, 2.1110400885110763, 9.288550987763323]
13030 : 2028-01-10, [0.1099588923694285, 0.4123800042187975, 3.2131693777698467, 8.764491725641927]
13031 : 2028-01-10, [0.1276591358291924, 0.44650831291953325, 3.1966688341969385, 8.979163717054336]
13032 : 2028-01-10, [0.14245247689080853, 0.47992507447477856, 3.1774563892654855, 9.200166059368929]
13033 : 2028-01-10, [0.17281596455536102, 0.5247363246735472, 3.1296586171520033, 9.42278909361909]
13034 : 2028-01-10, [0.20027960007895226, 0.5690522133677334, 3.0861978826298837, 9.64447030392343]
13035 : 2028-01-10, [0.2576456030315559, 0.6248831890504568, 3.023873576101713, 9.843597631816275]
13036 : 2028-01-10, [0.6830581240612631, 0.9205007275678965, 2.277584670525141, 10.1188564778457]
13037 : 2028-01-10, [0.7624189611800921, 0.9961426329002845, 2.2715213713676, 10.219917034552024]
13038 : 2028-01-10, [0.192884773008865, 0.7413581156624254, 3.603274992422991, 9.962482118905717]
13039 : 2028-01-10, [1.1867616177835716, 0.40607593619224525, 1.5937849805955357, 11.563377465428648]
13040 : 2028-01-10, [0.7393149086347772, 0.7113824047724283, 1.9870208361007144, 11.562281850492083]
