Itinerary: ['earth', 'venus', 'earth', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [0.06744041290872867, 0.29437105471426184, 9.63818853237701]
12961 : 2028-01-01, [0.046323456930980306, 0.4310642394286445, 9.772612303640376]
12962 : 2028-01-01, [0.06794653272440215, 0.06488619578786776, 10.36716727148773]
12963 : 2028-01-01, [0.18881505324245781, 0.39315863611084867, 10.168026310646695]
12964 : 2028-01-01, [0.2520826566760136, 0.12605262120646643, 10.621864722117522]
12965 : 2028-01-01, [0.11271866599141205, 0.17726948521559652, 10.960011848792991]
12966 : 2028-01-01, [0.43713678535726275, 0.3886428150418731, 10.674220399600864]
12967 : 2028-01-01, [0.4600854071516035, 0.4488382228305853, 10.841076370017811]
12968 : 2028-01-01, [0.5288374267275341, 0.6090403689709079, 10.862122204301558]
12969 : 2028-01-01, [0.658291771992098, 0.11435169494376457, 11.477356533064137]
12970 : 2028-01-01, [0.05811905499219571, 0.37264025338991, 12.069240691617894]
12971 : 2028-01-01, [0.11865489575971745, 0.8351205915174779, 11.796224512722803]
12972 : 2028-01-01, [0.14151928813440023, 0.906401390112272, 11.952079321753327]
12973 : 2028-01-01, [0.22085352993443752, 1.0016309078944117, 12.02751556217115]
12974 : 2028-01-01, [0.31321304762329977, 1.1601146187169957, 12.026672333659704]
12975 : 2028-01-01, [0.27137006915581435, 0.3963368278517642, 13.082293102992422]
12976 : 2028-01-01, [0.2933160680221929, 0.6317018699798237, 13.074982061997984]
12977 : 2028-01-01, [0.029897903348203542, 0.5406906695400252, 13.679411427111772]
12978 : 2028-01-01, [0.13599513752278813, 0.37286725261593817, 13.991137609861273]
12979 : 2028-01-01, [0.9459358263008025, 0.32172095935339723, 13.482343214345802]
12980 : 2028-01-01, [0.9964980216459788, 0.3628324190972673, 13.640669559256756]
12981 : 2028-01-01, [0.3126820623351424, 0.20667245533514042, 14.730645482329718]
12982 : 2028-01-01, [0.3153778679918766, 0.24119638331168522, 14.943425748696438]
12983 : 2028-01-01, [0.31874958641372, 0.2913978769589337, 15.139852536627348]
12984 : 2028-01-01, [0.32349819546728664, 0.6577873719008159, 15.018714432631896]
12985 : 2028-01-01, [0.31568026937181787, 1.2106713181728797, 14.723648412455303]
12986 : 2028-01-01, [0.6270844948635498, 0.6821113707371218, 15.190804134399327]
12987 : 2028-01-01, [1.4603047954850679, 0.814659399580856, 14.475035804934075]
12988 : 2028-01-01, [0.4714769458532016, 0.3126401109317327, 16.215882943215068]
12989 : 2028-01-01, [0.27066300720670255, 1.4408226903404928, 15.538514302452805]
12990 : 2028-01-01, [0.29652593721170045, 1.0190945021149558, 16.184379560673342]
12991 : 2028-01-01, [1.3191798233812868, 0.6084991004167261, 15.822321076201987]
12992 : 2028-01-01, [1.4345841181971382, 0.7281288055577124, 15.83728707624515]
12993 : 2028-01-01, [0.46504766042801615, 0.3123034858975622, 17.47264885367442]
12994 : 2028-01-01, [0.5434272024178524, 0.4873744710654443, 17.469198326516704]
12995 : 2028-01-01, [0.5028506618716204, 0.3363762486984516, 17.910773089429927]
12996 : 2028-01-01, [0.6340504434552614, 0.509984318891254, 17.855965237653486]
12997 : 2028-01-01, [1.349750875073857, 0.588193044375287, 17.312056080550857]
