Itinerary: ['earth', 'venus', 'earth', 'pluto']
case #: launch date, tof of each leg
6480  : 2025-01-01, [0.4314344506857049, 0.43110702463707307, 9.137458524677221]
6481  : 2025-01-01, [0.5863523368006216, 0.10306312861037231, 9.560584534589006]
6482  : 2025-01-01, [1.1333885917569873, 0.6775291741804991, 8.689082234062514]
6483  : 2025-01-01, [0.0642602803057092, 0.370069261967394, 10.315670457726895]
6484  : 2025-01-01, [0.07570427711470956, 0.3480212435130254, 10.576274479372264]
6485  : 2025-01-01, [0.06672102336005128, 0.3614753410257962, 10.821803635614152]
6486  : 2025-01-01, [0.054908164493380145, 0.3758993447694359, 11.069192490737185]
6487  : 2025-01-01, [0.7233833135072101, 0.1832426777837334, 10.843374008709056]
6488  : 2025-01-01, [0.7584483697843974, 0.20591607947716856, 11.035635550738435]
6489  : 2025-01-01, [0.7994010133053469, 0.23756065571256735, 11.213038330982087]
6490  : 2025-01-01, [0.8513765636317919, 0.2801680725035957, 11.368455363864612]
6491  : 2025-01-01, [0.9327242659461225, 0.35522019685663975, 11.462055537197239]
6492  : 2025-01-01, [1.112341445287077, 0.527691187966115, 11.359967366746808]
6493  : 2025-01-01, [0.3386238491846713, 0.19987328358108564, 12.711502867234243]
6494  : 2025-01-01, [0.38801019479886784, 0.33646249616603024, 12.775527309035104]
6495  : 2025-01-01, [0.6362637400655151, 1.156482113184738, 11.957254146749747]
6496  : 2025-01-01, [0.43681821442169827, 0.27990153076692353, 13.283280254811377]
6497  : 2025-01-01, [1.0714001097161443, 0.4440933759804242, 12.734506514303432]
6498  : 2025-01-01, [0.22270807746171695, 0.10802385183649098, 14.169268070701794]
6499  : 2025-01-01, [0.2639590721393426, 0.4072420943045648, 14.078798833556093]
6500  : 2025-01-01, [0.33226349591307247, 0.8153987002431033, 13.852337803843827]
6501  : 2025-01-01, [0.5308316221678486, 0.49931391221926785, 14.219854465612883]
6502  : 2025-01-01, [0.5324967588643104, 0.5472818003106241, 14.420221440825065]
6503  : 2025-01-01, [0.5551016044106637, 0.6628788953641309, 14.532019500225205]
6504  : 2025-01-01, [0.5480636627418533, 0.8864154076081144, 14.565520929650033]
6505  : 2025-01-01, [0.12052893006798, 0.5076521698013376, 15.621818900130684]
6506  : 2025-01-01, [0.28309168581826866, 0.1318778350476191, 16.08503047913411]
6507  : 2025-01-01, [0.5389697501498072, 0.5767147388191678, 15.634315511031026]
6508  : 2025-01-01, [0.23874847555591613, 0.28059555330445873, 16.480655971139623]
6509  : 2025-01-01, [0.5803554002056526, 0.7699158365832435, 15.899728763211105]
6510  : 2025-01-01, [0.4604080191703174, 1.267259542462347, 15.772332438367336]
6511  : 2025-01-01, [0.9237887077195921, 0.14428947309416737, 16.681921819186243]
6512  : 2025-01-01, [0.5513567083928479, 0.864410672925043, 16.58423261868211]
6513  : 2025-01-01, [0.5433842571428613, 1.1106950225564582, 16.595920720300683]
6514  : 2025-01-01, [0.47638478079431656, 1.7605427601517014, 16.263072459053983]
6515  : 2025-01-01, [0.4556000521555883, 0.3019732949724915, 17.99242665287192]
6516  : 2025-01-01, [0.6129189870684659, 0.9075807565061832, 17.479500256425354]
6517  : 2025-01-01, [1.0108207452061804, 0.19330244349907713, 18.04587681129474]
6518  : 2025-01-01, [0.14448018389743272, 1.1492275791251354, 18.206292236977433]
6519  : 2025-01-01, [0.3278494394717618, 0.30593066297719645, 19.116219897551044]
6520  : 2025-01-01, [0.5082314698225274, 0.9460588868860349, 18.54570964329144]
6521  : 2025-01-01, [1.2976354324677972, 0.45316989306748867, 18.499194674464714]
6522  : 2025-01-01, [0.6197297844729334, 0.5957449663657979, 19.28452524916127]
6523  : 2025-01-01, [0.5940657201384216, 0.5202080911949335, 19.635726188666645]
6524  : 2025-01-01, [0.7298538062969641, 0.60486187371415, 19.66528431998889]
6525  : 2025-01-01, [0.7467262763503079, 0.8249880028788038, 19.678285720770884]
6526  : 2025-01-01, [0.9601570660450105, 0.08409420283533403, 20.455748731119655]
6527  : 2025-01-01, [0.15386828955161508, 0.3410500007843997, 21.255081709663983]
6528  : 2025-01-01, [0.12908075529249255, 0.42518900507901375, 21.445730239628496]
6529  : 2025-01-01, [0.2276456108747741, 1.7010622168380378, 20.32129217228719]
6530  : 2025-01-01, [1.4999437418124486, 0.6146904519097254, 20.385365806277825]
6531  : 2025-01-01, [0.7481992732270366, 0.6598763263830405, 21.34192440038992]
6532  : 2025-01-01, [0.7249849987000574, 0.650067970623327, 21.624947030676616]
6533  : 2025-01-01, [0.751819294037586, 0.6822580706459607, 21.81592263531645]
6534  : 2025-01-01, [0.7705992914520686, 1.3465640758355308, 21.3828366327124]
6535  : 2025-01-01, [1.3002832209471773, 0.3557308226429512, 22.09398595640987]
6536  : 2025-01-01, [0.7528047093172153, 0.8593326781868973, 22.387862612495883]
6537  : 2025-01-01, [0.7537926390898689, 1.9345946026986454, 21.561612758211485]
6538  : 2025-01-01, [1.5465599247919313, 0.5875115623320589, 22.36592851287601]
6539  : 2025-01-01, [0.6328134263525376, 1.1044475973053356, 23.012738976342124]
6540  : 2025-01-10, [0.5703809928804457, 0.07816818011614853, 9.351450827003406]
6541  : 2025-01-10, [0.9631600419215797, 0.4761851813730333, 8.810654776705386]
6542  : 2025-01-10, [0.07473270095056336, 0.33524944368876153, 10.090017855360674]
6543  : 2025-01-10, [0.20449972359936952, 0.14733433936165494, 10.398165937038975]
6544  : 2025-01-10, [0.06626903422584988, 0.34135190950898264, 10.592379056265168]
6545  : 2025-01-10, [0.05482184255328531, 0.35398627121370685, 10.841191886233007]
6546  : 2025-01-10, [0.7039240744335359, 0.14996681248772376, 10.646109113078742]
6547  : 2025-01-10, [0.7354245874072003, 0.1681067581160492, 10.84646865447675]
6548  : 2025-01-10, [0.7682874884560527, 0.18955076828660933, 11.042161743257338]
6549  : 2025-01-10, [0.8106133324719257, 0.22095390324747674, 11.218432764280598]
6550  : 2025-01-10, [0.87310313555766, 0.27179839600177164, 11.355098468440568]
6551  : 2025-01-10, [0.9454467568426413, 0.33033773297492236, 11.474215510182438]
6552  : 2025-01-10, [1.1315786284792893, 0.5106365953316994, 11.357784776189012]
6553  : 2025-01-10, [0.3387544730942336, 0.20163153498580327, 12.709613991919964]
6554  : 2025-01-10, [0.3843904902766468, 0.3365193718858297, 12.779090137837525]
6555  : 2025-01-10, [0.5741539782274578, 1.0259618259179875, 12.149884195854554]
6556  : 2025-01-10, [0.4322692581071396, 0.27639895294945377, 13.291331788943406]
6557  : 2025-01-10, [1.0047778899010094, 0.3371607975748927, 12.908061312524097]
6558  : 2025-01-10, [0.21833427659325655, 0.08951743592832487, 14.192148287478421]
6559  : 2025-01-10, [0.29361668397962715, 0.4546948711953869, 14.001688444824987]
6560  : 2025-01-10, [0.32274151909242127, 0.6147185332103204, 14.06253994769726]
6561  : 2025-01-10, [0.5162466826575925, 0.4688833543595477, 14.264869962982859]
6562  : 2025-01-10, [0.5211269457788016, 0.5129862798685191, 14.465886774352677]
6563  : 2025-01-10, [0.5102359531874674, 0.5834441327916196, 14.656319914020912]
6564  : 2025-01-10, [0.5248387427730152, 0.7871261755694474, 14.688035081657537]
6565  : 2025-01-10, [0.12533751629101525, 0.4584035317179662, 15.66625895199102]
6566  : 2025-01-10, [0.2849591959718918, 0.10428684920369041, 16.110753954824418]
6567  : 2025-01-10, [0.5191130681064803, 0.531337191950111, 15.69954973994341]
6568  : 2025-01-10, [0.17065571811355573, 1.0923116274394853, 15.73703265444696]
6569  : 2025-01-10, [0.9820599241694712, 0.19658128205665612, 16.071358793773875]
6570  : 2025-01-10, [0.32760818887974524, 0.6421720150466897, 16.530219796073567]
6571  : 2025-01-10, [0.8941929527922517, 0.0857798359519923, 16.770027211255755]
6572  : 2025-01-10, [1.2956643664562284, 0.4972324051916504, 16.20710322835212]
6573  : 2025-01-10, [0.5233510085039453, 0.9628722422002736, 16.763776749295783]
6574  : 2025-01-10, [0.46263536230690666, 1.5177345275657688, 16.519630110127324]
6575  : 2025-01-10, [0.43633746848380156, 0.21481034958388487, 18.098852181932315]
6576  : 2025-01-10, [0.4906701156425818, 0.48776194582507426, 18.021567938532343]
6577  : 2025-01-10, [1.6511835474461347, 0.8415095781048377, 16.757306874449025]
6578  : 2025-01-10, [1.3950062171519937, 0.5747134399589565, 17.530280342889046]
6579  : 2025-01-10, [0.6264596457599229, 1.2383778725331847, 17.885162481706892]
6580  : 2025-01-10, [1.2029304668852046, 0.3589461331137417, 18.438123400001054]
6581  : 2025-01-10, [1.014956520188761, 0.11344765419617138, 19.12159582561507]
6582  : 2025-01-10, [1.3302560022455108, 0.44346084122203405, 18.726283156532457]
6583  : 2025-01-10, [0.723398044973716, 2.057751815090596, 17.96885013993569]
6584  : 2025-01-10, [1.7073492075627692, 0.8332043321757275, 18.459446460261507]
6585  : 2025-01-10, [0.4561855894419061, 1.04793786424554, 19.745876546312555]
6586  : 2025-01-10, [0.047922007959113846, 0.47965523270711047, 20.972422759333778]
6587  : 2025-01-10, [1.30770041958037, 0.35911415165139005, 20.08318542876824]
6588  : 2025-01-10, [0.6495894495680855, 0.48622785589970496, 20.86418269453221]
6589  : 2025-01-10, [0.20598114344488155, 0.1892907930054562, 21.85472806354966]
6590  : 2025-01-10, [0.6413992557764877, 0.6120644295993336, 21.24653631462418]
6591  : 2025-01-10, [1.2922511064210676, 0.3442481986813326, 21.1135006948976]
6592  : 2025-01-10, [1.7464155373169261, 0.8185394572665732, 20.4350450054165]
6593  : 2025-01-10, [0.9502674660101276, 1.0073774167908933, 21.29235511719898]
6594  : 2025-01-10, [0.5761672739504621, 0.45246451109321845, 22.47136821495632]
6595  : 2025-01-10, [0.23094003792244577, 1.6167362035542123, 21.90232375852334]
6596  : 2025-01-10, [0.25047357230887, 0.18803411696567637, 23.561492310725452]
6597  : 2025-01-10, [0.7412883716707386, 0.537044862170196, 22.971666766159068]
6598  : 2025-01-10, [0.050891497744610166, 0.7207029836769685, 23.728405518578423]
6599  : 2025-01-10, [0.05595199315450867, 0.8686015746670049, 23.825446432178488]
6600  : 2025-01-20, [0.5808016768461617, 0.06863056977690626, 9.35056775337693]
6601  : 2025-01-20, [0.0785915648728062, 0.3080397022185894, 9.863368732908606]
6602  : 2025-01-20, [0.06670982164436294, 0.32788527382198135, 10.105404904533655]
6603  : 2025-01-20, [0.062226394187837944, 0.32087442566766805, 10.366899180144493]
6604  : 2025-01-20, [0.05418969280681288, 0.33177306434022374, 10.614037242852964]
6605  : 2025-01-20, [0.6900086028834788, 0.12039254897236645, 10.439598848144156]
6606  : 2025-01-20, [0.7182634282444457, 0.13400754838467066, 10.647729023370884]
6607  : 2025-01-20, [0.7475458708971469, 0.15108788995712577, 10.851366239145728]
6608  : 2025-01-20, [0.7780502758605512, 0.16863628930129754, 11.05331343483815]
6609  : 2025-01-20, [0.8255268958964388, 0.2044028901320146, 11.220070213971548]
6610  : 2025-01-20, [0.8825678046694639, 0.24411455720626932, 11.373317638124266]
6611  : 2025-01-20, [0.9917032516031853, 0.3383701720992925, 11.419926576297522]
6612  : 2025-01-20, [1.1296775069997074, 0.4685354972292128, 11.401786995771081]
6613  : 2025-01-20, [0.3312156672852444, 0.18659988149382994, 12.732184451220926]
6614  : 2025-01-20, [0.37252448368804547, 0.31980917522383234, 12.807666341088122]
6615  : 2025-01-20, [0.5033756251028736, 0.8175367908746529, 12.429087584022474]
6616  : 2025-01-20, [0.413275756235107, 0.24222899186133048, 13.344495251903561]
6617  : 2025-01-20, [0.8759774459649512, 0.13071964001490696, 13.243302914020141]
6618  : 2025-01-20, [0.2671253758385485, 0.2458206931352219, 13.98705393102623]
6619  : 2025-01-20, [0.2924946497758737, 0.35238762772580884, 14.105117722498317]
6620  : 2025-01-20, [0.32125027228613534, 0.4682736148778943, 14.21047611283597]
6621  : 2025-01-20, [0.5024167557424472, 0.4370171471079696, 14.310566097149582]
6622  : 2025-01-20, [0.5035819135628501, 0.4706888886670947, 14.525729197770053]
6623  : 2025-01-20, [0.5011706871581846, 0.5239662677389209, 14.724863045102895]
6624  : 2025-01-20, [0.49865487717455503, 0.6824601685397662, 14.818884954285679]
6625  : 2025-01-20, [0.4502260159524852, 1.2526841200991383, 14.547089863948377]
6626  : 2025-01-20, [0.28777141262105016, 0.06414246954201022, 16.14808611783694]
6627  : 2025-01-20, [0.2881283758147837, 0.45611513101338197, 16.005756493171834]
6628  : 2025-01-20, [0.18417371194583954, 0.631169196084992, 16.184657091969168]
6629  : 2025-01-20, [1.8201877190879587, 1.0650954435731608, 14.36471683733888]
6630  : 2025-01-20, [0.25170038494768265, 0.27236010492013524, 16.975939510132182]
6631  : 2025-01-20, [0.45489210060628615, 0.9918897883061734, 16.303218111087542]
6632  : 2025-01-20, [1.1383211733510787, 0.31015378500984697, 16.551525041639078]
6633  : 2025-01-20, [0.21191173227174998, 0.5816328136704372, 17.456455454057814]
6634  : 2025-01-20, [0.44673874469012204, 1.0697781741435128, 16.98348308116637]
6635  : 2025-01-20, [0.040753933644036615, 0.48147851763303745, 18.227767548722923]
6636  : 2025-01-20, [1.4096301913043592, 0.5740158612925554, 17.016353947403083]
6637  : 2025-01-20, [0.4440292113450268, 0.5310263997593133, 18.27494438889566]
6638  : 2025-01-20, [0.4207548927071544, 0.8647726043670302, 18.214472502925815]
6639  : 2025-01-20, [0.3816084042040209, 0.5156710966524641, 18.852720499143516]
6640  : 2025-01-20, [0.791438383499067, 1.4386797562389615, 17.76988186026197]
6641  : 2025-01-20, [0.08574538628897263, 0.2316097120608546, 19.93264490165017]
6642  : 2025-01-20, [0.10378030506730669, 0.7305100320198828, 19.66570966291281]
6643  : 2025-01-20, [0.6936321519373602, 0.5122416641801107, 19.544126183882526]
6644  : 2025-01-20, [0.6998447586373091, 0.5716878609149684, 19.72846738044772]
6645  : 2025-01-20, [0.7005354174841716, 1.1807886843137314, 19.368675898202095]
6646  : 2025-01-20, [0.2753426237878266, 0.2941273943313206, 20.930529981880852]
