Itinerary: ['earth', 'venus', 'earth', 'pluto']
case #: launch date, tof of each leg
10800 : 2027-01-01, [0.11634035753388836, 0.08676549989559369, 9.796894142570517]
10801 : 2027-01-01, [0.1145724527294895, 0.09875335534240691, 10.036674191928103]
10802 : 2027-01-01, [0.10933232540944644, 0.11174873706696606, 10.278918937523587]
10803 : 2027-01-01, [0.10225446488600022, 0.1254546151060295, 10.52229092000797]
10804 : 2027-01-01, [0.09004780195326337, 0.1436869969986582, 10.766265201048078]
10805 : 2027-01-01, [0.08063225459215735, 0.16856629843930163, 11.000801446968541]
10806 : 2027-01-01, [0.05835853629422285, 0.20193911164155098, 11.239702352064224]
10807 : 2027-01-01, [0.37162855689057267, 0.237403481753316, 11.14096796135611]
10808 : 2027-01-01, [0.369627581150723, 0.2511843127976141, 11.37918810605166]
10809 : 2027-01-01, [0.46631655618652884, 0.6320353917844727, 11.151648052028998]
10810 : 2027-01-01, [0.4828521392346369, 0.6910592593985728, 11.32608860136679]
10811 : 2027-01-01, [0.5072052602709151, 0.7872278931062069, 11.45556684662288]
10812 : 2027-01-01, [0.5482616085657404, 0.9364217719909276, 11.51531661944333]
10813 : 2027-01-01, [0.698040333391142, 0.08375691840827683, 12.468202748200582]
10814 : 2027-01-01, [0.19831780554513345, 0.08591047281612267, 13.215771721638744]
10815 : 2027-01-01, [0.15733781027346874, 0.37791012842572486, 13.214752061300807]
10816 : 2027-01-01, [0.39351474950966514, 0.4431377127838446, 13.163347537706493]
10817 : 2027-01-01, [0.4919115621546474, 0.7057382137392145, 13.052350224106139]
10818 : 2027-01-01, [0.38502646648950106, 0.3256203626234985, 13.789353170887]
10819 : 2027-01-01, [0.3778289146644492, 0.37916691233524147, 13.993004173000308]
10820 : 2027-01-01, [0.36233289538958535, 0.5131751680008594, 14.124491936609555]
10821 : 2027-01-01, [0.347338878962045, 0.46614017346663167, 14.436520947571324]
10822 : 2027-01-01, [0.06185540581023127, 0.5983938750529894, 14.839750719136779]
10823 : 2027-01-01, [0.07506744378120037, 0.35114183469308624, 15.323790721525713]
10824 : 2027-01-01, [0.3992269616081882, 0.22268516363351898, 15.378087874758293]
10825 : 2027-01-01, [0.40779110881600705, 0.3297798546123267, 15.512429036571667]
10826 : 2027-01-01, [0.1995049484831603, 0.07700926722713992, 16.2234857842897]
10827 : 2027-01-01, [0.1511614503985136, 1.2410333749795865, 15.3578051746219]
10828 : 2027-01-01, [0.5268509085854106, 0.5914877132376433, 15.881661378176947]
10829 : 2027-01-01, [0.7179409619205812, 1.5479263635736953, 14.984132674505725]
10830 : 2027-01-01, [0.5255136428084402, 1.6260229065305387, 15.348463450661022]
10831 : 2027-01-01, [0.6931881112471313, 1.4818528585217, 15.574959030231167]
10832 : 2027-01-01, [0.11446586418737445, 0.5607630348924367, 17.32477110092019]
10833 : 2027-01-01, [0.4055475743677395, 0.27730756037106585, 17.567144865261195]
10834 : 2027-01-01, [0.6156045686189668, 0.8980932200680316, 16.986302211313]
