Itinerary: ['earth', 'venus', 'earth', 'pluto']
case #: launch date, tof of each leg
2160  : 2023-01-01, [0.08264511565193243, 0.42047651209323517, 9.496878372254832]
2161  : 2023-01-01, [0.15962554681069613, 0.3087741792718979, 9.781600273917405]
2162  : 2023-01-01, [0.046898580417204426, 0.39134167857269, 10.061759741010105]
2163  : 2023-01-01, [0.07939651846344828, 0.03624581301069057, 10.634357668525862]
2164  : 2023-01-01, [0.20959880690893978, 0.6736028134537032, 10.116798379637357]
2165  : 2023-01-01, [0.19992618409135196, 0.7202727988037578, 10.329801017104892]
2166  : 2023-01-01, [0.1723910415276877, 0.8101696481969043, 10.517439310275407]
2167  : 2023-01-01, [0.21838900596650765, 0.34888653187002416, 11.182724462163467]
2168  : 2023-01-01, [0.8674948886484866, 0.3003522956137699, 10.832152815737743]
2169  : 2023-01-01, [0.14452272050693316, 0.062178778741547314, 12.04329850075152]
2170  : 2023-01-01, [0.7120185134183366, 0.1359555047807565, 11.652025981800907]
2171  : 2023-01-01, [1.2029438759692208, 0.6273285365376063, 10.919727587493174]
2172  : 2023-01-01, [0.16032405196235583, 0.10435979021002903, 12.735316157827617]
2173  : 2023-01-01, [0.6861272709783741, 0.0943524707899082, 12.469520258231718]
2174  : 2023-01-01, [0.7276457683721436, 0.10917833575751325, 12.663175895870344]
2175  : 2023-01-01, [0.329022228520131, 0.21464803555783663, 13.20632973592203]
2176  : 2023-01-01, [0.38894403732817034, 0.3659404371973531, 13.245115525474477]
2177  : 2023-01-01, [0.37380969957771837, 1.3094151370628768, 12.566775163359406]
2178  : 2023-01-01, [0.4562231084139462, 1.4459535882992263, 12.597823303286829]
2179  : 2023-01-01, [0.16036104676229967, 0.4698903137620809, 14.11974863947562]
2180  : 2023-01-01, [0.1960910556272443, 0.04630911703062289, 14.757599827342133]
2181  : 2023-01-01, [0.1698884387150045, 0.612191046532133, 14.467920514752862]
2182  : 2023-01-01, [0.20813150920736198, 0.6612575781616923, 14.630610912630946]
2183  : 2023-01-01, [0.25455976501679867, 0.724134137474589, 14.771306097508612]
2184  : 2023-01-01, [0.30508307528030026, 0.7842316574273912, 14.910685267292308]
2185  : 2023-01-01, [1.4299345853772114, 0.7355326342664835, 14.084532780356305]
2186  : 2023-01-01, [1.4402058582088493, 0.7520673617262549, 14.307726780064897]
2187  : 2023-01-01, [0.41360483495690425, 0.21928322249204368, 16.117111942551052]
2188  : 2023-01-01, [0.4179327439699674, 0.22471761299599888, 16.357349643034034]
2189  : 2023-01-01, [0.4228712612287036, 0.2320525010949065, 16.59507623767639]
2190  : 2023-01-01, [0.4257688079276457, 0.23874621016915462, 16.8354849819032]
2191  : 2023-01-01, [0.43105099897732724, 0.25007949599551343, 17.068869505027163]
2192  : 2023-01-01, [0.4367810600800197, 0.26053031612801525, 17.302688623791965]
2193  : 2023-01-01, [0.4426551551977065, 0.2746612401227201, 17.532683604679573]
2194  : 2023-01-01, [0.4478764840459499, 0.2895795285970736, 17.762543987356977]
2195  : 2023-01-01, [0.4551354611961036, 0.31015059555016644, 17.98471394325373]
2196  : 2023-01-01, [0.46680584895879623, 0.3424005356621239, 18.19079361537908]
2197  : 2023-01-01, [0.478474318122913, 0.3803556923571938, 18.391169989519895]
2198  : 2023-01-01, [0.49933966253721723, 0.45493929438451786, 18.545721043078263]
2199  : 2023-01-01, [0.5342631700654549, 0.5735067651584229, 18.642230064776125]
2200  : 2023-01-01, [0.6029338071246856, 0.9224097363712932, 18.47465645650402]
2201  : 2023-01-01, [0.8301685231239542, 1.8220515364532517, 17.597779940422793]
2202  : 2023-01-01, [0.9716419299974389, 0.11257939373879436, 19.415778676263766]
2203  : 2023-01-01, [0.10689337981766588, 1.0002721686493106, 19.642834451533023]
2204  : 2023-01-01, [0.3282608527422652, 0.854414214701631, 19.817324932556104]
2205  : 2023-01-01, [0.28605185297221514, 0.31603229745887335, 20.647915849568914]
2206  : 2023-01-01, [0.3914380622416526, 1.9373974364447373, 19.17116450131361]
2207  : 2023-01-01, [0.1628834280687824, 0.07027951224512077, 21.516837059686097]
2208  : 2023-01-01, [0.84995860934629, 1.0115451274746399, 20.13849626317907]
2209  : 2023-01-01, [1.8013871846033385, 0.9257182343984848, 19.52289458099818]
