Itinerary: ['earth', 'mars', 'venus', 'jupiter', 'pluto']
case #: launch date, tof of each leg
15120 : 2029-01-01, [0.4660002437070341, 0.5124235641996877, 2.03521382582958, 6.986362366263698]
15121 : 2029-01-01, [0.49412219296297555, 0.4943729330683043, 1.9674472857355656, 7.294057588233155]
15122 : 2029-01-01, [0.5245859087374589, 0.47106957837636443, 1.9310115528583078, 7.57333296002787]
15123 : 2029-01-01, [0.5606136214175788, 0.4286596309648101, 1.8333871414992549, 7.9273396061183545]
15124 : 2029-01-01, [0.5956126317950844, 0.38959820251640376, 1.7283730166810656, 8.286416149007447]
15125 : 2029-01-01, [0.6373600567099721, 0.3216703323951094, 1.5721435755875903, 8.718826035307329]
15126 : 2029-01-01, [0.6875936125249255, 0.23677831516958373, 1.3832477267197372, 9.192380345585754]
15127 : 2029-01-01, [0.6472890742105704, 0.955883961924078, 3.428258971990192, 6.718567991875157]
15128 : 2029-01-01, [0.38249570861275106, 0.24404156109907582, 1.3394234806366043, 10.034039249651569]
15129 : 2029-01-01, [0.3864139419517862, 0.32613194928634154, 1.4113173616641859, 10.126136747097686]
15130 : 2029-01-01, [0.3978608902788929, 0.3267591525970606, 1.395501192011201, 10.379878765112846]
15131 : 2029-01-01, [0.722857058361116, 1.604611950131027, 1.5490673526350272, 8.873463638872831]
15132 : 2029-01-01, [0.8321603895308287, 0.37852589207575627, 1.8135452942541006, 9.975768424139314]
15133 : 2029-01-01, [0.9063718430470378, 0.2583728450225551, 1.5916860534231212, 10.493569258507284]
15134 : 2029-01-01, [0.8828773121386685, 1.6002196015862435, 1.1667237833354445, 9.850179302939644]
15135 : 2029-01-01, [0.73604777557327, 1.1791798482917173, 3.9194801155550554, 7.915292260579957]
15136 : 2029-01-01, [1.133321446863452, 0.19929035596898978, 2.9835417569915323, 9.683846440176026]
15137 : 2029-01-01, [0.3906342900982109, 0.3750112071877453, 1.440329707768887, 12.044024794945155]
15138 : 2029-01-01, [0.3965640295540988, 0.4247246182461435, 1.4627958134762729, 12.215915538723484]
15139 : 2029-01-01, [0.43083147260344634, 0.4399637240713868, 1.4147831020225317, 12.464421701302635]
15140 : 2029-01-01, [0.46514011929569804, 0.4391104854053355, 1.3261056857035407, 12.769643709595426]
15141 : 2029-01-01, [0.5062069816705125, 0.4190044497440844, 1.2023704119782512, 13.122418156607152]
