Itinerary: ['earth', 'mars', 'venus', 'jupiter', 'pluto']
case #: launch date, tof of each leg
10800 : 2027-01-01, [0.21178283043565443, 0.6209486846886356, 2.1404097113897596, 7.026858773485951]
10801 : 2027-01-01, [0.22290480340592272, 0.624820869527866, 2.1653755271977873, 7.236898799868424]
10802 : 2027-01-01, [0.23467044845882637, 0.6251529680577886, 2.181781217643521, 7.458395365839864]
10803 : 2027-01-01, [0.2458129403445997, 0.6236490276600014, 2.196966833073423, 7.683571198921976]
10804 : 2027-01-01, [0.25935330226209347, 0.6225547492468764, 2.2072146595600795, 7.91087728893095]
10805 : 2027-01-01, [0.27228681423747936, 0.6195680606035724, 2.2156853465652357, 8.142459778593713]
10806 : 2027-01-01, [0.2859750808722205, 0.6161871909262084, 2.214167024799973, 8.383670703401599]
10807 : 2027-01-01, [0.3029055235478759, 0.600027095885619, 2.203357905267633, 8.643709475298872]
10808 : 2027-01-01, [0.3184678504836071, 0.58480706100059, 2.1891448866157477, 8.907580201900057]
10809 : 2027-01-01, [0.33791597002300516, 0.5572079718376004, 2.1407349194711744, 9.21414113866822]
10810 : 2027-01-01, [0.356080366947605, 0.5314017193960917, 2.0992507846406836, 9.51326712901562]
10811 : 2027-01-01, [0.38008016421190166, 0.4751531357770685, 2.009198247688292, 9.885568452322739]
10812 : 2027-01-01, [0.404363626979083, 0.4199170927024793, 1.9204618282106642, 10.255257452107774]
10813 : 2027-01-01, [0.4360689947653874, 0.32871005044639895, 1.7783295806951724, 10.70689137409304]
10814 : 2027-01-01, [0.465802625809378, 0.2445643291184983, 1.625219712718661, 11.164413332353464]
10815 : 2027-01-01, [0.4032321336012467, 0.2550402301670285, 0.7989565470296044, 12.29277108920212]
10816 : 2027-01-01, [0.3685253726926537, 0.9205406578294604, 2.64557578216248, 10.065358187315406]
10817 : 2027-01-01, [0.41120268112335406, 0.518181657377738, 2.10966419284566, 11.21095146865325]
10818 : 2027-01-01, [0.6306104407794259, 0.9955761480035751, 3.7095513703916363, 9.164262040825362]
10819 : 2027-01-01, [0.6547695291021527, 1.0137340685089447, 3.7346587692974786, 9.346837633091424]
10820 : 2027-01-01, [0.6815106334450085, 1.0061457818744104, 3.726794450619129, 9.58554913406145]
10821 : 2027-01-01, [0.5942112497058663, 0.20261557529353902, 1.4787774063588002, 12.974395768641795]
10822 : 2027-01-01, [0.596076591018171, 1.4474839413400122, 0.9392387108028487, 12.517200756838967]
10823 : 2027-01-01, [0.5608243421448503, 1.0866891485140067, 3.8017790264471123, 10.30070748289403]
10824 : 2027-01-01, [0.510425004385945, 0.9326108042515817, 2.6637557973225463, 11.893208394039927]
10825 : 2027-01-01, [1.0605170154968613, 0.7238960925491478, 2.9539738269386757, 11.511613065015316]
10826 : 2027-01-01, [1.0794694476763733, 0.913805570727299, 2.0267752455841954, 12.47994973601213]
10827 : 2027-01-01, [1.1383459778871148, 0.9738267127351254, 1.884831719622973, 12.752995589754788]
10828 : 2027-01-01, [1.1943000845550924, 1.0531081576188703, 1.7509005255086936, 13.001691232317345]
10829 : 2027-01-01, [0.4708907737629593, 0.2404418508397166, 0.9406765396374464, 15.597990835759877]
10830 : 2027-01-01, [0.5079188148564132, 0.21582450498956537, 0.7819212410187826, 15.99433543913524]
10831 : 2027-01-01, [1.9349477265707684, 0.8597111789408614, 2.41856670678817, 12.5367743877002]
10832 : 2027-01-01, [2.129395241362901, 0.8592468794347679, 1.9332352686668446, 13.078122610535486]
10833 : 2027-01-01, [2.2625802450592833, 0.8636092698977371, 1.4566569388064299, 13.667153546236548]
10834 : 2027-01-01, [1.8527151183420227, 0.7136497845767076, 4.967565569440606, 10.966069527640661]
10835 : 2027-01-01, [0.18620266116600573, 0.8353185649057675, 4.866743595616199, 12.861735178312028]
10836 : 2027-01-01, [0.3325737763573313, 0.8201017150543107, 4.250593762037424, 13.596730746550936]
10837 : 2027-01-01, [1.6528283281546883, 0.8799447525559164, 2.636420977488944, 14.08080594180045]
10838 : 2027-01-01, [1.8002205357295875, 0.7111489461866727, 2.1758444602643836, 14.812786057819356]
10839 : 2027-01-01, [1.5431354999622178, 0.22491821301463602, 6.012668552199172, 11.969277734823976]
10840 : 2027-01-01, [1.5252478144318333, 1.7734214312700676, 5.234804928146271, 11.466525826151829]
10841 : 2027-01-01, [1.66104131866935, 1.5171329282536734, 4.736818610940166, 12.335007142136812]
10842 : 2027-01-01, [0.5608045636865435, 0.37845238629528527, 1.2948348567866885, 18.265908193231482]
10843 : 2027-01-01, [2.0256057832429804, 0.21847898895049023, 4.527308956284704, 13.978606271521825]
10844 : 2027-01-01, [0.6430046241026643, 1.1024774623327909, 2.886641369343704, 16.36787654422084]
10845 : 2027-01-01, [0.7169646668889994, 0.9472666794496625, 2.404498494567089, 17.18127015909425]
10846 : 2027-01-01, [0.7856086352845495, 0.8120270087735009, 1.9476692261059767, 17.954695129835976]
10847 : 2027-01-01, [0.9020472433675024, 0.5511279604648416, 1.1230673592563334, 19.173757436911323]
10848 : 2027-01-01, [0.6224049318537697, 1.1369846419264302, 5.148588710483879, 15.092021715735921]
