Itinerary: ['earth', 'mars', 'venus', 'jupiter', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [0.6681958845111027, 0.6636017264525013, 1.5972517300206017, 7.070950659015794]
12961 : 2028-01-01, [1.0044302448879743, 0.889034836956539, 1.4105607167194025, 6.9459742014360835]
12962 : 2028-01-01, [0.08542289733819977, 0.9875669540502698, 1.4265631198351783, 8.000447028776351]
12963 : 2028-01-01, [0.1011739873989596, 0.9564613496370736, 1.2494990226884826, 8.442865640275485]
12964 : 2028-01-01, [0.2716601020686693, 0.34929712687138453, 2.1475408409704837, 8.231501930089463]
12965 : 2028-01-01, [0.30817376994960527, 0.28056894582942316, 2.0023782574926177, 8.658879026728354]
12966 : 2028-01-01, [0.3457138101155341, 0.21368272265914798, 1.840129864889452, 9.100473602335866]
12967 : 2028-01-01, [0.38307500548513046, 0.17132937509032115, 1.6814185337479526, 9.514177085676595]
12968 : 2028-01-01, [0.7769130185567781, 0.779819380153611, 1.6000745850243292, 8.843193016265282]
12969 : 2028-01-01, [1.1648363349201387, 0.4543991997170688, 0.9217103151898984, 9.709054150172893]
12970 : 2028-01-01, [1.1650704050748062, 0.5178923255027855, 1.0161898237097664, 9.800847445712641]
12971 : 2028-01-01, [1.1761631320908177, 0.5619653269369704, 1.0427054043585353, 9.969166136613675]
12972 : 2028-01-01, [1.1024648023119796, 0.8146129907703853, 1.558325538545565, 9.524596668372071]
12973 : 2028-01-01, [1.0952395172689762, 0.8858861593056512, 1.6700241347230775, 9.598850188702295]
12974 : 2028-01-01, [0.7929720542115719, 0.9325585389781728, 2.0324017246698065, 9.742067682140448]
12975 : 2028-01-01, [0.3063421054258758, 0.8413047111413322, 3.9544232014202425, 8.64792998201255]
12976 : 2028-01-01, [0.4775418097773498, 0.3553474118261134, 2.638355595120033, 10.528755183276505]
12977 : 2028-01-01, [0.563531896147836, 1.5860515662189614, 1.6568064630771762, 10.443610074556027]
12978 : 2028-01-01, [0.6045883740224953, 1.5278975459682962, 1.3485592004772795, 11.018954879531929]
12979 : 2028-01-01, [0.4737039258953873, 1.092788163444163, 4.53923580460501, 8.644272106055443]
12980 : 2028-01-01, [1.1850924461876893, 0.18752835114533722, 2.2765362655791863, 11.350842937087787]
12981 : 2028-01-01, [1.1961222358099826, 0.27130347498400037, 2.3037141741979092, 11.478860115008107]
12982 : 2028-01-01, [0.3622450583673293, 0.21491927812542713, 1.1884138145227088, 13.734421848984537]
12983 : 2028-01-01, [0.3059543369058647, 1.2824659609556504, 1.1661293954732688, 12.995450306665216]
12984 : 2028-01-01, [0.18735307253137884, 0.5758882308979248, 3.6648803950973705, 11.571878301473326]
12985 : 2028-01-01, [0.06774814610870407, 0.43476123418261253, 0.7261166224415375, 15.021373997267144]
12986 : 2028-01-01, [0.08166966815084858, 0.5032523499757895, 0.7938115219487074, 15.121266459924655]
12987 : 2028-01-01, [1.8927747383385432, 0.5074686636139023, 1.4688920177251152, 12.880864580322438]
12988 : 2028-01-01, [1.5241070770092504, 0.25570890974795374, 5.048625619368826, 10.17155839387397]
12989 : 2028-01-01, [1.5307564153256263, 1.6318835051835259, 4.1537957712729, 9.933564308217946]
12990 : 2028-01-01, [1.785918228828795, 1.3312565557446765, 3.298916140056156, 11.083909075370373]
12991 : 2028-01-01, [0.4205362907281827, 0.11330427701998622, 1.074680831439674, 16.141478600812157]
12992 : 2028-01-01, [1.1893169193026387, 1.4394876442533369, 4.826973023731139, 10.544222412712887]
12993 : 2028-01-01, [0.625117900480549, 0.5716019641644651, 1.7166096235592487, 15.336670511795738]
12994 : 2028-01-01, [0.6162063614382276, 0.5187096183704113, 1.6480653027996812, 15.717018717391678]
12995 : 2028-01-01, [0.5663554302346844, 0.5067886082508992, 1.758983302647962, 15.917872658866456]
12996 : 2028-01-01, [1.0445085815220971, 0.6904471394046862, 1.4895392006139092, 15.77550507845931]
12997 : 2028-01-01, [0.8582524890089975, 0.24950073104553105, 3.122603270677636, 15.019643509267837]
12998 : 2028-01-01, [0.9539757309539021, 1.0473176907983155, 2.3327397009761, 15.165966877271684]
12999 : 2028-01-01, [0.6981386275486702, 2.305743857231993, 2.995850907925601, 13.750266607293733]
13000 : 2028-01-01, [0.7463939839665542, 2.2091059513448568, 2.6229230799041194, 14.421576984784469]
13001 : 2028-01-01, [0.9543145702000289, 2.0526774586559196, 1.637687944393479, 15.605320026750574]
13002 : 2028-01-01, [1.053973993233295, 0.9215926483772454, 3.350049454804348, 15.174383903585113]
13003 : 2028-01-01, [0.447353974806414, 0.29148123484159005, 1.4706342670674957, 18.5405305232845]
13004 : 2028-01-01, [0.45481908826646117, 0.3446092904995756, 1.4634546820335725, 18.73711693920039]
13005 : 2028-01-01, [1.6100616493131845, 0.6234722632912183, 3.293960922833823, 15.722505164561776]
13006 : 2028-01-01, [1.633063643232952, 1.4423019606111933, 2.4103374539227485, 16.014296942233106]
13007 : 2028-01-01, [1.7941962167020726, 1.2860992686063004, 1.8146253430364394, 16.855079171655188]
13008 : 2028-01-01, [1.8427376437317364, 1.2665624730115816, 1.631807675926841, 17.258892207329843]
13009 : 2028-01-01, [1.7060011774084416, 0.28967322047000543, 2.86011297951311, 17.394212622608443]
13010 : 2028-01-01, [1.3399709646350249, 0.4639330768060804, 4.48264488282456, 16.213451075734334]
13011 : 2028-01-01, [1.6585086175078083, 1.8965973953968038, 5.841920202127243, 13.352973784968146]
13012 : 2028-01-01, [0.2093736444926682, 0.7975364492949307, 4.143926763868946, 17.849163142343457]
13013 : 2028-01-01, [0.22815348950960604, 0.590558119405223, 3.759215207821333, 18.67207318326384]
13014 : 2028-01-01, [1.8928990024282888, 1.3067036884635843, 1.7792921941195146, 18.52110511498861]
13015 : 2028-01-01, [0.6301646868689815, 0.6624416044847193, 2.720028072179194, 19.737365636467104]
13016 : 2028-01-01, [0.45248820027458997, 0.5544200837344729, 2.544945945705458, 20.44814577028548]
13017 : 2028-01-01, [0.3365648229074991, 0.7912249326455233, 1.0922619514829974, 22.02994829296398]
13018 : 2028-01-01, [0.7900598344589731, 1.4414193968134152, 6.7941281675888545, 15.474392601138756]
13019 : 2028-01-01, [1.0897627582033724, 1.4756285004960714, 5.015694344440417, 17.16891439686014]
13020 : 2028-01-10, [0.6514855681025649, 0.6620614975160566, 1.582138474744557, 7.104314459636821]
13021 : 2028-01-10, [0.6721689122096307, 0.6802616858637905, 1.5488756052069812, 7.348693796719597]
13022 : 2028-01-10, [0.9938395504235426, 0.8997845037184286, 1.3013242812915973, 7.305051664566431]
13023 : 2028-01-10, [1.0681597286269673, 0.8661146399381092, 1.1292916335903673, 7.6864339978445555]
13024 : 2028-01-10, [1.1473884404740111, 0.8249401771905197, 0.9231119072070907, 8.10455947512838]
13025 : 2028-01-10, [0.1721047917181842, 1.0131763324270324, 1.0539010984930022, 9.010817777361781]
13026 : 2028-01-10, [0.31330944077751904, 0.2159616364950563, 1.8486577189998947, 9.12207120372753]
13027 : 2028-01-10, [0.3165445243645876, 1.3060618058438596, 1.5171042234656942, 8.61028944632586]
13028 : 2028-01-10, [0.7449751313110974, 0.7844764582158924, 1.6497571272440221, 8.820791283228989]
13029 : 2028-01-10, [0.7583079000725651, 0.8036231375941569, 1.6229455451407113, 9.065123417192568]
13030 : 2028-01-10, [1.1399969945725654, 0.5001455129381606, 1.015334887455525, 9.844522605033749]
