Itinerary: ['earth', 'mars', 'venus', 'jupiter', 'pluto']
case #: launch date, tof of each leg
6480  : 2025-01-01, [0.09723916235213122, 0.3775152498288863, 1.1195260060509544, 8.405719581768029]
6481  : 2025-01-01, [0.10029406917585205, 0.38941727703402623, 1.1447577760289775, 8.615530877761145]
6482  : 2025-01-01, [0.10440460733465431, 0.3947156667655082, 1.1654012898603805, 8.835478436039457]
6483  : 2025-01-01, [0.10733387688463117, 0.4086787740092903, 1.1916790110936308, 9.042308338012448]
6484  : 2025-01-01, [0.11130714162061554, 0.4212791414683257, 1.2202619350601813, 9.247151781850878]
6485  : 2025-01-01, [0.11515072164282833, 0.4333131338653512, 1.2524185148145108, 9.449117629677309]
6486  : 2025-01-01, [0.11951903351888392, 0.4384903880320966, 1.2647739046216309, 9.677216673827386]
6487  : 2025-01-01, [0.12217808933796709, 0.4574252895584735, 1.30648209529099, 9.86391452581257]
6488  : 2025-01-01, [0.1259484256473874, 0.47503016525555686, 1.3351091933807264, 10.063912215716329]
6489  : 2025-01-01, [0.1294839316316518, 0.49186048801590193, 1.3748155517227652, 10.25384002862968]
6490  : 2025-01-01, [0.13391960683376047, 0.4998258479681913, 1.3913520741722276, 10.47490247102582]
6491  : 2025-01-01, [0.1370706909502284, 0.5278061024773053, 1.4396562200150775, 10.645466986557388]
6492  : 2025-01-01, [0.1448651188476197, 0.5364056196164653, 1.4525578151421197, 10.866171446393794]
6493  : 2025-01-01, [0.14777061026750168, 0.5769244168792912, 1.5247274083400215, 11.000577564513186]
6494  : 2025-01-01, [0.15091559641496577, 0.6023935893689993, 1.5719677293770082, 11.174723084839027]
6495  : 2025-01-01, [0.15462505564767204, 0.633629749738113, 1.627924837726272, 11.333820356887943]
6496  : 2025-01-01, [0.18075392864521583, 0.6586505024122407, 2.3058252726682107, 10.854770296274332]
6497  : 2025-01-01, [0.18163753941940752, 0.31864378506356167, 1.0619291486714069, 12.687789526845625]
6498  : 2025-01-01, [0.18676537418328218, 0.3104486343898331, 1.0388068366320222, 12.963979154794863]
6499  : 2025-01-01, [0.2188723161145803, 0.6155721306410882, 2.281650596166331, 11.633904957078]
6500  : 2025-01-01, [0.2253455823728023, 0.6236946448768447, 2.308263271894428, 11.842696500855924]
6501  : 2025-01-01, [0.23648414697707065, 0.6038228976169291, 2.280104881417834, 12.129588073988167]
6502  : 2025-01-01, [0.24320973171251747, 0.6231367235044322, 2.321509967760616, 12.312143577022434]
6503  : 2025-01-01, [0.2542175816176949, 0.6045654451774229, 2.291230063483274, 12.599986909721608]
6504  : 2025-01-01, [0.26245759469753255, 0.6045635148557291, 2.29287189178616, 12.840106998660579]
6505  : 2025-01-01, [0.27199603651597243, 0.6177471385804016, 2.3200024610298615, 13.040254363873766]
6506  : 2025-01-01, [0.3006691652039963, 0.25094532741691067, 1.021347374699782, 14.927038132679312]
6507  : 2025-01-01, [0.3107619946477274, 0.2597771804101919, 1.021827193137781, 15.1576336318043]
6508  : 2025-01-01, [0.32152388690568223, 0.24251842801796103, 0.9796747094252352, 15.45628297565112]
6509  : 2025-01-01, [0.3350795560096599, 0.21028477106789473, 0.9124245353768871, 15.792211137545557]
6510  : 2025-01-01, [0.34594062306572576, 0.20789591937155405, 0.8942673802323602, 16.051896077330362]
6511  : 2025-01-01, [0.30383240370022885, 0.14188716913654034, 3.384632918994954, 13.919647508168277]
6512  : 2025-01-01, [0.2986366973319048, 1.1192802501612513, 3.19228041637245, 13.389802636134394]
6513  : 2025-01-01, [0.2985989186581617, 0.26964360406991233, 0.8343834439423489, 16.84737403332958]
6514  : 2025-01-01, [0.34169949192452315, 0.7551833790793885, 2.582095793566858, 14.821021335429231]
6515  : 2025-01-01, [0.347523584827823, 0.45599652295267895, 1.310141053363854, 16.636338838855643]
6516  : 2025-01-01, [0.4078527996874874, 0.3705172946614529, 1.370270219971929, 16.85135968567913]
6517  : 2025-01-01, [0.3821967987152475, 0.3608907832323762, 1.0430617676056715, 17.463850650446705]
6518  : 2025-01-01, [0.3844790312496688, 0.45749875950677266, 1.257524171177308, 17.40049803806625]
6519  : 2025-01-01, [0.42101955716083433, 0.21949080078879218, 1.4822408812909844, 17.62724876075939]
6520  : 2025-01-01, [0.43099973322446233, 0.2344524391367097, 1.4949982718613823, 17.839549555777445]
6521  : 2025-01-01, [0.4397895867382732, 0.2559067778053447, 1.5388791533309463, 18.015424482125436]
6522  : 2025-01-01, [0.4142273859564409, 0.7649521903507274, 2.5772607087940713, 16.743559714898762]
6523  : 2025-01-01, [0.4296277894220085, 0.7087793555883274, 2.458101238449111, 17.153491616540556]
6524  : 2025-01-01, [0.7153347477916103, 0.7347270669589265, 3.409735080088951, 16.140203105160513]
6525  : 2025-01-01, [0.7550586679223528, 0.6304190826498896, 3.229532345426203, 16.634989904001557]
6526  : 2025-01-01, [0.7479695119374139, 1.2760090251467013, 3.815751154371207, 15.66027030854468]
6527  : 2025-01-01, [0.8044143712010328, 1.127718654502291, 3.469734661120054, 16.348132313176624]
6528  : 2025-01-01, [0.8364405105564722, 1.0975834532919702, 3.3575184791092716, 16.708457557042284]
6529  : 2025-01-01, [0.9447985048605141, 0.7480881162642317, 2.6142956725423474, 17.942817706332907]
6530  : 2025-01-01, [0.9860890776086714, 0.694081653667718, 2.43049109144622, 18.389338177277388]
6531  : 2025-01-01, [0.8553012703332513, 0.46143407145172666, 4.38885417641395, 17.04441048180107]
6532  : 2025-01-01, [0.9165343906725383, 0.22386964132773696, 4.029026858140292, 17.830569109859432]
6533  : 2025-01-01, [0.9057148251555868, 1.4256988407260744, 3.610491359026811, 17.30809497509153]
6534  : 2025-01-01, [1.0135989616850092, 1.1155020458978988, 2.870224990208241, 18.50067400220885]
6535  : 2025-01-01, [1.131923767609205, 0.7545491539089323, 1.9793855406644265, 19.88414153781743]
6536  : 2025-01-01, [1.0416892391259842, 0.25795321709212243, 5.282677317695248, 17.417680226086645]
6537  : 2025-01-01, [1.1175613691389368, 1.4308595155498425, 4.3290286335394725, 17.372550481771746]
6538  : 2025-01-01, [1.2502381011011345, 1.1532624813844692, 3.698796049008391, 18.397703368506008]
6539  : 2025-01-01, [1.4049795583719846, 0.4149682962585868, 1.5200027827655913, 21.410049362603836]
6540  : 2025-01-10, [0.08432796634740679, 0.37659108270505764, 1.097069290420284, 8.442011660527251]
6541  : 2025-01-10, [0.08708762204472806, 0.3884624622696808, 1.1214342213925605, 8.653015694293032]
6542  : 2025-01-10, [0.09069515609478622, 0.39828743137144823, 1.1440602166224652, 8.8669571959113]
6543  : 2025-01-10, [0.09319036610829545, 0.41161197823744355, 1.190901950045719, 9.054295705608544]
6544  : 2025-01-10, [0.09688550922656561, 0.4215336098923323, 1.2130355064545622, 9.26854537442654]
6545  : 2025-01-10, [0.09945806833700674, 0.43809542457042916, 1.2436886185869598, 9.468757888505605]
6546  : 2025-01-10, [0.10350650784285606, 0.4434962737354854, 1.2649584516126635, 9.688038766808996]
6547  : 2025-01-10, [0.10584761656000209, 0.4650765276845939, 1.3044480467923054, 9.874627808963098]
6548  : 2025-01-10, [0.10915859706113351, 0.4818774630904497, 1.3445814790492294, 10.064382460799187]
6549  : 2025-01-10, [0.11274032153392674, 0.49691292267925086, 1.3739491431249309, 10.26639761266189]
6550  : 2025-01-10, [0.11479481280493209, 0.5209436045339743, 1.4240295487089796, 10.440232033952116]
6551  : 2025-01-10, [0.12197969381452764, 0.5322575910137036, 1.4428840378670091, 10.65287867730476]
6552  : 2025-01-10, [0.12430032200338853, 0.5668738606303263, 1.5081729469405478, 10.800652870425738]
6553  : 2025-01-10, [0.1272303570273945, 0.5918975993716149, 1.5541025648592481, 10.97676947874174]
6554  : 2025-01-10, [0.14257007827249, 0.39317954370421937, 1.2021450053014153, 11.762105372721875]
6555  : 2025-01-10, [0.14960508581055237, 0.6691391223162135, 2.301023251707783, 10.630232540165451]
6556  : 2025-01-10, [0.1506091359460753, 0.35726121514374487, 1.1343403868521242, 12.357789262058057]
