Itinerary: ['earth', 'mars', 'venus', 'jupiter', 'pluto']
case #: launch date, tof of each leg
8640  : 2026-01-01, [0.7119121080642397, 0.20210535070876706, 1.2331048338898698, 7.8528777073371225]
8641  : 2026-01-01, [0.7659345267590781, 0.16445101592397007, 1.103926983307173, 8.215687474009778]
8642  : 2026-01-01, [0.8198934961242187, 0.1248276124466318, 0.9775902893060615, 8.577688602123088]
8643  : 2026-01-01, [0.43064357445964296, 0.48414459357085055, 0.9151346559299649, 8.920077176039543]
8644  : 2026-01-01, [0.6202765936544709, 0.5986020679458105, 0.8092714508938237, 8.971849887505895]
8645  : 2026-01-01, [0.7089561331050377, 0.3412123945696576, 1.6760673503252141, 8.52376412200009]
8646  : 2026-01-01, [0.7458243822783827, 0.32178901442848157, 1.6248828512752393, 8.807503752017897]
8647  : 2026-01-01, [0.9328513186038292, 0.7297117897464738, 0.7729072442551874, 9.31452964739451]
8648  : 2026-01-01, [0.8350581586430864, 0.5977081443575055, 2.26812874674829, 8.299104950251117]
8649  : 2026-01-01, [0.07780521123670232, 0.6471059580554207, 2.4029210767802, 9.122167753927675]
8650  : 2026-01-01, [0.13724785871494136, 0.2600440934821507, 1.8053797395339342, 10.297328308268973]
8651  : 2026-01-01, [0.16119053907285827, 0.2094126696379037, 1.6795369001011875, 10.69985989118805]
8652  : 2026-01-01, [0.5664746588013398, 0.7969300697677172, 1.988908970361536, 9.647686301069406]
8653  : 2026-01-01, [0.5937164540602693, 0.7814369226892374, 1.9137540608046122, 9.96109256244588]
8654  : 2026-01-01, [0.22821759693526095, 0.2574226009456977, 1.7068355257858985, 11.307524276333142]
8655  : 2026-01-01, [0.6534804092571804, 0.7551406605392164, 1.7754743838437184, 10.565904546359885]
8656  : 2026-01-01, [0.6766708822128306, 0.758082005503157, 1.7362892383199673, 10.828957873964045]
8657  : 2026-01-01, [0.6966500296615307, 0.7649808297625815, 1.7013032884428094, 11.087065852133078]
8658  : 2026-01-01, [1.041499233713712, 1.0324907131165189, 1.5283810793907264, 10.897628973779042]
8659  : 2026-01-01, [1.106497520914414, 0.9841108850544958, 1.3209453785454204, 11.338446215485671]
8660  : 2026-01-01, [1.1632446800192144, 0.9510490067447402, 1.1455984961975592, 11.740107817038487]
8661  : 2026-01-01, [1.2280746555993651, 0.9083676784351876, 0.9245784822276566, 12.18897918373779]
8662  : 2026-01-01, [1.2314169210680066, 0.5892576571995068, 3.0639422130918557, 10.615383208640631]
8663  : 2026-01-01, [1.2797794005634964, 0.5568678981667128, 2.969764943470263, 10.943587757799529]
8664  : 2026-01-01, [0.2380480411078662, 0.36565355665128174, 2.5397971380320867, 12.856501264208765]
8665  : 2026-01-01, [0.2682574332322659, 0.27986487673754085, 2.322826721075066, 13.379050968955127]
8666  : 2026-01-01, [0.2952545082753322, 0.4181317442590867, 2.8258622029297813, 12.960751544535801]
8667  : 2026-01-01, [0.688396879726377, 0.945693492558968, 2.1489893722586046, 12.96692025545605]
8668  : 2026-01-01, [0.6904221087693172, 0.9763805630190242, 2.188219680244905, 13.144977647966753]
8669  : 2026-01-01, [0.9872871405303618, 0.6681656563959402, 1.7472547309187358, 13.847292472154962]
8670  : 2026-01-01, [0.9627819929539522, 0.777180822128129, 1.9974030237157168, 13.7626341612022]
8671  : 2026-01-01, [0.9379000929414841, 0.8843628221176705, 2.249126426154471, 13.678610658786376]
8672  : 2026-01-01, [0.8835479805001479, 1.047078041572783, 2.6817460883087807, 13.387627889618287]
8673  : 2026-01-01, [0.8582316321558185, 1.1564456274061585, 2.9371476506202323, 13.298175089817791]
8674  : 2026-01-01, [0.8490973746306034, 0.8452168282479433, 1.6220440226302457, 15.183641774491207]
8675  : 2026-01-01, [1.088280896259243, 0.7788888576137013, 1.9146316909003847, 14.968198555226671]
8676  : 2026-01-01, [1.144218202036998, 0.23242595882534234, 4.158512800817199, 13.464843038320462]
8677  : 2026-01-01, [1.0836382059938556, 0.4230649141629358, 4.371102384179419, 13.37219449566379]
8678  : 2026-01-01, [1.7654799783488366, 1.2817249846782095, 2.202204951176517, 14.250590085796434]
8679  : 2026-01-01, [1.6705177501021486, 1.4681794128489096, 2.618047800217161, 13.993255036831782]
8680  : 2026-01-01, [1.6559596505099419, 0.34414713211666426, 3.4873040260262087, 14.512589191347184]
8681  : 2026-01-01, [0.1941554626849122, 2.2159698063559383, 3.837030854224192, 14.002843876734959]
8682  : 2026-01-01, [0.8213942613111225, 0.6130094475269828, 2.061470760888115, 17.00412553027378]
8683  : 2026-01-01, [0.9764558192504161, 0.3047593466677948, 2.966830696448818, 16.50195413763297]
8684  : 2026-01-01, [0.9653016601942681, 0.3680015074943427, 2.6240558534828056, 17.042640978828587]
8685  : 2026-01-01, [1.6916447821538894, 1.1517955611442574, 2.184530574838463, 16.222029081863393]
8686  : 2026-01-01, [1.598861666015311, 1.3631370966818879, 2.640440513899841, 15.897560723402961]
8687  : 2026-01-01, [1.5389892292191023, 1.5325665153733738, 2.973680869542463, 15.704763385865062]
8688  : 2026-01-01, [0.5063878966486036, 1.2655686441028622, 4.064098718502546, 16.163944740745986]
8689  : 2026-01-01, [1.1900375603342623, 1.9193444999554425, 6.558269214949928, 12.582348724760363]
8690  : 2026-01-01, [1.5966274015129271, 1.469856854418766, 5.141812054626349, 14.291703689441958]
8691  : 2026-01-01, [1.261594357507641, 1.1457959135572258, 3.070313641044301, 17.272296087890833]
8692  : 2026-01-01, [0.472382296213605, 0.3994188573192331, 2.99585758347898, 19.13234126298818]
8693  : 2026-01-01, [0.48630254876310464, 2.104400811780591, 2.3503081523015794, 18.308988487154725]
8694  : 2026-01-01, [0.5809676555073231, 0.28307968654540117, 2.316874473939249, 20.319078184008028]
8695  : 2026-01-01, [0.6095838896665096, 1.9751565526710575, 1.608071434939565, 19.557188122722867]
8696  : 2026-01-01, [1.079938607260066, 2.7988926097070155, 3.1331228832410085, 16.988045899791906]
8697  : 2026-01-01, [1.0962567838711588, 0.8677056341712885, 2.437213450639205, 19.84882413131835]
8698  : 2026-01-01, [1.4789671764051586, 0.2514684984168746, 2.540981815569442, 20.228582509608525]
8699  : 2026-01-01, [1.6069592981165584, 1.2896610998332094, 1.2563842098920464, 20.596995392158185]
8700  : 2026-01-10, [0.7055600445887293, 0.6671860032257014, 0.7282077347650151, 7.899046217420554]
