Itinerary: ['earth', 'mars', 'jupiter', 'pluto']
case #: launch date, tof of each leg
8640  : 2026-01-01, [0.7245716496459255, 0.731496435997991, 8.543931914356083]
8641  : 2026-01-01, [0.7642812779992721, 0.7146401087505228, 8.771078613250205]
8642  : 2026-01-01, [0.8058798356113597, 0.6937502506397388, 9.000369913748901]
8643  : 2026-01-01, [0.06933099870522866, 0.7237022257394937, 9.956966775555278]
8644  : 2026-01-01, [0.6045603955873476, 1.230550931976248, 9.164888672436405]
8645  : 2026-01-01, [0.7649327444788817, 1.0296966348226326, 9.455370620698485]
8646  : 2026-01-01, [0.7987789559971794, 1.029822747266658, 9.671398296736163]
8647  : 2026-01-01, [0.8331372264855748, 1.0290046263614903, 9.887858147152935]
8648  : 2026-01-01, [0.08769094477496475, 0.8822867343031559, 11.030022320921878]
8649  : 2026-01-01, [0.10774896344357635, 0.8639837522973753, 11.278267284259048]
8650  : 2026-01-01, [0.130008866210251, 0.8411685704696502, 11.5288225633201]
8651  : 2026-01-01, [0.15284808003989997, 0.8169278633603703, 11.780224056599732]
8652  : 2026-01-01, [0.1776988221898592, 0.786754870301916, 12.035546307508225]
8653  : 2026-01-01, [0.20162137582632608, 0.7593384138595312, 12.289040210314143]
8654  : 2026-01-01, [0.4980802688253271, 1.6670752453107518, 11.334844485863922]
8655  : 2026-01-01, [0.8770221077833453, 1.4916789253812983, 11.381298966835356]
8656  : 2026-01-01, [0.9083311875209936, 1.494847416644902, 11.596821395834105]
8657  : 2026-01-01, [0.9421623870390791, 1.4914212019039117, 11.816416411057007]
8658  : 2026-01-01, [0.9768430465927452, 1.4876145892433186, 12.035542364163936]
8659  : 2026-01-01, [1.0116832764112216, 1.4817931779902536, 12.256523545598524]
8660  : 2026-01-01, [1.0494963548874119, 1.4710533810571191, 12.479450264055469]
8661  : 2026-01-01, [1.0440731207281426, 1.4628617210298758, 12.743065158241981]
8662  : 2026-01-01, [1.0817494507822847, 1.448560281479615, 12.969690267738102]
8663  : 2026-01-01, [1.1244281837150811, 1.4229505682622352, 13.202621248022684]
8664  : 2026-01-01, [1.1720236507346429, 1.3865894722049106, 13.441386877060447]
8665  : 2026-01-01, [1.2153464655546964, 1.357696249797377, 13.676957284647926]
8666  : 2026-01-01, [1.265336321633811, 1.3134166311055022, 13.921247047260687]
8667  : 2026-01-01, [1.3087917876293107, 1.2725995955520404, 14.168608616818648]
8668  : 2026-01-01, [0.12934581827732292, 1.323412176004974, 15.547242005717703]
8669  : 2026-01-01, [0.422394137747265, 0.992777039533271, 15.834828822719464]
8670  : 2026-01-01, [0.4559662190990956, 0.9414710498085133, 16.10256273109239]
8671  : 2026-01-01, [0.49343546596300836, 0.8759395777408818, 16.38062495629611]
8672  : 2026-01-01, [0.5326815586367553, 0.7990568360487508, 16.668261605314495]
8673  : 2026-01-01, [0.46216391230447507, 4.087297405614075, 13.700538682081447]
8674  : 2026-01-01, [0.4926394075429586, 4.064093825479303, 13.943266766977738]
8675  : 2026-01-01, [0.7560632529789505, 2.5160970321245304, 15.47783971489652]
8676  : 2026-01-01, [0.791988106348535, 2.4547363502458355, 15.753275543405628]
8677  : 2026-01-01, [0.8280311896912167, 2.399198767562727, 16.022770042746057]
8678  : 2026-01-01, [0.8239013250820396, 2.426696005597411, 16.24940266932055]
8679  : 2026-01-01, [0.8662532144229902, 2.3517543877291245, 16.531992397847883]
8680  : 2026-01-01, [1.614087227456856, 2.0283776226562096, 16.357535149886935]
8681  : 2026-01-01, [0.1437688722202959, 2.064351249620407, 18.041879878159296]
8682  : 2026-01-01, [0.1504390853814467, 1.9056554213345582, 18.443905493283996]
8683  : 2026-01-01, [0.48627720408756886, 2.7282296085980606, 17.53549318731437]
8684  : 2026-01-01, [0.6156536779756671, 2.3761143300209318, 18.008231992003402]
