Itinerary: ['earth', 'mars', 'jupiter', 'pluto']
case #: launch date, tof of each leg
4320  : 2024-01-01, [0.4154574198084432, 0.6519170521693505, 8.932625528022207]
4321  : 2024-01-01, [0.43225556350181477, 0.6546836973339497, 9.163060739164235]
4322  : 2024-01-01, [0.45068924395494747, 0.6537212902875695, 9.395589465757483]
4323  : 2024-01-01, [0.4695286231798375, 0.6522748553938333, 9.628196521426329]
4324  : 2024-01-01, [0.48899700622800935, 0.6502580440890376, 9.860744949682951]
4325  : 2024-01-01, [0.508896294482741, 0.646505369037227, 10.094598336480033]
4326  : 2024-01-01, [0.5306019100557597, 0.639455397887996, 10.329942692056246]
4327  : 2024-01-01, [0.5529132021615863, 0.6311579154396213, 10.565928882398794]
4328  : 2024-01-01, [0.5774422788418362, 0.6192293632683056, 10.803328357889859]
4329  : 2024-01-01, [0.6008540272836372, 0.6087553045397993, 11.040390668176563]
4330  : 2024-01-01, [0.6280988848257724, 0.5925023895577078, 11.27939872561652]
4331  : 2024-01-01, [0.6558605615725683, 0.5737396050836865, 11.520399833343745]
4332  : 2024-01-01, [0.684401375483925, 0.5542661407547944, 11.761332483761281]
4333  : 2024-01-01, [0.716827449816649, 0.5281378763073603, 12.00503467387599]
4334  : 2024-01-01, [0.7482293996079091, 0.5033306769411559, 12.248439923450936]
4335  : 2024-01-01, [0.7817703930616389, 0.475056939607059, 12.493172667331303]
4336  : 2024-01-01, [0.8158899765349336, 0.4450706473652367, 12.739039376099829]
4337  : 2024-01-01, [0.8521544161926051, 0.4126398280438683, 12.985205755763525]
4338  : 2024-01-01, [0.7697757803075972, 2.2669698236525058, 11.463254396039897]
4339  : 2024-01-01, [0.9460212666106598, 0.967612733179757, 12.836366000209583]
4340  : 2024-01-01, [0.08845705556711, 0.47272695091645256, 14.438815993516439]
4341  : 2024-01-01, [0.1214183724592763, 2.65362435828131, 12.474957269259415]
4342  : 2024-01-01, [0.5244482143764042, 1.940252085011661, 13.035299700611937]
4343  : 2024-01-01, [0.5429348893322902, 1.9460169665211215, 13.261048144146587]
4344  : 2024-01-01, [0.9282844344392555, 0.7838275391952392, 14.287888026365506]
4345  : 2024-01-01, [0.9596217997274347, 0.771267267147504, 14.519110933125061]
4346  : 2024-01-01, [0.9954008776748845, 0.7495284034087265, 14.755070718916388]
4347  : 2024-01-01, [1.0296475359424735, 0.7306190882258503, 14.989733375831678]
4348  : 2024-01-01, [0.12181302844311566, 2.8118240819160962, 14.06636288964079]
4349  : 2024-01-01, [0.14089348156797024, 2.8189044070883207, 14.29020211134371]
4350  : 2024-01-01, [0.1628198985616215, 2.8175893923278528, 14.519590709110524]
4351  : 2024-01-01, [0.1810486176635668, 2.8265338738682075, 14.742417508468225]
4352  : 2024-01-01, [0.20075666854191312, 2.828510421589104, 14.970732909868982]
4353  : 2024-01-01, [0.5182697004546739, 1.4754061323767647, 16.25632416716856]
4354  : 2024-01-01, [0.532052054809009, 1.45735686374696, 16.51059108144403]
4355  : 2024-01-01, [0.5466960499504288, 1.4413872117988058, 16.761916738250765]
4356  : 2024-01-01, [0.5631848692708796, 1.4209665006445213, 17.015848630084598]
4357  : 2024-01-01, [0.7021198534503676, 2.685968319967731, 15.8619118265819]
4358  : 2024-01-01, [0.7233302630880455, 2.691255962198451, 16.085413774713505]
4359  : 2024-01-01, [0.7469785265400909, 2.688887946591037, 16.314133526868872]
4360  : 2024-01-01, [0.7568269543588938, 2.3265644499981746, 16.91660859564293]
4361  : 2024-01-01, [0.9567046531891666, 1.3412873142874016, 17.952008032523434]
4362  : 2024-01-01, [0.976486951736671, 1.3337074069377373, 18.18980564132559]
4363  : 2024-01-01, [0.9990656644536879, 1.321423590165853, 18.42951074538046]
4364  : 2024-01-01, [1.0243854421018435, 1.302501375898302, 18.673113181999856]
4365  : 2024-01-01, [1.0496741999947599, 1.2809279297527287, 18.919397870252514]
4366  : 2024-01-01, [1.4092675956201566, 1.7252111385993776, 18.365521265780465]
4367  : 2024-01-01, [0.1663305066554827, 1.3438210819225178, 20.239848411422]
4368  : 2024-01-01, [0.19815764986049636, 1.2901569677706735, 20.511685382368828]
4369  : 2024-01-01, [0.2394680335443044, 1.206754904702218, 20.803777061753475]
4370  : 2024-01-01, [0.2742073887600956, 1.144770616719705, 21.0810219945202]
4371  : 2024-01-01, [0.31589232838063225, 1.0575306274968175, 21.37657704412255]
4372  : 2024-01-01, [0.3553928180144875, 0.9789461119163173, 21.665661070069195]
4373  : 2024-01-01, [0.3994159320869923, 0.8827210634471409, 21.967863004465865]
4374  : 2024-01-01, [0.3247782286136658, 3.94989536999125, 19.225326401395087]
4375  : 2024-01-01, [0.3510481712816246, 3.925537863837352, 19.473413964881026]
4376  : 2024-01-01, [0.37736434886962794, 3.89993271899765, 19.722702932132723]
4377  : 2024-01-01, [0.403528233733244, 3.870956836601533, 19.975514929665223]
4378  : 2024-01-01, [0.43289459373555506, 3.828027320219103, 20.23907808604534]
4379  : 2024-01-01, [0.46197659111220596, 3.778583028361367, 20.509440380526428]
