Itinerary: ['earth', 'mars', 'jupiter', 'pluto']
case #: launch date, tof of each leg
6480  : 2025-01-01, [0.10865737808437162, 0.37175012321288303, 9.519592498702744]
6481  : 2025-01-01, [0.11343128184862232, 0.3834196418286934, 9.753149076322684]
6482  : 2025-01-01, [0.11721230474145354, 0.39778986517829407, 9.984997830080253]
6483  : 2025-01-01, [0.12100474615748925, 0.4117788570219956, 10.217216396820515]
6484  : 2025-01-01, [0.12483051369015455, 0.4259364556954865, 10.449233030614359]
6485  : 2025-01-01, [0.1286502865513055, 0.4401256461314026, 10.681224067317292]
6486  : 2025-01-01, [0.13365461700631967, 0.4520840481453671, 10.914261334848314]
6487  : 2025-01-01, [0.13749895110677593, 0.4663304531860698, 11.146170595707154]
6488  : 2025-01-01, [0.14255244618804735, 0.4781923986493888, 11.379255155162564]
6489  : 2025-01-01, [0.15756399756717454, 0.5171936756108957, 11.57524232682193]
6490  : 2025-01-01, [0.1618673496079834, 0.532849136658272, 11.805283513733743]
6491  : 2025-01-01, [0.16625364269771417, 0.5488310446748688, 12.034915312627417]
6492  : 2025-01-01, [0.17209828864173685, 0.5623991630113641, 12.2655025483469]
6493  : 2025-01-01, [0.1780922115396583, 0.5762590460090894, 12.495648742451252]
6494  : 2025-01-01, [0.18280025935614755, 0.5931986016559476, 12.724001138987905]
6495  : 2025-01-01, [0.18903433690809848, 0.6075655243167378, 12.953400138775164]
6496  : 2025-01-01, [0.19540222107271768, 0.6221649137151719, 13.18243286521211]
6497  : 2025-01-01, [0.2018703261266583, 0.6362016960819362, 13.411927977791406]
6498  : 2025-01-01, [0.20848356166920065, 0.6511775406618325, 13.640338897668967]
6499  : 2025-01-01, [0.21521559009098562, 0.6670405166720202, 13.867743893236995]
6500  : 2025-01-01, [0.2220442103599378, 0.6815957128339111, 14.096360076806151]
6501  : 2025-01-01, [0.22898909451302427, 0.6962979863001952, 14.32471291918678]
6502  : 2025-01-01, [0.23613834316882124, 0.7121535797102544, 14.551708077120923]
6503  : 2025-01-01, [0.24331918280948356, 0.7271652695046635, 14.779515547685854]
6504  : 2025-01-01, [0.2522663906042399, 0.7389632901103402, 15.008770319285421]
6505  : 2025-01-01, [0.25974865527027036, 0.7551167526022692, 15.23513459212746]
6506  : 2025-01-01, [0.2673626128687586, 0.7706891014505535, 15.461948285680686]
6507  : 2025-01-01, [0.27674785219043346, 0.7827035994627465, 15.69054854834682]
6508  : 2025-01-01, [0.2846000399747681, 0.7992557044760731, 15.916144255549158]
6509  : 2025-01-01, [0.29435597341674574, 0.8115933368554544, 16.1440506897278]
6510  : 2025-01-01, [0.3042045421645996, 0.822940292382723, 16.372855165452677]
6511  : 2025-01-01, [0.31247943062689804, 0.8390520515779041, 16.598468517795197]
6512  : 2025-01-01, [0.3226344412929839, 0.8504888761910515, 16.826876682515966]
6513  : 2025-01-01, [0.33293205235739176, 0.8627475022438097, 17.054320445398798]
6514  : 2025-01-01, [0.3434103750881708, 0.8733303282928693, 17.283259296618958]
6515  : 2025-01-01, [0.3541177004200177, 0.8858356798636924, 17.51004661971629]
6516  : 2025-01-01, [0.36673709608429567, 0.8921739973538377, 17.741088906561867]
6517  : 2025-01-01, [0.37770545092090907, 0.9035281206297774, 17.968766428449314]
6518  : 2025-01-01, [0.3888329902754449, 0.9148719234406807, 18.196295086283875]
6519  : 2025-01-01, [0.40209358736646966, 0.9211194915109798, 18.42678692112255]
6520  : 2025-01-01, [0.41358058388671104, 0.9314703642466363, 18.654949051866655]
6521  : 2025-01-01, [0.42701795986295327, 0.936071103772697, 18.886910936364348]
6522  : 2025-01-01, [0.4407602045953421, 0.9407400149660728, 19.118499780438583]
6523  : 2025-01-01, [0.452749779716464, 0.950793894848864, 19.34645632543467]
6524  : 2025-01-01, [0.46891727591915117, 0.9506846558922195, 19.580398068188632]
6525  : 2025-01-01, [0.48302516377387583, 0.9513610236207048, 19.81561381260542]
6526  : 2025-01-01, [0.49752434969065595, 0.9562089842173693, 20.046266666091974]
6527  : 2025-01-01, [0.5142172105953114, 0.9529604147252764, 20.282822374679412]
6528  : 2025-01-01, [0.5289023304358503, 0.9528115318736942, 20.518286137690456]
6529  : 2025-01-01, [0.5460013963425046, 0.9498460773732798, 20.754152526284216]
6530  : 2025-01-01, [0.5610659140914573, 0.9490606342916034, 20.989873451616937]
6531  : 2025-01-01, [0.5803375376145338, 0.9355050202036488, 21.234157442181814]
6532  : 2025-01-01, [0.5979878664156705, 0.927907710238214, 21.474104423346112]
6533  : 2025-01-01, [0.6155101153270219, 0.9182338214986777, 21.7162560631743]
6534  : 2025-01-01, [0.6330765515049979, 0.9079158134788938, 21.959007635016107]
6535  : 2025-01-01, [0.5329356637414087, 5.047447816298086, 18.169616519960506]
6536  : 2025-01-01, [0.551049473120609, 5.0698134699775235, 18.37913705690187]
6537  : 2025-01-01, [0.5660334520381052, 5.106405383842539, 18.577561164119356]
6538  : 2025-01-01, [0.5828133601291936, 5.133377912183927, 18.783808727686882]
6539  : 2025-01-01, [0.6011651192031762, 5.146390627403004, 19.002444253393822]
6540  : 2025-01-10, [0.09481911667689884, 0.3621201118963755, 9.543060771426724]
6541  : 2025-01-10, [0.09819697343894791, 0.3756202928297703, 9.776182733731282]
6542  : 2025-01-10, [0.10158908527835683, 0.3892347768989717, 10.009176137822672]
6543  : 2025-01-10, [0.10500643845450437, 0.40299535952203686, 10.241998202023458]
6544  : 2025-01-10, [0.1084521115517768, 0.4174207563115942, 10.474127132136628]
6545  : 2025-01-10, [0.11190269677064038, 0.4314007812561406, 10.706696521973218]
6546  : 2025-01-10, [0.1165200115753754, 0.44312573143619505, 10.94035425698843]
6547  : 2025-01-10, [0.12000955975724337, 0.457187466554506, 11.172802973688249]
6548  : 2025-01-10, [0.1319170758538192, 0.4971812292464746, 11.370901694899707]
6549  : 2025-01-10, [0.13572009367265586, 0.5124312475490453, 11.601848658778298]
6550  : 2025-01-10, [0.13960230651893965, 0.5286232518837284, 11.831774441597332]
6551  : 2025-01-10, [0.1449079926489292, 0.5418668269570238, 12.063225180394047]
6552  : 2025-01-10, [0.14898663288576555, 0.5581245717959514, 12.292888795318284]
6553  : 2025-01-10, [0.15453254927806687, 0.5725634936521918, 12.52290395706974]
6554  : 2025-01-10, [0.15878850549528417, 0.5887653996519865, 12.75244609485273]
6555  : 2025-01-10, [0.16456021856273356, 0.6037147240258681, 12.981725057411397]
6556  : 2025-01-10, [0.16898025553632087, 0.6211039521650389, 13.20991579229864]
6557  : 2025-01-10, [0.17498555031155155, 0.6359075201323217, 13.439106929556127]
6558  : 2025-01-10, [0.1811088305042267, 0.6508976293472444, 13.66799354014853]
6559  : 2025-01-10, [0.18579341686933085, 0.669074773691636, 13.895131809439032]
6560  : 2025-01-10, [0.19213069376726968, 0.6844903826737486, 14.123378923558983]
6561  : 2025-01-10, [0.1985915340053751, 0.7001068420293834, 14.351301623965242]
6562  : 2025-01-10, [0.20517536339900955, 0.7151763005368079, 14.579648336064183]
6563  : 2025-01-10, [0.21186219452652638, 0.731857934605503, 14.80627987086797]
6564  : 2025-01-10, [0.21702712679000455, 0.7513662306783746, 15.03160664253162]
6565  : 2025-01-10, [0.22556393756809187, 0.7633972376076212, 15.261038824824288]
6566  : 2025-01-10, [0.23260971411377201, 0.7798662671091521, 15.487524018777075]
6567  : 2025-01-10, [0.23976580076958412, 0.7964812411092612, 15.713752958121153]
6568  : 2025-01-10, [0.24705673996030544, 0.8125113293613351, 15.940431930678358]
6569  : 2025-01-10, [0.25445317411801854, 0.8294682744708265, 16.166078551411154]
6570  : 2025-01-10, [0.2637600529662568, 0.8420881873178813, 16.39415175971586]
6571  : 2025-01-10, [0.2713513361208056, 0.8591073350755525, 16.619541328803642]
6572  : 2025-01-10, [0.2791262461269225, 0.8756445142220183, 16.845229239651058]
6573  : 2025-01-10, [0.28887527442596456, 0.8884724963305607, 17.072652229243474]
6574  : 2025-01-10, [0.2987305817367353, 0.9002792386831048, 17.30099017958016]
6575  : 2025-01-10, [0.3087976260180549, 0.9140186969707962, 17.52718367701115]
6576  : 2025-01-10, [0.3171234900645082, 0.9309654882548043, 17.751911021680687]
6577  : 2025-01-10, [0.3274303987019931, 0.9428297196435267, 17.97973988165448]
6578  : 2025-01-10, [0.33790550334964786, 0.9547129172914856, 18.207381579358866]
6579  : 2025-01-10, [0.34861945896986213, 0.9677417585298344, 18.433638782500303]
6580  : 2025-01-10, [0.35941771302667785, 0.9796235551523235, 18.660958731820998]
6581  : 2025-01-10, [0.3723999916565971, 0.9871914798871948, 18.89040852845621]
6582  : 2025-01-10, [0.38354808565235377, 0.9980433723592751, 19.11840854198837]
6583  : 2025-01-10, [0.3948505902074146, 1.0098190189655587, 19.345330390827026]
6584  : 2025-01-10, [0.40832188501745603, 1.014926389390235, 19.57675172559231]
6585  : 2025-01-10, [0.42216633206394394, 1.023280345047002, 19.804553322889053]
6586  : 2025-01-10, [0.43593228339619355, 1.026786384919846, 20.03728133168396]
6587  : 2025-01-10, [0.44999335463402035, 1.0313355680341696, 20.268671077331813]
6588  : 2025-01-10, [0.4642596662201335, 1.0346647768747859, 20.50107555690508]
6589  : 2025-01-10, [0.4787144746258389, 1.0387899464829862, 20.732495578891175]
6590  : 2025-01-10, [0.4934491016100303, 1.0449916541094517, 20.96155924428052]
6591  : 2025-01-10, [0.5104319843887978, 1.0404060045993275, 21.199162011011875]
6592  : 2025-01-10, [0.5252451967134472, 1.0411216110785952, 21.43363319220796]
6593  : 2025-01-10, [0.5426203012794629, 1.0367516479961922, 21.670628050724346]
6594  : 2025-01-10, [0.5600993325939814, 1.0306195485384042, 21.90928111886761]
6595  : 2025-01-10, [0.5777697147922721, 1.0250879030096143, 22.147142382198112]
6596  : 2025-01-10, [0.5956868532252129, 1.0180260792720948, 22.386287067502693]
6597  : 2025-01-10, [0.6133817136489139, 1.0052055649040192, 22.631412721447067]
6598  : 2025-01-10, [0.6315887630059364, 0.9957769322338638, 22.8726343047602]
6599  : 2025-01-10, [0.6521635172131621, 0.9779227641232344, 23.1199137186636]
6600  : 2025-01-20, [0.0788158207161538, 0.35252780359323044, 9.568656375690615]
6601  : 2025-01-20, [0.08175809401790754, 0.36551239333646324, 9.80272951264563]
6602  : 2025-01-20, [0.08472762800165293, 0.3782511864999718, 10.037021185498375]
6603  : 2025-01-20, [0.08773976735365728, 0.392199363932916, 10.270060868713426]
6604  : 2025-01-20, [0.0907688415152182, 0.40578124883815725, 10.503449909646626]
6605  : 2025-01-20, [0.09381317697998152, 0.4189322533890079, 10.73725456963101]
6606  : 2025-01-20, [0.09687477147690818, 0.4332198261280059, 10.969905402395087]
6607  : 2025-01-20, [0.1011165635472661, 0.4441800025654823, 11.204703433887252]
6608  : 2025-01-20, [0.10421106059495286, 0.4596189321628222, 11.436170007242225]
6609  : 2025-01-20, [0.1149311820762833, 0.4982587476355055, 11.63681007028821]
6610  : 2025-01-20, [0.11839960739518267, 0.5135685370237157, 11.868031855581101]
6611  : 2025-01-20, [0.12194000280036667, 0.5291992693305426, 12.09886072786909]
6612  : 2025-01-20, [0.12556201818360443, 0.5445588491269334, 12.329879132689461]
6613  : 2025-01-20, [0.13062202696755293, 0.5580487760061033, 12.561329197026343]
6614  : 2025-01-20, [0.1344099618134094, 0.5739491058930596, 12.79164093229353]
6615  : 2025-01-20, [0.1396831589224533, 0.5878963263861406, 13.022420514691406]
6616  : 2025-01-20, [0.1436374735852065, 0.6043324348900484, 13.252030091524746]
6617  : 2025-01-20, [0.14909987747098832, 0.6179399849931151, 13.482960137535896]
6618  : 2025-01-20, [0.15467939085372698, 0.631024712171109, 13.714295896975164]
6619  : 2025-01-20, [0.1603886325060492, 0.6450222014992922, 13.944589165994659]
6620  : 2025-01-20, [0.16465215377454157, 0.6615063114355711, 14.173841534789887]
6621  : 2025-01-20, [0.17056549938775806, 0.6758565591968482, 14.403577941415394]
6622  : 2025-01-20, [0.17655639570291345, 0.6894742433996609, 14.633969360897426]
6623  : 2025-01-20, [0.18265928012967736, 0.7032178337399588, 14.864122886130364]
6624  : 2025-01-20, [0.1888264848510637, 0.7169046440338925, 15.094268871115043]
6625  : 2025-01-20, [0.19676625824660854, 0.7258001152527187, 15.327433626500673]
6626  : 2025-01-20, [0.20317140921715526, 0.7388463169536037, 15.55798227382924]
6627  : 2025-01-20, [0.21138434740186812, 0.7476983105073066, 15.790917342090825]
6628  : 2025-01-20, [0.21801231298942292, 0.7608012212939455, 16.02118646571663]
6629  : 2025-01-20, [0.2264081371793602, 0.7676601140556709, 16.25593174876497]
6630  : 2025-01-20, [0.1992475696632261, 2.709664127481382, 14.591088302855391]
6631  : 2025-01-20, [0.2067801390705291, 2.7355316717148606, 14.807688189214613]
6632  : 2025-01-20, [0.2144825517064452, 2.762747256425008, 15.022770191868547]
6633  : 2025-01-20, [0.22346804779671184, 2.784715378280948, 15.241816573922343]
6634  : 2025-01-20, [0.23253002211668378, 2.8057534858725277, 15.461716492010789]
6635  : 2025-01-20, [0.2416662204488204, 2.8242651660679523, 15.684068613483227]
6636  : 2025-01-20, [0.2521931791565846, 2.838965734266215, 15.908841086577201]
6637  : 2025-01-20, [0.26151024309591314, 2.854289658118155, 16.13420009878593]
6638  : 2025-01-20, [0.3765667064324607, 1.329202943488394, 17.794230350079147]
6639  : 2025-01-20, [0.3926221447220382, 1.334568160091719, 18.022809695186243]
6640  : 2025-01-20, [0.41067792992943153, 1.3274632843658694, 18.2618587857047]
6641  : 2025-01-20, [0.4269303949765141, 1.326858300594475, 18.496211304429014]
6642  : 2025-01-20, [0.36888729818051974, 4.327903768883611, 15.80320893293587]
6643  : 2025-01-20, [0.38387181181600766, 4.340071348705568, 16.02605683947843]
6644  : 2025-01-20, [0.4016356486636825, 4.328900378296464, 16.269463973039855]
6645  : 2025-01-20, [0.4177722877628202, 4.316607245994151, 16.515620466243032]
6646  : 2025-01-20, [0.4350119012355513, 4.285793081049392, 16.779195017715054]
6647  : 2025-01-20, [0.559271394398749, 3.0293272683516115, 18.161401337249643]
6648  : 2025-01-20, [0.5874238464000517, 2.9188460947801236, 18.493730058819825]
6649  : 2025-01-20, [0.9398072822340406, 1.5555817993748942, 19.754610918391066]
6650  : 2025-01-20, [0.9751231289748356, 1.2402295163317505, 20.284647354693416]
6651  : 2025-01-20, [0.8062785795893045, 5.45841570282583, 16.485305717584865]
6652  : 2025-01-20, [0.8993684177514412, 4.77011333705923, 17.330518245189328]
6653  : 2025-01-20, [1.1497599531303377, 3.691965150528426, 18.408274896341236]
6654  : 2025-01-20, [1.6166083454313371, 2.459377940962916, 19.42401371360575]
6655  : 2025-01-20, [0.23644899841115186, 4.172974503112075, 19.340576498476775]
6656  : 2025-01-20, [0.38169366053827186, 1.3178058220363373, 22.30050051742539]
6657  : 2025-01-20, [0.40152537899447305, 3.799810277713258, 20.048664343292266]
6658  : 2025-01-20, [0.37169782023544873, 3.75108540985409, 20.37721676991046]
6659  : 2025-01-20, [0.5879046906756588, 1.2357816131829238, 22.926313696141417]
6660  : 2025-02-01, [0.10921785912309606, 2.000799594813898, 7.889982546063006]
6661  : 2025-02-01, [0.2674847632235041, 1.3082481134976525, 8.674267123278844]
6662  : 2025-02-01, [0.8032432371647396, 0.33965361954053597, 9.357103143294724]
6663  : 2025-02-01, [0.8216607330847164, 0.353036327068505, 9.575302939846779]
6664  : 2025-02-01, [0.07201071398626455, 0.39283339754617363, 10.535155888467562]
6665  : 2025-02-01, [0.07353287049650406, 0.4087765342386625, 10.767690595264833]
6666  : 2025-02-01, [0.075479353125414, 0.4217352603904032, 11.002785386484183]
6667  : 2025-02-01, [0.07760783673551573, 0.43529895824019577, 11.237093205024289]
6668  : 2025-02-01, [0.08453055435073815, 0.47685620895755804, 11.438613236691703]
6669  : 2025-02-01, [0.08814906732039998, 0.48861594148374254, 11.673234991195857]
6670  : 2025-02-01, [0.08981700674422127, 0.50701179228075, 11.903171200975029]
6671  : 2025-02-01, [0.09263300035939866, 0.5225537599858365, 12.134813239654765]
6672  : 2025-02-01, [0.09555067756573345, 0.5384318379257136, 12.366017484508554]
6673  : 2025-02-01, [0.09856525738509554, 0.5540207391394514, 12.597414003475455]
6674  : 2025-02-01, [0.10296003492660503, 0.5676819855287767, 12.82935797954462]
6675  : 2025-02-01, [0.10617344465144893, 0.5838040209136441, 13.060022534434905]
6676  : 2025-02-01, [0.10943534307628774, 0.6007512626761126, 13.2898133942476]
6677  : 2025-02-01, [0.11278373941271244, 0.6180843339823233, 13.519131926604963]
6678  : 2025-02-01, [0.11620268054390841, 0.635019813341965, 13.748777506114125]
