Itinerary: ['earth', 'venus', 'JUPITER_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
11004 : 2027-02-01, [0.14986759359043803, 2.3025158192817003, 13.547616587127862]
11005 : 2027-02-01, [0.14403596225940768, 2.3396110371413226, 13.76635300059927]
11006 : 2027-02-01, [0.12423443776223213, 2.3446179215897316, 14.031147640648035]
11007 : 2027-02-01, [0.1125541307132093, 2.3673242813087585, 14.270121587978032]
11008 : 2027-02-01, [0.10507648522872529, 2.4013656043032157, 14.493557910468059]
11009 : 2027-02-01, [0.087690916004760408, 2.4160865846381303, 14.74622249935711]
11010 : 2027-02-01, [0.61726498241165262, 3.4277786770336309, 13.454956340554718]
11011 : 2027-02-01, [0.58187842278492186, 3.3671005238755449, 13.801021053339532]
11012 : 2027-02-01, [0.55643623434439649, 3.3350044453267751, 14.108559320328828]
11013 : 2027-02-01, [0.10547174109923664, 2.1429224393092392, 16.001605819591525]
11014 : 2027-02-01, [1.1145437482170699, 1.9559052646408253, 15.429550987142104]
11015 : 2027-02-01, [1.1103893879318238, 1.8671022240884576, 15.772508387979718]
11016 : 2027-02-01, [1.1039605890970865, 1.8039662186845249, 16.09207319221839]
11017 : 2027-02-01, [1.0779209993879286, 1.6527400526040279, 16.519338948008041]
11018 : 2027-02-01, [1.0458473759176194, 1.4737484361036397, 16.980404187978742]
11019 : 2027-02-01, [0.6675852090139589, 4.05141030879697, 15.031004482189068]
11020 : 2027-02-01, [1.1520565784768855, 1.8948537310371629, 16.95308969048595]
11021 : 2027-02-01, [0.70392069878655195, 3.9166929864599664, 15.629386314753484]
11022 : 2027-02-01, [0.55026938850179841, 3.5866123916438806, 16.363118219854321]
11023 : 2027-02-01, [1.0979621766305387, 1.5620436902608243, 18.08999413310864]
11024 : 2027-02-01, [0.67752299178085573, 4.8888681107368335, 15.433608897482308]
11025 : 2027-02-01, [1.0648620358484779, 1.3406588967380726, 18.844479067413449]
11026 : 2027-02-01, [0.65490475870773468, 3.9203962096905061, 16.924699031601762]
11027 : 2027-02-01, [0.37945119352225626, 4.7694229188654962, 16.601125887612248]
11028 : 2027-02-01, [1.7790129026286687, 4.1315858876128413, 16.089401209758488]
11029 : 2027-02-01, [1.6458996271651891, 3.5870529742204997, 17.017047398614309]
11030 : 2027-02-01, [1.1990511004089426, 1.8027772631063934, 19.498171636484663]
11031 : 2027-02-01, [1.8032030186619379, 4.1545956290409185, 16.792201352297145]
11032 : 2027-02-01, [1.8072115067740178, 4.1461102800606122, 17.046678213165368]
11033 : 2027-02-01, [1.8056550884076963, 4.1149838549397701, 17.32936105665253]
11034 : 2027-02-01, [0.36484130418916527, 4.9160105413250088, 18.219148154485826]
11035 : 2027-02-01, [0.19234766786689739, 2.1561150988114033, 21.401537233321701]
11036 : 2027-02-01, [0.5766242984212524, 4.351434837360471, 19.071940864218277]
11037 : 2027-02-01, [0.32196651346244803, 3.8783461429072679, 20.049687343630282]
11038 : 2027-02-01, [1.2431529335807989, 1.7663947461491656, 21.490452320270034]
11039 : 2027-02-01, [0.35689812722336373, 0.84809103426535892, 23.545010838511278]
11040 : 2027-02-10, [0.237340795021446, 1.5365955876068482, 8.2260636173717057]
11041 : 2027-02-10, [0.23717901225931454, 1.5655734201925284, 8.4472475675481569]
11042 : 2027-02-10, [0.23657529547079839, 1.593267199172427, 8.6701575053567748]
11043 : 2027-02-10, [0.23344695636478435, 1.6198205056719834, 8.8967325379632332]
11044 : 2027-02-10, [0.23012993435710608, 1.6375601496386254, 9.1323099160042691]
11045 : 2027-02-10, [0.21844136860129032, 1.639080979097574, 9.3924776523011353]
11046 : 2027-02-10, [0.21096337943307245, 1.6537035279426708, 9.635333092624256]
11047 : 2027-02-10, [0.20278735636565265, 1.6681262059899997, 9.8790864376443484]
11048 : 2027-02-10, [0.18813291863054254, 1.6670719841375623, 10.144795097231897]
11049 : 2027-02-10, [0.17219237849133198, 1.6642485551761728, 10.413559066332494]
11050 : 2027-02-10, [0.21910157688098739, 1.8072652427136955, 10.473633180405317]
11051 : 2027-02-10, [0.20294749037244264, 1.7963664029854196, 10.750686106642139]
11052 : 2027-02-10, [0.21345322748045459, 1.8612979018786036, 10.925248870640942]
11053 : 2027-02-10, [0.19575994009887848, 1.8477548615691746, 11.206485198331947]
11054 : 2027-02-10, [0.20919876970428139, 1.9156539091505775, 11.375147321145141]
11055 : 2027-02-10, [0.2070070476283366, 1.9481811725404075, 11.594811779831256]
11056 : 2027-02-10, [0.19763183108861876, 1.9611838358398395, 11.841184333071542]
11057 : 2027-02-10, [0.19116509793685121, 1.9844299225033994, 12.07440497955975]
11058 : 2027-02-10, [0.18762899144867631, 2.0127632127330668, 12.299607795818257]
11059 : 2027-02-10, [0.18368086366108885, 2.0390359006322454, 12.527283235706665]
11060 : 2027-02-10, [0.17952600422228177, 2.0667733146530347, 12.753700681124684]
11061 : 2027-02-10, [0.17527141096908164, 2.0987762452152676, 12.975952343815649]
11062 : 2027-02-10, [0.16647508510992154, 2.1164971249574407, 13.217027789932636]
11063 : 2027-02-10, [0.16129596184748807, 2.1446034516000951, 13.444100586552416]
11064 : 2027-02-10, [0.15170822532366626, 2.1652695102891264, 13.683022264387207]
11065 : 2027-02-10, [0.14573799749987945, 2.1934447308853087, 13.910817271614814]
11066 : 2027-02-10, [0.12166866426800464, 2.1810506375216052, 14.19728069821039]
11067 : 2027-02-10, [1.0926129884762126, 1.9278656448622249, 13.729521366661563]
11068 : 2027-02-10, [1.0719729222604677, 1.7765515018161016, 14.151475575923429]
11069 : 2027-02-10, [1.0265505302261737, 1.5266960869493704, 14.696753382824456]
11070 : 2027-02-10, [0.6202976619140802, 3.3058220621621457, 13.573880275923772]
11071 : 2027-02-10, [0.59404222350947766, 3.2629785947389007, 13.89297918175162]
11072 : 2027-02-10, [0.54808381851126831, 3.1737928535035711, 14.278123327985162]
11073 : 2027-02-10, [0.53017114212222149, 3.1512574478996669, 14.568571409978112]
11074 : 2027-02-10, [0.066485642499753181, 1.9109229022462488, 16.522591455253998]
11075 : 2027-02-10, [1.1085475889893517, 1.7486943787370826, 15.892758032273566]
11076 : 2027-02-10, [1.0877832906114153, 1.611666524281852, 16.300550185106733]
11077 : 2027-02-10, [1.0770907062300232, 1.5265114137691871, 16.646397880000791]
11078 : 2027-02-10, [1.0473722343822687, 1.3523494354382088, 17.10027833017952]
11079 : 2027-02-10, [0.71047864885494583, 3.957842198031956, 15.081679153113097]
11080 : 2027-02-10, [0.32391227669060085, 2.6741021135836793, 17.001985609725718]
11081 : 2027-02-10, [1.1455404886543128, 1.7104599037814117, 17.393999607564275]
11082 : 2027-02-10, [0.66584990183930526, 3.6919940523072841, 16.142156045853412]
11083 : 2027-02-10, [0.35542644025051873, 0.65741106977948982, 19.737162489969993]
11084 : 2027-02-10, [1.1064411742954903, 1.4422749876711034, 18.451283838033405]
11085 : 2027-02-10, [0.67031662508789391, 4.6711257558585295, 15.908557619053578]
11086 : 2027-02-10, [0.7596759388579285, 4.9010084801687519, 15.839315580973318]
11087 : 2027-02-10, [0.81015325428977991, 4.799266018292899, 16.140580727417323]
11088 : 2027-02-10, [0.76437242847828302, 4.9939790606072778, 16.241648510914438]
11089 : 2027-02-10, [0.53964644741689627, 4.814311773942249, 16.896041778640853]
11090 : 2027-02-10, [1.3567684050809707, 2.1851126027692191, 18.958118992149807]
11091 : 2027-02-10, [1.7744040912094958, 3.8664480891665693, 17.109147819623931]
11092 : 2027-02-10, [1.7771121342005423, 3.8535473350684275, 17.369340530731034]
11093 : 2027-02-10, [1.7857547030906964, 3.8645138865287905, 17.599731410380517]
11094 : 2027-02-10, [0.28623321952137321, 0.7074146646278654, 22.50635211585076]
11095 : 2027-02-10, [0.71634473649729469, 4.9130896085407594, 18.120565654961943]
11096 : 2027-02-10, [0.55945121145335341, 4.7884199980822855, 18.65212879046436]
11097 : 2027-02-10, [1.4639574490375018, 2.5268695455133501, 20.259173005449149]
11098 : 2027-02-10, [1.1801643053897797, 1.3431112445466569, 21.976724450063561]
11099 : 2027-02-10, [0.42203553611297839, 0.90035971190456476, 23.427604751982457]
11100 : 2027-02-20, [0.2322827834828731, 1.4533852108964982, 8.3143320056206278]
11101 : 2027-02-20, [0.23188648600219194, 1.480501988926004, 8.5376115250718048]
11102 : 2027-02-20, [0.23108716886983977, 1.5056594721891905, 8.76325335894097]
