Itinerary: ['earth', 'earth', 'JUPITER_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
4320  : 2024-01-01, [0.09984952420509187, 1.388658687694873, 8.511491788100034]
4321  : 2024-01-01, [0.107793577042255, 1.4151779982495731, 8.727028424708172]
4322  : 2024-01-01, [0.11601392306347537, 1.4412945200192657, 8.942691556917259]
4323  : 2024-01-01, [0.12308704755437301, 1.4704144783836763, 9.156498474061951]
4324  : 2024-01-01, [0.1318495853740412, 1.4964984898482068, 9.371651924777753]
4325  : 2024-01-01, [0.28670772571780195, 0.9246251141648022, 10.038667160117395]
4326  : 2024-01-01, [0.2849502394515022, 1.4137612943476507, 9.801288466200846]
4327  : 2024-01-01, [0.3106188822427488, 0.9378920304924013, 10.501489087264849]
4328  : 2024-01-01, [0.32294998115934204, 0.9439363942534819, 10.733113624587178]
4329  : 2024-01-01, [0.3216342857049625, 1.495644327680119, 10.432721386614919]
4330  : 2024-01-01, [0.6227251972519318, 0.4810966029506835, 11.396178199797385]
4331  : 2024-01-01, [0.6342227871616185, 0.49419247909205866, 11.621584733746323]
4332  : 2024-01-01, [0.6441676016421998, 0.5022457085422821, 11.853586689815517]
4333  : 2024-01-01, [0.6556702136514451, 0.5155737781515236, 12.07875600819703]
4334  : 2024-01-01, [0.028866986481631187, 0.5501634296776192, 12.92096958384075]
4335  : 2024-01-01, [0.033641870752107554, 0.5561875672572888, 13.160170561990604]
4336  : 2024-01-01, [0.03858913373446308, 0.5621574739245567, 13.399253392340981]
4337  : 2024-01-01, [0.04589392044429945, 0.5616675501726409, 13.64243852938306]
4338  : 2024-01-01, [0.053442238516389656, 0.5590683139636942, 13.887489447519917]
4339  : 2024-01-01, [0.054151994546270246, 2.6388048795881534, 12.05704312586558]
4340  : 2024-01-01, [0.06102514069945852, 2.6751563763102872, 12.263818482990255]
4341  : 2024-01-01, [0.0701419172463839, 2.7054336955233556, 12.47442438723026]
4342  : 2024-01-01, [0.07950701964023911, 2.731831896521242, 12.688661083838518]
4343  : 2024-01-01, [0.09125255647080789, 2.751229122233509, 12.907518321295683]
4344  : 2024-01-01, [0.10332010622620393, 2.769904635789761, 13.126775257984034]
