Itinerary: ['earth', 'earth', 'JUPITER_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
10800 : 2027-01-01, [0.02417645472670424, 0.6691944631761788, 9.306629082097118]
10801 : 2027-01-01, [0.03029105914119388, 0.6902144404881577, 9.529494500370648]
10802 : 2027-01-01, [0.0364712290915643, 0.6889259049726176, 9.774602865935819]
10803 : 2027-01-01, [0.04478115952029195, 0.6799499778700431, 10.025268862609666]
10804 : 2027-01-01, [0.055318317408537515, 0.6623458327222499, 10.282335849869213]
10805 : 2027-01-01, [0.06629075284660091, 0.6430615645791795, 10.540647682574221]
10806 : 2027-01-01, [0.08479732338110614, 0.7189381049633501, 10.696264571655545]
10807 : 2027-01-01, [0.10147589049807748, 0.6856756490189849, 10.962848460482938]
10808 : 2027-01-01, [0.12525702748158835, 0.6273871067653901, 11.247355865753024]
10809 : 2027-01-01, [0.14758441046439447, 0.5723124650518161, 11.530103124483789]
10810 : 2027-01-01, [0.1471293108879848, 2.5381504108719906, 9.814720278240024]
10811 : 2027-01-01, [0.21976562954925996, 0.9412419518147443, 11.588992418635996]
10812 : 2027-01-01, [0.26254832588108323, 0.8350631968516828, 11.902388477267234]
10813 : 2027-01-01, [0.30643933894700187, 0.7243632221630062, 12.219197438889992]
10814 : 2027-01-01, [0.33168992598315195, 2.3830682150181124, 10.785241858998736]
10815 : 2027-01-01, [0.4895582897861456, 0.9320650626091266, 12.328376647604728]
10816 : 2027-01-01, [0.4432496805374793, 3.679198299601939, 9.877552019860582]
10817 : 2027-01-01, [0.5164940930549189, 3.548515884451342, 10.18499002249374]
10818 : 2027-01-01, [0.5855638227990874, 3.423380790713073, 10.491055386487838]
10819 : 2027-01-01, [0.6674239380152511, 3.2248124163320733, 10.857763645652675]
10820 : 2027-01-01, [0.7504251958195789, 3.0107301019615376, 11.238844702218884]
10821 : 2027-01-01, [0.8441580845453344, 2.728197521132771, 11.677644394321895]
10822 : 2027-01-01, [0.942472588629986, 2.411386398005334, 12.146141013364682]
10823 : 2027-01-01, [1.0614854681565664, 1.9831646997830026, 12.705349832060431]
10824 : 2027-01-01, [0.06134158722272648, 1.426158154726023, 14.51250025805125]
10825 : 2027-01-01, [0.08486098159531122, 1.1573995085165438, 15.007739509888145]
10826 : 2027-01-01, [1.010243982412477, 1.8362329826260013, 13.65352303496152]
10827 : 2027-01-01, [0.07588530828890107, 1.258341054567712, 15.415773637143387]
10828 : 2027-01-01, [0.9928870740863054, 1.528894812119829, 14.478218113793867]
10829 : 2027-01-01, [0.06152746789756631, 1.2550707716827434, 15.933401760419692]
10830 : 2027-01-01, [0.09783452389363381, 1.1307962504643965, 16.27136922564197]
10831 : 2027-01-01, [0.1409122782788321, 0.9821329231124379, 16.62695479860873]
10832 : 2027-01-01, [0.1908925738303487, 0.8071273830985786, 17.00198004307107]
10833 : 2027-01-01, [0.2761851536643507, 1.9062202349305917, 16.06759461140506]
10834 : 2027-01-01, [0.3355714502325477, 3.335729320240831, 14.82869922952662]
10835 : 2027-01-01, [0.5779278515429122, 1.4919206447352698, 16.680151503721817]
10836 : 2027-01-01, [0.6737955121452005, 3.0253732453420628, 15.300831242512736]
10837 : 2027-01-01, [0.9092548030237592, 5.751129044543908, 12.589616152432333]
10838 : 2027-01-01, [1.0726734319894589, 3.0624886062823924, 15.364837961728147]
10839 : 2027-01-01, [0.3566129110109561, 4.7806183313686565, 14.612768757620387]
10840 : 2027-01-01, [0.6926101716618985, 3.631182791516314, 15.67620703682179]
10841 : 2027-01-01, [1.014254291868332, 2.229307252560161, 17.00643845557151]
10842 : 2027-01-01, [1.4291969701864384, 2.921719013440881, 16.14908401637268]
10843 : 2027-01-01, [0.2995956550466102, 1.9285128378381735, 18.521891507115217]
10844 : 2027-01-01, [0.49164555894980977, 4.485657290156712, 16.022697150893478]
10845 : 2027-01-01, [0.2413182965336767, 1.0611531590673504, 19.947528544398974]
10846 : 2027-01-01, [0.4686360024965609, 2.3926406203699098, 18.638723377133527]
10847 : 2027-01-01, [0.338858417487478, 0.979934907755778, 20.431206674756744]
10848 : 2027-01-01, [0.7756622263480396, 5.351405353282443, 15.872932420369516]
10849 : 2027-01-01, [2.034322587440844, 5.366071191492963, 14.849606221066196]
10850 : 2027-01-01, [0.10879364377625142, 1.835836007912657, 20.55537034831109]
10851 : 2027-01-01, [0.7324660684933139, 1.8045112816466593, 20.21302264986003]
10852 : 2027-01-01, [0.011971362759960526, 4.209105492034893, 18.778923145205148]
10853 : 2027-01-01, [0.11799201827196919, 1.8635913444939285, 21.268416637234104]
10854 : 2027-01-01, [1.1206028684441596, 5.119493130160511, 17.259904001395327]
10855 : 2027-01-01, [0.32997028804580814, 1.0694538247997312, 22.35057588715446]
10856 : 2027-01-01, [0.7206170425556885, 2.426185562690942, 20.85319739475337]
10857 : 2027-01-01, [1.138188706647172, 3.664640795485382, 19.447170497867447]
10858 : 2027-01-01, [0.2783859053713216, 4.092655392001562, 20.128958702627116]
10859 : 2027-01-01, [0.8210123459235549, 1.657038858643271, 22.271948795433175]
10860 : 2027-01-10, [0.024453999801595412, 0.6354490771225114, 9.340096923075894]
10861 : 2027-01-10, [0.030408818622207054, 0.6340857397100523, 9.585505441667742]
10862 : 2027-01-10, [0.03845144812118624, 0.6245974422258491, 9.836951109652965]
10863 : 2027-01-10, [0.044944091928396906, 0.619952349534826, 10.085103558536778]
10864 : 2027-01-10, [0.05747067138794244, 0.698330584856202, 10.244198743755854]
10865 : 2027-01-10, [0.07094309518068076, 0.6751841718991946, 10.503872732920124]
10866 : 2027-01-10, [0.08497222601855967, 0.6501102591120935, 10.764917514869348]
10867 : 2027-01-10, [0.10372980820640772, 0.6068378956478278, 11.039432296145765]
10868 : 2027-01-10, [0.12534721640730256, 0.5565043812278081, 11.318148402364889]
10869 : 2027-01-10, [0.12244721782488253, 2.504163418708429, 9.623389363466687]
10870 : 2027-01-10, [0.18646726207925796, 0.931091348698455, 11.382441389222288]
10871 : 2027-01-10, [0.2198615293684617, 0.8553988148790442, 11.674739655752495]
10872 : 2027-01-10, [0.25960422769736063, 0.7543552099173677, 11.986040562385272]
10873 : 2027-01-10, [0.2786031529602318, 2.419381440916341, 10.552015406123427]
10874 : 2027-01-10, [0.32597801360496265, 2.3181519093380487, 10.855870077056988]
10875 : 2027-01-10, [0.37447974248095384, 3.679553743064129, 9.695966514454918]
10876 : 2027-01-10, [0.4357012512542296, 3.603016869311833, 9.961281879433937]
10877 : 2027-01-10, [0.505200286205641, 3.4747603599492516, 10.270039353845108]
10878 : 2027-01-10, [0.5711781689938618, 3.358265301807333, 10.570556529198806]
10879 : 2027-01-10, [0.6490226764728783, 3.1618142267055367, 10.939163096821586]
10880 : 2027-01-10, [0.7306725783330861, 2.9413997343913802, 11.327927687275533]
10881 : 2027-01-10, [0.8178449207275107, 2.6752836448212665, 11.756871434451224]
10882 : 2027-01-10, [0.9216325189080659, 2.34055328995791, 12.237814191134023]
10883 : 2027-01-10, [1.034568696231804, 1.9382280362001802, 12.777203267568016]
10884 : 2027-01-10, [0.021816837011274022, 1.1742696084927602, 14.803913554495965]
10885 : 2027-01-10, [0.0416265129587951, 1.1352091542843756, 15.073164332756829]
10886 : 2027-01-10, [0.04535431672332521, 1.1745654282105582, 15.280080255066116]
