Itinerary: ['earth', 'earth', 'JUPITER_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
15120 : 2029-01-01, [0.2240317209214877, 0.7027405272266456, 9.073227751851867]
15121 : 2029-01-01, [0.2859814693470333, 1.4021619253806026, 8.561856605272363]
15122 : 2029-01-01, [0.3523402366529869, 1.2438126561669387, 8.903847107180074]
15123 : 2029-01-01, [0.3992103444827246, 2.6691087582913076, 7.681680897225968]
15124 : 2029-01-01, [0.5320803725496123, 3.571911496163437, 6.896008131286953]
15125 : 2029-01-01, [0.6427469974855714, 3.2596795135500094, 7.34757348896442]
15126 : 2029-01-01, [0.24055385058155002, 0.9138651208872646, 10.345581028531186]
15127 : 2029-01-01, [0.29668876212727724, 0.7491552044749541, 10.70415603339777]
15128 : 2029-01-01, [0.3907626110987359, 1.7257123813664628, 9.883525007534802]
15129 : 2029-01-01, [0.045381673080027475, 1.6711555626429666, 10.533462764277006]
15130 : 2029-01-01, [0.10565596161545782, 1.4722950129980017, 10.92204902538654]
15131 : 2029-01-01, [0.3897780607981325, 0.8550853094673341, 11.505136629734533]
15132 : 2029-01-01, [0.7749039763366476, 1.116886791074768, 11.108209232588585]
15133 : 2029-01-01, [0.29214027305525486, 1.2222544407403777, 11.735605286204368]
15134 : 2029-01-01, [0.38068031516108286, 1.0273012926529907, 12.092018392185926]
15135 : 2029-01-01, [0.8027458121229224, 3.048607084810627, 9.89864710306645]
15136 : 2029-01-01, [0.3207564796196309, 1.2577811583354856, 12.421462362044885]
15137 : 2029-01-01, [0.4030812963307356, 3.429807892335929, 10.417110811333334]
15138 : 2029-01-01, [0.7561744792072844, 1.72366301242452, 12.020162508368196]
15139 : 2029-01-01, [0.21363962059598124, 1.9724606611539333, 12.563899718250086]
15140 : 2029-01-01, [0.36201210652965765, 1.4204748198447759, 13.217513073625566]
15141 : 2029-01-01, [0.43905632582524107, 3.701304227586558, 11.109639446588199]
15142 : 2029-01-01, [0.8981663178510356, 2.01568994599731, 12.586143736151655]
15143 : 2029-01-01, [1.2126222709506111, 3.174691822186282, 11.362685906863108]
15144 : 2029-01-01, [0.2018220757633493, 2.330141060199289, 13.46803686403736]
15145 : 2029-01-01, [0.2351634193389523, 2.6848114404602703, 13.330025140200778]
15146 : 2029-01-01, [0.6437404537144058, 4.1117204297172485, 11.744539116568346]
15147 : 2029-01-01, [0.09892242879108268, 2.1194048783457924, 14.531672692863124]
15148 : 2029-01-01, [1.0045086937413845, 4.415748676922634, 11.579742629335982]
15149 : 2029-01-01, [1.0367580687003886, 5.863420150772876, 10.349821780526737]
15150 : 2029-01-01, [0.4279099431511146, 1.4738398425246553, 15.598250214324231]
15151 : 2029-01-01, [0.5397424130125558, 3.955802001907606, 13.254455585079837]
15152 : 2029-01-01, [1.157059847508744, 1.9111173350290036, 14.931822817462251]
15153 : 2029-01-01, [0.3262104794543416, 3.156372929102399, 14.76741659144326]
15154 : 2029-01-01, [0.4649220375179083, 0.7511025545179281, 17.283975407964164]
15155 : 2029-01-01, [1.128196684932364, 2.407238538735739, 15.214564776331896]
15156 : 2029-01-01, [0.9623956962753147, 3.6292739601274295, 14.408330343597255]
15157 : 2029-01-01, [0.6377538979369701, 1.974265233012694, 16.637980869050338]
15158 : 2029-01-01, [0.46829068217496606, 2.9621910856542226, 16.06951823217081]
15159 : 2029-01-01, [0.7349364921306973, 5.031954321441132, 13.983109186428171]
15160 : 2029-01-01, [0.45435604856311973, 0.6024783980458464, 18.943165553391033]
15161 : 2029-01-01, [0.4557617321229786, 4.555133018275114, 15.239105249601907]
15162 : 2029-01-01, [0.6036129685604668, 4.661128465116056, 15.235258566323477]
15163 : 2029-01-01, [0.3245026778733899, 0.8911720886756033, 19.534325233451007]
15164 : 2029-01-01, [0.44554684953954793, 2.5613455116790407, 17.99310763878141]
15165 : 2029-01-01, [1.1912829690749, 5.223047815885721, 14.83566921503938]
15166 : 2029-01-01, [0.67081573210933, 1.6262254875515385, 19.20295878033913]
15167 : 2029-01-01, [1.345319544476875, 5.885861466769683, 14.518818988753443]
15168 : 2029-01-01, [0.7435744864414843, 3.4766815307245613, 17.779743982833956]
15169 : 2029-01-01, [1.0615471916104389, 4.57901363443779, 16.60943917395177]
15170 : 2029-01-01, [0.5808012146133068, 4.786258303762506, 17.132940481624185]
15171 : 2029-01-01, [0.2454996657614252, 3.268082802164606, 19.23641753207397]
15172 : 2029-01-01, [0.5732642296634731, 1.8052344152891184, 20.62150135504741]
15173 : 2029-01-01, [0.7824284796945753, 4.31418724600762, 18.153384274297803]
15174 : 2029-01-01, [0.5529982972389442, 0.5542602153821989, 22.392741487378856]
15175 : 2029-01-01, [0.6620498875796006, 2.5737267054233395, 20.514223406997058]
15176 : 2029-01-01, [0.9692376846955869, 4.942029316337068, 18.088732998967345]
15177 : 2029-01-01, [1.7048299222970498, 3.692885114716163, 18.852284962986786]
15178 : 2029-01-01, [0.720431808041369, 1.832653797006588, 21.946914394952042]
15179 : 2029-01-01, [0.8399125369113978, 4.50774313843882, 19.402344324649782]
15180 : 2029-01-10, [0.2236633755727947, 0.6296895203979525, 9.146647104029253]
15181 : 2029-01-10, [0.28283151972482257, 1.321554395953421, 8.645614084321757]
15182 : 2029-01-10, [0.3488150851575462, 1.160998111379713, 8.990186803462741]
15183 : 2029-01-10, [0.5750776142191774, 1.1534643319515505, 9.02145805382927]
15184 : 2029-01-10, [0.5155066783041535, 3.515508766778888, 6.968984554916958]
15185 : 2029-01-10, [0.19853606784278208, 0.9488360678767294, 10.102627864280489]
15186 : 2029-01-10, [0.24075903320740966, 0.8347528319608039, 10.424488134831787]
15187 : 2029-01-10, [0.2964474113221208, 0.6697164051765557, 10.783836183501323]
15188 : 2029-01-10, [0.0079179623064364, 1.7044666410576783, 10.287615396635886]
15189 : 2029-01-10, [0.04548842678551564, 1.5851374189148504, 10.619374154299635]
15190 : 2029-01-10, [0.04889895232373026, 2.0388244950631025, 10.412276552613166]
15191 : 2029-01-10, [0.3674957318169539, 0.7910293644007653, 11.59147490378228]
15192 : 2029-01-10, [0.05564255047192083, 2.002141725755472, 10.942215723772607]
15193 : 2029-01-10, [0.29684658576712647, 1.048785982351318, 11.904367431881555]
15194 : 2029-01-10, [0.003230908540284421, 2.3134558163797854, 11.18331327507993]
15195 : 2029-01-10, [0.08411415585260483, 2.001418708110435, 11.66446713603696]
15196 : 2029-01-10, [0.013437548614596114, 2.385047337179583, 11.601515114205819]
15197 : 2029-01-10, [0.010353932429786399, 2.4871385683070866, 11.752507499263128]
15198 : 2029-01-10, [0.13177474443131326, 2.0489434166276137, 12.319281838941071]
15199 : 2029-01-10, [0.25387035298142546, 1.609961942931659, 12.886167704086915]
15200 : 2029-01-10, [0.40383893178126845, 1.0443518116251453, 13.551809256593588]
15201 : 2029-01-10, [0.45052246964570947, 3.4419672909069283, 11.35751023944736]
15202 : 2029-01-10, [0.877885716762697, 1.723487858981122, 12.898626424256179]
15203 : 2029-01-10, [1.1472003793850245, 2.9768107041457568, 11.62598891646922]
15204 : 2029-01-10, [0.3853486248329888, 3.5970885191733832, 12.017562855993628]
15205 : 2029-01-10, [0.24551575997749756, 2.2743488014052176, 13.730135438617285]
