Itinerary: ['earth', 'earth', 'JUPITER_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [1.6160891029093794e-09, 1.095715236541568, 8.904284761842343]
12961 : 2028-01-01, [1.6574450404010839e-09, 1.1299378031045244, 9.12006219523803]
12962 : 2028-01-01, [1.6984118436027447e-09, 1.1636994447459998, 9.336300553555589]
12963 : 2028-01-01, [1.7398395632950338e-09, 1.1985407576438638, 9.551459240616296]
12964 : 2028-01-01, [1.781395684283247e-09, 1.2337602785785222, 9.766239719640081]
12965 : 2028-01-01, [1.822531445771535e-09, 1.2684593496556602, 9.981540648521808]
12966 : 2028-01-01, [1.8646745585047238e-09, 1.3051815334668884, 10.194818464668437]
12967 : 2028-01-01, [1.906460470140908e-09, 1.3414263383523515, 10.408573659741188]
12968 : 2028-01-01, [1.9483285330970994e-09, 1.3780159947923685, 10.621984003259303]
12969 : 2028-01-01, [1.990826924759701e-09, 1.415897863510324, 10.834102134498849]
12970 : 2028-01-01, [2.0334378226404645e-09, 1.454170027689095, 11.045829970277468]
12971 : 2028-01-01, [2.0761650257005644e-09, 1.492835024894529, 11.257164973029308]
12972 : 2028-01-01, [2.1195341873867647e-09, 1.5328613140197513, 11.467138683860714]
12973 : 2028-01-01, [2.1625139375130364e-09, 1.5723381587936727, 11.677661839043814]
12974 : 2028-01-01, [2.2062367212216894e-09, 1.613274382202646, 11.886725615591116]
12975 : 2028-01-01, [2.250047447016653e-09, 1.654607186470244, 12.095392811279709]
12976 : 2028-01-01, [2.2940875505860673e-09, 1.6964405715081146, 12.3035594261978]
12977 : 2028-01-01, [2.3389563667235704e-09, 1.7398603376421196, 12.510139660018924]
12978 : 2028-01-01, [2.3840262938188082e-09, 1.7837870878063302, 12.716212909809645]
12979 : 2028-01-01, [2.4293014072831217e-09, 1.8282246471947088, 12.921775350375992]
12980 : 2028-01-01, [2.4754210188193615e-09, 1.8743268042456867, 13.125673193278892]
12981 : 2028-01-01, [2.5218661891584135e-09, 1.9210588578398624, 13.328941139638271]
12982 : 2028-01-01, [2.568566946929527e-09, 1.9683696261696815, 13.531630371261752]
12983 : 2028-01-01, [2.6155282125303704e-09, 2.0162643936564653, 13.733735603728007]
12984 : 2028-01-01, [2.664240313886612e-09, 2.0673191167585703, 13.93268088057719]
12985 : 2028-01-01, [2.712581931566279e-09, 2.1178032609676127, 14.132196736319806]
12986 : 2028-01-01, [2.7620642312844054e-09, 2.1703249129336997, 14.329675084304236]
12987 : 2028-01-01, [2.8118241004268306e-09, 2.2235069341758207, 14.526493063012357]
12988 : 2028-01-01, [2.8629109253294126e-09, 2.2789362869170753, 14.721063710220013]
12989 : 2028-01-01, [2.914425185336544e-09, 2.335180930911943, 14.914819066173633]
12990 : 2028-01-01, [2.967191633233448e-09, 2.3936811304321175, 15.106318866600692]
12991 : 2028-01-01, [3.0214749154815812e-09, 2.4547013401902014, 15.295298656788324]
12992 : 2028-01-01, [3.0763150665632632e-09, 2.5167193673595283, 15.483280629564156]
12993 : 2028-01-01, [3.1317238217137434e-09, 2.57975206868774, 15.670247928180537]
12994 : 2028-01-01, [3.189731417676684e-09, 2.647119269116041, 15.852880727694227]
12995 : 2028-01-01, [3.2493852276719015e-09, 2.7173111004896175, 16.032688896260996]
12996 : 2028-01-01, [3.308856455064848e-09, 2.787175856246029, 16.212824140445115]
12997 : 2028-01-01, [3.372260996535067e-09, 2.8635619351137764, 16.386438061513964]
12998 : 2028-01-01, [3.4367260293734197e-09, 2.9416115837822217, 16.558388412781053]
12999 : 2028-01-01, [3.5033448357864707e-09, 3.023162643870559, 16.726837352626095]
13000 : 2028-01-01, [3.5734580572775305e-09, 3.110352534558733, 16.88964746186781]
13001 : 2028-01-01, [3.64473097595787e-09, 3.199487728323114, 17.050512268032154]
13002 : 2028-01-01, [3.720005663955053e-09, 3.294944395070019, 17.205055601209974]
13003 : 2028-01-01, [3.798264439545518e-09, 3.3950675806170376, 17.3549324155847]
13004 : 2028-01-01, [3.88211301207588e-09, 3.504229036611959, 17.49577095950593]
13005 : 2028-01-01, [3.968130612056904e-09, 3.616718097839537, 17.633281898192333]
13006 : 2028-01-01, [4.063624164897815e-09, 3.744259234297746, 17.755740761638627]
13007 : 2028-01-01, [4.1621949455500905e-09, 3.8764546635619426, 17.87354533227586]
13008 : 2028-01-01, [4.268339697412542e-09, 4.020752782288481, 17.979247213443177]
13009 : 2028-01-01, [4.389357695967367e-09, 4.172451418278706, 18.077548577331935]
