Itinerary: ['earth', 'earth', 'JUPITER_BARYCENTER', 'pluto']
8677  : 2026-01-01, [2.3599457660224953e-09, 1.0557919713417665, 18.194208026298284]
8678  : 2026-01-01, [2.387099138095631e-09, 1.072575180104177, 18.427424817508726]
8679  : 2026-01-01, [2.4142439938118037e-09, 1.0894571700401416, 18.660542827545612]
8680  : 2026-01-01, [2.4413216520453183e-09, 1.1064111712136298, 18.89358882634505]
8681  : 2026-01-01, [2.4686294012622493e-09, 1.124369163407199, 19.125630834124173]
8682  : 2026-01-01, [2.4956309582939397e-09, 1.1415010645382098, 19.358498932966157]
8683  : 2026-01-01, [2.52250261634057e-09, 1.1586748085952037, 19.591325188882294]
8684  : 2026-01-01, [2.5496036106203136e-09, 1.1768769047284746, 19.823123092721925]
8685  : 2026-01-01, [2.5763394570607343e-09, 1.1941978956029498, 20.05580210182071]
8686  : 2026-01-01, [2.6033608651921723e-09, 1.2125897143303794, 20.28741028306626]
8687  : 2026-01-01, [2.629959875149795e-09, 1.2300553392016986, 20.51994465816834]
8688  : 2026-01-01, [2.6567778594276654e-09, 1.2485768715531012, 20.751423125790122]
8689  : 2026-01-01, [2.683518851099873e-09, 1.2671780179134007, 20.98282197940308]
8690  : 2026-01-01, [2.7099717117193427e-09, 1.2848883879085347, 21.215111609381495]
8691  : 2026-01-01, [2.7366315003843056e-09, 1.3036730142692128, 21.446326982994155]
8692  : 2026-01-01, [2.763149521232394e-09, 1.3225045018719925, 21.67749549536486]
8693  : 2026-01-01, [2.7895886998154958e-09, 1.3414119621852536, 21.908588035025158]
8694  : 2026-01-01, [2.81601349648696e-09, 1.3604258080450813, 22.1395741891389]
8695  : 2026-01-01, [2.8423572832785216e-09, 1.3795134048341686, 22.370486592323473]
8696  : 2026-01-01, [2.868618327855115e-09, 1.3986731645808796, 22.601326832550505]
8697  : 2026-01-01, [2.8947339419888906e-09, 1.417873627826597, 22.83212636927867]
8698  : 2026-01-01, [2.920829819751347e-09, 1.4371754669649448, 23.06282453011422]
8699  : 2026-01-01, [2.94683919557918e-09, 1.4565453474052223, 23.293454649647938]
8700  : 2026-01-10, [0.009396251823205219, 0.4205602651732929, 9.570043483003502]
8701  : 2026-01-10, [0.013063852171122636, 0.4749794823976804, 9.761956665431198]
8702  : 2026-01-10, [0.015035771685601313, 0.48325965926093495, 10.001704569053464]
8703  : 2026-01-10, [0.0187975772266232, 0.48655192466418057, 10.244650498109197]
8704  : 2026-01-10, [0.022706324434171737, 0.48750628449928923, 10.48978739106654]
8705  : 2026-01-10, [0.028557955333797052, 0.48343968612571897, 10.738002358540484]
8706  : 2026-01-10, [0.034630192871494804, 0.47675255249516146, 10.988617254633343]
8707  : 2026-01-10, [0.042797801451218725, 0.4655233029450778, 11.241678895603703]
8708  : 2026-01-10, [0.043511211809255754, 2.195736052287461, 9.760752735903283]
8709  : 2026-01-10, [0.06476564406131398, 0.8195683098685385, 11.365666046070148]
8710  : 2026-01-10, [0.07761080288796317, 0.8049765496621824, 11.617412647449854]
8711  : 2026-01-10, [0.090890124860974, 0.7862401890520399, 11.872869686086986]
8712  : 2026-01-10, [0.10942927578652983, 0.7510608359155133, 12.139509888297956]
8713  : 2026-01-10, [0.11678948156564485, 2.280062350138443, 10.853148168295911]
8714  : 2026-01-10, [0.13739432790762618, 2.264048171539925, 11.098557500552449]
8715  : 2026-01-10, [0.1604893406319788, 2.2394273767999913, 11.350083282568031]
8716  : 2026-01-10, [0.22975581258784844, 0.8828322677695442, 12.887411919642606]
8717  : 2026-01-10, [0.2669268729031878, 0.8055549541851705, 13.177518172911642]
8718  : 2026-01-10, [0.2537679402528809, 3.342165623940691, 10.90406643580643]
8719  : 2026-01-10, [0.2926748686807975, 3.2996007854654916, 11.157724345853712]
8720  : 2026-01-10, [0.337371738711626, 3.233443661806692, 11.429184599481681]
8721  : 2026-01-10, [0.38272975960530337, 3.15784665400127, 11.709423586393427]
8722  : 2026-01-10, [0.43611631085935737, 3.0480343414843194, 12.01584934765632]
8723  : 2026-01-10, [0.4919105524443069, 2.912862720232091, 12.345226727323602]
8724  : 2026-01-10, [0.5505564172254729, 2.759597801443433, 12.689845781331094]
8725  : 2026-01-10, [0.6136704167959687, 2.5705959442502055, 13.065733638953827]
8726  : 2026-01-10, [0.6845672411007241, 2.3405482899286163, 13.474884468970659]
8727  : 2026-01-10, [0.7651571914801686, 2.0464854322818082, 13.938357376238024]
8728  : 2026-01-10, [0.8579184262102321, 1.6999609878374493, 14.442120585952317]
8729  : 2026-01-10, [0.012813165189091208, 0.788206340993547, 16.448980493817363]
8730  : 2026-01-10, [0.03629736701327095, 0.7076835026525469, 16.75601913033418]
8731  : 2026-01-10, [0.01837260406638161, 0.7881846215263323, 16.943442774407284]
8732  : 2026-01-10, [0.007973044363918675, 0.8440093034433854, 17.148017652192692]
8733  : 2026-01-10, [0.060908195044401266, 1.6522875147427485, 16.53680429021285]
8734  : 2026-01-10, [0.11898070217414443, 3.0992764568929547, 15.2817428409329]
8735  : 2026-01-10, [0.2448713341206306, 3.2775699457753777, 15.22755872010399]
8736  : 2026-01-10, [0.33691684234751607, 2.7520013454220456, 15.911081812230437]
8737  : 2026-01-10, [0.4425758767609826, 4.545673291329819, 14.261750831909199]
8738  : 2026-01-10, [0.9276645280417853, 4.597605973903244, 13.974729498054971]
8739  : 2026-01-10, [1.0918151278690986, 3.920553557423904, 14.737631314706997]
8740  : 2026-01-10, [1.275188018388695, 3.0558964236576687, 15.668915557953635]
8741  : 2026-01-10, [0.12021231693091933, 1.0639696555434233, 19.065818027525655]
8742  : 2026-01-10, [0.05657193929209694, 0.7994163182256064, 19.6440117424823]
8743  : 2026-01-10, [0.00904904636869, 1.01156775714326, 19.72938319648805]
8744  : 2026-01-10, [0.8369861389962127, 3.3024097786280135, 16.860604082375772]
8745  : 2026-01-10, [0.07372558282405203, 0.7781468495945005, 20.398127567581447]
8746  : 2026-01-10, [0.18496477595842542, 0.9871003662038806, 20.327934857837693]
8747  : 2026-01-10, [0.3335355147735977, 1.8308637822907938, 19.585600702935604]
8748  : 2026-01-10, [0.4854367653371713, 1.269755012743189, 20.24480822191964]
8749  : 2026-01-10, [0.7522125546616781, 5.85348531342472, 15.644302131913603]
8750  : 2026-01-10, [0.9255693612024334, 5.147823279357566, 16.426607359440002]
8751  : 2026-01-10, [1.115058779134668, 4.297356365078188, 17.337584855787146]
8752  : 2026-01-10, [1.3498290298651163, 3.1064785530603505, 18.543692417074535]
8753  : 2026-01-10, [1.3315783855506176, 2.244785548763254, 19.67363606568613]
8754  : 2026-01-10, [1.317085692403347, 5.921392125400122, 16.261522182196533]
8755  : 2026-01-10, [0.5905623370854931, 3.381564511983994, 19.777873150930514]
8756  : 2026-01-10, [0.1265346199234377, 0.9841020613297086, 22.889363318746852]
8757  : 2026-01-10, [0.618611163100085, 4.742186211533577, 18.889202625366337]
8758  : 2026-01-10, [0.5545855986215227, 3.5725225616226037, 20.372891839755876]
8759  : 2026-01-10, [0.007811552486846151, 1.7271298950992648, 23.01505855241389]
8760  : 2026-01-20, [0.009608190818597791, 0.41675990192357065, 9.573631907257832]
8761  : 2026-01-20, [0.013120108420096798, 0.41956127793950715, 9.817318613640396]
8762  : 2026-01-20, [0.01509841529002324, 0.42573538515125575, 10.05916619955872]
8763  : 2026-01-20, [0.017460974792821913, 1.9917377862872296, 8.74080123891995]
8764  : 2026-01-20, [0.019330086807921712, 2.033631850845835, 8.947038062346245]
8765  : 2026-01-20, [0.025836176484562906, 2.061018832694632, 9.163144990820806]
8766  : 2026-01-20, [0.031041154722757893, 2.0896518686241454, 9.379306976653098]
8767  : 2026-01-20, [0.04506274751383059, 0.7579687408854348, 10.946968511600735]
8768  : 2026-01-20, [0.05265609119268554, 0.7590452457141063, 11.18829866309321]
8769  : 2026-01-20, [0.06502472611694717, 0.7421201855767416, 11.442855088306311]
8770  : 2026-01-20, [0.07789619452241633, 0.726438433021274, 11.69566537245631]
8771  : 2026-01-20, [0.09119343294540477, 0.7061882371580406, 11.952618329896556]
8772  : 2026-01-20, [0.09897029312635226, 2.2279706671148487, 10.6730590397588]
8773  : 2026-01-20, [0.1152825643473815, 2.2242886764070384, 10.91042875924558]
8774  : 2026-01-20, [0.13575914067618222, 2.2048844178980724, 11.159356441425748]
8775  : 2026-01-20, [0.1940076238469351, 0.8574699062190322, 12.698522469934032]
8776  : 2026-01-20, [0.22681153730095058, 0.7904986203748641, 12.982689842324184]
8777  : 2026-01-20, [0.217867204890696, 3.2859976542758065, 10.746135140833498]
8778  : 2026-01-20, [0.25085838497304946, 3.2640379640923625, 10.985103650934589]
8779  : 2026-01-20, [0.28702937985168797, 3.226813740442305, 11.236156879706009]
8780  : 2026-01-20, [0.3311228805319811, 3.1550028305283737, 11.513874288939643]
8781  : 2026-01-20, [0.376200965883991, 3.079433299509246, 11.794365734606762]
8782  : 2026-01-20, [0.4285672500790791, 2.96126535527809, 12.110167394642831]
8783  : 2026-01-20, [0.479114833487104, 2.8436367076670064, 12.42724845884589]
8784  : 2026-01-20, [0.5396705491875766, 2.678432424433029, 12.781897026379394]
8785  : 2026-01-20, [0.6023811827472438, 2.4872735560139954, 13.160345261238762]
8786  : 2026-01-20, [0.669942589809783, 2.2647696674471733, 13.565287742743045]
8787  : 2026-01-20, [0.7506079702099568, 1.966108497120459, 14.033283532669584]
8788  : 2026-01-20, [0.0674407260911732, 0.7798296590062075, 16.152729614902622]
8789  : 2026-01-20, [0.0936798455798143, 1.4768185595655057, 15.679501594854678]
8790  : 2026-01-20, [0.048954350970326806, 0.8858533079384909, 16.56519234109118]
8791  : 2026-01-20, [0.005256482105545293, 0.736463899858689, 17.00827961803576]
8792  : 2026-01-20, [0.021260870443111042, 0.6848111862917491, 17.29392794326514]
8793  : 2026-01-20, [0.07524709310615207, 3.1243364070973882, 15.05041649979646]
8794  : 2026-01-20, [0.17131988867361997, 3.3762126399922683, 14.95246747133411]
8795  : 2026-01-20, [0.25534413478940027, 2.8834322416257105, 15.61122362358489]
8796  : 2026-01-20, [0.43241036244446807, 1.1388081211442114, 17.42878151641132]
8797  : 2026-01-20, [0.20245355305870322, 3.4552540411814476, 15.59229240575985]
8798  : 2026-01-20, [0.20552231493545733, 3.5352464965126456, 15.759231188551894]
8799  : 2026-01-20, [0.18928429952233436, 3.6882837844102663, 15.872431916067399]
8800  : 2026-01-20, [0.11017026506103886, 3.3500024733055835, 16.53982726163338]
8801  : 2026-01-20, [0.09670657912573065, 1.0076947216692664, 19.145598699205003]
8802  : 2026-01-20, [0.023840644159860126, 0.80598123485395, 19.670178120986193]
8803  : 2026-01-20, [0.4411181984592711, 4.727984228306978, 15.580897573233752]
8804  : 2026-01-20, [0.036515005186460336, 0.7860281038365927, 20.177456890976945]
8805  : 2026-01-20, [0.12622343526442642, 1.018796670404031, 20.104979894331542]
8806  : 2026-01-20, [0.24787548444055715, 1.8868633133153967, 19.365261202244046]
8807  : 2026-01-20, [0.4050887366514104, 3.511273558348777, 17.833637704999813]
8808  : 2026-01-20, [0.5504896993778127, 3.0079886605546524, 18.44152164006754]
8809  : 2026-01-20, [0.7670345281991171, 5.3839332555893895, 16.09903221621149]
8810  : 2026-01-20, [0.8701204837662169, 4.946628493394772, 16.683251022839013]
8811  : 2026-01-20, [1.1570044437998372, 2.637031481210925, 18.955964074989236]
8812  : 2026-01-20, [0.7030720421381462, 3.6492655315362645, 18.64766242632559]
8813  : 2026-01-20, [0.13963007745629558, 1.7950447448948976, 21.315325177648806]
8814  : 2026-01-20, [0.23406470103186428, 1.0335748490780328, 22.232360449890102]
8815  : 2026-01-20, [0.5199970918189116, 3.406562853814667, 19.823440054366422]
8816  : 2026-01-20, [0.5895918421396338, 2.29140506671873, 21.11900309114164]
8817  : 2026-01-20, [0.8970518698274754, 1.702434355820943, 21.65051377435158]
8818  : 2026-01-20, [0.28489223223112536, 4.202649489525218, 20.01245827824366]
8819  : 2026-01-20, [0.3791328150021384, 1.3989620461685544, 22.97190513882931]
8820  : 2026-02-01, [0.009545704366743377, 1.8224248066791713, 8.168029488954085]
8821  : 2026-02-01, [0.01116927898694579, 1.8644594646352834, 8.37437125637777]
8822  : 2026-02-01, [0.014285864184713892, 1.8998602401696836, 8.585853895645602]
8823  : 2026-02-01, [0.017535303926369438, 1.9362412157970874, 8.796223480276543]
8824  : 2026-02-01, [0.0241432305449916, 0.667172210550898, 10.308684558904112]
8825  : 2026-02-01, [0.030910727398125247, 0.6695719160024225, 10.549517356599452]
8826  : 2026-02-01, [0.035838210597904506, 0.677206710351026, 10.78695507905107]
8827  : 2026-02-01, [0.04529120184327311, 0.6710250946647587, 11.033683703491967]
8828  : 2026-02-01, [0.05510601164297255, 0.6619972627619333, 11.282896725595094]
8829  : 2026-02-01, [0.06528768708527065, 0.6507833553957306, 11.533928957518999]
8830  : 2026-02-01, [0.0681644367782461, 2.1578780959304242, 10.27395746729133]
8831  : 2026-02-01, [0.0816731481088769, 2.1625020701281157, 10.505824781763007]
8832  : 2026-02-01, [0.09916044853161546, 2.1527022791438126, 10.748137272324572]
8833  : 2026-02-01, [0.13983142078756713, 0.8321220124143074, 12.278046566798125]
8834  : 2026-02-01, [0.16498781375691549, 0.7909312056047659, 12.54408098063832]
8835  : 2026-02-01, [0.19393863155069221, 0.7387446888588033, 12.817316679590505]
8836  : 2026-02-01, [0.18328730862774922, 3.2153255480642104, 10.60138714330804]
8837  : 2026-02-01, [0.21507025205522864, 3.1948864817485907, 10.840043266196181]
8838  : 2026-02-01, [0.2477495577119286, 3.168807055624489, 11.083443386663582]
8839  : 2026-02-01, [0.28582277888464114, 3.1181830693397736, 11.345994151775585]
8840  : 2026-02-01, [0.3246948231924339, 3.0609613107259213, 11.614343866081645]
8841  : 2026-02-01, [0.3689068419268297, 2.9774479937310776, 11.903645164342091]
8842  : 2026-02-01, [0.4160788027810858, 2.875647260599861, 12.208273936619054]
8843  : 2026-02-01, [0.46607128766480255, 2.75610797165693, 12.527820740678267]
8844  : 2026-02-01, [0.5254932371881642, 2.582715294885154, 12.891791467926682]
8845  : 2026-02-01, [0.5872882723595345, 2.384037007484841, 13.278674720155626]
8846  : 2026-02-01, [0.12962577943397272, 2.694886557368096, 13.67548766319793]
8847  : 2026-02-01, [0.12041636432061224, 2.8096226325545297, 13.819961003124858]
8848  : 2026-02-01, [0.10526424861054101, 3.1198604897693456, 13.774875261620116]
8849  : 2026-02-01, [0.2551659259631807, 2.773216718219488, 14.221617355817331]
8850  : 2026-02-01, [0.266179260958221, 2.80432728770857, 14.42949345133321]
8851  : 2026-02-01, [0.27001527868557684, 2.8676496572901393, 14.612335064024283]
8852  : 2026-02-01, [0.22943549280238618, 3.778139146347285, 13.992425360850328]
8853  : 2026-02-01, [0.18583180432299834, 2.8634261154646303, 15.200742080212372]
8854  : 2026-02-01, [0.19065905529266783, 2.9025676984206035, 15.406773246286727]
8855  : 2026-02-01, [0.1805417803088927, 2.9971517630342777, 15.57230645665683]
8856  : 2026-02-01, [0.2000565835751047, 3.263565164247774, 15.536378252177121]
8857  : 2026-02-01, [0.18346273001206734, 3.3881702721542264, 15.678366997833706]
8858  : 2026-02-01, [0.1612869139593245, 3.5434395955774085, 15.795273490463266]
8859  : 2026-02-01, [0.1442767966803407, 3.692527041393343, 15.913196161926319]
8860  : 2026-02-01, [0.07167320418376844, 3.3598817130440475, 16.568445082772186]
8861  : 2026-02-01, [0.04927772820940286, 3.511026706932473, 16.689695564858123]
8862  : 2026-02-01, [0.0038740859741622116, 1.9488792323163582, 18.54724668170948]
8863  : 2026-02-01, [0.023951042400104556, 1.181588827908765, 19.54446012969113]
8864  : 2026-02-01, [0.0777877984934897, 3.55174710169969, 17.370465099806818]
8865  : 2026-02-01, [0.1834925732860702, 1.4849608767958924, 19.581546549918038]
8866  : 2026-02-01, [0.29589129901609973, 3.6261420737585737, 17.577966627225322]
8867  : 2026-02-01, [0.4254340822930574, 3.1948824263037374, 18.129683491403203]
8868  : 2026-02-01, [0.5989016831378373, 5.545961634129608, 15.855136682732557]
8869  : 2026-02-01, [0.6679818284522668, 5.080173552366387, 16.501844619181348]
8870  : 2026-02-01, [0.16378490755009062, 4.095813126534339, 18.24040196591557]
8871  : 2026-02-01, [0.14318772248771097, 2.8609267532835774, 19.74588552422871]
8872  : 2026-02-01, [0.4194454081870181, 1.7148323513727814, 20.865722240440203]
8873  : 2026-02-01, [0.15740756376317872, 1.4157955024042606, 21.676796933832563]
8874  : 2026-02-01, [0.29160854192298924, 1.395470912518056, 21.812920545558956]
8875  : 2026-02-01, [0.6065349489035907, 3.4405451308907833, 19.702919920205627]
8876  : 2026-02-01, [0.17577969499043833, 3.6955975400220336, 20.12862276498753]
8877  : 2026-02-01, [0.05549079532749104, 1.3763962503910847, 22.818112954281425]
8878  : 2026-02-01, [0.24633129264301074, 3.0530023229365524, 21.200666384420437]
8879  : 2026-02-01, [0.5932784874124588, 5.645559441563211, 18.511162071024327]
8880  : 2026-02-10, [0.010969484616609765, 0.559916542141264, 9.429113973242126]
8881  : 2026-02-10, [0.013127061601645704, 0.5745023070155508, 9.662370631382803]
8882  : 2026-02-10, [0.015386962410903454, 0.5898931310140629, 9.894719906575034]
8883  : 2026-02-10, [0.019713415412414413, 0.5984701894546692, 10.131816395132917]
8884  : 2026-02-10, [0.02625502491980938, 0.5999046488082251, 10.373840326271965]
8885  : 2026-02-10, [0.031006746739877866, 0.6076150982453334, 10.611378155014787]
8886  : 2026-02-10, [0.035942665729302804, 0.613872646082937, 10.850184688187761]
8887  : 2026-02-10, [0.04541208514393227, 0.6058497508724818, 11.098738163983587]
8888  : 2026-02-10, [0.049219102195799634, 2.072081766252102, 9.878699131552098]
8889  : 2026-02-10, [0.05858274131002464, 2.088809405403292, 10.102607853286683]
8890  : 2026-02-10, [0.06995986842708327, 2.0978557429814373, 10.332184388591477]
8891  : 2026-02-10, [0.08173291868270537, 2.107392833052155, 10.560874248265138]
8892  : 2026-02-10, [0.11573612928116259, 0.789032013363263, 12.095231857355575]
8893  : 2026-02-10, [0.13992738629752993, 0.7494170999073351, 12.360655513795136]
8894  : 2026-02-10, [0.16491557835940923, 0.708787883065262, 12.626296538575328]
8895  : 2026-02-10, [0.15674577233910947, 3.1441692805370343, 10.449084947123854]
8896  : 2026-02-10, [0.18064426594658986, 3.1494574735368253, 10.669898260516584]
8897  : 2026-02-10, [0.21222742270598824, 3.126298005475512, 10.9114745718185]
8898  : 2026-02-10, [0.24459045949381714, 3.096913668532375, 11.158495871973807]
8899  : 2026-02-10, [0.2801451033651127, 3.0549543617086106, 11.414900534926279]
8900  : 2026-02-10, [0.31869673529092335, 2.9953506379876353, 11.685952626721441]
8901  : 2026-02-10, [0.35993386815802947, 2.9145057403982606, 11.975560391443711]
8902  : 2026-02-10, [0.40897431404970036, 2.8003193915620583, 12.29070629438824]
8903  : 2026-02-10, [0.46085365059093697, 2.6681345538025196, 12.621011795606544]
8904  : 2026-02-10, [0.16104877287892197, 3.451659820582601, 12.387291406538477]
8905  : 2026-02-10, [0.16440562641889797, 1.112992191294776, 14.972602182286325]
8906  : 2026-02-10, [0.21057864644297003, 3.8820980182163853, 12.407323335340644]
8907  : 2026-02-10, [0.22059230515547953, 3.9631552678874318, 12.566252426957087]
8908  : 2026-02-10, [0.20264549541096857, 2.588267844947233, 14.2090866596418]
8909  : 2026-02-10, [0.22327370227985402, 2.788847957602628, 14.23787834011752]
8910  : 2026-02-10, [0.2538363777420889, 2.762917347304759, 14.483246274953153]
8911  : 2026-02-10, [0.25974638172189596, 2.8119640998145568, 14.678289518463549]
8912  : 2026-02-10, [0.2659050237560321, 2.8639101301819476, 14.870184846062019]
8913  : 2026-02-10, [0.21319966175858532, 3.8357100870156264, 14.201090251225787]
8914  : 2026-02-10, [0.21668286799834366, 3.9128066598563516, 14.370510472145304]
8915  : 2026-02-10, [0.1682677634379767, 2.9566651260068015, 15.625067110555223]
8916  : 2026-02-10, [0.1551497259408428, 3.057608643395082, 15.787241630664075]
8917  : 2026-02-10, [0.15917316035915113, 3.3773209175768333, 15.713505922064016]
8918  : 2026-02-10, [0.14201460125743393, 3.5087061302818223, 15.849279268460744]
8919  : 2026-02-10, [0.10810096348841283, 3.7190801134229297, 15.922818923088657]
8920  : 2026-02-10, [0.07631625890477894, 1.5389750553399262, 18.384708685755296]
8921  : 2026-02-10, [0.023331472228039475, 3.504945641644633, 16.721722886127328]
8922  : 2026-02-10, [0.43491193776034126, 4.723592900335552, 15.341495161904106]
8923  : 2026-02-10, [0.037098151989878134, 3.5442956690715417, 17.168606178938578]
8924  : 2026-02-10, [0.13913088365911427, 3.967741801265539, 16.893127315075347]
8925  : 2026-02-10, [0.223433308793793, 3.6902553432796332, 17.33631134792657]
8926  : 2026-02-10, [0.3333328848422313, 3.3363677588588194, 17.83029935629895]
8927  : 2026-02-10, [0.6172875734595087, 1.297503740236548, 19.835208686303943]
8928  : 2026-02-10, [1.0825555146394834, 5.38994556332264, 15.527498922037875]
8929  : 2026-02-10, [1.2747896952912225, 4.572168600058934, 16.403041704649848]
8930  : 2026-02-10, [0.16676039278267932, 3.6654275633785254, 18.667812043838797]
8931  : 2026-02-10, [0.08868925834425254, 2.6829951960343177, 19.978315545621427]
8932  : 2026-02-10, [0.42460347610137045, 2.788787989218165, 19.786608534680465]
8933  : 2026-02-10, [0.20113844652383106, 2.2509288546953607, 20.79793269878081]
8934  : 2026-02-10, [0.2034597814415479, 1.105144974454116, 22.191395244104335]
8935  : 2026-02-10, [0.4460016189681244, 3.5453073621164037, 19.75869101891547]
8936  : 2026-02-10, [1.118408687564452, 4.063430757277413, 18.818160555158137]
8937  : 2026-02-10, [0.2780261687495845, 4.502915151072591, 19.469058680177824]
8938  : 2026-02-10, [0.0865898651738537, 2.0762438917573682, 22.33716624306878]
8939  : 2026-02-10, [0.44506395867141063, 5.800293684738601, 18.504642356589986]
8940  : 2026-02-20, [0.011000554034333662, 0.4997001991835611, 9.489299246782105]
8941  : 2026-02-20, [0.013169777062584995, 0.5134808036534126, 9.723349419284002]
8942  : 2026-02-20, [0.015428864063869058, 0.5265917299295506, 9.95797940600658]
8943  : 2026-02-20, [0.021742521964730453, 0.5275823051535199, 10.20067517288175]
8944  : 2026-02-20, [0.021145761234700942, 1.9203042947438107, 9.058549944021488]
8945  : 2026-02-20, [0.026241211453412457, 1.9511880577060916, 9.272570730840497]
8946  : 2026-02-20, [0.033108164638113925, 1.9754636816123394, 9.491428153749547]
8947  : 2026-02-20, [0.04024116188604794, 1.9992292747425726, 9.710529563371379]
8948  : 2026-02-20, [0.049270544565611286, 2.01554297331076, 9.935186482123632]
8949  : 2026-02-20, [0.05862176245929545, 2.0316143803518965, 10.159763857188809]
8950  : 2026-02-20, [0.08539735475935352, 0.7245028241747534, 11.69009982106589]
8951  : 2026-02-20, [0.10028485762874347, 0.7120279031177301, 11.937687239253526]
8952  : 2026-02-20, [0.11830851223924818, 0.6895826285069838, 12.192108859253768]
8953  : 2026-02-20, [0.11329004072478727, 3.0436702741885764, 10.093039685086637]
8954  : 2026-02-20, [0.13342279402973942, 3.0615311726196874, 10.305046033350575]
8955  : 2026-02-20, [0.15416665444156294, 3.072732348324676, 10.523100997233763]
8956  : 2026-02-20, [0.18244904837195378, 3.0597544443508595, 10.757796507277188]
8957  : 2026-02-20, [0.20920745463837168, 3.0481404244768613, 10.992652120884767]
8958  : 2026-02-20, [0.24127682666534422, 3.0161666237411646, 11.24255654959349]
8959  : 2026-02-20, [0.27410336896395765, 2.977558481370651, 11.498338149665392]
8960  : 2026-02-20, [0.3145175766267972, 2.9054886841458405, 11.779993739227361]
8961  : 2026-02-20, [0.15702176291383532, 2.3524023864525314, 12.740575850633634]
8962  : 2026-02-20, [0.14854832489243613, 3.1669696532048532, 12.18448202190271]
8963  : 2026-02-20, [0.16554858517895846, 3.179376861593835, 12.405074553227207]
8964  : 2026-02-20, [0.18575756306450653, 3.2821007250649825, 12.53214171187051]
8965  : 2026-02-20, [0.2015896819278133, 3.3065490511642324, 12.741861266907954]
8966  : 2026-02-20, [0.18937119504477276, 3.8049117870105897, 12.505717017944638]
8967  : 2026-02-20, [0.21406151641068846, 3.8778172850355346, 12.658121198553777]
8968  : 2026-02-20, [0.2213751538215533, 3.9694341801188004, 12.809190666059646]
8969  : 2026-02-20, [0.23435401234183498, 4.034299411365076, 12.981346576293088]
