Itinerary: ['earth', 'venus', 'saturn', 'pluto']
case #: launch date, tof of each leg
2160  : 2023-01-01, [0.08191994406286174, 1.9811606939336703, 7.936919362003469]
2161  : 2023-01-01, [0.08276338878733343, 2.025101942645706, 8.14213466856696]
2162  : 2023-01-01, [0.08469753923617865, 2.0738882917398955, 8.341414169023926]
2163  : 2023-01-01, [0.08545110301742352, 2.1173968569424035, 8.547152040040173]
2164  : 2023-01-01, [0.087352418595111, 2.166039092624152, 8.746608488780737]
2165  : 2023-01-01, [0.08801396892125862, 2.209059438142118, 8.952926592936622]
2166  : 2023-01-01, [0.08988333975658239, 2.257477601932062, 9.152639058311356]
2167  : 2023-01-01, [0.09045704693489695, 2.3001091594492418, 9.359433793615862]
2168  : 2023-01-01, [0.09097681559311782, 2.3425977891355765, 9.566425395271306]
2169  : 2023-01-01, [0.09144569810746643, 2.3851359915813033, 9.773418310311229]
2170  : 2023-01-01, [0.09322366849396116, 2.4332544867423525, 9.973521844763686]
2171  : 2023-01-01, [0.0935940063360461, 2.474916819605932, 10.181489174058022]
2172  : 2023-01-01, [0.09535626284148184, 2.5235586362336595, 10.381085100924858]
2173  : 2023-01-01, [0.09562088292067958, 2.5641290377016452, 10.590250079377675]
2174  : 2023-01-01, [0.09734691667622689, 2.6125359247953805, 10.790117158528393]
2175  : 2023-01-01, [0.09754247364879885, 2.653448391860297, 10.999009134490903]
2176  : 2023-01-01, [0.09924223522817938, 2.7018907291403598, 11.198867035631462]
2177  : 2023-01-01, [0.09934847472832793, 2.742382967072893, 11.40826855819878]
2178  : 2023-01-01, [0.09939840726378907, 2.782679179547906, 11.617922413188305]
2179  : 2023-01-01, [0.10103353208372572, 2.830786063930365, 11.81818040398591]
2180  : 2023-01-01, [0.10099625657311409, 2.8707213037552393, 12.028282439671646]
2181  : 2023-01-01, [0.09413058487853802, 2.88041830934122, 12.275451105780244]
2182  : 2023-01-01, [0.09387491303051804, 2.920189038331862, 12.48593604863762]
2183  : 2023-01-01, [0.09354117846486713, 2.958990797035201, 12.697468024499932]
2184  : 2023-01-01, [0.09316187955657182, 2.997977721633548, 12.90886039880988]
2185  : 2023-01-01, [0.09270454564617236, 3.0359643458695516, 13.121331108484275]
2186  : 2023-01-01, [0.09405407790694188, 3.0826976575977443, 13.323248264495314]
2187  : 2023-01-01, [0.07075127568794483, 2.7464957313662066, 13.932752992945849]
2188  : 2023-01-01, [0.38112527869297924, 2.11604112648491, 14.502833594822109]
2189  : 2023-01-01, [0.3843937394021653, 2.134726543841285, 14.730879716756549]
2190  : 2023-01-01, [0.3876207188222411, 2.1530866081189535, 14.959292673058805]
2191  : 2023-01-01, [0.3924778594962288, 2.180652139095432, 15.176870001408338]
2192  : 2023-01-01, [0.3937532264310727, 2.18731171849411, 15.418935055074819]
2193  : 2023-01-01, [0.3967750359381327, 2.204449164169537, 15.648775799892329]
2194  : 2023-01-01, [0.4015147884523611, 2.231194900624088, 15.86729031092355]
2195  : 2023-01-01, [0.40443790229949544, 2.2477937640098387, 16.097768333690667]
2196  : 2023-01-01, [0.407270706049313, 2.263894139837321, 16.328835154113367]
2197  : 2023-01-01, [0.4100666980134746, 2.2795807857309405, 16.560352516255584]
2198  : 2023-01-01, [0.4146406588424405, 2.3054436870981214, 16.779915654059437]
2199  : 2023-01-01, [0.41921671562245605, 2.331107436971867, 16.999675847405676]
2200  : 2023-01-01, [0.42182917374130824, 2.345788761942632, 17.23238206431606]
