Itinerary: ['earth', 'venus', 'saturn', 'pluto']
case #: launch date, tof of each leg
8640  : 2026-01-01, [0.11697261199778174, 0.6526336001904677, 9.230393787811751]
8641  : 2026-01-01, [0.11836694543255244, 0.6610294431636323, 9.470603611403815]
8642  : 2026-01-01, [0.12100688179209629, 0.6762665655817486, 9.702726552626157]
8643  : 2026-01-01, [0.12228879745679148, 0.6839247641065103, 9.943786438436698]
8644  : 2026-01-01, [0.12346360182465324, 0.690663622916218, 10.18587277525913]
8645  : 2026-01-01, [0.12459439273368741, 0.6975193305363548, 10.427886276729957]
8646  : 2026-01-01, [0.127140450407921, 0.7128557912776696, 10.66000375831441]
8647  : 2026-01-01, [0.1281264555427126, 0.7184084177486092, 10.903465126708678]
8648  : 2026-01-01, [0.12762890136545885, 0.717564919017468, 11.154806179617072]
8649  : 2026-01-01, [0.1284751619640212, 0.7229618901977378, 11.398562947838242]
8650  : 2026-01-01, [0.12924842706573408, 0.7281743869863027, 11.642577185947962]
8651  : 2026-01-01, [0.12996095188424953, 0.7328814379765232, 11.887157610139228]
8652  : 2026-01-01, [0.11962078614188239, 0.6932056236887041, 12.187173590169413]
8653  : 2026-01-01, [0.11998785206679961, 0.6973507966660418, 12.432661351267159]
8654  : 2026-01-01, [0.09970782317639851, 2.7215251956287845, 10.678766981194817]
8655  : 2026-01-01, [0.09987115151046766, 2.762634318021843, 10.88749453046769]
8656  : 2026-01-01, [0.09998652539402682, 2.803174574641206, 11.096838899964766]
8657  : 2026-01-01, [0.09845193551269767, 2.836817558550938, 11.314730505936366]
8658  : 2026-01-01, [0.09841906140936359, 2.8765935691387665, 11.52498736945187]
8659  : 2026-01-01, [0.09832580864593125, 2.915871110191446, 11.735803081162624]
8660  : 2026-01-01, [0.09816708065323299, 2.9547682541495544, 11.947064665197212]
8661  : 2026-01-01, [0.09625240478378137, 2.986647909405368, 12.167099685810852]
8662  : 2026-01-01, [0.09421521700582175, 3.0179468566909575, 12.387837926303222]
8663  : 2026-01-01, [0.09385670206633084, 3.057419061023256, 12.598724236910414]
8664  : 2026-01-01, [0.09158197296835018, 3.086424968238781, 12.821993058792868]
8665  : 2026-01-01, [0.09107022878202169, 3.1248939601904637, 13.034035811027515]
8666  : 2026-01-01, [0.08674158735117193, 3.1471009199890596, 13.266157492659769]
8667  : 2026-01-01, [0.08412492421035457, 3.175861909758294, 13.490013166031352]
8668  : 2026-01-01, [0.08331917387747079, 3.211866115730743, 13.704814710391785]
8669  : 2026-01-01, [0.4287930777839184, 2.6588182647606047, 14.162388657455477]
8670  : 2026-01-01, [0.4343838237787914, 2.6950247659810382, 14.37059141024017]
8671  : 2026-01-01, [0.4363285512610599, 2.7111464358037893, 14.60252501293515]
8672  : 2026-01-01, [0.4418036617275397, 2.746530457157581, 14.811665881114878]
8673  : 2026-01-01, [0.44356682149703514, 2.761734745857814, 15.044698432645152]
8674  : 2026-01-01, [0.4471378243680932, 2.7869705564965215, 15.265891619135385]
8675  : 2026-01-01, [0.45251052953318033, 2.8218894821203038, 15.475599988346515]
8676  : 2026-01-01, [0.4539653392168897, 2.835499691844291, 15.710534968938818]
8677  : 2026-01-01, [0.4573187996306222, 2.859637571582951, 15.933043628786427]
8678  : 2026-01-01, [0.46064169574857455, 2.883924612673805, 16.15543369157762]
8679  : 2026-01-01, [0.4658034499793528, 2.917255216012044, 16.366941334008605]
8680  : 2026-01-01, [0.4690189729918328, 2.941023452647041, 16.589957574361126]
8681  : 2026-01-01, [0.47198319607576705, 2.9617460142415397, 16.816270789682694]
8682  : 2026-01-01, [0.47504983843570864, 2.9844894539453817, 17.04046070761891]
8683  : 2026-01-01, [0.48011923272634843, 3.017409587753329, 17.252471179520324]
8684  : 2026-01-01, [0.48304885628805605, 3.039437650792523, 17.47751349291942]
8685  : 2026-01-01, [0.48595304214893553, 3.061123301976609, 17.702923655874457]
8686  : 2026-01-01, [0.4908773384153421, 3.0932570571831293, 17.915865604401528]
8687  : 2026-01-01, [0.4915082560135381, 3.103443074877321, 18.155048669109142]
8688  : 2026-01-01, [0.49635812943934027, 3.1349249283041223, 18.368716942256537]
8689  : 2026-01-01, [0.5011942762856664, 3.1663372677554618, 18.58246845595887]
8690  : 2026-01-01, [0.5039854763153293, 3.188846320027032, 18.80716820365764]
8691  : 2026-01-01, [0.5065063186203967, 3.208279685746788, 19.035213995632816]
8692  : 2026-01-01, [0.5112173350358435, 3.2390206449237544, 19.249762020040404]
8693  : 2026-01-01, [0.5114236044996653, 3.2472154379635425, 19.49136095753679]
8694  : 2026-01-01, [0.516252944663472, 3.280036945906356, 19.70371010943017]
8695  : 2026-01-01, [0.5185202084975826, 3.2981788697887318, 19.933300921713688]
8696  : 2026-01-01, [0.5231093154625375, 3.3279994062569425, 20.14889127828052]
8697  : 2026-01-01, [0.5254946203246192, 3.348296488925034, 20.37620889075035]
8698  : 2026-01-01, [0.5321892253030717, 3.386086138808911, 20.581724635888015]
8699  : 2026-01-01, [0.5297104489975989, 3.3834202506760858, 20.836869300326317]
8700  : 2026-01-10, [0.11453217803604489, 0.587443571333494, 9.29802425063046]
8701  : 2026-01-10, [0.11453939844163372, 0.5866310522730585, 9.548829549285308]
8702  : 2026-01-10, [0.11575010616694208, 0.5926461540956368, 9.791603739737422]
8703  : 2026-01-10, [0.11826030897534319, 0.6060131060063149, 10.025726585018344]
8704  : 2026-01-10, [0.11276244279355954, 0.5848740467756821, 10.302363510430759]
8705  : 2026-01-10, [0.09420363472731096, 2.2917756361021895, 8.8640207291705]
8706  : 2026-01-10, [0.09485019732362078, 2.3339386440160275, 9.071211158660352]
8707  : 2026-01-10, [0.09545583820514385, 2.3760190773261627, 9.278525084468694]
8708  : 2026-01-10, [0.09600391553890415, 2.417852521975563, 9.486143562485532]
8709  : 2026-01-10, [0.09649386034781951, 2.4593675165641944, 9.694138623087987]
8710  : 2026-01-10, [0.09692368651548526, 2.5005267672275946, 9.90254954625692]
8711  : 2026-01-10, [0.09729234613211628, 2.5411901841530926, 10.11151746971479]
8712  : 2026-01-10, [0.09760206117000433, 2.5816487544508275, 10.320749184379167]
8713  : 2026-01-10, [0.09785178026914994, 2.621761387192189, 10.53038683253866]
8714  : 2026-01-10, [0.09803956908325163, 2.6614754393012343, 10.740484991615515]
8715  : 2026-01-10, [0.09816518451198612, 2.7006538248825303, 10.951180990605485]
8716  : 2026-01-10, [0.09664435357827385, 2.7321358039270063, 11.17121984249472]
8717  : 2026-01-10, [0.09662542584452737, 2.7707342628672604, 11.382640311288212]
8718  : 2026-01-10, [0.09657726318053222, 2.8104249803934107, 11.592997756426058]
8719  : 2026-01-10, [0.09478389272006632, 2.8415803796246797, 11.813635727655255]
8720  : 2026-01-10, [0.09455651414787838, 2.8790682865434225, 12.026375199308701]
8721  : 2026-01-10, [0.09255529452760573, 2.909448374339761, 12.247996331132633]
8722  : 2026-01-10, [0.09217912325107507, 2.9461498750244934, 12.46167100172443]
8723  : 2026-01-10, [0.08996203382095115, 2.9753920825001376, 12.68464588367891]
8724  : 2026-01-10, [0.08944196124407484, 3.0114753687117455, 12.89908267004418]
8725  : 2026-01-10, [0.08700981092006362, 3.0396215544079834, 13.123368634671953]
8726  : 2026-01-10, [0.08445998340798493, 3.067412574585454, 13.348127442006563]
8727  : 2026-01-10, [0.08178541578322619, 3.0946219996642954, 13.573592584552479]
8728  : 2026-01-10, [0.0790163938620525, 3.1233039045767987, 13.797679701561147]
8729  : 2026-01-10, [0.4273475209546729, 2.571111082390346, 14.25154139665498]
8730  : 2026-01-10, [0.43100652647344684, 2.594799859103516, 14.474193614423038]
8731  : 2026-01-10, [0.4347741413829708, 2.620098751845027, 14.695127106772002]
