Itinerary: ['earth', 'venus', 'saturn', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [0.05184708064837683, 2.0476589764068045, 7.90049394294482]
12961 : 2028-01-01, [0.05181356804726419, 2.09100140092067, 8.107185031032067]
12962 : 2028-01-01, [0.05171534212783355, 2.1339288922182016, 8.314355765653966]
12963 : 2028-01-01, [0.052873054555595315, 2.1825357973185313, 8.514591148125874]
12964 : 2028-01-01, [0.05267625282912344, 2.224740376669135, 8.722583370501741]
12965 : 2028-01-01, [0.053783368588494425, 2.2719997458689924, 8.924216885542513]
12966 : 2028-01-01, [0.05349467916918629, 2.3137225418398226, 9.132782778990991]
12967 : 2028-01-01, [0.05315946824429642, 2.3562088351977177, 9.340631696557987]
12968 : 2028-01-01, [0.0542002333928819, 2.402876816989231, 9.542922949617887]
12969 : 2028-01-01, [0.0537690486028833, 2.444887417868552, 9.751343533528564]
12970 : 2028-01-01, [0.05326116482402142, 2.4853842552570486, 9.96135457991893]
12971 : 2028-01-01, [0.052690593499942165, 2.5255241461462083, 10.17178526035385]
12972 : 2028-01-01, [0.05205741448012391, 2.5653078338742166, 10.38263475164566]
12973 : 2028-01-01, [0.05298468388623178, 2.6122045230120725, 10.584810793101695]
12974 : 2028-01-01, [0.05061711658108989, 2.645288211113325, 10.804094672305586]
12975 : 2028-01-01, [0.05148368857135131, 2.691675205032152, 11.006841106396498]
12976 : 2028-01-01, [0.05063185655794479, 2.7303479186715776, 11.219020224770478]
12977 : 2028-01-01, [0.049736443616889864, 2.7701993212328806, 11.43006423515023]
12978 : 2028-01-01, [0.04876318993391968, 2.8083825351555416, 11.642854274910537]
12979 : 2028-01-01, [0.34288726562587674, 2.2649567877332255, 12.1421559466409]
12980 : 2028-01-01, [0.3464908055340984, 2.2922486202445893, 12.361260574221312]
12981 : 2028-01-01, [0.35013376979412764, 2.320621110737292, 12.579245119468581]
12982 : 2028-01-01, [0.3536860479832423, 2.348541961056827, 12.797771990959932]
12983 : 2028-01-01, [0.3570597748979175, 2.3747011713364055, 13.018239053765676]
12984 : 2028-01-01, [0.36219980518196915, 2.410357529420675, 13.227442665397355]
12985 : 2028-01-01, [0.36555142374012334, 2.4370733680198797, 13.447375208239997]
12986 : 2028-01-01, [0.36885509199472416, 2.4638677455231326, 13.667277162482142]
12987 : 2028-01-01, [0.3719566459642091, 2.488430461872064, 13.889612892163726]
12988 : 2028-01-01, [0.3769403701690972, 2.523082494148436, 14.099977135682465]
12989 : 2028-01-01, [0.38190526561831145, 2.5579101985536923, 14.310184535827997]
12990 : 2028-01-01, [0.3848574192576484, 2.5814708359388576, 14.533671744803494]
12991 : 2028-01-01, [0.38783000734262446, 2.6063778632601577, 14.75579212939722]
12992 : 2028-01-01, [0.39267655847330596, 2.640339354318318, 14.966984087208376]
12993 : 2028-01-01, [0.39558067271243225, 2.6650201205543484, 15.189399206733219]
12994 : 2028-01-01, [0.4002584051524995, 2.696820049175676, 15.402921545671825]
12995 : 2028-01-01, [0.4050984732309691, 2.731169585281823, 15.613731941487208]
12996 : 2028-01-01, [0.40983235261841877, 2.764552595815677, 15.825615051565903]
12997 : 2028-01-01, [0.414587542772622, 2.7978174483846296, 16.03759500884275]
12998 : 2028-01-01, [0.41721096352631276, 2.8207766872928177, 16.262012349180868]
12999 : 2028-01-01, [0.42397141781396125, 2.863272803089132, 16.462755779096906]
13000 : 2028-01-01, [0.4307231441103919, 2.9056514509291542, 16.663625404960456]
13001 : 2028-01-01, [0.43551741253808374, 2.940167462497548, 16.87431512496437]
13002 : 2028-01-01, [0.4401945826279046, 2.9729997855959063, 17.086805631776187]
13003 : 2028-01-01, [0.44480227637090036, 3.0047547270038835, 17.300442996625215]
13004 : 2028-01-01, [0.45173916441852674, 3.049856890182197, 17.49840394539928]
13005 : 2028-01-01, [0.4541351280728769, 3.071047563871747, 17.724817308055375]
13006 : 2028-01-01, [0.465523063552354, 3.136427470414246, 17.8980494660334]
13007 : 2028-01-01, [0.4701294164658823, 3.168449963716029, 18.11142061981809]
13008 : 2028-01-01, [0.47714646718253745, 3.2129704213735106, 18.309883111443952]
13009 : 2028-01-01, [0.4839572393984157, 3.2547193029728065, 18.511323457628777]
13010 : 2028-01-01, [0.4910311430898535, 3.2995203720207193, 18.70944848488943]
13011 : 2028-01-01, [0.5003643132508698, 3.354656366605874, 18.894979320143257]
13012 : 2028-01-01, [0.5097548477282843, 3.4100839248695274, 19.08016122740219]
13013 : 2028-01-01, [0.5143711361773129, 3.4413082356583726, 19.294320628164318]
13014 : 2028-01-01, [0.5238100066809098, 3.4965578603274086, 19.479632132991682]
13015 : 2028-01-01, [0.5310018716640615, 3.541847456012731, 19.677150672323208]
13016 : 2028-01-01, [0.5430835587594698, 3.6111533960219844, 19.845763045218547]
13017 : 2028-01-01, [0.5526015831302121, 3.666314973003803, 20.031083443865985]
13018 : 2028-01-01, [0.5598928392060792, 3.7113459927284937, 20.22876116806543]
13019 : 2028-01-01, [0.5744994677702729, 3.792368957407016, 20.38313157482271]
13020 : 2028-01-10, [0.04919440822465368, 1.9957416287536616, 7.955063963021684]
13021 : 2028-01-10, [0.049082671590137725, 2.037459405549479, 8.163457922860383]
13022 : 2028-01-10, [0.05020525841636825, 2.0848855340814327, 8.3649092075022]
13023 : 2028-01-10, [0.04999852358974639, 2.1260345492756514, 8.573966927134602]
13024 : 2028-01-10, [0.05107153549760715, 2.1720328967540445, 8.776895567748348]
13025 : 2028-01-10, [0.0507686558027166, 2.21265036556718, 8.986580978630103]
13026 : 2028-01-10, [0.05041759536014284, 2.2538358774619462, 9.195746527177912]
13027 : 2028-01-10, [0.051423147655474934, 2.2993195790028844, 9.39925727334164]
13028 : 2028-01-10, [0.050961498894441, 2.338809638680796, 9.610228862424762]
13029 : 2028-01-10, [0.050456095811127685, 2.3793898030546177, 9.820154101134253]
