Itinerary: ['earth', 'MARS_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
6506  : 2025-01-01, [0.10873768391916867, 2.7876578697434296, 13.603604446337402]
6507  : 2025-01-01, [0.1112620218204326, 2.827383457935243, 13.811354520244326]
6508  : 2025-01-01, [0.11382080482564702, 2.8671074212857195, 14.019071773888633]
6509  : 2025-01-01, [0.116394862910985, 2.906556466364953, 14.227048670724063]
6510  : 2025-01-01, [0.11899143460478032, 2.946141693452533, 14.434866871942686]
6511  : 2025-01-01, [0.12162051169765548, 2.9856697553209797, 14.642709732981364]
6512  : 2025-01-01, [0.12322899874689282, 3.028834273630052, 14.847936727623054]
6513  : 2025-01-01, [0.1258865174155075, 3.0681486327557974, 15.055964849828696]
6514  : 2025-01-01, [0.12857380963197879, 3.107800406425249, 15.263625783942771]
6515  : 2025-01-01, [0.13127912449460738, 3.147036353429567, 15.471684522075826]
6516  : 2025-01-01, [0.13401714966232697, 3.1866902380708266, 15.679292612266847]
6517  : 2025-01-01, [0.13677022954854606, 3.2258578202447747, 15.88737195020668]
6518  : 2025-01-01, [0.1395469880898702, 3.264989563943708, 16.095463447966424]
6519  : 2025-01-01, [0.14235395583274615, 3.3044953913781185, 16.303150652789135]
6520  : 2025-01-01, [0.14631360963298293, 3.3393239480310153, 16.514362442336004]
6521  : 2025-01-01, [0.14917152690684804, 3.378538701624689, 16.72228977146846]
6522  : 2025-01-01, [0.15206388197634718, 3.417711803852498, 16.930224314171156]
6523  : 2025-01-01, [0.15497085703036803, 3.456657574899098, 17.138371568070536]
6524  : 2025-01-01, [0.15789931168401972, 3.495809407329698, 17.34629128098628]
6525  : 2025-01-01, [0.1608531813948492, 3.5347116557275684, 17.554435162877585]
6526  : 2025-01-01, [0.16384019864261373, 3.573805136753704, 17.76235466460368]
6527  : 2025-01-01, [0.16684096890232925, 3.612667499366716, 17.970491531730953]
6528  : 2025-01-01, [0.17110532962764022, 3.6474127580958986, 18.18148191227646]
6529  : 2025-01-01, [0.17416437705721555, 3.686194329589173, 18.389641293353613]
6530  : 2025-01-01, [0.1772464737399993, 3.724957068575214, 18.597796457684787]
6531  : 2025-01-01, [0.1803602951718963, 3.7641862599186986, 18.805453444909404]
6532  : 2025-01-01, [0.18348862802790095, 3.802923615713553, 19.013587756258545]
6533  : 2025-01-01, [0.18792483263834003, 3.836766946975376, 19.22530822038628]
6534  : 2025-01-01, [0.1911076091179615, 3.8756859303675513, 19.433206460514487]
6535  : 2025-01-01, [0.19432758264124447, 3.9145733654553947, 19.64109905190336]
6536  : 2025-01-01, [0.19887592929213127, 3.948183938551998, 19.85294013215587]
6537  : 2025-01-01, [0.20214041335943228, 3.9867549779851217, 20.061104608655445]
6538  : 2025-01-01, [0.2054273084254462, 4.025313145456751, 20.269259546117805]
6539  : 2025-01-01, [0.2101104766316858, 4.059830036375712, 20.480059486992605]
6540  : 2025-01-10, [0.04863829681724822, 1.708293271928092, 8.24306843125466]
6541  : 2025-01-10, [0.05041478326743105, 1.7490965257758668, 8.450488690956703]
6542  : 2025-01-10, [0.05159271979693586, 1.7920557412057183, 8.656351538997345]
6543  : 2025-01-10, [0.05341119628605415, 1.8327489981446226, 8.863839805569324]
6544  : 2025-01-10, [0.05459930741349333, 1.875710382994303, 9.069690309592204]
6545  : 2025-01-10, [0.05645565096517793, 1.9164249139665253, 9.277119435068297]
6546  : 2025-01-10, [0.058336176881490676, 1.9570074605333674, 9.484656362585142]
6547  : 2025-01-10, [0.05954587554927942, 1.9997886329043857, 9.690665491546333]
6548  : 2025-01-10, [0.06146773571693758, 2.0403931736974124, 9.898139090585648]
6549  : 2025-01-10, [0.06268801908893486, 2.0833484787004215, 10.103963502210645]
6550  : 2025-01-10, [0.06464281202356725, 2.1237084674017535, 10.311648720574679]
6551  : 2025-01-10, [0.0666276550709564, 2.1639902407716045, 10.519382104157438]
6552  : 2025-01-10, [0.06786980275675991, 2.206938155273889, 10.72519204196935]
6553  : 2025-01-10, [0.06988742529202774, 2.2471468564784547, 10.932965718229518]
6554  : 2025-01-10, [0.07114019089404948, 2.289967067105053, 11.138892742000898]
6555  : 2025-01-10, [0.07319900786984991, 2.3302247067386896, 11.34657628539146]
6556  : 2025-01-10, [0.07527885882727342, 2.370289969503752, 11.554431171668977]
6557  : 2025-01-10, [0.07655328434320184, 2.413104859463123, 11.760341856193675]
6558  : 2025-01-10, [0.07867431165859125, 2.453231560825696, 11.968094127515712]
6559  : 2025-01-10, [0.08081583430869556, 2.49316229661449, 12.176021869076814]
6560  : 2025-01-10, [0.08211180283569737, 2.5359801266575084, 12.381908070506794]
6561  : 2025-01-10, [0.08429454231706524, 2.5759862254005284, 12.589719232282405]
6562  : 2025-01-10, [0.0864983303290079, 2.6156297793397956, 12.797871890331194]
6563  : 2025-01-10, [0.08872554351386351, 2.655378164559821, 13.005896291926314]
6564  : 2025-01-10, [0.09005465004317051, 2.698196498418194, 13.211748851538637]
6565  : 2025-01-10, [0.09232328347949999, 2.738042584489259, 13.419634132031241]
6566  : 2025-01-10, [0.0946122575891216, 2.7775081287738774, 13.627879613637]
6567  : 2025-01-10, [0.09692431830513681, 2.8170964611241565, 13.835979220570707]
6568  : 2025-01-10, [0.09828651382523067, 2.8599362272190985, 14.04177725895567]
6569  : 2025-01-10, [0.10064026249364715, 2.8996448319810213, 14.249714905525332]
6570  : 2025-01-10, [0.10301370394276912, 2.938956298571747, 14.458029997485482]
6571  : 2025-01-10, [0.10540991954447786, 2.978408936155449, 14.666181144300074]
6572  : 2025-01-10, [0.1068053070652875, 3.021294445778683, 14.871900247156027]
6573  : 2025-01-10, [0.10924356027296465, 3.0608910153185427, 15.079865424408494]
6574  : 2025-01-10, [0.11170092929491898, 3.100075672225486, 15.288223398479595]
6575  : 2025-01-10, [0.11418229816887367, 3.1392205906294746, 15.496597111201654]
6576  : 2025-01-10, [0.11668610711808211, 3.178531662892159, 15.704782229989759]
6577  : 2025-01-10, [0.11922225016517844, 3.2177932684019974, 15.912984481432822]
6578  : 2025-01-10, [0.12177534391506761, 3.256832390783135, 16.121392265301797]
6579  : 2025-01-10, [0.12323772354114053, 3.3000385482820573, 16.326723728176802]
6580  : 2025-01-10, [0.12582635248518115, 3.3390634490040787, 16.53511019851074]
6581  : 2025-01-10, [0.12844466669814292, 3.3784781938868926, 16.743077139414964]
6582  : 2025-01-10, [0.13108092493901152, 3.417451568741564, 16.951467506319425]
6583  : 2025-01-10, [0.13374087783875124, 3.456398887839475, 17.159860234321776]
6584  : 2025-01-10, [0.13642446006122255, 3.4953211118380834, 17.36825442810069]
6585  : 2025-01-10, [0.1391297865501536, 3.534451846849826, 17.57641836660002]
6586  : 2025-01-10, [0.14186906791971352, 3.5735484207737596, 17.784582511306528]
6587  : 2025-01-10, [0.14462345687830624, 3.6124110598292427, 17.99296548329245]
6588  : 2025-01-10, [0.14740124553414352, 3.651252971315474, 18.20134578315038]
6589  : 2025-01-10, [0.15020046808075357, 3.690322835604421, 18.409476696314826]
6590  : 2025-01-10, [0.15303429983692793, 3.7293604678204235, 18.617605232342648]
6591  : 2025-01-10, [0.15588217766722454, 3.7681550917944238, 18.82596273053835]
6592  : 2025-01-10, [0.15875324897087176, 3.8069338994212063, 19.034312851607925]
6593  : 2025-01-10, [0.16292485044210508, 3.841076710375618, 19.245998439182276]
6594  : 2025-01-10, [0.16586364617193364, 3.8800180042913643, 19.454118349536703]
6595  : 2025-01-10, [0.1688152753974764, 3.9187073124881775, 19.662477412114345]
6596  : 2025-01-10, [0.17178979110213688, 3.9573839432603832, 19.87082626563748]
6597  : 2025-01-10, [0.17478472078049473, 3.9963203436304005, 20.0788949355891]
6598  : 2025-01-10, [0.17781551379644495, 4.035221124783566, 20.28696336141999]
6599  : 2025-01-10, [0.18220438807541814, 4.068689362323568, 20.499106249601017]
6600  : 2025-01-20, [0.04125432222790862, 1.6945739049735147, 8.264171772798576]
6601  : 2025-01-20, [0.04224295189486813, 1.7372393461909836, 8.470517701914147]
6602  : 2025-01-20, [0.04322942390367245, 1.7797822861632935, 8.676988289933034]
6603  : 2025-01-20, [0.04481643493238594, 1.820224526586443, 8.88495903848117]
6604  : 2025-01-20, [0.045813806459064146, 1.8628022571582565, 9.09138393638268]
6605  : 2025-01-20, [0.04744229386281516, 1.9031469753868095, 9.299410730750376]
6606  : 2025-01-20, [0.04844907423815724, 1.945843321865821, 9.505707603896022]
6607  : 2025-01-20, [0.050121640456640124, 1.9860847124521188, 9.713793647091242]
6608  : 2025-01-20, [0.05113847688954201, 2.0287892523744513, 9.920072270736005]
6609  : 2025-01-20, [0.0528477221736119, 2.0689538826066816, 10.128198395219705]
6610  : 2025-01-20, [0.05387406736733877, 2.1114928160118445, 10.334633116620816]
6611  : 2025-01-20, [0.05562269256927202, 2.151567537640063, 10.542809769790665]
6612  : 2025-01-20, [0.05666024320676567, 2.1941570326850637, 10.749182724108168]
6613  : 2025-01-20, [0.058447834903724565, 2.2341470629206284, 10.957405102175647]
6614  : 2025-01-20, [0.05949152088855554, 2.2764244020050213, 11.164084077106423]
6615  : 2025-01-20, [0.061321515197335086, 2.3166509209263566, 11.372027563876308]
6616  : 2025-01-20, [0.06317346109625, 2.3562974915096544, 11.580529047394096]
6617  : 2025-01-20, [0.06424201739625116, 2.3990354761319046, 11.786722506471845]
6618  : 2025-01-20, [0.06613690540223574, 2.438787752647338, 11.995075341950427]
6619  : 2025-01-20, [0.0672110745686612, 2.4811987546007326, 12.201590170830608]
6620  : 2025-01-20, [0.06914439357770086, 2.5210891998068563, 12.409766406615441]
6621  : 2025-01-20, [0.07022834344518834, 2.563512774760973, 12.61625888179384]
6622  : 2025-01-20, [0.07219761493469763, 2.6032846621931305, 12.824517722872171]
6623  : 2025-01-20, [0.0741882883965442, 2.6428571331086492, 13.032954578494806]
6624  : 2025-01-20, [0.07529453348672628, 2.685116262586515, 13.239589203926759]
6625  : 2025-01-20, [0.07732705454519537, 2.7250093213744853, 13.44766362408032]
6626  : 2025-01-20, [0.07844145780096434, 2.767226962900267, 13.654331579298768]
6627  : 2025-01-20, [0.08050660098493485, 2.8065002683955496, 13.862993130619516]
6628  : 2025-01-20, [0.08259558812425134, 2.84590105973141, 14.071503352144338]
6629  : 2025-01-20, [0.08373860132106459, 2.888596528893845, 14.27766486978509]
6630  : 2025-01-20, [0.08586332467379464, 2.927703645318582, 14.486433030007625]
6631  : 2025-01-20, [0.08801335700328139, 2.9670137240144356, 14.694972918982282]
6632  : 2025-01-20, [0.08917828630095735, 3.0097542295233, 14.901067484175742]
6633  : 2025-01-20, [0.0913656985183928, 3.048832724772996, 15.109801576708612]
6634  : 2025-01-20, [0.0935776131422475, 3.0878698035603356, 15.318552583297416]
6635  : 2025-01-20, [0.0958106525511063, 3.1270023185747053, 15.527187028874188]
6636  : 2025-01-20, [0.09807114745848633, 3.165961542228431, 15.73596731031308]
6637  : 2025-01-20, [0.10035590146391586, 3.2048850653149112, 15.944759033221175]
6638  : 2025-01-20, [0.10156929359700549, 3.2471762193895284, 16.151254487013464]
6639  : 2025-01-20, [0.10388974484780877, 3.286069513343358, 16.360040741808834]
6640  : 2025-01-20, [0.10623432035021539, 3.3249324597387204, 16.568833219911063]
6641  : 2025-01-20, [0.1086007430941363, 3.3636981730930913, 16.777701083812772]
6642  : 2025-01-20, [0.10984908967367267, 3.4066463216700433, 16.983504588656285]
6643  : 2025-01-20, [0.11225323157744416, 3.4454702189720696, 17.19227654945049]
6644  : 2025-01-20, [0.11467904242219656, 3.4842012124970507, 17.401119745080752]
6645  : 2025-01-20, [0.11830468408608093, 3.5184849764454076, 17.613210339468512]
6646  : 2025-01-20, [0.11959774710528837, 3.5609011072588794, 17.819501145635833]
6647  : 2025-01-20, [0.12210521762340083, 3.6001540611715535, 18.027740721205046]
6648  : 2025-01-20, [0.12461993226681653, 3.6383293984680685, 18.237050669265116]
6649  : 2025-01-20, [0.1271561638591251, 3.6767176976457363, 18.44612613849514]
6650  : 2025-01-20, [0.12972505204506488, 3.7150569792358974, 18.65521796871904]
6651  : 2025-01-20, [0.1323182862901994, 3.7537000159923806, 18.86398169771742]
6652  : 2025-01-20, [0.13493486801264773, 3.792326181074666, 19.072738950912687]
6653  : 2025-01-20, [0.13883108862474722, 3.8257414706720656, 19.285427440703188]
6654  : 2025-01-20, [0.14021599786722613, 3.8683009911379664, 19.49148301099481]
6655  : 2025-01-20, [0.14289483338297695, 3.906358913521353, 19.70074625309567]
6656  : 2025-01-20, [0.1469024868271662, 3.9397967136744128, 19.913300799498423]
6657  : 2025-01-20, [0.14963321678552294, 3.9779526468276454, 20.12241413638683]
6658  : 2025-01-20, [0.1523978490921994, 4.016061756503201, 20.3315403944046]
6659  : 2025-01-20, [0.15518607808589024, 4.054506648571259, 20.54030727334285]
6660  : 2025-02-01, [0.11764292751166179, 1.38749873827931, 8.494858334209027]
6661  : 2025-02-01, [0.1231607860240953, 1.4140616073597958, 8.712777606616108]
6662  : 2025-02-01, [0.1282574485961233, 1.441056719511873, 8.930685831892005]
6663  : 2025-02-01, [0.13345530862190688, 1.467364801581375, 9.149179889796718]
6664  : 2025-02-01, [0.041760929042629166, 1.820749005530792, 9.13749006542658]
6665  : 2025-02-01, [0.04291405676742266, 1.859729902707251, 9.347356040525328]
6666  : 2025-02-01, [0.044186274524974485, 1.8987089892335556, 9.55710473624147]
6667  : 2025-02-01, [0.045094316194494444, 1.9395159984567247, 9.765389685348781]
6668  : 2025-02-01, [0.046465240000655286, 1.9781118538028122, 9.975422906196531]
6669  : 2025-02-01, [0.047910834299895615, 2.016603862571911, 10.185485303128194]
6670  : 2025-02-01, [0.04941565274524766, 2.055128276414418, 10.395456070840336]
6671  : 2025-02-01, [0.05097065134224237, 2.093424351751377, 10.60560499690638]
6672  : 2025-02-01, [0.05324076571813101, 2.1290411296029026, 10.817718104678967]
6673  : 2025-02-01, [0.05489950262259676, 2.1669096391692855, 11.028190858208118]
6674  : 2025-02-01, [0.0565904721128385, 2.2048699423703115, 11.23853958551685]
6675  : 2025-02-01, [0.08894931917331989, 2.105019268377139, 11.556031412449542]
6676  : 2025-02-01, [0.09272924968403368, 2.1339486917305432, 11.773322058585423]
6677  : 2025-02-01, [0.09580163803955943, 2.165327523705472, 11.988870838254968]
6678  : 2025-02-01, [0.0996972248627518, 2.1935611980932332, 12.206741577044015]
6679  : 2025-02-01, [0.10286887056926389, 2.2242993383172127, 12.422831791113522]
6680  : 2025-02-01, [0.23588831829032195, 1.8574219939931798, 12.9066896877165]
6681  : 2025-02-01, [0.24283704691134986, 1.8762123656319327, 13.130950587456717]
6682  : 2025-02-01, [0.057915546852199254, 2.5853270990389006, 12.8567573541089]
6683  : 2025-02-01, [0.05879613625246344, 2.6276571902720276, 13.063546673475509]
6684  : 2025-02-01, [0.059671978825856224, 2.6698701307859247, 13.270457890388219]
6685  : 2025-02-01, [0.060907510204786, 2.7092549888661495, 13.479837500929063]
6686  : 2025-02-01, [0.06178923607362528, 2.751648813258413, 13.686561950667961]
6687  : 2025-02-01, [0.06319195934919279, 2.7909588005643573, 13.895849240086449]
6688  : 2025-02-01, [0.0640705130324383, 2.832819162405781, 14.103110324561781]
6689  : 2025-02-01, [0.0649570527009574, 2.8753436446981695, 14.30969930260087]
6690  : 2025-02-01, [0.06650205652665506, 2.9145798232420153, 14.51891812023133]
6691  : 2025-02-01, [0.06739372546080008, 2.9570904977824664, 14.725515776756733]
6692  : 2025-02-01, [0.0690478116375903, 2.996082946382756, 14.934869241979655]
6693  : 2025-02-01, [0.0699420666576158, 3.0386586570020198, 15.141399276340366]
6694  : 2025-02-01, [0.07168341073597091, 3.077602824400749, 15.35071376486328]
6695  : 2025-02-01, [0.07348598782064707, 3.1164355188058455, 15.560078493373506]
6696  : 2025-02-01, [0.0744053065535078, 3.159120961903377, 15.766473731543115]
6697  : 2025-02-01, [0.07626936042425421, 3.1981273889048984, 15.975603250670845]
6698  : 2025-02-01, [0.07719362996914461, 3.240690848769649, 16.182115521261206]
6699  : 2025-02-01, [0.07911421981220158, 3.2794618087100074, 16.391423971477792]
6700  : 2025-02-01, [0.08004752527457638, 3.3218042313611136, 16.59814824336431]
6701  : 2025-02-01, [0.08201896749214803, 3.360551400911354, 16.8074296315965]
6702  : 2025-02-01, [0.08402902459849702, 3.399629374298159, 17.016341601103345]
6703  : 2025-02-01, [0.08498160328873115, 3.44197897406419, 17.22303942264708]
6704  : 2025-02-01, [0.0870359062375945, 3.4807545250686185, 17.43220956869379]
6705  : 2025-02-01, [0.08912190360449586, 3.5195056351504235, 17.64137246124508]
6706  : 2025-02-01, [0.09123065569282746, 3.557946153447855, 17.85082319085932]
6707  : 2025-02-01, [0.09222099570736216, 3.601165384597707, 18.05661361969493]
6708  : 2025-02-01, [0.09437227267938181, 3.639117411811118, 18.2665103155095]
6709  : 2025-02-01, [0.096548743947269, 3.6775227858030752, 18.475928470249656]
6710  : 2025-02-01, [0.09756436570060993, 3.720688326145471, 18.68174730815392]
6711  : 2025-02-01, [0.0997853235157288, 3.759322271266029, 18.890892405218242]
6712  : 2025-02-01, [0.10325289148641739, 3.7928708462495098, 19.10387626226407]
6713  : 2025-02-01, [0.1043019466994712, 3.8363756928979393, 19.30932236040259]
6714  : 2025-02-01, [0.10660228005982844, 3.8746901949916586, 19.518707524948514]
6715  : 2025-02-01, [0.10891381236605478, 3.912157847516279, 19.728928340117665]
6716  : 2025-02-01, [0.11125566155408734, 3.950443489946824, 19.938300848499086]
6717  : 2025-02-01, [0.1136309418029988, 3.9890301659836136, 20.147338892213384]
6718  : 2025-02-01, [0.11602997600422192, 4.027249392733755, 20.356720631262025]
6719  : 2025-02-01, [0.11844424075696165, 4.06547534108485, 20.566080418158187]
6720  : 2025-02-10, [0.11037107110305186, 1.3743138605269094, 8.515315068370038]
6721  : 2025-02-10, [0.11519925036349267, 1.4010389291401284, 8.733761820496378]
6722  : 2025-02-10, [0.12012377684795171, 1.427308091070578, 8.95256813208147]
6723  : 2025-02-10, [0.12514142062198427, 1.453107997010118, 9.171750582367899]
6724  : 2025-02-10, [0.13025974711529592, 1.4783815711716226, 9.391358681713081]
6725  : 2025-02-10, [0.13547246376899208, 1.5033629232810473, 9.611164612949961]
6726  : 2025-02-10, [0.14077818714053156, 1.5278868098190064, 9.831335003040463]
6727  : 2025-02-10, [0.14679301517623278, 1.5492388817564062, 10.05396810306736]
6728  : 2025-02-10, [0.15230441516248844, 1.5728383418438736, 10.274857242993638]
6729  : 2025-02-10, [0.1579153720067244, 1.595855153635415, 10.496229474357861]
6730  : 2025-02-10, [0.16361826315052902, 1.6183722718695335, 10.718009464979938]
6731  : 2025-02-10, [0.1694230293455119, 1.6406655058689517, 10.939911464785537]
6732  : 2025-02-10, [0.17531905945270232, 1.6622551488902626, 11.162425791657036]
6733  : 2025-02-10, [0.18200975872288055, 1.6804067663203495, 11.387583474956768]
6734  : 2025-02-10, [0.18813053547489442, 1.7011103644929644, 11.61075910003214]
6735  : 2025-02-10, [0.1943390941615351, 1.7214275988138157, 11.834233307024647]
6736  : 2025-02-10, [0.2006530221563141, 1.741103895858633, 12.058243081985054]
6737  : 2025-02-10, [0.20707070630947852, 1.7603076129620319, 12.28262168072849]
6738  : 2025-02-10, [0.21359352172784832, 1.7790347443527548, 12.507371733919397]
6739  : 2025-02-10, [0.6673172586543137, 2.2799866864582, 11.802696054887488]
6740  : 2025-02-10, [0.05720524722504555, 2.413109906737537, 12.529684846037418]
6741  : 2025-02-10, [0.05858424075431226, 2.449818453830255, 12.741597305415432]
6742  : 2025-02-10, [0.06006619814811973, 2.486109429341446, 12.953824372510434]
6743  : 2025-02-10, [0.06235032691048978, 2.51963301692722, 13.168016656162292]
6744  : 2025-02-10, [0.06401692714106078, 2.555452210113591, 13.38053086274535]
6745  : 2025-02-10, [0.06654593242095976, 2.588241159403208, 13.595212908175832]
6746  : 2025-02-10, [0.0683291744465868, 2.6241523274067986, 13.807518498146614]
6747  : 2025-02-10, [0.07013721713653212, 2.6594788214207585, 14.020383961442707]
6748  : 2025-02-10, [0.07286346707940738, 2.6917138437891355, 14.23542268913146]
6749  : 2025-02-10, [0.07474451735738445, 2.7267227632443514, 14.448532719398264]
6750  : 2025-02-10, [0.077573752604474, 2.758460314101314, 14.663965933294211]
6751  : 2025-02-10, [0.08046050231099823, 2.7898125150469415, 14.87972698264206]
6752  : 2025-02-10, [0.08244300755341535, 2.824355407325734, 15.09320158512085]
6753  : 2025-02-10, [0.08541905016027974, 2.855364869984225, 15.309216079855496]
6754  : 2025-02-10, [0.08844269794583914, 2.886121129942394, 15.525436172111768]
6755  : 2025-02-10, [0.155766173634606, 2.613156384364311, 15.981077442001082]
6756  : 2025-02-10, [0.16049482347396068, 2.6344732936258795, 16.20503188290016]
6757  : 2025-02-10, [0.16528414008582207, 2.6555146236951104, 16.42920123621907]
6758  : 2025-02-10, [0.17012919290292064, 2.675947570965929, 16.65392323613115]
6759  : 2025-02-10, [0.17600741095019087, 2.6921592705949746, 16.881833318454834]
6760  : 2025-02-10, [0.18097887014644598, 2.7119340891548673, 17.107087040698687]
6761  : 2025-02-10, [0.18699657189440785, 2.727333260327177, 17.335670167778417]
6762  : 2025-02-10, [0.19207322733765403, 2.7459065277962065, 17.562020244866137]
6763  : 2025-02-10, [0.19823140647364157, 2.76030269157725, 17.79146590194911]
6764  : 2025-02-10, [0.20341292041942075, 2.7783076872664836, 18.018279392314096]
6765  : 2025-02-10, [0.43369280207582755, 2.1395865982118716, 18.676720599712297]
6766  : 2025-02-10, [0.44409928880781036, 2.1445470033986576, 18.911353707793534]
6767  : 2025-02-10, [0.4547560783595117, 2.1492503971791996, 19.14599352446129]
6768  : 2025-02-10, [0.4655348898887438, 2.1530736070628027, 19.381391503048455]
6769  : 2025-02-10, [0.4765145010088036, 2.1560221885155553, 19.617463310475642]
6770  : 2025-02-10, [0.48620933445319287, 2.1657522162676544, 19.84803844927915]
6771  : 2025-02-10, [0.49754219146496426, 2.167708834858645, 20.08474897367639]
6772  : 2025-02-10, [1.0159056997878844, 3.63876187955731, 18.345332420654806]
6773  : 2025-02-10, [1.0261365005774505, 3.6792859757589635, 18.544577523663587]
6774  : 2025-02-10, [1.036459121674292, 3.721132238520499, 18.74240863980521]
6775  : 2025-02-10, [1.0470421645125132, 3.758195192171982, 18.944762643315507]
6776  : 2025-02-10, [0.08855651493183972, 3.95527973533346, 19.9561637497347]
6777  : 2025-02-10, [0.08941176013159163, 3.9980540036975007, 20.162534236170906]
6778  : 2025-02-10, [0.09083785009700988, 4.036586438791537, 20.37257571111145]
6779  : 2025-02-10, [0.09247271784174346, 4.074709814577773, 20.582817467580487]
6780  : 2025-02-20, [0.10442071603926975, 1.3437865012611707, 8.55179278269956]
6781  : 2025-02-20, [0.1091079181451259, 1.369080795786031, 8.771811286068843]
6782  : 2025-02-20, [0.11388342001265622, 1.3938267082826596, 8.992289871704683]
6783  : 2025-02-20, [0.11933195639273435, 1.4158764434180944, 9.214791600189171]
6784  : 2025-02-20, [0.12431481279114316, 1.4396715341857569, 9.436013653023101]
6785  : 2025-02-20, [0.04378512210053714, 1.7466843638540785, 9.459530514045383]
6786  : 2025-02-20, [0.13114481866909322, 1.5090688950198208, 9.859786286311087]
6787  : 2025-02-20, [0.13637022867024115, 1.5326558253348983, 10.080973945994861]
6788  : 2025-02-20, [0.1416920722651591, 1.5557756985865983, 10.302532229148243]
6789  : 2025-02-20, [0.1471073948160446, 1.5782112495928498, 10.524681355591106]
6790  : 2025-02-20, [0.15263212405824342, 1.6002934715829946, 10.747074404358761]
6791  : 2025-02-20, [0.15824900781188536, 1.6218277184584582, 10.969923273729657]
6792  : 2025-02-20, [0.16397888449331288, 1.6432076769997102, 11.192813438506978]
6793  : 2025-02-20, [0.1698006514264025, 1.6638284864833108, 11.416370862090284]
6794  : 2025-02-20, [0.17572617483025404, 1.6839837658319237, 11.640290059337822]
6795  : 2025-02-20, [0.18175647531730066, 1.7036682991337366, 11.864575225548963]
6796  : 2025-02-20, [0.18788848620931756, 1.7228384751144374, 12.089273038676245]
6797  : 2025-02-20, [0.1948996210741339, 1.7380438159564182, 12.317056562969448]
6798  : 2025-02-20, [0.2012633272831788, 1.7561657426393185, 12.542570930077504]
6799  : 2025-02-20, [0.20774223608123474, 1.7738385461947312, 12.768419217724034]
6800  : 2025-02-20, [0.21433360417038946, 1.7910182221857667, 12.994648173643846]
6801  : 2025-02-20, [0.2210341283947365, 1.8076585592329493, 13.221307312372314]
6802  : 2025-02-20, [0.22869407695110858, 1.8197575598824591, 13.451548363166433]
6803  : 2025-02-20, [0.23563505847031016, 1.834970907073745, 13.679394034455944]
6804  : 2025-02-20, [0.242711115615783, 1.849777143110046, 13.90751174127417]
6805  : 2025-02-20, [0.24990628894671185, 1.8642763803284486, 14.135817330724839]
6806  : 2025-02-20, [0.2581284664164071, 1.8734540265218775, 14.368417507061716]
6807  : 2025-02-20, [0.2656005582750567, 1.8865792355902096, 14.597820206134733]
6808  : 2025-02-20, [0.273182635744545, 1.8992789812382689, 14.827538383017188]
6809  : 2025-02-20, [0.28089984726966105, 1.9109256490047435, 15.058174503725596]
6810  : 2025-02-20, [0.2887552282532355, 1.9223004838658755, 15.28894428788089]
6811  : 2025-02-20, [0.2967289917272806, 1.9327132236391487, 15.52055778463357]
6812  : 2025-02-20, [0.8077511207174742, 2.6963928525611336, 14.495856026721393]
6813  : 2025-02-20, [0.06854293339488086, 2.8465300478915476, 15.33492701871357]
