Itinerary: ['earth', 'MARS_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [0.3609322464867174, 2.0988509239904105, 7.540216829522872]
12961 : 2028-01-01, [0.4414432551375368, 0.6572392480920449, 9.151317496770417]
12962 : 2028-01-01, [0.45911615106263093, 0.6555630718413015, 9.385320777096068]
12963 : 2028-01-01, [0.47589715987476106, 0.6567689164799159, 9.617333923645324]
12964 : 2028-01-01, [0.4929700258565098, 0.6574521853763019, 9.849577788767188]
12965 : 2028-01-01, [0.511602405807284, 0.6539200254982112, 10.084477568694505]
12966 : 2028-01-01, [0.5306286692606205, 0.6496565005279116, 10.319714830211469]
12967 : 2028-01-01, [0.5499546434790507, 0.6451014139911672, 10.554943942529784]
12968 : 2028-01-01, [0.5695952562023852, 0.6397531816734704, 10.790651562124145]
12969 : 2028-01-01, [0.59088862379979, 0.6313750210126915, 11.02773635518752]
12970 : 2028-01-01, [0.6109414306527188, 0.6297945700059209, 11.25926399934136]
12971 : 2028-01-01, [0.538257191829883, 2.4521583068891895, 9.759584501280928]
12972 : 2028-01-01, [0.5560260158269855, 2.479565582708877, 9.964408401464137]
12973 : 2028-01-01, [0.5762623300782379, 2.5016259535270473, 10.172111716394715]
12974 : 2028-01-01, [0.5722204515300888, 2.927373717277599, 10.000405831192314]
12975 : 2028-01-01, [0.5913299761395141, 2.9806624288428103, 10.178007595017677]
12976 : 2028-01-01, [0.6109686682645407, 3.0199886895354244, 10.369042642200036]
12977 : 2028-01-01, [0.6308384822764678, 3.0577399521062736, 10.561421565617259]
12978 : 2028-01-01, [0.6522896400838335, 3.0920550069374078, 10.755655352978758]
12979 : 2028-01-01, [0.6738932021056292, 3.1255375617090335, 10.950569236185338]
12980 : 2028-01-01, [0.6605560844253114, 3.1523207738047283, 11.18712314176996]
12981 : 2028-01-01, [0.0712014926461251, 2.8780936308397354, 12.300704876514141]
12982 : 2028-01-01, [0.07896430928688193, 2.901854041533334, 12.519181649179783]
12983 : 2028-01-01, [0.7190212931213679, 3.3607823554372174, 11.670196351441415]
12984 : 2028-01-01, [0.6897949156119951, 3.4513699471778123, 11.858835137210194]
12985 : 2028-01-01, [0.7075523855560655, 3.494728000648542, 12.047719613795392]
12986 : 2028-01-01, [0.06269723216740483, 3.636032423440826, 12.80127034439177]
12987 : 2028-01-01, [0.07095889432483199, 3.6730338421499202, 13.006007263525248]
12988 : 2028-01-01, [0.07976055624241392, 3.7098093234701346, 13.210430120287452]
12989 : 2028-01-01, [0.08881475149178669, 3.745343125105849, 13.415842123402363]
12990 : 2028-01-01, [0.09808176035510817, 3.7807138063575505, 13.621204433287343]
12991 : 2028-01-01, [0.10753872290913404, 3.816013126632927, 13.826448150457939]
12992 : 2028-01-01, [0.5544305429083605, 1.979044863606677, 15.466524593484964]
12993 : 2028-01-01, [0.7247461356998155, 3.6772060057185896, 13.848047858581596]
12994 : 2028-01-01, [0.740526312751656, 3.712089075839037, 14.047384611409308]
12995 : 2028-01-01, [0.7563601608661245, 3.745995404457296, 14.247644434676578]
12996 : 2028-01-01, [0.7739447920095065, 3.7756222317864627, 14.45043297620403]
12997 : 2028-01-01, [0.7900123472921857, 3.808177673060827, 14.651809979646988]
12998 : 2028-01-01, [0.8079197416664203, 3.8372983975830133, 14.854781860750567]
12999 : 2028-01-01, [0.8258102721368993, 3.8645154696313155, 15.059674258231786]
13000 : 2028-01-01, [0.843928393630375, 3.8924250555901656, 15.26364655077946]
13001 : 2028-01-01, [0.8620344118556629, 3.9188666960989593, 15.469098892045379]
13002 : 2028-01-01, [0.8818975120512501, 3.941280334042342, 15.676822153906405]
13003 : 2028-01-01, [0.9015934665736386, 3.963002863684955, 15.885403669741404]
13004 : 2028-01-01, [0.9179862864867926, 3.9880489472434095, 16.093964766269796]
13005 : 2028-01-01, [0.07519159846884997, 4.183915088688306, 16.990893312842843]
13006 : 2028-01-01, [0.17201941799656115, 4.509195944224649, 16.81878463777879]
13007 : 2028-01-01, [0.1820253215729126, 4.541530985762579, 17.026443692664508]
