Itinerary: ['earth', 'mars', 'saturn', 'pluto']
case #: launch date, tof of each leg
10800 : 2027-01-01, [0.09393665443599812, 1.765846557947184, 8.140216787616819]
10801 : 2027-01-01, [0.09681751217291641, 1.8088897132552635, 8.34429277457182]
10802 : 2027-01-01, [0.09972234332010609, 1.8517300564852401, 8.548547600194654]
10803 : 2027-01-01, [0.10265257512550945, 1.8946973070720998, 8.752650117802391]
10804 : 2027-01-01, [0.10559854230522435, 1.9374683467435032, 8.956933110951272]
10805 : 2027-01-01, [0.10857922141511904, 1.9802306760480175, 9.161190102536864]
10806 : 2027-01-01, [0.11158023078827498, 2.0230471556739555, 9.36537261353777]
10807 : 2027-01-01, [0.11460256528822997, 2.0656072440599296, 9.56979019065184]
10808 : 2027-01-01, [0.11765182118658074, 2.108355144608234, 9.773993034205185]
10809 : 2027-01-01, [0.12144195695285584, 2.14851524652773, 9.980042796519413]
10810 : 2027-01-01, [0.12455413990223035, 2.191000707856443, 10.184445152241326]
10811 : 2027-01-01, [0.12768324321390795, 2.233517852525742, 10.38879890426035]
10812 : 2027-01-01, [0.13084312782078086, 2.2759389322463366, 10.593217939932883]
10813 : 2027-01-01, [0.13402473101571036, 2.318489315188224, 10.797485953796066]
10814 : 2027-01-01, [0.13801319261445402, 2.3580415660972562, 11.003945241288289]
10815 : 2027-01-01, [0.14124607825625968, 2.4003426756076855, 11.208411246136054]
10816 : 2027-01-01, [0.1445164502057275, 2.4426519973759078, 11.412831552418364]
10817 : 2027-01-01, [0.14779784894056874, 2.48472464152378, 11.61747750953565]
10818 : 2027-01-01, [0.15194085353862635, 2.524097971647325, 11.823961174814048]
10819 : 2027-01-01, [0.1552909819574353, 2.5662324292659204, 12.028476588776645]
10820 : 2027-01-01, [0.1586654448561939, 2.6085889859863407, 12.232745569157466]
10821 : 2027-01-01, [0.1629163514660528, 2.6472989844365133, 12.439784664097434]
10822 : 2027-01-01, [0.16634863935718178, 2.6893248838330974, 12.644326476809722]
10823 : 2027-01-01, [0.1698051823622182, 2.7315916808426626, 12.84860313679512]
10824 : 2027-01-01, [0.1741732133961902, 2.7700416519752546, 13.055785134628554]
10825 : 2027-01-01, [0.17768714163951588, 2.8119745451716103, 13.260338313188873]
10826 : 2027-01-01, [0.1821401698542883, 2.8502999186222766, 13.467559911523434]
10827 : 2027-01-01, [0.1857123071573636, 2.892159447731721, 13.672128245110915]
10828 : 2027-01-01, [0.19025841080618694, 2.930497016504204, 13.879244572689608]
10829 : 2027-01-01, [0.1938763356537261, 2.972102904100193, 14.084020760246082]
10830 : 2027-01-01, [0.19849919826158194, 3.0102136938636983, 14.29128710787472]
10831 : 2027-01-01, [0.20217849968234505, 3.051818685559362, 14.496002814758294]
10832 : 2027-01-01, [0.2068817316162798, 3.0897719140720654, 14.703346354311654]
10833 : 2027-01-01, [0.2106106019159188, 3.1314950211325727, 14.907894376951507]
10834 : 2027-01-01, [0.21539699582993657, 3.1690591660393297, 15.115543838130733]
10835 : 2027-01-01, [0.2202298648758944, 3.206828925882421, 15.322941209241685]
10836 : 2027-01-01, [0.2240532393810366, 3.248219358714885, 15.527727401904077]
10837 : 2027-01-01, [0.22894582356923984, 3.2855649675221112, 15.735489208908648]
10838 : 2027-01-01, [0.23390261937982654, 3.323096177272528, 15.943001203347645]
10839 : 2027-01-01, [0.23781613774166993, 3.3643987570814717, 16.14778510517686]
10840 : 2027-01-01, [0.24285075126927078, 3.4014626786308586, 16.35568657009987]
10841 : 2027-01-01, [0.24790928001946713, 3.4384657891415538, 16.56362493083898]
10842 : 2027-01-01, [0.2519289861530574, 3.479917858073533, 16.768153155773412]
10843 : 2027-01-01, [0.2570687027245495, 3.5165055535680154, 16.976425743707434]
10844 : 2027-01-01, [0.2622702058287268, 3.553579683975287, 17.184150110195986]
10845 : 2027-01-01, [0.26749637742033366, 3.589962394953025, 17.39254122762664]
10846 : 2027-01-01, [0.2727609581831211, 3.6265317307745653, 17.600707311042314]
10847 : 2027-01-01, [0.27807255841131656, 3.662709761091204, 17.80921768049748]
10848 : 2027-01-01, [0.283445595250445, 3.6990307896338703, 18.01752361511568]
10849 : 2027-01-01, [0.2888421009815527, 3.734999485779465, 18.22615841323898]
10850 : 2027-01-01, [0.2942748775793253, 3.770788964028321, 18.434936158392354]
10851 : 2027-01-01, [0.29856806615036324, 3.811750369812381, 18.639681564037257]
10852 : 2027-01-01, [0.30531530169868965, 3.8438219328772147, 18.850862765424097]
10853 : 2027-01-01, [0.31087333785564575, 3.879311611672094, 19.05981505047226]
10854 : 2027-01-01, [0.31647866880660375, 3.9147705964187427, 19.268750734774652]
10855 : 2027-01-01, [0.322125017853391, 3.950121907244847, 19.477753074901763]
10856 : 2027-01-01, [0.3278124832155807, 3.985368647950687, 19.686818868833733]
10857 : 2027-01-01, [0.33349909075552703, 4.01878461002111, 19.89771629922336]
10858 : 2027-01-01, [0.3392608686417654, 4.053720923933601, 20.107018207424634]
10859 : 2027-01-01, [0.34507646033576045, 4.088709289810084, 20.31621424985416]
10860 : 2027-01-10, [0.08582699017281645, 1.7563737551364655, 8.157799254690719]
10861 : 2027-01-10, [0.08849968371624176, 1.798918363649383, 8.362581952634375]
10862 : 2027-01-10, [0.09120312153901675, 1.8416938630535626, 8.56710301540742]
10863 : 2027-01-10, [0.09393056155156194, 1.884263493388051, 8.771805945060388]
10864 : 2027-01-10, [0.09667522841046128, 1.9268050819132232, 8.976519689676316]
10865 : 2027-01-10, [0.09945151688346743, 1.9692914276675646, 9.181257055448969]
10866 : 2027-01-10, [0.10224668370430744, 2.011797627928577, 9.385955688367115]
10867 : 2027-01-10, [0.10507163722791744, 2.0542077805043135, 9.59072058226777]
10868 : 2027-01-10, [0.10791249872202968, 2.0965948649561703, 9.7954926363218]
10869 : 2027-01-10, [0.11078561752532919, 2.1389300054953346, 10.000284376979337]
10870 : 2027-01-10, [0.11367658987996165, 2.1812948286568585, 10.20502858146318]
10871 : 2027-01-10, [0.1165977358854168, 2.223562517690875, 10.409839746423708]
10872 : 2027-01-10, [0.11953353240179891, 2.2658141008347497, 10.614652366763451]
10873 : 2027-01-10, [0.12250228861040902, 2.3080171050074045, 10.819480606382186]
10874 : 2027-01-10, [0.12548976544529458, 2.3500937449990524, 11.024416489555652]
10875 : 2027-01-10, [0.12850409006723726, 2.3924057925712763, 11.229090117361487]
10876 : 2027-01-10, [0.13233355609533057, 2.4313994102825833, 11.436267033622087]
10877 : 2027-01-10, [0.1354126592635872, 2.473491996574298, 11.641095344162116]
10878 : 2027-01-10, [0.13850155322335175, 2.5155281838532293, 11.845970262923418]
10879 : 2027-01-10, [0.141624585325386, 2.5575200212367073, 12.050855393437905]
10880 : 2027-01-10, [0.14476193703755943, 2.5993255317964272, 12.255912531166013]
10881 : 2027-01-10, [0.1479295790479319, 2.641467187692633, 12.460603233259434]
10882 : 2027-01-10, [0.15198845750226425, 2.6800108462322183, 12.668000696265517]
10883 : 2027-01-10, [0.15521729196838227, 2.721874814703154, 12.872907893328465]
10884 : 2027-01-10, [0.15845941551160617, 2.7635487222647424, 13.077991862223652]
10885 : 2027-01-10, [0.1626427158412456, 2.801952430684263, 13.285404853474493]
10886 : 2027-01-10, [0.1659464789449851, 2.843602647758491, 13.490450873296524]
10887 : 2027-01-10, [0.16927788322433246, 2.8855789109462657, 13.695143205829401]
10888 : 2027-01-10, [0.17356724963654008, 2.9235629578866575, 13.902869792476803]
10889 : 2027-01-10, [0.1769481309580182, 2.96507021013068, 14.107981658911301]
10890 : 2027-01-10, [0.18036340339339246, 3.0067626584407288, 14.312873938165879]
10891 : 2027-01-10, [0.18477199624702312, 3.0445798609799373, 14.52064814277304]
10892 : 2027-01-10, [0.188245614250134, 3.0862206945357946, 14.725533691214071]
10893 : 2027-01-10, [0.19273047559219286, 3.123811877332991, 14.933457647074817]
10894 : 2027-01-10, [0.19626200625952048, 3.1654044082832358, 15.138333585457245]
10895 : 2027-01-10, [0.1998035765676886, 3.206792771507251, 15.34340365192506]
10896 : 2027-01-10, [0.20440254108414627, 3.2441798539895403, 15.55141760492631]
10897 : 2027-01-10, [0.20801466188202333, 3.285737091011043, 15.756248247106933]
10898 : 2027-01-10, [0.21270056481695068, 3.322787676229021, 15.964511758954027]
10899 : 2027-01-10, [0.2163669444085325, 3.3645723890812906, 16.169060666510177]
10900 : 2027-01-10, [0.2211273581668407, 3.401403500728206, 16.377469141104953]
10901 : 2027-01-10, [0.22592847128335214, 3.4383989776475454, 16.585672551069102]
10902 : 2027-01-10, [0.22968965127879246, 3.4798524966908553, 16.790457852030354]
10903 : 2027-01-10, [0.2345723745198562, 3.516429757716895, 16.998997867763247]
10904 : 2027-01-10, [0.23949500478462146, 3.553184691973808, 17.20732030324157]
10905 : 2027-01-10, [0.24333031115200765, 3.5943294286754637, 17.41234026017253]
10906 : 2027-01-10, [0.2483503374475986, 3.6308985730696737, 17.620751089482727]
10907 : 2027-01-10, [0.2533930067277114, 3.667415246771068, 17.82919174650122]
10908 : 2027-01-10, [0.2573209749588823, 3.708187386139382, 18.034491638901734]
10909 : 2027-01-10, [0.2624573438019883, 3.744817585059067, 18.242725071138942]
10910 : 2027-01-10, [0.26762308702179083, 3.7807890424324775, 18.45158787054573]
10911 : 2027-01-10, [0.2728314354277062, 3.8166558586944754, 18.660512705877817]
10912 : 2027-01-10, [0.27808223975312457, 3.852418230275357, 18.869499529971517]
10913 : 2027-01-10, [0.2833906446534719, 3.8890598744412697, 19.077549480905255]
10914 : 2027-01-10, [0.28748361556909957, 3.928939236252467, 19.283577148178434]
10915 : 2027-01-10, [0.29284499939170927, 3.9643674130737176, 19.492787587534572]
10916 : 2027-01-10, [0.29825395032825713, 3.9997692599095616, 19.70197678976218]
10917 : 2027-01-10, [0.30370439807019994, 4.035063840364512, 19.911231761565286]
10918 : 2027-01-10, [0.3091903096986393, 4.070173599228485, 20.12063609107288]
10919 : 2027-01-10, [0.31472372815991284, 4.105259476091539, 20.33001679574855]
10920 : 2027-01-20, [0.07633121238215684, 1.7469344231796606, 8.176734364438182]
10921 : 2027-01-20, [0.07876813858823323, 1.789377551219837, 8.38185431019193]
10922 : 2027-01-20, [0.08123578652848297, 1.8317644619154745, 8.586999751556043]
10923 : 2027-01-20, [0.08372179962683104, 1.8741219802048328, 8.792156220168337]
10924 : 2027-01-20, [0.08623342555436639, 1.9163058097929535, 8.99746076465268]
10925 : 2027-01-20, [0.08877687436755442, 1.9586090295604772, 9.202614096071969]
10926 : 2027-01-20, [0.09133589452326497, 2.0008448060976733, 9.407819299379062]
10927 : 2027-01-20, [0.09392034080594362, 2.0428989605058585, 9.613180698688197]
10928 : 2027-01-20, [0.09584376409118119, 2.0877559561032815, 9.816400279805537]
10929 : 2027-01-20, [0.09846339068209876, 2.1297831947859773, 10.021753414531922]
10930 : 2027-01-20, [0.10110691651336663, 2.1717682709647548, 10.227124812521877]
10931 : 2027-01-20, [0.10377277638678499, 2.2138708801091256, 10.43235634350409]
10932 : 2027-01-20, [0.10647070066612783, 2.2559243189438627, 10.637604980390009]
10933 : 2027-01-20, [0.10918579185374447, 2.297800365069525, 10.843013843076731]
10934 : 2027-01-20, [0.11192284510848724, 2.3398076383639985, 11.048269516527514]
10935 : 2027-01-20, [0.11469243363332994, 2.3817676457498997, 11.25353992061677]
10936 : 2027-01-20, [0.11747851602489953, 2.423547098663309, 11.458974385311791]
10937 : 2027-01-20, [0.1202880363241733, 2.465293841803541, 11.664418121872286]
10938 : 2027-01-20, [0.12312696283023804, 2.5073519640290076, 11.869521073140755]
10939 : 2027-01-20, [0.12598351686171452, 2.5490477024552955, 12.07496878068299]
10940 : 2027-01-20, [0.12970614229492153, 2.587531455779554, 12.282762401925524]
10941 : 2027-01-20, [0.1326302062097236, 2.6292905210550135, 12.488079272735263]
10942 : 2027-01-20, [0.13556925071190565, 2.6708613598978785, 12.693569389390216]
10943 : 2027-01-20, [0.13852934244243037, 2.7126100717915422, 12.898860585766027]
10944 : 2027-01-20, [0.1415268201674329, 2.754378242019478, 13.104094937813091]
10945 : 2027-01-20, [0.14453552549526497, 2.7958946207790136, 13.309569853725723]
10946 : 2027-01-20, [0.1475673943485514, 2.8373951681225242, 13.515037437528925]
10947 : 2027-01-20, [0.15062233775460046, 2.8788804476390895, 13.72049721460631]
10948 : 2027-01-20, [0.1546504356346193, 2.9169454464029694, 13.92840411796241]
10949 : 2027-01-20, [0.157763828378244, 2.9583588249648862, 14.13387734665687]
10950 : 2027-01-20, [0.16090021104734148, 2.9997626841255602, 14.339337104827099]
10951 : 2027-01-20, [0.16406768668777053, 3.0415876563518416, 14.544344656960387]
10952 : 2027-01-20, [0.1682400582034416, 3.078947997296516, 14.752811944500042]
10953 : 2027-01-20, [0.1714575805225045, 3.120288040451093, 14.958254379026403]
10954 : 2027-01-20, [0.17469523288249206, 3.1618680099377867, 15.16343675717972]
10955 : 2027-01-20, [0.17797017258846048, 3.203419212867392, 15.368610614544147]
10956 : 2027-01-20, [0.18229306174319346, 3.2405038599952865, 15.577203078261519]
10957 : 2027-01-20, [0.18561124872579363, 3.28205199691387, 15.782336754360335]
10958 : 2027-01-20, [0.18896758674151687, 3.3235722665910203, 15.987460146667464]
10959 : 2027-01-20, [0.1934051681514318, 3.3604498744032756, 16.196144957445295]
10960 : 2027-01-20, [0.19680660664124855, 3.4017112403509913, 16.401482153007763]
10961 : 2027-01-20, [0.20133365841303336, 3.4389312658622324, 16.609735075724732]
10962 : 2027-01-20, [0.20479212947948078, 3.4801577900684886, 16.81505008045203]
10963 : 2027-01-20, [0.20938815449207962, 3.5167314129565166, 17.0238804325514]
10964 : 2027-01-20, [0.21289982485395775, 3.5582049750719094, 17.22889520007413]
10965 : 2027-01-20, [0.21757393705958192, 3.5946280881311665, 17.437797974809254]
10966 : 2027-01-20, [0.22116004993756527, 3.6360309661790255, 17.64280898388341]
10967 : 2027-01-20, [0.22591234066643073, 3.672306861984429, 17.851780797349143]
10968 : 2027-01-20, [0.22953960958928998, 3.713433659730758, 18.05702673067995]
10969 : 2027-01-20, [0.23436514848204218, 3.7498620723127085, 18.265772779205246]
10970 : 2027-01-20, [0.2380477724440492, 3.7909607080065633, 18.470991519549386]
10971 : 2027-01-20, [0.24297033897398845, 3.827199770124693, 18.679829890901317]
10972 : 2027-01-20, [0.24791980556041412, 3.8630741786996796, 18.889006015739906]
10973 : 2027-01-20, [0.2516907350305974, 3.904100882875657, 19.094208382093747]
10974 : 2027-01-20, [0.2567111660305719, 3.9397504758802144, 19.303538358089213]
10975 : 2027-01-20, [0.2617791608042937, 3.975369495217303, 19.512851343978404]
10976 : 2027-01-20, [0.2656372133365429, 4.016324321560191, 19.718038465103266]
10977 : 2027-01-20, [0.2707805345036323, 4.05179793040916, 19.92742153508721]
10978 : 2027-01-20, [0.2759812393275492, 4.08821696581494, 20.13580179485751]
10979 : 2027-01-20, [0.2812094002173526, 4.123492733329315, 20.345297866453333]
10980 : 2027-02-01, [0.06529831862838889, 1.7339197379586726, 8.200781943412938]
10981 : 2027-02-01, [0.06746240471931855, 1.7760518962622807, 8.4064856990184]
10982 : 2027-02-01, [0.06965657929833217, 1.818127171471427, 8.61221624923024]
10983 : 2027-02-01, [0.07187125215432404, 1.8600438023220813, 8.818084945523594]
10984 : 2027-02-01, [0.07347299903927924, 1.9042582302526592, 9.022268770708061]
10985 : 2027-02-01, [0.07572811812057616, 1.9462552039224033, 9.22801667795702]
10986 : 2027-02-01, [0.07800313854236174, 1.9880881566951571, 9.43390870476248]
10987 : 2027-02-01, [0.08030254879147068, 2.029876608048272, 9.639820843160258]
10988 : 2027-02-01, [0.08194177650868752, 2.074348925952019, 9.843709297539295]
10989 : 2027-02-01, [0.08427486416628958, 2.116061397359479, 10.049663738474232]
10990 : 2027-02-01, [0.0866339484237955, 2.157778058727013, 10.25558799284919]
10991 : 2027-02-01, [0.0890171928455604, 2.199455498207282, 10.461527308947158]
10992 : 2027-02-01, [0.09142316379354681, 2.2412569791020944, 10.667319857104358]
10993 : 2027-02-01, [0.0931059279657494, 2.285698982509851, 10.8711950895244]
10994 : 2027-02-01, [0.09554621235318345, 2.3272680889334203, 11.077185698713398]
10995 : 2027-02-01, [0.09801250934912749, 2.3688541481974306, 11.283133342453443]
10996 : 2027-02-01, [0.10050269941149662, 2.410408039770777, 11.48908926081773]
10997 : 2027-02-01, [0.10301508041348904, 2.452108665336223, 11.694876254250289]
10998 : 2027-02-01, [0.10555270315793638, 2.4936028362331104, 11.900844460608953]
10999 : 2027-02-01, [0.10811406758050301, 2.535069576198985, 12.106816356220513]
11000 : 2027-02-01, [0.11069668042873358, 2.576453450840176, 12.312849868731092]
11001 : 2027-02-01, [0.1133052137912788, 2.617866230139303, 12.518828556069417]
11002 : 2027-02-01, [0.11594477368516551, 2.659426416988605, 12.72462880932623]
11003 : 2027-02-01, [0.11772362680278131, 2.7043491835715887, 12.927927189625631]
11004 : 2027-02-01, [0.12039055249914898, 2.7457544493932704, 13.13385499810758]
11005 : 2027-02-01, [0.12307829683508496, 2.7870802444549208, 13.339841458709996]
11006 : 2027-02-01, [0.12579218593908006, 2.828450045784226, 13.545757768276696]
11007 : 2027-02-01, [0.1285295024090394, 2.8698043585495365, 13.751666139041424]
11008 : 2027-02-01, [0.13129022588432737, 2.911145158005056, 13.957564616110615]
11009 : 2027-02-01, [0.13407438057934884, 2.9524753520960942, 14.163450267324558]
11010 : 2027-02-01, [0.13688194564302056, 2.9937967838650854, 14.369321270491895]
11011 : 2027-02-01, [0.1406857494387499, 3.0313475387655653, 14.577966711795685]
11012 : 2027-02-01, [0.1435490103760647, 3.072538632336445, 14.783912357287491]
11013 : 2027-02-01, [0.14644827729582957, 3.1139969795312052, 14.989554743172965]
11014 : 2027-02-01, [0.1493613635235968, 3.1552506546249086, 15.195387981851496]
11015 : 2027-02-01, [0.15229769927310843, 3.196503516806557, 15.401198783920336]
11016 : 2027-02-01, [0.1552573689880897, 3.237759265720144, 15.606983365291766]
11017 : 2027-02-01, [0.15824027908068794, 3.2790178162143957, 15.812741904704914]
11018 : 2027-02-01, [0.1612463516482779, 3.32027947472946, 16.018474173622263]
11019 : 2027-02-01, [0.16428387161154137, 3.362032881305455, 16.223683247083002]
11020 : 2027-02-01, [0.16841821691183362, 3.3988136331243135, 16.432768149963852]
11021 : 2027-02-01, [0.1715056960932247, 3.440046210244665, 16.63844809366211]
11022 : 2027-02-01, [0.17461610013226267, 3.4812850493767473, 16.84409885049099]
11023 : 2027-02-01, [0.1777495131059296, 3.522533666344577, 17.049716820549495]
11024 : 2027-02-01, [0.182042830944602, 3.559586977833008, 17.25837019122239]
11025 : 2027-02-01, [0.18521760159162787, 3.6004906947350213, 17.464291703673354]
11026 : 2027-02-01, [0.18844374836055214, 3.641961837187831, 17.66959441445162]
11027 : 2027-02-01, [0.1916802020628778, 3.683203293287456, 17.875116504649668]
11028 : 2027-02-01, [0.19610906068941195, 3.7197957381842124, 18.084095201126377]
11029 : 2027-02-01, [0.19941559735768435, 3.7612610020307913, 18.289323400611526]
11030 : 2027-02-01, [0.20391255002199374, 3.7971499454560393, 18.498937504521965]
11031 : 2027-02-01, [0.20727618372584566, 3.838592184600192, 18.704131631673967]
11032 : 2027-02-01, [0.21064818802849244, 3.879787681649339, 18.909564130322167]
11033 : 2027-02-01, [0.2152706927437731, 3.9157401945201613, 19.118989112736063]
11034 : 2027-02-01, [0.218698651184593, 3.9569074042714845, 19.32439394454392]
11035 : 2027-02-01, [0.22339047075729046, 3.9929659394677506, 19.533643589774957]
11036 : 2027-02-01, [0.22689385106218896, 4.034464766094876, 19.738641382842935]
11037 : 2027-02-01, [0.23168364365079386, 4.071171041820788, 19.947145314528417]
11038 : 2027-02-01, [0.23520559219260895, 4.111175287064169, 20.153619120743222]
11039 : 2027-02-01, [0.24007233043352522, 4.1477611920885895, 20.362166477477885]
11040 : 2027-02-10, [0.05697061579021662, 1.7242998078158476, 8.218729576393937]
11041 : 2027-02-10, [0.05892754816840901, 1.7660370937145438, 8.425035358117047]
11042 : 2027-02-10, [0.06091079592329478, 1.8077640333463187, 8.631325170730387]
11043 : 2027-02-10, [0.062302488328694006, 1.851613813232938, 8.836083698438367]
11044 : 2027-02-10, [0.06432113377598682, 1.8934311733216846, 9.042247692902329]
11045 : 2027-02-10, [0.06572587526613025, 1.9374568718208918, 9.246817252912978]
11046 : 2027-02-10, [0.06778168715372114, 1.979101808419745, 9.453116504426534]
11047 : 2027-02-10, [0.06986223038381983, 2.0207034798704613, 9.65943428974572]
11048 : 2027-02-10, [0.0719612614813944, 2.0620864093641007, 9.865952329154506]
11049 : 2027-02-10, [0.07339961257313032, 2.1062374684847778, 10.070362918942092]
11050 : 2027-02-10, [0.07554050570737862, 2.1477609634147226, 10.2766985308779]
11051 : 2027-02-10, [0.07770298246362528, 2.1893565226065914, 10.482940494929785]
11052 : 2027-02-10, [0.07916200388021846, 2.2335989461743373, 10.687239049945443]
11053 : 2027-02-10, [0.08136116808396288, 2.2750114992163777, 10.89362733269966]
11054 : 2027-02-10, [0.08358640009139343, 2.316439102310834, 11.099974497597772]
11055 : 2027-02-10, [0.08583036042787526, 2.357682001348162, 11.306487638223963]
11056 : 2027-02-10, [0.087319343880023, 2.4019855736926043, 11.510695082427373]
11057 : 2027-02-10, [0.08960401201228778, 2.443361629270112, 11.717034358717601]
11058 : 2027-02-10, [0.09191075832079235, 2.48465400198475, 11.92343523969446]
11059 : 2027-02-10, [0.09424201666747163, 2.5261581939126567, 12.12959978941987]
11060 : 2027-02-10, [0.09576488099810575, 2.570657162574099, 12.333577956427796]
11061 : 2027-02-10, [0.09813072771480713, 2.611921094759257, 12.539948177525936]
11062 : 2027-02-10, [0.1005225376756051, 2.65321644823902, 12.746261014085375]
11063 : 2027-02-10, [0.10293820118076903, 2.6944893938449224, 12.95257240497431]
11064 : 2027-02-10, [0.10537772334378992, 2.7357427858224233, 13.158879490833785]
11065 : 2027-02-10, [0.10783173026294957, 2.7767378810868855, 13.365430388650163]
11066 : 2027-02-10, [0.10940941857198888, 2.821466615343304, 13.569123966084707]
11067 : 2027-02-10, [0.11190762639206947, 2.8627167334917325, 13.775375640116199]
11068 : 2027-02-10, [0.11442538856579416, 2.904113477135517, 13.981461134298689]
11069 : 2027-02-10, [0.1169710080188362, 2.945343853549364, 14.1876851384318]
11070 : 2027-02-10, [0.11954026112069577, 2.9865636497370756, 14.393896089142228]
11071 : 2027-02-10, [0.1221306324524761, 3.0277129478492197, 14.600156419698303]
11072 : 2027-02-10, [0.12474722873658994, 3.0689212077787364, 14.806331563484676]
11073 : 2027-02-10, [0.12738741373423318, 3.1101249227322554, 15.012487663533511]
11074 : 2027-02-10, [0.13005117343306855, 3.1513260018065314, 15.2186228247604]
11075 : 2027-02-10, [0.13273856123494868, 3.1925278984219765, 15.424733540343075]
11076 : 2027-02-10, [0.13544674432822945, 3.2336650340385384, 15.630888221633231]
11077 : 2027-02-10, [0.13818113582450856, 3.2748691745800795, 15.836949689595412]
11078 : 2027-02-10, [0.140939051226553, 3.316077810067385, 16.042983138706063]
11079 : 2027-02-10, [0.14372049336096193, 3.3572930058280424, 16.248986500810997]
11080 : 2027-02-10, [0.14653512157059392, 3.3987407501539333, 16.454724128275473]
11081 : 2027-02-10, [0.14936047596488472, 3.4399009521637116, 16.660738571871406]
11082 : 2027-02-10, [0.1522122169500371, 3.481139865268306, 16.866647917781656]
11083 : 2027-02-10, [0.15508723816010644, 3.5223874180362573, 17.07252534380364]
11084 : 2027-02-10, [0.15798544755288155, 3.5636434901846643, 17.278371062262455]
11085 : 2027-02-10, [0.1609068479984625, 3.6049100632006077, 17.484183088800933]
11086 : 2027-02-10, [0.1638487304912476, 3.6464811875072254, 17.68967008200153]
11087 : 2027-02-10, [0.16682752200175285, 3.688023054409741, 17.895149423588506]
11088 : 2027-02-10, [0.1698182611913891, 3.729330615610273, 18.10085112319834]
11089 : 2027-02-10, [0.1740159353743082, 3.765932230821998, 18.310051833803694]
11090 : 2027-02-10, [0.17706409368407214, 3.807211924768875, 18.51572398154705]
11091 : 2027-02-10, [0.1801350074873373, 3.8485037748706232, 18.72136121764204]
11092 : 2027-02-10, [0.18322809640632268, 3.8894137647626317, 18.927358138831046]
11093 : 2027-02-10, [0.18758641287011693, 3.926062488085731, 19.136351099044152]
11094 : 2027-02-10, [0.1907370533806667, 3.967340496492143, 19.34192245012719]
11095 : 2027-02-10, [0.19391030820056165, 4.008634881651991, 19.547454810147446]
11096 : 2027-02-10, [0.19710618677048095, 4.049947517041835, 19.752946296187687]
11097 : 2027-02-10, [0.20159827469640068, 4.086120859594016, 19.962280865709584]
11098 : 2027-02-10, [0.2048643956047787, 4.12769568501478, 20.167439919380442]
11099 : 2027-02-10, [0.20813916353323916, 4.169010654631776, 20.372850181834988]
11100 : 2027-02-20, [0.04793560412893912, 1.7126171476106151, 8.239447248260447]
11101 : 2027-02-20, [0.04966065829887315, 1.75411394105892, 8.446225400642206]
11102 : 2027-02-20, [0.050823768573952016, 1.7976925713362164, 8.65148366008983]
11103 : 2027-02-20, [0.05258527439679055, 1.83910095657724, 8.858313769025969]
11104 : 2027-02-20, [0.05375776635034204, 1.8827301158161474, 9.06351211783351]
11105 : 2027-02-20, [0.05555779839970742, 1.924135508158366, 9.270306693441928]
11106 : 2027-02-20, [0.056739712114766166, 1.967820334344345, 9.475439953540889]
11107 : 2027-02-20, [0.0585755628174683, 2.0091403622648403, 9.68228407491769]
11108 : 2027-02-20, [0.06043826311284783, 2.050462175514911, 9.889099561372241]
11109 : 2027-02-20, [0.06164092749839807, 2.0942118610422082, 10.094147211459394]
11110 : 2027-02-20, [0.06354038064304471, 2.1354999286113916, 10.300959690745565]
11111 : 2027-02-20, [0.0647524104311874, 2.179313541746954, 10.505934047821858]
11112 : 2027-02-20, [0.06668696267041144, 2.220523281113763, 10.712789756215827]
11113 : 2027-02-20, [0.06864804532626098, 2.2617447426902055, 10.919607211983532]
11114 : 2027-02-20, [0.06988078088621517, 2.305639328908523, 11.124479890205262]
11115 : 2027-02-20, [0.0718765313535049, 2.34678652604753, 11.331336942598966]
11116 : 2027-02-20, [0.07311980969411204, 2.3905809023388804, 11.536299287967008]
11117 : 2027-02-20, [0.07515215940272246, 2.4319407411919416, 11.742907099405336]
11118 : 2027-02-20, [0.07721032932742908, 2.473092788813467, 11.949696881859104]
