Itinerary: ['earth', 'MARS_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
15120 : 2029-01-01, [0.13221258245344786, 1.8405443583193228, 8.02724305922723]
15121 : 2029-01-01, [0.13601539536837226, 1.8862069452770747, 8.227777659354555]
15122 : 2029-01-01, [0.14045194884373888, 1.929600166010472, 8.42994788514579]
15123 : 2029-01-01, [0.14431719520588188, 1.9750567416683322, 8.630626063125785]
15124 : 2029-01-01, [0.1488496277050941, 2.0184264093994573, 8.832723962895448]
15125 : 2029-01-01, [0.1527719788610804, 2.0639922692575228, 9.033235751881396]
15126 : 2029-01-01, [0.1573795678442157, 2.1070751231905134, 9.23554530896527]
15127 : 2029-01-01, [0.16136393531496107, 2.1524294849191783, 9.43620657976586]
15128 : 2029-01-01, [0.16605225538452564, 2.1953115669285106, 9.638636177686964]
15129 : 2029-01-01, [0.1708070890795503, 2.2381133848456938, 9.841079526074754]
15130 : 2029-01-01, [0.1748832615199865, 2.2835590048391077, 10.041557733640905]
15131 : 2029-01-01, [0.17970327601840433, 2.3261979211349972, 10.2440988028466]
15132 : 2029-01-01, [0.18457404616889608, 2.368543738579212, 10.446882215251891]
15133 : 2029-01-01, [0.1887609214458874, 2.4141414450830156, 10.647097633471097]
15134 : 2029-01-01, [0.19371498445738874, 2.456345885880387, 10.849939129662223]
15135 : 2029-01-01, [0.1987125120351013, 2.4986551200092526, 11.052632367955647]
15136 : 2029-01-01, [0.20376073748599818, 2.540659918765911, 11.25557934374809]
15137 : 2029-01-01, [0.20806732010366716, 2.5857919293616636, 11.456140750534669]
15138 : 2029-01-01, [0.21320859895307737, 2.628062601499433, 11.65872879954749]
15139 : 2029-01-01, [0.2183860484528439, 2.6698388770162795, 11.861775074530877]
15140 : 2029-01-01, [0.22361025076272675, 2.7115201027856553, 12.06486964645162]
15141 : 2029-01-01, [0.22888110539450174, 2.7531074246446123, 12.268011469960886]
15142 : 2029-01-01, [0.2341939241841202, 2.794840247122361, 12.47096582869352]
15143 : 2029-01-01, [0.2395522830158352, 2.8361838918127122, 12.674263825171451]
15144 : 2029-01-01, [0.24496223045094898, 2.8774991387005593, 12.877538630848493]
15145 : 2029-01-01, [0.25041843610320436, 2.9187242810113405, 13.080857282885454]
15146 : 2029-01-01, [0.25592080826965274, 2.9598599904451124, 13.284219201285234]
15147 : 2029-01-01, [0.2614693847809029, 3.000908352912495, 13.487622262306601]
15148 : 2029-01-01, [0.26705860557658656, 3.041807509972738, 13.691133884450673]
15149 : 2029-01-01, [0.27269935603727974, 3.0826832471027554, 13.894617396859964]
15150 : 2029-01-01, [0.2783860825275868, 3.1234730256514736, 14.09814089182094]
15151 : 2029-01-01, [0.2841130053192206, 3.1641135232735262, 14.301773471407252]
15152 : 2029-01-01, [0.28989731517861905, 3.2044466996323306, 14.505655985189051]
15153 : 2029-01-01, [0.2957219217346284, 3.24497818916471, 14.709299889100663]
15154 : 2029-01-01, [0.30257258593690545, 3.280767563077657, 14.916659850985436]
15155 : 2029-01-01, [0.3085000021731311, 3.3210605420851804, 15.120439455741689]
15156 : 2029-01-01, [0.31445022706677955, 3.360650230913116, 15.324899542020106]
15157 : 2029-01-01, [0.3214814743218987, 3.3962675909983013, 15.5322509346798]
15158 : 2029-01-01, [0.3275562968802541, 3.4358418049893764, 15.73660189813037]
15159 : 2029-01-01, [0.3336526010519548, 3.475067574583448, 15.941279824364598]
15160 : 2029-01-01, [0.340870617182879, 3.5098092774974576, 16.149320105319664]
15161 : 2029-01-01, [0.3470678828896219, 3.548762600931173, 16.354169516179205]
15162 : 2029-01-01, [0.3543770682705069, 3.5827628671650054, 16.56286006456449]
15163 : 2029-01-01, [0.36067458200171004, 3.6214344881916074, 16.767890929806683]
15164 : 2029-01-01, [0.36813975852154773, 3.6549207705163105, 16.976939470962144]
15165 : 2029-01-01, [0.37453843770894935, 3.6933059785424454, 17.182155583748607]
15166 : 2029-01-01, [0.38209303493153435, 3.7260060603982557, 17.39190090467021]
15167 : 2029-01-01, [0.3886001287470248, 3.7641700257901953, 17.597229845462778]
15168 : 2029-01-01, [0.39627833488424113, 3.7964125911547497, 17.807309073961008]
15169 : 2029-01-01, [0.40399489726911536, 3.828103025681768, 18.01790207704912]
15170 : 2029-01-01, [0.41065172996794497, 3.8656994073088007, 18.223648862723255]
15171 : 2029-01-01, [0.41853047745168076, 3.8968104115146893, 18.434659111033632]
15172 : 2029-01-01, [0.42644758870211014, 3.927346122672063, 18.646206288625827]
15173 : 2029-01-01, [0.4344243276981533, 3.957978103404838, 18.85759756889701]
15174 : 2029-01-01, [0.4425428140902662, 3.9894597177227125, 19.06799746818702]
15175 : 2029-01-01, [0.45065949913871306, 4.019034528913361, 19.280305971947925]
15176 : 2029-01-01, [0.45886510373176537, 4.047973243094819, 19.493161653173413]
15177 : 2029-01-01, [0.467089107870739, 4.076628924719574, 19.706281967409687]
15178 : 2029-01-01, [0.4754186336800561, 4.10527068230344, 19.919310684016505]
15179 : 2029-01-01, [0.4837955897886562, 4.13287054753711, 20.133333862674235]
15180 : 2029-01-10, [0.12290850845149769, 1.832638292834246, 8.044453198714256]
15181 : 2029-01-10, [0.12708321015372662, 1.8759620588306294, 8.246954731015645]
15182 : 2029-01-10, [0.1306977301317159, 1.9214224120792962, 8.447879857788989]
15183 : 2029-01-10, [0.13495033729129297, 1.964458754355426, 8.650590908353282]
15184 : 2029-01-10, [0.13862751588264755, 2.009711153085574, 8.85166133103178]
15185 : 2029-01-10, [0.1423225075629079, 2.0550816030942824, 9.05259588934281]
15186 : 2029-01-10, [0.14669979009848624, 2.0977369225046165, 9.255563287396898]
15187 : 2029-01-10, [0.15045759640876902, 2.143109091812794, 9.456433311778436]
15188 : 2029-01-10, [0.15491994242605428, 2.18560114792533, 9.659478909648616]
15189 : 2029-01-10, [0.15873370472728343, 2.230887663783757, 9.860378631488961]
15190 : 2029-01-10, [0.16328043093931774, 2.2732198432738624, 10.063499725786821]
15191 : 2029-01-10, [0.16787229187822447, 2.315634836937431, 10.266492871184344]
15192 : 2029-01-10, [0.17178763862004973, 2.3607044007732965, 10.467507960606655]
15193 : 2029-01-10, [0.1764631883075029, 2.402978867113226, 10.67055794457927]
15194 : 2029-01-10, [0.18043335744939945, 2.4479621679230466, 10.871604474627553]
15195 : 2029-01-10, [0.18519547830880156, 2.4898910423426046, 11.074913479348595]
15196 : 2029-01-10, [0.19000170038685948, 2.5319318015884877, 11.278066498024652]
15197 : 2029-01-10, [0.19407030806064457, 2.576904461609406, 11.479025230329949]
15198 : 2029-01-10, [0.19895852685922985, 2.6185367603959873, 11.682504712744782]
15199 : 2029-01-10, [0.20389458869201493, 2.6603557564412155, 11.885749654866771]
15200 : 2029-01-10, [0.20805732487564194, 2.7052779049643827, 12.086664770159976]
15201 : 2029-01-10, [0.21307974540797384, 2.7467419663381216, 12.290178288253905]
15202 : 2029-01-10, [0.2181445209983568, 2.788051300401816, 12.493804178599827]
15203 : 2029-01-10, [0.22326103324739394, 2.8293284448913703, 12.697410521861235]
15204 : 2029-01-10, [0.22842443899552434, 2.8705129739889075, 12.90106258701557]
15205 : 2029-01-10, [0.23274255190772347, 2.9155283406463455, 13.101729107445932]
15206 : 2029-01-10, [0.23798814093674955, 2.956600652782641, 13.305411206280608]
15207 : 2029-01-10, [0.24326332278909132, 2.9973722537066205, 13.50936442350429]
15208 : 2029-01-10, [0.2485967445889084, 3.038199846712279, 13.713203408698812]
15209 : 2029-01-10, [0.2539870561961997, 3.078731329575173, 13.917281614228626]
15210 : 2029-01-10, [0.2594138582308909, 3.1193807474672397, 14.12120539430187]
15211 : 2029-01-10, [0.26489260121587965, 3.16000858947154, 14.325098809312582]
15212 : 2029-01-10, [0.27039301752335676, 3.2002560160893365, 14.529350966387307]
15213 : 2029-01-10, [0.27596992077904353, 3.2404175846901055, 14.733612494530849]
15214 : 2029-01-10, [0.28158210325407423, 3.2807133307929424, 14.937704565952982]
15215 : 2029-01-10, [0.28724643127530775, 3.3209909206008756, 15.141762648123816]
15216 : 2029-01-10, [0.29293599989221575, 3.360565967039973, 15.34649803306781]
15217 : 2029-01-10, [0.2997116976009501, 3.3961580123738555, 15.554130290025194]
15218 : 2029-01-10, [0.30550387216499814, 3.4354673763455605, 15.75902875148944]
15219 : 2029-01-10, [0.311363787692156, 3.4749215778709206, 15.963714634436924]
15220 : 2029-01-10, [0.3172410252340613, 3.514354977034581, 16.168403997731357]
15221 : 2029-01-10, [0.3242631264474325, 3.5484961640389736, 16.377240709513593]
15222 : 2029-01-10, [0.3302491437943235, 3.587733918014271, 16.58201693819141]
15223 : 2029-01-10, [0.3362803977004087, 3.62645907317506, 16.78726052912453]
15224 : 2029-01-10, [0.34345441590006, 3.659655390655344, 16.996890193444596]
15225 : 2029-01-10, [0.3496203065820819, 3.698431756966534, 17.201947936451383]
15226 : 2029-01-10, [0.35579971594424187, 3.736759063157981, 17.407441220897777]
15227 : 2029-01-10, [0.36315641766069845, 3.769318459688012, 17.61752512265129]
15228 : 2029-01-10, [0.36943868906572186, 3.8073502331247093, 17.82321107780957]
15229 : 2029-01-10, [0.37689375570686134, 3.8391665469209584, 18.03393969737218]
15230 : 2029-01-10, [0.38330668485853936, 3.8771766151157676, 18.239516700025693]
15231 : 2029-01-10, [0.3908958903435157, 3.9081362864201825, 18.4509678232363]
15232 : 2029-01-10, [0.39855406147507666, 3.9387989144287303, 18.66264702409619]
15233 : 2029-01-10, [0.40510124433036476, 3.97601462458643, 18.868884131083206]
15234 : 2029-01-10, [0.4128794904968848, 4.006098129062789, 19.081022380440324]
15235 : 2029-01-10, [0.4207886223386434, 4.037927835212902, 19.291283542448454]
15236 : 2029-01-10, [0.42871768431803386, 4.067504869211834, 19.50377744647013]
15237 : 2029-01-10, [0.4354042937484388, 4.101201135334833, 19.71339457091673]
15238 : 2029-01-10, [0.4434556273215722, 4.130154988061711, 19.926389384616716]
15239 : 2029-01-10, [0.4515560002247829, 4.158062785270197, 20.14038121450502]
15240 : 2029-01-20, [0.11335907778270098, 1.8209823341062077, 8.065658588111091]
15241 : 2029-01-20, [0.1166909344718689, 1.866034170571631, 8.2672748949565]
15242 : 2029-01-20, [0.1200562935139961, 1.9110560253118174, 8.468887681174188]
15243 : 2029-01-20, [0.12405879848554197, 1.9538320526344135, 8.672109148880045]
15244 : 2029-01-20, [0.1274878656348787, 1.998837996705827, 8.873674137659295]
15245 : 2029-01-20, [0.1309287628485882, 2.0436553150403505, 9.07541592211106]
15246 : 2029-01-20, [0.13505402634749916, 2.086208831441764, 9.278737142210737]
15247 : 2029-01-20, [0.1385639402000693, 2.1311087584979242, 9.480327301302006]
15248 : 2029-01-20, [0.1420979427066481, 2.1762366784115454, 9.681665378881807]
15249 : 2029-01-20, [0.14634455658408896, 2.218354320393783, 9.885301123022128]
15250 : 2029-01-20, [0.14992807733679597, 2.2632903875406987, 10.086781535122507]
15251 : 2029-01-20, [0.15425934129765043, 2.3052458699966554, 10.290494788705693]
15252 : 2029-01-20, [0.15791540883290553, 2.35010805991462, 10.491976531252476]
15253 : 2029-01-20, [0.16158841423809267, 2.395128307064319, 10.693283278697589]
15254 : 2029-01-20, [0.16604390721556883, 2.4369353302889474, 10.897020762495483]
15255 : 2029-01-20, [0.169771230402203, 2.481606627485945, 11.098622142111852]
15256 : 2029-01-20, [0.1743036197224389, 2.5234198381360446, 11.302276542141517]
