Itinerary: ['earth', 'mars', 'earth', 'jupiter', 'pluto']
4391  : 2024-01-10, [0.6825622043509216, 0.6743496572298882, 0.4964899011424942, 10.896598237276697]
4392  : 2024-01-10, [0.6199380650249328, 0.5913328517295425, 2.1387666942560197, 9.649962388989506]
4393  : 2024-01-10, [0.6492404397179645, 0.6001726686985507, 2.1299859114287156, 9.870600980154771]
4394  : 2024-01-10, [0.7518101588228262, 0.5705149564675169, 2.2714772026467576, 9.9061976820629]
4395  : 2024-01-10, [0.7903287103806059, 0.5749391366596626, 2.2480029791953475, 10.136729173764385]
4396  : 2024-01-10, [0.8306188388556258, 0.5820317476949531, 2.225773740930354, 10.361575672519065]
4397  : 2024-01-10, [0.8738548408079142, 0.5857061834246523, 2.1887397855865975, 10.601699190180835]
4398  : 2024-01-10, [0.9185190116768368, 0.5917582421299187, 2.1517178632083076, 10.838004882984936]
4399  : 2024-01-10, [0.09679760460831564, 0.5829958382600713, 2.0491743380001135, 12.021032219131499]
4400  : 2024-01-10, [0.4603582562534279, 0.8007112543744956, 1.4803878246161437, 12.258542664755932]
4401  : 2024-01-10, [0.4752030755309955, 0.8075278540936396, 1.4538229880239122, 12.513446082351454]
4402  : 2024-01-10, [0.6590369065380449, 0.4584329023628282, 2.2343550818524704, 12.148175109246658]
4403  : 2024-01-10, [0.678167751680848, 0.46351717585217644, 2.225847839510557, 12.382467232956419]
4404  : 2024-01-10, [0.7039603496621357, 0.46488079502890883, 2.2018093899035427, 12.629349465405413]
4405  : 2024-01-10, [0.7305743800824942, 0.46840456227070565, 2.1726165840100635, 12.878404473636738]
4406  : 2024-01-10, [0.7552449882781757, 0.4696120803735789, 2.141555736223955, 13.13358719512429]
4407  : 2024-01-10, [1.053943513827906, 0.9464035165465973, 0.6453966075702283, 14.104256362055267]
4408  : 2024-01-10, [0.9363181569573594, 0.826312742229704, 2.9552189340928705, 12.282150166720065]
4409  : 2024-01-10, [0.9644055719950362, 0.838799500008521, 2.962566840857311, 12.484228087139133]
4410  : 2024-01-10, [0.14228400700943747, 0.49186581763377646, 2.2242671231815283, 14.641583052175257]
4411  : 2024-01-10, [0.173659092018614, 0.5016022236452776, 2.1518940756153206, 14.922844608720789]
4412  : 2024-01-10, [0.20177740064822444, 0.4911516103169022, 2.07656397436609, 15.230507014668783]
4413  : 2024-01-10, [0.2321748392821538, 0.4770232451350328, 1.9865457233562513, 15.554256192226562]
4414  : 2024-01-10, [0.26264274675385324, 0.4682673584086099, 1.8982090622975543, 15.870880832539981]
4415  : 2024-01-10, [0.2939780529669121, 0.4467295834333428, 1.78806188326797, 16.221230480331773]
4416  : 2024-01-10, [0.6955245946460968, 0.31398477160232363, 3.462756035919789, 14.527734597831792]
4417  : 2024-01-10, [0.7162616471417372, 0.31709027050057303, 3.428341475271329, 14.788306607086358]
4418  : 2024-01-10, [0.7238934121017988, 0.5508343042324485, 3.4917746930808753, 14.733497590584879]
4419  : 2024-01-10, [0.7488604116246376, 0.5683574509170957, 3.477012323062485, 14.95576981439578]
4420  : 2024-01-10, [0.7338497398104438, 0.5615695277709692, 3.2785748785752777, 15.42600585384331]
4421  : 2024-01-10, [0.7612786783428034, 0.5925274139657197, 3.270500087962207, 15.625693819729271]
4422  : 2024-01-10, [1.4109208744507207, 1.1495549828698113, 1.111832554490457, 16.827691588189012]
4423  : 2024-01-10, [1.449937506443688, 1.1688878535118248, 1.066925406489315, 17.064249233555174]
4424  : 2024-01-10, [1.434479518315404, 0.7076025812698353, 3.415488496318389, 15.442429404096373]
4425  : 2024-01-10, [1.4014211803665246, 0.709920880151328, 3.3891368124414205, 15.749521127040726]
4426  : 2024-01-10, [1.4699272897320974, 0.6597504707960049, 3.2502741904323402, 16.120048049039557]
4427  : 2024-01-10, [1.5364909351249438, 0.6015511038861653, 3.104226119910773, 16.50773184107812]
4428  : 2024-01-10, [1.599855209273884, 0.5430558357091924, 2.9373029543850664, 16.91978600063186]
4429  : 2024-01-10, [1.6703148067245854, 0.46972045051365313, 2.7499329470235465, 17.360031795738212]
4430  : 2024-01-10, [1.608832888956398, 0.7033112191308175, 3.2086175923838973, 16.979238299528888]
4431  : 2024-01-10, [1.634849590527103, 0.6833724536198, 3.3249428847607896, 17.106835071092306]
4432  : 2024-01-10, [1.7076166511881867, 0.6267564084078173, 3.104441947405128, 17.561184992998868]
4433  : 2024-01-10, [0.16966933383581953, 0.6122499595207047, 3.094713747802223, 19.373366958841252]
4434  : 2024-01-10, [1.7640532136036127, 0.5643119412901934, 3.1927957605377992, 17.978839084568396]
4435  : 2024-01-10, [0.14918948210270178, 0.5744904949255424, 3.2394651317883483, 19.78685489118341]
4436  : 2024-01-10, [0.7073309859333946, 1.5677090475958262, 4.130534012910466, 17.59442595356031]
4437  : 2024-01-10, [0.7519772930776586, 1.5395585877550502, 3.9393233475273393, 18.019140771639954]
4438  : 2024-01-10, [0.7800332746895053, 0.14110652414314842, 2.2140200727710817, 21.364840128396263]
4439  : 2024-01-10, [0.7984475022520974, 0.18332978722045304, 2.1274661496817213, 21.64075656084573]
4440  : 2024-01-20, [0.39918294561442114, 0.11445538283315136, 0.9041745049540311, 8.582187166598397]
4441  : 2024-01-20, [0.41616883542775585, 0.11461529538149842, 0.9068530779072621, 8.812362791283483]
4442  : 2024-01-20, [0.43482038991528904, 0.11417965100960897, 0.9041096668839274, 9.046890292191174]
4443  : 2024-01-20, [0.45394321821872496, 0.11356190216999065, 0.8999113526564819, 9.282583526954804]
4444  : 2024-01-20, [0.47380489050247504, 0.11280902367813068, 0.8947709726952835, 9.518615113124111]
4445  : 2024-01-20, [0.4953176804473756, 0.1129745610013387, 0.8830735641476612, 9.758634194403625]
4446  : 2024-01-20, [0.5175488562544233, 0.10947480784846793, 0.8690015841724795, 10.003974751724629]
4447  : 2024-01-20, [0.5403450160017295, 0.10917736953768567, 0.8536342877722095, 10.246843326688374]
4448  : 2024-01-20, [0.5651939297108666, 0.10619139768719436, 0.8356635902589881, 10.49295108234295]
4449  : 2024-01-20, [0.6156625269320002, 0.6518689761406077, 0.542843030096359, 10.439625466831032]
4450  : 2024-01-20, [0.6445826348087055, 0.6623122355561423, 0.5032526294986244, 10.689852500136528]
4451  : 2024-01-20, [0.674019216560692, 0.6723954677342259, 0.46105203432818975, 10.942533281376893]
4452  : 2024-01-20, [0.6119264925285164, 0.5910546126184223, 2.111275869037048, 9.685743025816013]
4453  : 2024-01-20, [0.7058020945371033, 0.563279844216284, 2.2574320450435357, 9.723486016203076]
4454  : 2024-01-20, [0.7410859328202188, 0.5683864908996467, 2.246304716676675, 9.944222859603459]
4455  : 2024-01-20, [0.7806004508815855, 0.573962880485652, 2.2214631071258752, 10.173973561506887]
4456  : 2024-01-20, [0.8189657261111737, 0.5793218303367405, 2.198808898610104, 10.402903544941982]
4457  : 2024-01-20, [0.8610992656113112, 0.586936194325265, 2.1650679779032433, 10.636896562160182]
4458  : 2024-01-20, [0.9697674987254518, 0.551468255946675, 1.9544576720558418, 11.024306573272032]
4459  : 2024-01-20, [1.0174450070197316, 0.5472436308365156, 1.8977888364655624, 11.287522525678192]
4460  : 2024-01-20, [0.10052924703498346, 0.5879062778468617, 1.9657967207569333, 12.345767754361223]
4461  : 2024-01-20, [0.12717362890919037, 0.5864274110384461, 1.8977917363744534, 12.638607223677909]
4462  : 2024-01-20, [0.4690925771360072, 0.8178089049473506, 1.4231473886005275, 12.789951129316114]
4463  : 2024-01-20, [0.6605604929273212, 0.4624598237180084, 2.2144606337878754, 12.412519049566797]
4464  : 2024-01-20, [0.6814081869796909, 0.46876678875819305, 2.204112796221416, 12.645712228040699]
4465  : 2024-01-20, [0.7081367556326227, 0.4680098459290161, 2.169786498171744, 12.904066900266617]
4466  : 2024-01-20, [0.7325140600713068, 0.47164760707359127, 2.1414461525273016, 13.1543921803278]
4467  : 2024-01-20, [0.7583111654972615, 0.47393517546786956, 2.111292693968352, 13.40646096506652]
4468  : 2024-01-20, [0.7858725030359751, 0.47436282982603556, 2.0734132305313224, 13.666351436606668]
4469  : 2024-01-20, [0.9366446842320141, 0.8469079866950736, 2.980232501868481, 12.486214827204428]
4470  : 2024-01-20, [0.9169926400385721, 0.8224121504452662, 2.8446053579916204, 12.915989851524543]
4471  : 2024-01-20, [0.13084407738347636, 0.4852413154035772, 2.1648207154571693, 14.969093891755776]
4472  : 2024-01-20, [0.15984448936610424, 0.4991849066886002, 2.108094264213996, 15.232876339731298]
4473  : 2024-01-20, [0.19102752341884582, 0.48681046317169935, 2.0045623292762755, 15.567599684133182]
4474  : 2024-01-20, [0.21898693022263233, 0.4764943156644323, 1.9364702650231622, 15.868048489089775]
4475  : 2024-01-20, [0.24771050181259055, 0.4573648685629711, 1.8272566919361592, 16.21766793768828]
4476  : 2024-01-20, [0.6598752480075996, 0.3196132205380799, 3.500812539854918, 14.519698991599405]
4477  : 2024-01-20, [0.6744773045324133, 0.3268307455322186, 3.4800734642462814, 14.768618485689089]
4478  : 2024-01-20, [0.6934343535341534, 0.33155156087743315, 3.4464924556881735, 15.02852162990024]
4479  : 2024-01-20, [0.6060037159870012, 1.1304384432503682, 2.1642351661366823, 15.84932267462595]
4480  : 2024-01-20, [0.6574748259415912, 0.09390506643138749, 2.2898684733902828, 16.958751634236737]
4481  : 2024-01-20, [1.3099379404501383, 1.151328416467681, 1.2578687180920867, 16.530864924990095]
4482  : 2024-01-20, [1.352492320327573, 1.1708660710943932, 1.205788310712435, 16.7708532978656]
4483  : 2024-01-20, [1.293615692801301, 0.7886405331836545, 3.682127930521875, 14.985615843493171]
4484  : 2024-01-20, [1.355495402182922, 0.7482734835285584, 3.5653472494095504, 15.330883864878968]
4485  : 2024-01-20, [1.3212954544730455, 0.747525307505752, 3.541212764925631, 15.639966473095571]
4486  : 2024-01-20, [1.390959423110003, 0.7031045633898706, 3.4241894969015974, 15.98174651659853]
4487  : 2024-01-20, [1.4543447463123833, 0.6502951833639474, 3.2825750912628613, 16.36278497906081]
4488  : 2024-01-20, [1.5191130796260868, 0.5977166465722583, 3.1363805965284683, 16.746789677273185]
4489  : 2024-01-20, [1.583925549092377, 0.5396882517126868, 2.9723693809231246, 17.15401681827181]
4490  : 2024-01-20, [1.5747121717492127, 0.7443468138034353, 3.6178702441005113, 16.563070770346844]
4491  : 2024-01-20, [1.4406428737288248, 1.021768064672756, 4.083217540039922, 16.2043715215585]
4492  : 2024-01-20, [1.4812637235401702, 1.0438452628224033, 4.027975587032113, 16.446915426605315]
4493  : 2024-01-20, [1.5524706145828056, 0.12140571333320674, 0.9742847920658934, 20.601838880018093]
4494  : 2024-01-20, [0.11394016750214964, 1.3235870346857996, 3.7542742065568615, 18.308198591255188]
4495  : 2024-01-20, [1.8367290181535405, 0.34799838118110576, 2.718837576868314, 18.84643502379704]
4496  : 2024-01-20, [1.8997754898812227, 0.2976678288297213, 2.507546382705551, 19.295010298583506]
4497  : 2024-01-20, [1.108025230287411, 1.4083075439735493, 4.05110130827864, 17.682565917460398]
4498  : 2024-01-20, [1.1521915290297777, 1.3560066386522798, 3.796373356743685, 18.195428475574257]
4499  : 2024-01-20, [0.7204391365683158, 0.11993319034146385, 2.4078158760908233, 21.501811796999394]
4500  : 2024-02-01, [0.3927360998241629, 0.11329419800589717, 0.8719857823550407, 8.621983919814898]
4501  : 2024-02-01, [0.40978486057625313, 0.11190872006079007, 0.8734469574938558, 8.854859461869102]
4502  : 2024-02-01, [0.42727489514219696, 0.111874257118757, 0.8701617008141408, 9.090689146924905]
4503  : 2024-02-01, [0.44627347989327076, 0.11114221432211838, 0.8689597783459766, 9.323624527438634]
4504  : 2024-02-01, [0.4660647286434461, 0.11025966267728844, 0.8581323868192059, 9.56554322186006]
4505  : 2024-02-01, [0.4873589924754756, 0.11024424165919762, 0.8489878318291942, 9.803408934036133]
4506  : 2024-02-01, [0.5095224071010828, 0.10832325097057739, 0.8343888016609723, 10.047765540267367]
4507  : 2024-02-01, [0.5322223260165343, 0.10606208382369421, 0.8175601505714312, 10.294155439588339]
4508  : 2024-02-01, [0.5567339891994555, 0.1027576252247721, 0.7977438162071161, 10.542764569368657]
4509  : 2024-02-01, [0.605242255986961, 0.6520685325225568, 0.49826253299377055, 10.494426678496712]
4510  : 2024-02-01, [0.633681278748523, 0.6622199656876533, 0.46299990102937805, 10.741098854534446]
4511  : 2024-02-01, [0.5728379204660725, 0.5809427924799819, 2.0925604213312394, 9.503658865722706]
4512  : 2024-02-01, [0.6603916988931005, 0.5549646559360808, 2.2291701603559813, 9.555473484814838]
4513  : 2024-02-01, [0.6944879852394099, 0.5624933254081945, 2.2210104774155033, 9.772008211936893]
4514  : 2024-02-01, [0.7297362633435268, 0.5676796820706793, 2.2058557276916027, 9.996728326894193]
4515  : 2024-02-01, [0.766970640212434, 0.5735156279056567, 2.1855373064386256, 10.223976425443285]
4516  : 2024-02-01, [0.804079030953004, 0.5803583084490679, 2.1642948769265478, 10.451267783671382]
4517  : 2024-02-01, [0.9040690150116102, 0.5491191209745059, 1.9822926038638886, 10.814519260149996]
4518  : 2024-02-01, [0.9480217875858855, 0.5522059785571365, 1.9333623262310276, 11.06640990762595]
4519  : 2024-02-01, [0.9960502831496034, 0.5468451039478419, 1.8767122914986614, 11.330392321403892]
4520  : 2024-02-01, [1.0414534750277011, 0.5465533616067917, 1.8136065511373685, 11.598386612228138]
4521  : 2024-02-01, [0.09891071126880215, 0.5863239203938808, 1.876196609580182, 12.688568758757135]
4522  : 2024-02-01, [0.1249008553879856, 0.5824449010584092, 1.8087356213029793, 12.983918622250625]
4523  : 2024-02-01, [0.456012688196442, 0.8308364875770706, 1.3974923487195459, 13.065658475506941]
4524  : 2024-02-01, [0.4701754164906022, 0.8404920479030282, 1.3748674479367458, 13.314465087669625]
4525  : 2024-02-01, [0.6796381788123745, 0.46862799454764853, 2.1726523578074737, 12.929081468832502]
4526  : 2024-02-01, [0.7006840754259244, 0.4746144944574991, 2.1502943165994566, 13.17440711351712]
4527  : 2024-02-01, [0.7286971735079616, 0.47685488624977534, 2.1121487831891077, 13.432299157053157]
4528  : 2024-02-01, [0.753456411651597, 0.47775010665195955, 2.0795093259395436, 13.689284155756901]
4529  : 2024-02-01, [0.7796424057862219, 0.47962822378206516, 2.0382281054107256, 13.952501265020988]
4530  : 2024-02-01, [0.8077624349156115, 0.4828230375005764, 1.9951212655655295, 14.214293262018282]
4531  : 2024-02-01, [0.8896091201346654, 0.8902857025206798, 2.8095797281478396, 13.160525449196815]
4532  : 2024-02-01, [0.9133474327104615, 0.9060780836093234, 2.8115152547745783, 13.36905922890564]
4533  : 2024-02-01, [0.13893557725391256, 0.49661790933405264, 2.05168861239457, 15.562757901017465]
4534  : 2024-02-01, [0.1638515123833004, 0.4886136912415683, 1.9828216349196963, 15.864713161455436]
4535  : 2024-02-01, [0.1914491290362142, 0.47781804300160075, 1.8955799151948274, 16.185152912767357]
4536  : 2024-02-01, [0.6272013187568122, 0.32170574500057186, 3.419643160213656, 14.63144977602896]
4537  : 2024-02-01, [0.6257132092983514, 0.331166792100726, 3.528280333008254, 14.764839665592671]
4538  : 2024-02-01, [0.6410976907380356, 0.3428339398214019, 3.5120047614585177, 15.004063607982046]
4539  : 2024-02-01, [0.656939593172282, 0.3495050898097991, 3.4843417767613576, 15.259213540256564]
4540  : 2024-02-01, [0.6248801614234588, 1.0983091752877874, 1.940924023587848, 16.335886639700906]
4541  : 2024-02-01, [0.6219926363688554, 1.1124171756887664, 2.005027201786351, 16.510562986156028]
4542  : 2024-02-01, [0.6829613937803142, 0.848668723193501, 1.3935364127609822, 17.574833470265204]
4543  : 2024-02-01, [0.8544490425916151, 0.8620110207412343, 0.7152457483736846, 18.318294188293464]
4544  : 2024-02-01, [1.2672364042796855, 0.7964924098520895, 3.7432628801048025, 15.193008305763422]
4545  : 2024-02-01, [1.3181344170640428, 0.76134271367887, 3.6795994268839394, 15.490923442373148]
4546  : 2024-02-01, [1.2886728169354527, 0.7612194597192439, 3.6289626181061103, 15.821145105239193]
4547  : 2024-02-01, [1.353467304698912, 0.7120152166219335, 3.5176587960252568, 16.166858682653903]
4548  : 2024-02-01, [1.4115626442742983, 0.6724825784664784, 3.4132300480441473, 16.50272472921508]
4549  : 2024-02-01, [1.4837728369563445, 0.5999299139282042, 3.217622566627708, 16.94867468248774]
4550  : 2024-02-01, [1.533805226220157, 0.6238729485526124, 3.213378638169359, 17.12894318705787]
4551  : 2024-02-01, [1.6148436311061374, 0.528131168965422, 2.919583444677647, 17.6874417552508]
4552  : 2024-02-01, [1.359705342310982, 0.32990496948219217, 1.5593710846543702, 19.751018603552456]
4553  : 2024-02-01, [1.414231478812273, 0.27373814927685364, 1.3836218802167342, 20.178408491694142]
4554  : 2024-02-01, [1.4713816520812624, 0.2228016170654993, 1.1904808910236229, 20.615335839829616]
4555  : 2024-02-01, [1.6759338114172502, 0.5485503033550038, 3.276248465418811, 18.249267419808934]
4556  : 2024-02-01, [0.37134372301666696, 1.1581184354940464, 3.286696533525609, 19.183841307963675]
4557  : 2024-02-01, [0.40337983616861794, 1.0382080524374646, 3.0155047463421596, 19.792907365051757]
4558  : 2024-02-01, [0.5718764743184203, 0.6850285126252255, 1.882472430878167, 21.360622582178188]
4559  : 2024-02-01, [0.6525398882964395, 0.398375154419975, 1.7081715965133266, 21.990913360770257]
4560  : 2024-02-10, [0.387483517069625, 0.11041005255738426, 0.8503698991633746, 8.651736531209616]
4561  : 2024-02-10, [0.4044171801364116, 0.11045417623846998, 0.8510243535358517, 8.884104290089267]
4562  : 2024-02-10, [0.42170868771074793, 0.11031936083181482, 0.845923515737744, 9.122048435719694]
4563  : 2024-02-10, [0.4408340458550012, 0.10954285417472838, 0.8401690580389252, 9.359454041931345]
4564  : 2024-02-10, [0.46032581448137444, 0.10849801520041497, 0.8366061569620835, 9.594570013356128]
4565  : 2024-02-10, [0.4818263656416054, 0.10669725341718266, 0.822898660667757, 9.838577720273454]
4566  : 2024-02-10, [0.5038284377673403, 0.10455662081679094, 0.807377581566055, 10.084237359849814]
4567  : 2024-02-10, [0.5264392755871449, 0.1020598373428011, 0.7897432209444929, 10.33175766612556]
4568  : 2024-02-10, [0.5496801288629688, 0.09918846510271716, 0.7699957753979746, 10.581135630636341]
4569  : 2024-02-10, [0.5988352472918782, 0.6520962838608156, 0.464336155925355, 10.534732312921951]
4570  : 2024-02-10, [0.5406533283233758, 0.5728302699096931, 2.0694444354233514, 9.31707196634358]
4571  : 2024-02-10, [0.6224202904023984, 0.5483458783570225, 2.2067103080915165, 9.372523523149063]
4572  : 2024-02-10, [0.6537513644670013, 0.5544721950756833, 2.2044269941366705, 9.587349446320646]
4573  : 2024-02-10, [0.68590425941436, 0.5623713929044817, 2.1955945615541617, 9.806129786126998]
4574  : 2024-02-10, [0.7208420089722685, 0.5674086076623712, 2.1794677749277582, 10.0322816084376]
4575  : 2024-02-10, [0.7573278914015641, 0.5727303292900776, 2.1626622600596845, 10.257279519248675]
4576  : 2024-02-10, [0.7940167515700806, 0.5793258167250837, 2.1415866799419025, 10.485070751762933]
4577  : 2024-02-10, [0.8890731424394228, 0.5486148897103778, 1.9630528299137568, 10.849259137936444]
4578  : 2024-02-10, [0.9329080200739402, 0.5495820836145934, 1.9152233478467207, 11.102286548464745]
4579  : 2024-02-10, [0.9780722843496713, 0.5488847464186134, 1.8622706257171753, 11.360772343514538]
4580  : 2024-02-10, [1.022630297843218, 0.5483812288340976, 1.8033958967378314, 11.625592576584852]
4581  : 2024-02-10, [1.0673437427181152, 0.5487089168621044, 1.7465577811394497, 11.887389559280333]
4582  : 2024-02-10, [0.10087744709488043, 0.583131537091572, 1.8015314077774167, 13.014459608036132]
4583  : 2024-02-10, [0.1251441421247879, 0.587113173366277, 1.739990379505113, 13.29775230500382]
4584  : 2024-02-10, [0.4474743849832287, 0.8437751398814769, 1.377980739300125, 13.33076973583517]
4585  : 2024-02-10, [0.46209068133882364, 0.8539792445766863, 1.355574611456796, 13.578355462627695]
4586  : 2024-02-10, [0.6802708038011511, 0.4764162540789702, 2.1546201401316796, 13.188692801988202]
4587  : 2024-02-10, [0.704352273440154, 0.4776525672064448, 2.12399852334988, 13.443996636003519]
4588  : 2024-02-10, [0.7275845601314632, 0.4802930974617962, 2.0911835453739247, 13.700938797032816]
4589  : 2024-02-10, [0.7566465909596197, 0.4798996568702582, 2.0457155046705795, 13.967738247499543]
