Itinerary: ['earth', 'mars', 'earth', 'jupiter', 'pluto']
case #: launch date, tof of each leg
8640  : 2026-01-01, [0.7306299637489311, 0.6825495079064563, 0.7787599529143339, 7.808060575430278]
8641  : 2026-01-01, [0.7129119607031137, 0.3969142199253521, 1.637764976850465, 7.502408842521069]
8642  : 2026-01-01, [0.832671603111284, 0.7164226875800396, 0.6371722012243414, 8.313733508084335]
8643  : 2026-01-01, [0.4317279459931962, 0.0950577607313646, 1.7905139649277197, 8.43270032834772]
8644  : 2026-01-01, [0.4479579615294131, 0.101210759226146, 1.7928049615104629, 8.65802631773398]
8645  : 2026-01-01, [0.8130828507491272, 0.08698655371579661, 1.2852682554063106, 9.064662340128766]
8646  : 2026-01-01, [0.8520545618305961, 0.08066208627695455, 1.2651172927926595, 9.30216605909979]
8647  : 2026-01-01, [0.8938434987906992, 0.07378795558930733, 1.2428760405755246, 9.53949250504447]
8648  : 2026-01-01, [0.9336251980888255, 0.07229987403448176, 1.2227207794480788, 9.771354148428614]
8649  : 2026-01-01, [0.9057890225634602, 0.9384594178586287, 1.1120640215637725, 9.293687538014138]
8650  : 2026-01-01, [0.9451723038222485, 0.9582312486996205, 1.0831503838665268, 9.513446063611603]
8651  : 2026-01-01, [0.2500852304242837, 0.24860148175038446, 1.1943482687931186, 11.056965019032212]
8652  : 2026-01-01, [0.18986012990007584, 0.5603736125845566, 2.6333172474313344, 9.616449010084034]
8653  : 2026-01-01, [0.6278011460274007, 0.7885800245346716, 1.9234482882471218, 9.910170541190807]
8654  : 2026-01-01, [0.6548016219681834, 0.7927836394804094, 1.893966533836781, 10.158448204714627]
8655  : 2026-01-01, [0.6833776668943593, 0.7972689934541126, 1.8648095987512414, 10.404543740900285]
8656  : 2026-01-01, [0.7133408476674613, 0.7991311068218253, 1.8227539584801948, 10.664774087030517]
8657  : 2026-01-01, [1.040117478441463, 0.5341023592836834, 2.535448774553592, 10.140331387721261]
8658  : 2026-01-01, [1.083464760362651, 0.5359768725043521, 2.4961181520223894, 10.384440215110608]
8659  : 2026-01-01, [1.126631524469706, 0.5366115768982146, 2.4536045119313385, 10.633152386700742]
8660  : 2026-01-01, [0.112929773641307, 0.5744933625738419, 2.5732313963696485, 11.739345467415204]
8661  : 2026-01-01, [1.1259924562187076, 0.17672544575102098, 2.0724419571120887, 11.874840140918185]
8662  : 2026-01-01, [0.19337826596607785, 0.4888275372054069, 2.206731777964477, 12.611062418864039]
8663  : 2026-01-01, [0.2288916541584218, 0.461604191833984, 2.074593494405742, 12.984910659601853]
8664  : 2026-01-01, [0.2632148221391491, 0.4227693067778232, 1.9207322828837081, 13.393283588199319]
8665  : 2026-01-01, [0.3026059174655144, 0.3799148366656051, 1.745328873030891, 13.82215037283799]
8666  : 2026-01-01, [0.38441852794184295, 0.9952351661091091, 3.15903105688298, 11.961315249066068]
8667  : 2026-01-01, [0.4137528420894783, 1.0075603658073302, 3.1271637275503985, 12.201523064552793]
8668  : 2026-01-01, [0.4475151561191393, 1.0095541294800645, 3.060458318622975, 12.48247239577782]
8669  : 2026-01-01, [0.4914007158881491, 0.8594806031589938, 3.110076781604053, 12.789041899348804]
8670  : 2026-01-01, [0.5347493893636264, 0.8297709291274145, 2.9573428763046543, 13.178136805204305]
8671  : 2026-01-01, [0.5745277297289715, 0.8105561215469625, 2.80570177340532, 13.559214375318748]
8672  : 2026-01-01, [0.7906631295141202, 0.07602396886802958, 2.9879787087281753, 14.145334192889674]
8673  : 2026-01-01, [0.8542619794818218, 0.23161646977675887, 2.866698054122414, 14.297423496619004]
8674  : 2026-01-01, [0.8770041409246911, 0.26374113431422375, 2.8156494105161016, 14.543605314244983]
8675  : 2026-01-01, [0.8958762649583759, 0.3052432630559257, 2.7868352900728146, 14.762045181912884]
8676  : 2026-01-01, [1.0507984281580696, 1.0301482388910974, 1.7804438800747593, 15.138609452876075]
8677  : 2026-01-01, [1.8971319491968457, 1.911059077532025, 3.7523511036801134, 11.689457869591015]
8678  : 2026-01-01, [1.9130922414405767, 1.9593189866381069, 3.6555516887957746, 11.972037083125544]
8679  : 2026-01-01, [2.1031336957810596, 0.1868003677791567, 3.967506533665183, 13.492559402774601]
8680  : 2026-01-01, [2.050669668524408, 0.35094080316556875, 3.909870591437014, 13.688518936873008]
8681  : 2026-01-01, [0.17937357829771944, 0.5288523182061889, 4.2260605595771565, 15.315713543918937]
8682  : 2026-01-01, [0.22911718311083487, 0.6871910647892272, 4.14613118974769, 15.43756056235225]
8683  : 2026-01-01, [0.2631841425486166, 0.8420786198080938, 4.111283847389437, 15.53345339025385]
8684  : 2026-01-01, [0.29587743188922555, 0.9802851599817232, 4.071950748543068, 15.651886659585983]
8685  : 2026-01-01, [0.3228233888775408, 1.0842783344559839, 4.00028555274374, 15.842612723922736]
8686  : 2026-01-01, [0.36928147547657136, 0.4439573393922115, 2.0113730965356766, 18.67538808859554]
8687  : 2026-01-01, [0.39460666868016686, 0.41526283025032074, 1.8322900596984322, 19.10784044137108]
8688  : 2026-01-01, [0.7303751230537977, 0.8339698985139626, 4.2849132284186435, 16.150741750013598]
8689  : 2026-01-01, [0.7653504582454882, 0.7890392044696771, 4.107979251473396, 16.587631085811438]
8690  : 2026-01-01, [0.8061270022071192, 0.700014034282198, 3.8739026759817428, 17.119956287528943]
8691  : 2026-01-01, [1.5358483842636619, 1.9485289039839708, 6.247768511339393, 13.017854200412977]
8692  : 2026-01-01, [1.603675237867613, 1.9151155666587147, 6.087821893006752, 13.393387302466918]
8693  : 2026-01-01, [1.6867838599002534, 1.8574627406492157, 5.897379873925002, 13.808373525525527]
8694  : 2026-01-01, [0.8083520745809138, 0.788035502904797, 3.50952461488525, 18.394087807629038]
8695  : 2026-01-01, [0.8814779792440827, 0.6165006313781489, 3.1457662949737975, 19.10625509440397]
8696  : 2026-01-01, [0.7967599230707033, 1.1792577709120742, 3.6689934235907606, 18.354988882426465]
8697  : 2026-01-01, [0.8660118164485577, 1.0057698120071061, 3.266649261158754, 19.11156911038558]
8698  : 2026-01-01, [0.994885568418857, 1.3514697116788175, 2.9659226231917506, 19.187722096710573]
8699  : 2026-01-01, [1.0843564421836633, 1.2618461544399564, 2.599665250086384, 19.80413215329]
8700  : 2026-01-10, [0.7119508056170819, 0.11819242490982104, 0.9708321996316014, 8.199024569841496]
8701  : 2026-01-10, [0.7533515115138806, 0.11222946840635067, 0.9285975824919124, 8.455821437587856]
8702  : 2026-01-10, [0.7978907861109092, 0.10412398042125293, 0.8795656939608278, 8.71841953950701]
8703  : 2026-01-10, [0.8426860601163257, 0.09453862335645846, 0.8193111584179144, 8.993464158109301]
8704  : 2026-01-10, [0.3874950993167715, 0.25943270311366795, 1.896901852586497, 8.456170344983065]
8705  : 2026-01-10, [0.4447168844875282, 0.1198892034214023, 1.8058522662260659, 8.879541645865002]
8706  : 2026-01-10, [0.6473879222178162, 0.6780528699978451, 0.8039555507378983, 9.37060365704644]
8707  : 2026-01-10, [0.8752540372720915, 0.08912140986334209, 1.2406426577077938, 9.544981895156772]
8708  : 2026-01-10, [0.9145824893346902, 0.08906165288227073, 1.2159338338526855, 9.780422023930354]
8709  : 2026-01-10, [0.9528736727288903, 0.09100260517396773, 1.1992492374634485, 10.006874484633693]
8710  : 2026-01-10, [0.19743656022891812, 0.2921085145068627, 1.2980933935315764, 10.712361531732643]
8711  : 2026-01-10, [0.13923616834386005, 0.5845463909075186, 2.6440570952140696, 9.382160345534551]
8712  : 2026-01-10, [0.17025094666952348, 0.5708114782710746, 2.5954107137788434, 9.663526861280559]
8713  : 2026-01-10, [0.20040070404176896, 0.5637778408310837, 2.5456731485043353, 9.940148306622813]
8714  : 2026-01-10, [0.6242024165081128, 0.8079029078291946, 1.8901557611453286, 10.177738914517363]
8715  : 2026-01-10, [0.6507569083242813, 0.8115298720841265, 1.853682975791966, 10.434030243799626]
8716  : 2026-01-10, [0.6772907122327858, 0.8169968680717674, 1.8175069944962658, 10.688205425199182]
8717  : 2026-01-10, [1.0122525738956116, 0.09182164307099486, 1.8646906898155742, 11.28123509321782]
8718  : 2026-01-10, [1.0476191355866504, 0.09931903019854392, 1.8542607756757044, 11.498801058539101]
8719  : 2026-01-10, [1.0808487653403125, 0.11752418063763069, 1.8456077966869653, 11.70601925733509]
8720  : 2026-01-10, [1.118064619850261, 0.12663399629950794, 1.8122051945715825, 11.94309618927865]
8721  : 2026-01-10, [1.1510034064057593, 0.18168171327582347, 1.8779707642967955, 12.03934411602162]
8722  : 2026-01-10, [1.194324998628181, 0.1737211201435378, 1.8059825764960826, 12.325971304732198]
8723  : 2026-01-10, [0.19013934739542793, 0.5375833561175135, 2.188895120995253, 12.833382175491806]
8724  : 2026-01-10, [0.21902182417577043, 0.5219496872953455, 2.0798497147805097, 13.179178773748374]
8725  : 2026-01-10, [0.24763016719260061, 0.4901349355318894, 1.962091792629062, 13.55014310464645]
8726  : 2026-01-10, [0.2806515295882994, 0.4658863292757103, 1.8342136674915315, 13.919248473644458]
8727  : 2026-01-10, [0.20976259798354735, 0.9145067320071438, 4.022314334747511, 11.603416335261798]
8728  : 2026-01-10, [0.4828763245175603, 0.8792375709993909, 2.732727955827119, 12.90515814865593]
8729  : 2026-01-10, [0.6875415274909219, 0.2906674313644527, 3.066005359790349, 13.205785681354275]
8730  : 2026-01-10, [1.3655623387765086, 0.3638747323490391, 5.01249798188709, 10.758064946987362]
8731  : 2026-01-10, [1.4287718962500977, 0.40951506084015304, 4.905397017502947, 11.006316025406802]
8732  : 2026-01-10, [1.4725432351896486, 0.47998280825304473, 4.788932823317264, 11.258541133240044]
8733  : 2026-01-10, [1.5034773322703703, 0.5674051343601335, 4.660693969711927, 11.518423563657567]
8734  : 2026-01-10, [1.498519164832734, 0.7102924872119034, 4.595313875060832, 11.69587447289453]
8735  : 2026-01-10, [1.4836334955169546, 0.8445596911868438, 4.528735737154756, 11.893071076141444]
8736  : 2026-01-10, [1.7766266937447175, 1.2257508973213755, 1.1899114355303604, 14.807710973403545]
8737  : 2026-01-10, [1.7119956014140378, 1.3782314817820738, 1.4082721657255348, 14.751500751078353]
8738  : 2026-01-10, [1.9550398043659183, 1.5493239716317477, 2.024265618458888, 13.971370605543447]
8739  : 2026-01-10, [1.9005675052239484, 1.5846939070891335, 1.927054212205477, 14.337684375481441]
8740  : 2026-01-10, [0.1717348082589392, 1.783700198464805, 2.0762092289365164, 15.96835576433974]
8741  : 2026-01-10, [0.45095352041514314, 0.4836424470007661, 2.382001103444844, 16.93340292913925]
8742  : 2026-01-10, [0.49775960533674135, 0.5713635640725442, 2.220348184064318, 17.210528646526395]
8743  : 2026-01-10, [0.4270931770874752, 0.2334659794085641, 1.7794738606291594, 18.309966982874798]
8744  : 2026-01-10, [0.46696911502637295, 0.16485544214862072, 1.4782562409868532, 18.889919201838154]
8745  : 2026-01-10, [0.46367758809816567, 1.7955034151533973, 1.0945859811254162, 17.89623301562302]
8746  : 2026-01-10, [0.3615961310654117, 0.803605873880493, 0.7781337590372311, 19.55666423601686]
8747  : 2026-01-10, [0.3650529387203219, 0.7862372709434, 0.7013678284536492, 19.89734196188263]
8748  : 2026-01-10, [1.0732549407904317, 1.3116027960539627, 4.813546483383426, 14.80159577977218]
8749  : 2026-01-10, [0.19043596123665135, 1.5622752418765369, 1.1355056057054764, 19.361783191181335]
