Itinerary: ['earth', 'JUPITER_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
12994 : 2028-01-01, [0.9825580891645511, 3.5813414177037046, 13.936100493131743]
12995 : 2028-01-01, [0.9983794003077073, 3.636015248019898, 14.115605351672395]
12996 : 2028-01-01, [1.0142908282799632, 3.6909941168006175, 14.29471505491942]
12997 : 2028-01-01, [1.0298257034565446, 3.7467033390804865, 14.473470957462968]
12998 : 2028-01-01, [1.0458516073975155, 3.8020832895549708, 14.652065103047514]
12999 : 2028-01-01, [1.0619616106891974, 3.858259280570781, 14.829779108740023]
13000 : 2028-01-01, [1.0782208741094463, 3.9144636744051615, 15.007315451485391]
13001 : 2028-01-01, [1.094449667007884, 3.9710679827175337, 15.184482350274584]
13002 : 2028-01-01, [1.1108436747809856, 4.028277293364919, 15.360879031854093]
13003 : 2028-01-01, [1.1272876752099166, 4.085675331400681, 15.537036993389401]
13004 : 2028-01-01, [1.1438236578023244, 4.143416604760412, 15.712759737437265]
13005 : 2028-01-01, [1.1605090578193495, 4.20171126414243, 15.88777967803822]
13006 : 2028-01-01, [1.177210048823234, 4.260076689099455, 16.062713262077313]
13007 : 2028-01-01, [1.1940087197348084, 4.3193873064006345, 16.236603973864558]
13008 : 2028-01-01, [1.2109012349863733, 4.379073354395726, 16.410025410617898]
13009 : 2028-01-01, [1.228383886742451, 4.437942429373147, 16.583673683884403]
13010 : 2028-01-01, [1.2454252567874355, 4.498211036332476, 16.756363706880087]
13011 : 2028-01-01, [1.262561251972422, 4.558862508818328, 16.92857623920925]
13012 : 2028-01-01, [1.2803209225200336, 4.6199656335497306, 17.099713443930238]
13013 : 2028-01-01, [1.2976697714494612, 4.68145865164088, 17.270871576909663]
13014 : 2028-01-01, [1.3150797122922173, 4.743856977589329, 17.44106331011845]
13015 : 2028-01-01, [1.3331367207415912, 4.805478088213579, 17.611385191044832]
13016 : 2028-01-01, [1.3513205375183295, 4.868872944282299, 17.779806518199372]
13017 : 2028-01-01, [1.36899583392263, 4.931720884172484, 17.949283281904883]
13018 : 2028-01-01, [1.3873147473756697, 4.99569292122345, 18.11699233140088]
13019 : 2028-01-01, [1.40522239118056, 5.060164831968205, 18.284612776851233]
13020 : 2028-01-10, [0.4668366579107548, 1.859631237342807, 7.673532104746438]
13021 : 2028-01-10, [0.4792588542191312, 1.9081355441573038, 7.862605601623564]
13022 : 2028-01-10, [0.4919741083735811, 1.95646029796617, 8.05156559366025]
13023 : 2028-01-10, [0.5047495864001539, 2.0046955274483933, 8.240554886151452]
13024 : 2028-01-10, [0.5173274176760871, 2.053678642777095, 8.428993939546817]
13025 : 2028-01-10, [0.5301835450405569, 2.1023415007629436, 8.6174749541965]
13026 : 2028-01-10, [0.5431226354839809, 2.1512558843468215, 8.805621480169199]
13027 : 2028-01-10, [0.5558392173747352, 2.2006713389711825, 8.993489443654083]
13028 : 2028-01-10, [0.5688369520315546, 2.2496974573293156, 9.18146559063913]
13029 : 2028-01-10, [0.5819325836466718, 2.299039362644153, 9.369028053709174]
13030 : 2028-01-10, [0.5950665424527852, 2.3484631826361118, 9.556470274911103]
13031 : 2028-01-10, [0.6079563102287102, 2.39842252489665, 9.74362116487464]
13032 : 2028-01-10, [0.6211985030128949, 2.448168158047561, 9.930633338939543]
13033 : 2028-01-10, [0.6344917917411163, 2.4980513503000092, 10.117456857958874]
13034 : 2028-01-10, [0.647820759481076, 2.5483319377580864, 10.303847302760838]
13035 : 2028-01-10, [0.6612156683143956, 2.5985002438218148, 10.49028408786379]
13036 : 2028-01-10, [0.6747052901588612, 2.648982887517972, 10.676311822323168]
13037 : 2028-01-10, [0.6881874313389085, 2.699720086425691, 10.8620924822354]
13038 : 2028-01-10, [0.7017654388716389, 2.750793912096725, 11.047440649031635]
13039 : 2028-01-10, [0.7150152979317195, 2.8019688671779597, 11.23301583489032]
13040 : 2028-01-10, [0.7287083330264725, 2.853440676131241, 11.417850990842284]
13041 : 2028-01-10, [0.7424547948927634, 2.9050881121120624, 11.602457092995175]
13042 : 2028-01-10, [0.7566069356891797, 2.956434190886582, 11.786958873424238]
13043 : 2028-01-10, [0.7704849535306182, 3.0081249411041275, 11.971390105365254]
13044 : 2028-01-10, [0.7843798073369739, 3.0606193216633297, 12.155000870999697]
13045 : 2028-01-10, [0.798347496954264, 3.1129894042359063, 12.338663098809828]
13046 : 2028-01-10, [0.8123693536900367, 3.1655469301705677, 12.522083716139397]
13047 : 2028-01-10, [0.8265008769337902, 3.2185100568128004, 12.70498906625341]
13048 : 2028-01-10, [0.8406855744783521, 3.27208064238424, 12.88723378313741]
13049 : 2028-01-10, [0.8552797408979423, 3.3247802288963983, 13.069940030205661]
13050 : 2028-01-10, [0.8695823581652808, 3.378773083813179, 13.25164455802154]
13051 : 2028-01-10, [0.8839466674560817, 3.4325643060483224, 13.433489026495598]
13052 : 2028-01-10, [0.898363818746301, 3.487000033248587, 13.614636148005111]
13053 : 2028-01-10, [0.9132652248719338, 3.54118673470316, 13.795548040424904]
13054 : 2028-01-10, [0.9278645298761728, 3.5963164699768617, 13.975819000146966]
13055 : 2028-01-10, [0.9429165954804918, 3.6510274334990345, 14.156055971020471]
13056 : 2028-01-10, [0.9576390385966483, 3.7066300553205354, 14.335730906082816]
13057 : 2028-01-10, [0.9724155833733986, 3.7629471463494233, 14.514637270277179]
13058 : 2028-01-10, [0.9877108902795093, 3.8185471560694193, 14.69374195365107]
13059 : 2028-01-10, [1.00261059422394, 3.8753735477053026, 14.872015858070757]
13060 : 2028-01-10, [1.018033380379279, 3.9319515106010376, 15.050015109019682]
13061 : 2028-01-10, [1.0335522356704103, 3.9883636578137165, 15.228084106515874]
13062 : 2028-01-10, [1.0487304109149735, 4.046319920230762, 15.404949668854263]
13063 : 2028-01-10, [1.0644283319271408, 4.1039440660542015, 15.581627602018658]
13064 : 2028-01-10, [1.0801899905687502, 4.162356899166893, 15.75745311026436]
13065 : 2028-01-10, [1.0955603568900143, 4.221143340994426, 15.93329630211556]
13066 : 2028-01-10, [1.1114566993767905, 4.280119816611468, 16.10842348401174]
13067 : 2028-01-10, [1.1275288506043826, 4.3392151321510966, 16.283256017244522]
13068 : 2028-01-10, [1.143566000452315, 4.398762309504488, 16.457671690043195]
13069 : 2028-01-10, [1.1597729834449546, 4.458984262704381, 16.631242753850664]
13070 : 2028-01-10, [1.1760511126713722, 4.519502673381986, 16.80444621394664]
13071 : 2028-01-10, [1.1924821571459856, 4.580633349002472, 16.976884493851543]
13072 : 2028-01-10, [1.2088722339704396, 4.642253435400737, 17.148874330628825]
13073 : 2028-01-10, [1.225448170348595, 4.704004397224906, 17.320547432426498]
13074 : 2028-01-10, [1.2420869806486448, 4.766665545752395, 17.49124747359896]
13075 : 2028-01-10, [1.2587984978320295, 4.829656295592095, 17.661545206575877]
13076 : 2028-01-10, [1.275581918133131, 4.892975046648513, 17.831443035218356]
13077 : 2028-01-10, [1.2924014684811782, 4.957152379085188, 18.000446152433632]
13078 : 2028-01-10, [1.3094413640161813, 5.021572977991303, 18.168985657992515]
13079 : 2028-01-10, [1.3270573816045304, 5.0861804160435415, 18.33676220235193]
13080 : 2028-01-20, [0.43639583984306807, 1.866099138438133, 7.697505021718801]
13081 : 2028-01-20, [0.448083970610056, 1.9145804972507976, 7.887335532139147]
13082 : 2028-01-20, [0.45978980679665127, 1.963324620824728, 8.076885572378622]
13083 : 2028-01-20, [0.47180514755454334, 2.011925571648596, 8.26626928079686]
13084 : 2028-01-20, [0.4836020212351194, 2.0609517315492245, 8.455446247215656]
13085 : 2028-01-20, [0.49546808119648034, 2.1102374349813267, 8.644294483822193]
13086 : 2028-01-20, [0.5076202537633859, 2.1591931164975557, 8.833186629739057]
13087 : 2028-01-20, [0.5195479442480357, 2.208645167320908, 9.021806888431056]
13088 : 2028-01-20, [0.5318272958063531, 2.2579888489746054, 9.210183855219043]
13089 : 2028-01-20, [0.5438261613932721, 2.307654986902787, 9.39851885170394]
13090 : 2028-01-20, [0.5558983803185975, 2.3576059811585264, 9.586495638522877]
13091 : 2028-01-20, [0.568330240446641, 2.407396873561391, 9.774272885991968]
13092 : 2028-01-20, [0.580450659973799, 2.4574743737496325, 9.96207496627657]
13093 : 2028-01-20, [0.5929646368267829, 2.5077917939897216, 10.149243569183495]
13094 : 2028-01-20, [0.6052193259607621, 2.5583734952698567, 10.336407178769381]
13095 : 2028-01-20, [0.617830266355851, 2.6089950133857065, 10.523174720258442]
13096 : 2028-01-20, [0.630493910249193, 2.659444874053816, 10.710061215696992]
13097 : 2028-01-20, [0.6429074685636389, 2.7109371491867575, 10.896155382249605]
13098 : 2028-01-20, [0.6556673728161854, 2.7620330650535707, 11.082299562130245]
13099 : 2028-01-20, [0.6681563272188006, 2.813464571211975, 11.268379101569225]
13100 : 2028-01-20, [0.681058564308196, 2.865074728453259, 11.453866707238545]
13101 : 2028-01-20, [0.6939689337915428, 2.916668748231055, 11.639362317977401]
13102 : 2028-01-20, [0.7066234928947659, 2.9691079102473314, 11.8242685968579]
13103 : 2028-01-20, [0.7196807489095695, 3.0212524957775546, 12.009066755312876]
13104 : 2028-01-20, [0.7328071532050473, 3.0736424459143703, 12.193550400880584]
13105 : 2028-01-20, [0.7459702467639948, 3.1265415797971947, 12.377488173438811]
13106 : 2028-01-20, [0.7588152479572592, 3.179753976526466, 12.561430775516273]
13107 : 2028-01-20, [0.7720846718872643, 3.2326564282987316, 12.745258899814004]
13108 : 2028-01-20, [0.7854737123842205, 3.2864436243173922, 12.928082663298389]
13109 : 2028-01-20, [0.7988506806143709, 3.3401608817123765, 13.110988437673253]
13110 : 2028-01-20, [0.812356364955151, 3.393962901812197, 13.293680733232652]
13111 : 2028-01-20, [0.8259156883489652, 3.44840207552761, 13.475682236123426]
13112 : 2028-01-20, [0.8394600049422012, 3.5027654615860406, 13.657774533471759]
13113 : 2028-01-20, [0.8531333610619042, 3.5576560343372208, 13.839210604600876]
13114 : 2028-01-20, [0.8669219284494504, 3.6130175040963985, 14.02006056745415]
13115 : 2028-01-20, [0.8807114882731586, 3.6683756980620843, 14.200912813664756]
13116 : 2028-01-20, [0.8945360470492602, 3.724358044531694, 14.381105908419046]
13117 : 2028-01-20, [0.9085193485965554, 3.7805226253454745, 14.560958026057971]
13118 : 2028-01-20, [0.9225205885649805, 3.8372604335660743, 14.740218977868945]
13119 : 2028-01-20, [0.936599306819179, 3.8943376779745806, 14.919063015206241]
13120 : 2028-01-20, [0.9512030987970979, 3.9511655793128786, 15.097631321890022]
13121 : 2028-01-20, [0.9654044326303741, 4.008764876428752, 15.275830690940875]
13122 : 2028-01-20, [0.9796645836403503, 4.066631052631005, 15.453704363728644]
13123 : 2028-01-20, [0.9940510807992778, 4.125046046742109, 15.630902872458613]
13124 : 2028-01-20, [1.0090044530218358, 4.18328367024864, 15.807711876729526]
13125 : 2028-01-20, [1.0234897418587385, 4.242695013404291, 15.983815244736968]
13126 : 2028-01-20, [1.0380541981675122, 4.3024826949161925, 16.1594631069163]
13127 : 2028-01-20, [1.053208935397626, 4.361556996761262, 16.335234067841114]
13128 : 2028-01-20, [1.067868719902635, 4.4223916344549865, 16.50973964564238]
13129 : 2028-01-20, [1.0832237391267374, 4.48289779146451, 16.683878469408754]
13130 : 2028-01-20, [1.0981111667278243, 4.544181678463076, 16.8577071548091]
13131 : 2028-01-20, [1.113603994094213, 4.6052905653454586, 17.031105440560328]
13132 : 2028-01-20, [1.1286086896745102, 4.667769659867914, 17.203621650457574]
13133 : 2028-01-20, [1.1442081053167612, 4.729997779192216, 17.375794115491026]
13134 : 2028-01-20, [1.1599786488160924, 4.792960967035635, 17.54706038414827]
13135 : 2028-01-20, [1.1752541150041858, 4.8567483216489675, 17.717997563346845]
13136 : 2028-01-20, [1.1911641456804833, 4.920375187235368, 17.888460667084146]
13137 : 2028-01-20, [1.2071135382875944, 4.984864170167621, 18.058022291544784]
13138 : 2028-01-20, [1.223250588384755, 5.0495049586284395, 18.227244452986803]
13139 : 2028-01-20, [1.2394507501450756, 5.115127283342123, 18.395421966512803]
13140 : 2028-02-01, [0.39946633082789756, 1.873809502004252, 7.726724167167852]
13141 : 2028-02-01, [0.4102413556200641, 1.9226776917443456, 7.917080952635591]
13142 : 2028-02-01, [0.42104585454020654, 1.9716243718771882, 8.107329773582606]
13143 : 2028-02-01, [0.4318977357945599, 2.020734948630044, 8.297367315575396]
13144 : 2028-02-01, [0.44278827696152356, 2.0699701231255183, 8.48724159991296]
13145 : 2028-02-01, [0.4537077324685903, 2.1192859608847963, 8.677006306646614]
13146 : 2028-02-01, [0.46467510170522225, 2.168772845001976, 8.866552053292802]
13147 : 2028-02-01, [0.4756811785631633, 2.2183893496173632, 9.055929471819475]
13148 : 2028-02-01, [0.4867260515519689, 2.2681375855645456, 9.245136362883486]
13149 : 2028-02-01, [0.49779789607602715, 2.3182506396784848, 9.433951464245489]
13150 : 2028-02-01, [0.5089523240595346, 2.3684227188753812, 9.622624957065083]
13151 : 2028-02-01, [0.5201137435676733, 2.4185832719549034, 9.811302984477424]
13152 : 2028-02-01, [0.5313472907266215, 2.4693435346732566, 9.999309174600121]
13153 : 2028-02-01, [0.5429067426376484, 2.5194242819096706, 10.18766897545268]
13154 : 2028-02-01, [0.5542138671220357, 2.570435012217551, 10.375351120660412]
13155 : 2028-02-01, [0.5655868690180615, 2.621400635890266, 10.563012495091671]
13156 : 2028-02-01, [0.576987245177271, 2.672791934888226, 10.750220819934503]
13157 : 2028-02-01, [0.5884156994454762, 2.724293790991081, 10.937290509563445]
13158 : 2028-02-01, [0.5998973827073383, 2.7760244960007014, 11.12407812129196]
13159 : 2028-02-01, [0.6117882180534967, 2.8272396395141195, 11.310972142432382]
13160 : 2028-02-01, [0.6233579413842926, 2.8793094375101798, 11.497332621105528]
13161 : 2028-02-01, [0.63495339119118, 2.931855910075114, 11.683190698733705]
13162 : 2028-02-01, [0.6470182281261126, 2.9840689854499773, 11.868912786423909]
13163 : 2028-02-01, [0.6587321533183399, 3.036749757222771, 12.054518089458888]
13164 : 2028-02-01, [0.6705185336621328, 3.089757704753209, 12.239723761584658]
13165 : 2028-02-01, [0.6827327122136299, 3.1429131468375813, 12.42435414094879]
13166 : 2028-02-01, [0.6946124300550343, 3.196318705884326, 12.609068864060639]
13167 : 2028-02-01, [0.7065330738950671, 3.2503250474906316, 12.7931418786143]
13168 : 2028-02-01, [0.7189186698449606, 3.303757378719624, 12.977323951435414]
13169 : 2028-02-01, [0.7309335270787624, 3.3581916910244822, 13.160874781896753]
13170 : 2028-02-01, [0.7434067864364154, 3.412386160605225, 13.34420705295836]
13171 : 2028-02-01, [0.7555660064738614, 3.467493696589013, 13.526940296937125]
13172 : 2028-02-01, [0.768145639995945, 3.522129944142979, 13.709724415861075]
13173 : 2028-02-01, [0.7804183824022128, 3.5777758798048276, 13.89180573779296]
13174 : 2028-02-01, [0.7931537608620837, 3.6335551818003213, 14.073291057337595]
13175 : 2028-02-01, [0.8059505636367745, 3.6891240630202837, 14.254925373342942]
13176 : 2028-02-01, [0.8183538571447649, 3.74588552683473, 14.435760616020506]
13177 : 2028-02-01, [0.8313493408659357, 3.802344600944953, 14.616306058189112]
13178 : 2028-02-01, [0.8443091370135988, 3.859115390526556, 14.796575472459844]
13179 : 2028-02-01, [0.8569211465721566, 3.9169153472043194, 14.976163506223525]
13180 : 2028-02-01, [0.870066808224419, 3.974553079580435, 15.155380112195145]
13181 : 2028-02-01, [0.8832537373228537, 4.032375705207715, 15.33437055746943]
13182 : 2028-02-01, [0.8964934481299124, 4.090971363911105, 15.512535187958985]
13183 : 2028-02-01, [0.9093304022334712, 4.149944799532483, 15.690724798234045]
13184 : 2028-02-01, [0.9227616452243965, 4.20947120546273, 15.867767149312872]
13185 : 2028-02-01, [0.9361951398686102, 4.268469736249538, 16.04533512388185]
13186 : 2028-02-01, [0.9497448913633308, 4.328572505811687, 16.221682602824984]
13187 : 2028-02-01, [0.9633362215228424, 4.388890452305754, 16.397773326171404]
13188 : 2028-02-01, [0.9769785776974527, 4.450054171361594, 16.572967250940955]
13189 : 2028-02-01, [0.9907735279229428, 4.511365964066325, 16.74786050801073]
13190 : 2028-02-01, [1.0045529460897986, 4.573241456781945, 16.922205597128258]
13191 : 2028-02-01, [1.018468742694752, 4.635176210387729, 17.096355046917516]
13192 : 2028-02-01, [1.0324366716718931, 4.698003743957913, 17.269559584370192]
13193 : 2028-02-01, [1.046464792781739, 4.7611593103080105, 17.44237589691025]
13194 : 2028-02-01, [1.061169437400344, 4.824392433474549, 17.614438129125105]
13195 : 2028-02-01, [1.0752939742314076, 4.88872028495082, 17.78598574081777]
13196 : 2028-02-01, [1.0896024024538011, 4.95330468727405, 17.95709291027215]
13197 : 2028-02-01, [1.1039428264641762, 5.018763062883152, 18.12729411065267]
13198 : 2028-02-01, [1.1189085595640313, 5.083975089284521, 18.29711635115145]
13199 : 2028-02-01, [1.1334530904532478, 5.150496378336568, 18.466050531210186]
13200 : 2028-02-10, [0.37178397637647126, 1.8797892284148099, 7.748426795208719]
13201 : 2028-02-10, [0.3818908608030625, 1.9286201575690871, 7.939488981627851]
13202 : 2028-02-10, [0.39173812053085744, 1.9778915445763934, 8.13037033489275]
13203 : 2028-02-10, [0.40189958846444307, 2.0271108831822615, 8.320989528353296]
13204 : 2028-02-10, [0.41210885131935376, 2.07649789889169, 8.511393249788956]
13205 : 2028-02-10, [0.4223382029664832, 2.1261755024952453, 8.701486294538272]
13206 : 2028-02-10, [0.4323453644468632, 2.1761471896548406, 8.891507445898297]
13207 : 2028-02-10, [0.4426377459836442, 2.2257851335470082, 9.081577120469348]
13208 : 2028-02-10, [0.4529872941004658, 2.275644441477595, 9.27136826442194]
13209 : 2028-02-10, [0.46341534421646957, 2.325833631562379, 9.460751024221151]
13210 : 2028-02-10, [0.4735397679602402, 2.3766020854659047, 9.649858146573855]
13211 : 2028-02-10, [0.48401165622458486, 2.42692894684411, 9.839059396931306]
13212 : 2028-02-10, [0.4945112630877968, 2.477642896301365, 10.027845840610837]
13213 : 2028-02-10, [0.505094588666812, 2.528418184716076, 10.216487226617112]
13214 : 2028-02-10, [0.5156842936301677, 2.579490511566941, 10.404825194802891]
13215 : 2028-02-10, [0.5260051894881085, 2.631216516825502, 10.59277829368639]
13216 : 2028-02-10, [0.5367038229650443, 2.6827888651087326, 10.780507311926224]
13217 : 2028-02-10, [0.5474096889131632, 2.734018983351236, 10.968571327735601]
13218 : 2028-02-10, [0.5581903977757742, 2.7859230842743483, 11.15588651794988]
13219 : 2028-02-10, [0.56900042404514, 2.8379407624605526, 11.343058813494308]
13220 : 2028-02-10, [0.579864030810492, 2.890194908956698, 11.52994106023281]
13221 : 2028-02-10, [0.5907551107398682, 2.942927381478019, 11.716317507782112]
13222 : 2028-02-10, [0.6017020830750581, 2.9955479851460893, 11.902749931778853]
13223 : 2028-02-10, [0.612731401532466, 3.04855285341493, 12.088715745052605]
13224 : 2028-02-10, [0.6237484195689049, 3.1018647818547227, 12.274386798576373]
13225 : 2028-02-10, [0.634877972276375, 3.155329255895602, 12.459792771828022]
13226 : 2028-02-10, [0.6460225252626515, 3.209254690046374, 12.644722784690977]
13227 : 2028-02-10, [0.6571972035391437, 3.262911595642572, 12.829891200818285]
13228 : 2028-02-10, [0.6684296566774305, 3.317260736251987, 13.014309607070583]
13229 : 2028-02-10, [0.6801294832751005, 3.3714381019841184, 13.19843241474078]
13230 : 2028-02-10, [0.6914695766400032, 3.426291178843812, 13.382239244516185]
13231 : 2028-02-10, [0.7029018101661735, 3.481605108392875, 13.565493081440952]
13232 : 2028-02-10, [0.7143326700684074, 3.536918354906519, 13.748748975025075]
13233 : 2028-02-10, [0.7258531339440544, 3.593143833175675, 13.93100303288027]
13234 : 2028-02-10, [0.7378115959909507, 3.6484450522087504, 14.113743351800299]
13235 : 2028-02-10, [0.7494300540392118, 3.7051676027446643, 14.295402343216123]
13236 : 2028-02-10, [0.761079637294213, 3.762073454508504, 14.476846908197285]
13237 : 2028-02-10, [0.7732638669919303, 3.818418101138538, 14.658318031869532]
13238 : 2028-02-10, [0.7850802701971782, 3.8761726007732777, 14.838747129029544]
13239 : 2028-02-10, [0.7969062237942237, 3.9340097050495197, 15.019084071156255]
13240 : 2028-02-10, [0.8092668045145661, 3.9922047216140943, 15.19852847387134]
13241 : 2028-02-10, [0.8212473054544566, 4.050856583617759, 15.377896110927784]
13242 : 2028-02-10, [0.8337410692181514, 4.109182706150567, 15.557076224631281]
13243 : 2028-02-10, [0.8458007467256637, 4.168818180811543, 15.735381072462793]
13244 : 2028-02-10, [0.8583995508905464, 4.228212092545445, 15.913388356564008]
13245 : 2028-02-10, [0.870559005235315, 4.288431079811709, 16.091009914952974]
13246 : 2028-02-10, [0.883345295923945, 4.348781455035269, 16.267873249040786]
13247 : 2028-02-10, [0.8956655428740664, 4.4098930586112886, 16.444441398514645]
13248 : 2028-02-10, [0.9085653464321464, 4.470843690056168, 16.620590963511685]
13249 : 2028-02-10, [0.9215000932448605, 4.5325690177910865, 16.79593088896405]
13250 : 2028-02-10, [0.9339684209101363, 4.5951715618799875, 16.970860017209876]
13251 : 2028-02-10, [0.947104400062846, 4.6573620349824045, 17.145533564954746]
13252 : 2028-02-10, [0.9602940897503787, 4.720450663527843, 17.319255246721777]
13253 : 2028-02-10, [0.9735437566424618, 4.7838665358381744, 17.492589707519365]
13254 : 2028-02-10, [0.9862803492206568, 4.848702426136128, 17.665017224643215]
13255 : 2028-02-10, [0.9996167643572783, 4.913304560989173, 17.837078674653547]
13256 : 2028-02-10, [1.0131101932917181, 4.978076762672223, 18.008813044036057]
13257 : 2028-02-10, [1.0266557096799989, 5.043811895892919, 18.17953239442708]
13258 : 2028-02-10, [1.0402619850704824, 5.109905218815771, 18.349832796113745]
13259 : 2028-02-10, [1.0539732587150974, 5.177261836822852, 18.51876490446205]
13260 : 2028-02-20, [0.34096728967657514, 1.8861556575962197, 7.772877052727205]
13261 : 2028-02-20, [0.35006068307553073, 1.9356378415060786, 7.96430147541839]
13262 : 2028-02-20, [0.3594087124197768, 1.9847819907938447, 8.155809296786378]
13263 : 2028-02-20, [0.3685555854697673, 2.0344789756845856, 8.346965438845649]
13264 : 2028-02-20, [0.37770628100191983, 2.084178316886738, 8.538115402111343]
13265 : 2028-02-20, [0.3871830837243042, 2.1338232165735396, 8.728993699702157]
13266 : 2028-02-20, [0.3963929331006495, 2.184045595753931, 8.91956147114542]
13267 : 2028-02-20, [0.4059422381405255, 2.2339521220173233, 9.110105639842152]
13268 : 2028-02-20, [0.41524845343909395, 2.2843785989667436, 9.300372947594163]
13269 : 2028-02-20, [0.42457316013423, 2.335183542889954, 9.490243296975816]
13270 : 2028-02-20, [0.4342299916473679, 2.3855033476793595, 9.680266660673272]
13271 : 2028-02-20, [0.4436166391256502, 2.4366132716110234, 9.869770089263326]
13272 : 2028-02-20, [0.45335723635014796, 2.487272468567679, 10.059370295082173]
13273 : 2028-02-20, [0.462806320326002, 2.5386961308901235, 10.248497548783876]
13274 : 2028-02-20, [0.47260995129389466, 2.5899088730583912, 10.437481175647713]
13275 : 2028-02-20, [0.4821531826093156, 2.6418328512463, 10.626013966144384]
13276 : 2028-02-20, [0.49204362870555557, 2.693099219109003, 10.81485715218544]
13277 : 2028-02-20, [0.5019952130009937, 2.7449699474629496, 11.003034839536056]
13278 : 2028-02-20, [0.5116043476883675, 2.797568207839786, 11.190827444471847]
13279 : 2028-02-20, [0.5216329948868977, 2.84979233059595, 11.378574674517154]
13280 : 2028-02-20, [0.5313541138166635, 2.902661992447403, 11.565983893735932]
13281 : 2028-02-20, [0.541472022056021, 2.9553057805361123, 11.753222197407867]
13282 : 2028-02-20, [0.5516211351997444, 3.0080703716680035, 11.940308493132251]
13283 : 2028-02-20, [0.5614331515065819, 3.061818385681495, 12.126748462811923]
13284 : 2028-02-20, [0.5716728705710603, 3.11502655097674, 12.313300578452198]
13285 : 2028-02-20, [0.5819799258250807, 3.1689573050594704, 12.499062769115447]
13286 : 2028-02-20, [0.5923037456569676, 3.2229514746293644, 12.684744779713666]
13287 : 2028-02-20, [0.6022987067802449, 3.2777535591834788, 12.869947734036277]
13288 : 2028-02-20, [0.6126909343761513, 3.332106020213147, 13.055203045410703]
13289 : 2028-02-20, [0.6231806774610568, 3.3869670062817123, 13.23985231625723]
13290 : 2028-02-20, [0.6337153150267699, 3.4420519839619113, 13.424232701011318]
13291 : 2028-02-20, [0.6442816301240545, 3.4972910457468944, 13.608427324129051]
13292 : 2028-02-20, [0.6544787391755212, 3.5533055661271744, 13.792215694697303]
13293 : 2028-02-20, [0.6651844236982166, 3.6097672402893735, 13.97504833601241]
13294 : 2028-02-20, [0.6758773546547658, 3.666162579590094, 14.157960065755141]
13295 : 2028-02-20, [0.6866786532468564, 3.7226734143328684, 14.340647932420277]
