Itinerary: ['earth', 'JUPITER_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [0.49406161011648003, 1.8537683648219208, 7.6521700250616]
12961 : 2028-01-01, [0.5074425263723049, 1.9019897146859561, 7.84056775894174]
12962 : 2028-01-01, [0.5208414249677948, 1.9499680008103906, 8.029190574221815]
12963 : 2028-01-01, [0.534048547793127, 1.9986756639015837, 8.217275788305288]
12964 : 2028-01-01, [0.5475731070175757, 2.0472463463405157, 8.405180546641908]
12965 : 2028-01-01, [0.5611132627233754, 2.095551283579282, 8.593335453697343]
12966 : 2028-01-01, [0.5747246407004577, 2.1443096212211437, 8.7809657380784]
12967 : 2028-01-01, [0.588398405303353, 2.193238517430517, 8.968363077266128]
12968 : 2028-01-01, [0.6021225140738187, 2.2422949075737617, 9.15558257835242]
12969 : 2028-01-01, [0.6158833422870037, 2.29142997151881, 9.342686686194186]
12970 : 2028-01-01, [0.6297072791455063, 2.3407437358652547, 9.529548984989239]
12971 : 2028-01-01, [0.6435816421559333, 2.390190712489133, 9.716227645354934]
12972 : 2028-01-01, [0.6575063448977199, 2.439772370578574, 9.902721284523707]
12973 : 2028-01-01, [0.6717990253071009, 2.4891243116545505, 10.089076663038348]
12974 : 2028-01-01, [0.6858739822231287, 2.5391377766475838, 10.274988241129288]
12975 : 2028-01-01, [0.699940156559734, 2.5893972951036144, 10.460662548336652]
12976 : 2028-01-01, [0.7141339308037843, 2.63976640399762, 10.646099665198596]
12977 : 2028-01-01, [0.7283186445651497, 2.690059685376687, 10.831621670058164]
12978 : 2028-01-01, [0.7429301643212661, 2.740565529191446, 11.016504306487288]
12979 : 2028-01-01, [0.7572878330347427, 2.7913999179816282, 11.20131224898363]
12980 : 2028-01-01, [0.771680675076838, 2.842688031576172, 11.38563129334699]
12981 : 2028-01-01, [0.786126684973755, 2.894152010407294, 11.56972130461895]
12982 : 2028-01-01, [0.8009961805104411, 2.94501414425104, 11.75398967523852]
12983 : 2028-01-01, [0.8155545503948969, 2.996824374926034, 11.93762107467907]
12984 : 2028-01-01, [0.8305444894779778, 3.0483903206218486, 12.121065189900174]
12985 : 2028-01-01, [0.8452889670517386, 3.1008319082058273, 12.303879124742435]
12986 : 2028-01-01, [0.8600159812324168, 3.153199033100815, 12.48678498566677]
12987 : 2028-01-01, [0.8752269810978512, 3.205856327077143, 12.668916691825006]
12988 : 2028-01-01, [0.8901455757879949, 3.258893682833187, 12.850960741378817]
12989 : 2028-01-01, [0.9055262392140824, 3.311682848679308, 13.03279091210661]
12990 : 2028-01-01, [0.9205234252716722, 3.365411618795631, 13.214064955932697]
12991 : 2028-01-01, [0.9360342253457438, 3.41860791741142, 13.39535785724284]
12992 : 2028-01-01, [0.951590136853664, 3.472372080881945, 13.576037782264393]
12993 : 2028-01-01, [0.9668714047164886, 3.527133077880012, 13.755995517403498]
