Itinerary: ['earth', 'JUPITER_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
15120 : 2029-01-01, [0.6022608899779462, 1.7771563364779117, 7.620582773544141]
15121 : 2029-01-01, [0.6185036802551066, 1.8234007965542185, 7.808095523190674]
15122 : 2029-01-01, [0.634789802606725, 1.869715540175981, 7.995494657217294]
15123 : 2029-01-01, [0.6511470432199533, 1.9161842211190525, 8.182668735660995]
15124 : 2029-01-01, [0.6675032712118497, 1.9625963486466578, 8.369900380141491]
15125 : 2029-01-01, [0.6840184177352626, 2.0094237897027374, 8.556557792562002]
15126 : 2029-01-01, [0.7005473146433278, 2.0562412156194694, 8.743211469737204]
15127 : 2029-01-01, [0.7171336447897894, 2.103178643126132, 8.929687712084078]
15128 : 2029-01-01, [0.733777288334794, 2.1502372877973657, 9.11598542386784]
15129 : 2029-01-01, [0.7505091524104962, 2.1978192042930162, 9.301671643296487]
15130 : 2029-01-01, [0.7675713377779961, 2.2448318844178887, 9.487596777804116]
15131 : 2029-01-01, [0.7843942012268568, 2.292270638660391, 9.673335160112751]
15132 : 2029-01-01, [0.8013073306930094, 2.3402653952066204, 9.85842727410037]
15133 : 2029-01-01, [0.8183182433302654, 2.388183157828018, 10.043498598841715]
15134 : 2029-01-01, [0.8353512486792605, 2.4364756878584, 10.22817306346234]
15135 : 2029-01-01, [0.8527389119748684, 2.4841347030907848, 10.413126384934348]
15136 : 2029-01-01, [0.8698956391307737, 2.5327214851996867, 10.59738287566954]
15137 : 2029-01-01, [0.8871908845646068, 2.5816951239479433, 10.781113991487448]
15138 : 2029-01-01, [0.9048396869414703, 2.6299503431296816, 10.965209969928848]
15139 : 2029-01-01, [0.9222034925956573, 2.6790669260955813, 11.148729581308762]
15140 : 2029-01-01, [0.9396287010993739, 2.7283507998437853, 11.33202049905684]
15141 : 2029-01-01, [0.9575433404447613, 2.777629593384002, 11.514827066171236]
15142 : 2029-01-01, [0.9750978953629476, 2.8272508348933285, 11.697651269743725]
15143 : 2029-01-01, [0.993108655317723, 2.877147336304408, 11.87974400837787]
15144 : 2029-01-01, [1.0108826088549456, 2.9273807444103594, 12.061736646734694]
15145 : 2029-01-01, [1.0290854388131048, 2.977355657716579, 12.243558903470317]
15146 : 2029-01-01, [1.0473142695533528, 3.0278018535683446, 12.424883876878301]
15147 : 2029-01-01, [1.0652940625459877, 3.0785919741420558, 12.606113963311957]
15148 : 2029-01-01, [1.0836898010855702, 3.1294837057579645, 12.786826493156466]
15149 : 2029-01-01, [1.1022646286542044, 3.180407127885804, 12.967328243459992]
15150 : 2029-01-01, [1.1204453405725132, 3.232224535050764, 13.147330124376722]
15151 : 2029-01-01, [1.1391409042312715, 3.283933186052793, 13.326925909715936]
15152 : 2029-01-01, [1.1579369069916206, 3.3359145440986953, 13.506148548909684]
15153 : 2029-01-01, [1.1767872217095945, 3.38803718018662, 13.685175598103784]
15154 : 2029-01-01, [1.195739096178285, 3.4404384182822914, 13.863822485539426]
15155 : 2029-01-01, [1.2147688390683296, 3.4930511045520016, 14.042180056379669]
15156 : 2029-01-01, [1.233842142953898, 3.5462993116341215, 14.21985854541198]
15157 : 2029-01-01, [1.2531122126264422, 3.599590124981604, 14.397297662391956]
15158 : 2029-01-01, [1.272364669415081, 3.6533601811471055, 14.574275149437813]
15159 : 2029-01-01, [1.291756999335992, 3.707541910321533, 14.750701090342474]
