Itinerary: ['earth', 'JUPITER_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
4320  : 2024-01-01, [1.0233792245475168, 1.9313351771765102, 7.0452855982759734]
4321  : 2024-01-01, [1.0516300348905154, 1.978718357687726, 7.219651607421759]
4322  : 2024-01-01, [1.0803014767184727, 2.0255721430354354, 7.394126380246092]
4323  : 2024-01-01, [1.1088565512409023, 2.0728009683814177, 7.56834248037768]
4324  : 2024-01-01, [1.1378850479630327, 2.119713707897611, 7.742401244139357]
4325  : 2024-01-01, [1.1666758319906365, 2.1668190673931553, 7.916505100616208]
4326  : 2024-01-01, [1.195992137511975, 2.213846398753638, 8.090161463734388]
4327  : 2024-01-01, [1.2254618320901922, 2.260680267921725, 8.263857899988084]
4328  : 2024-01-01, [1.2547755297656344, 2.3079237622452635, 8.4373007079891]
4329  : 2024-01-01, [1.2845785900002722, 2.3547912485346765, 8.610630161465052]
4330  : 2024-01-01, [1.314515879132512, 2.4016098325188224, 8.783874288348667]
4331  : 2024-01-01, [1.344637307853027, 2.4484732888789273, 8.956889403268047]
4332  : 2024-01-01, [1.374917979080592, 2.49533832176023, 9.129743699159178]
4333  : 2024-01-01, [1.4053582592390206, 2.5422080293867766, 9.302433711374203]
4334  : 2024-01-01, [1.4364109217441812, 2.5888029332129436, 9.474786145042875]
4335  : 2024-01-01, [1.4671561891218514, 2.635864274189358, 9.646979536688791]
4336  : 2024-01-01, [1.4981881751646617, 2.6829515159180892, 9.81886030891725]
4337  : 2024-01-01, [1.52968008011922, 2.7294428486874494, 9.990877071193331]
4338  : 2024-01-01, [1.5610168823471158, 2.7765185150832856, 10.162464602569598]
4339  : 2024-01-01, [1.5928813713089425, 2.823090282216258, 10.3340283464748]
4340  : 2024-01-01, [1.624551054560466, 2.8702169627034273, 10.505231982736106]
4341  : 2024-01-01, [1.6568455688680026, 2.916982141599828, 10.676172289532168]
4342  : 2024-01-01, [1.6892859840972423, 2.9637189243767508, 10.846995091526006]
4343  : 2024-01-01, [1.7140264605286486, 3.022678397472309, 11.013295141999043]
4344  : 2024-01-01, [0.347858685235518, 3.3624053495836166, 12.289735965180867]
4345  : 2024-01-01, [1.7347875962578698, 3.1617104284472615, 11.35350197529487]
4346  : 2024-01-01, [1.7655398103550883, 3.2109681631906244, 11.523492026454287]
4347  : 2024-01-01, [1.7964575991817326, 3.260367339298693, 11.693175061519574]
4348  : 2024-01-01, [1.8275090519898627, 3.309852676155113, 11.862638271855024]
4349  : 2024-01-01, [1.8585616375315759, 3.359187440515796, 12.032250921952627]
4350  : 2024-01-01, [1.889455523856976, 3.409770249999362, 12.200774226143663]
4351  : 2024-01-01, [1.9209006094594265, 3.4595407836263905, 12.369558606914183]
4352  : 2024-01-01, [1.9524801035388617, 3.509410208898279, 12.538109687562859]
4353  : 2024-01-01, [1.9840971199015016, 3.5594026675067973, 12.706500212591703]
4354  : 2024-01-01, [0.39608269890080977, 3.968400791666827, 14.135516509432364]
4355  : 2024-01-01, [0.4056659474593805, 4.0240400016889595, 14.320294050851661]
4356  : 2024-01-01, [0.41533293582009084, 4.079863824426959, 14.504803239752949]
4357  : 2024-01-01, [0.42514740885822805, 4.135791113258355, 14.689061477883417]
4358  : 2024-01-01, [0.4350525757171378, 4.191999222870993, 14.87294820141187]
4359  : 2024-01-01, [0.4450903981229953, 4.248536461230213, 15.056373140646793]
4360  : 2024-01-01, [0.45525311797283896, 4.3053276424879385, 15.239419239539224]
4361  : 2024-01-01, [0.46553254092658886, 4.362296491902165, 15.422170967171246]
4362  : 2024-01-01, [0.4759287642502564, 4.419447172871409, 15.604624062878333]
4363  : 2024-01-01, [0.48643229163242824, 4.476695712997027, 15.786871995370545]
4364  : 2024-01-01, [0.49706230654181943, 4.5342226474246585, 15.968715046033521]
4365  : 2024-01-01, [0.5078505874253321, 4.592316212564425, 16.149833200010246]
4366  : 2024-01-01, [0.5192506069353476, 4.649639694412609, 16.331109698652043]
