Itinerary: ['earth', 'JUPITER_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
6480  : 2025-01-01, [0.2485198722094405, 2.03545669785155, 7.71602342993901]
6481  : 2025-01-01, [0.2572959975444871, 2.0859913298555557, 7.906712672599959]
6482  : 2025-01-01, [0.26594418547418364, 2.1370045146168057, 8.097051299909012]
6483  : 2025-01-01, [0.2749699748544779, 2.1874470904902514, 8.28758293465527]
6484  : 2025-01-01, [0.2841378411940688, 2.2382474254238423, 8.47761473338209]
6485  : 2025-01-01, [0.29340946471717466, 2.288913826026113, 8.667676709256712]
6486  : 2025-01-01, [0.3025302677052124, 2.340109193329733, 8.857360538965056]
6487  : 2025-01-01, [0.31204598447876997, 2.390863336208738, 9.047090679312491]
6488  : 2025-01-01, [0.32171153598527, 2.441851102297605, 9.236437361717124]
6489  : 2025-01-01, [0.3311723575197344, 2.4928926564556297, 9.425934986024636]
6490  : 2025-01-01, [0.34108375553235487, 2.5439902471497144, 9.61492599731793]
6491  : 2025-01-01, [0.351113784332941, 2.5950919706202495, 9.80379424504681]
6492  : 2025-01-01, [0.3612772802781841, 2.6463113377142466, 9.99241138200757]
6493  : 2025-01-01, [0.37153758505033985, 2.6973843677173797, 10.18107804723228]
6494  : 2025-01-01, [0.38195220776135613, 2.7487340937997247, 10.36931369843892]
6495  : 2025-01-01, [0.3924927193724888, 2.8001557727162605, 10.557351507911251]
6496  : 2025-01-01, [0.4027964788213524, 2.8520127981479417, 10.745190723030708]
6497  : 2025-01-01, [0.4135826083465035, 2.9035943853971853, 10.93282300625631]
6498  : 2025-01-01, [0.42448606995469335, 2.955482491067586, 11.12003143897772]
6499  : 2025-01-01, [0.43552342003731964, 3.0072344712592374, 11.307242108703445]
6500  : 2025-01-01, [0.44671323331078727, 3.059257665411075, 11.494029101278137]
6501  : 2025-01-01, [0.4580029096311086, 3.1111939393087953, 11.680803151060097]
6502  : 2025-01-01, [0.4694182421544934, 3.163225148584416, 11.86735660926109]
6503  : 2025-01-01, [0.4813751496991452, 3.2153433415342914, 12.053281508766563]
6504  : 2025-01-01, [0.4930486244378983, 3.267581120917132, 12.23937025464497]
6505  : 2025-01-01, [0.504847688068906, 3.3199238885130145, 12.42522842341808]
6506  : 2025-01-01, [0.5168036780599155, 3.3725795431173666, 12.610616778822717]
6507  : 2025-01-01, [0.5288873272386545, 3.425700140565035, 12.795412532196309]
6508  : 2025-01-01, [0.5410653385681566, 3.4783962665464316, 12.980538394885413]
6509  : 2025-01-01, [0.5538349254659793, 3.531296478024963, 13.16486859650906]
6510  : 2025-01-01, [0.5663056596121135, 3.584825328546484, 13.348869011841403]
6511  : 2025-01-01, [0.5789041581179675, 3.6381352899449726, 13.532960551937059]
6512  : 2025-01-01, [0.5920796953429228, 3.6914595598998594, 13.716460744757219]
6513  : 2025-01-01, [0.6049515883396136, 3.745132462176801, 13.899915949483585]
6514  : 2025-01-01, [0.6184003855073777, 3.7987581505434598, 14.082841463949162]
6515  : 2025-01-01, [0.6315602375505579, 3.8532940419527133, 14.26514572049673]
6516  : 2025-01-01, [0.6452827724719225, 3.9072453680722004, 14.447471859455876]
6517  : 2025-01-01, [0.6587073631157854, 3.962135906430625, 14.62915673045359]
6518  : 2025-01-01, [0.6727175574202574, 4.016511997838898, 14.810770444740845]
6519  : 2025-01-01, [0.6868970944130988, 4.071238051707555, 14.991864853879344]
6520  : 2025-01-01, [0.7007364192112515, 4.126771972956894, 15.172491607831855]
6521  : 2025-01-01, [0.7151942867579312, 4.181883676419577, 15.352922036822491]
6522  : 2025-01-01, [0.7292544355152556, 4.237549870450144, 15.533195694034601]
6523  : 2025-01-01, [2.2342739947195174, 4.078609328358709, 14.437116676921775]
6524  : 2025-01-01, [0.7444049284427647, 4.373883269062206, 15.88171180249503]
6525  : 2025-01-01, [0.7587326904373506, 4.431108218339481, 16.060159091223166]
6526  : 2025-01-01, [0.7731730701137844, 4.488950169822662, 16.237876760063553]
6527  : 2025-01-01, [0.7878118556221216, 4.5469447588981, 16.41524338547978]
6528  : 2025-01-01, [0.8025133374009501, 4.605291504136032, 16.59219515846302]
6529  : 2025-01-01, [0.817415614570343, 4.6637891918179175, 16.76879519361174]
