Itinerary: ['earth', 'JUPITER_BARYCENTER', 'SATURN_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
8640  : 2026-01-01, [0.27037161248227853, 2.0181282921355703, 7.71150009538215]
8641  : 2026-01-01, [0.27772957522450265, 2.0698643394180682, 7.902406085357429]
8642  : 2026-01-01, [0.2848722004530663, 2.122177146131564, 8.09295065341537]
8643  : 2026-01-01, [0.29230069741819104, 2.174218874757862, 8.283480427823948]
8644  : 2026-01-01, [0.2997428007972418, 2.2262280860366177, 8.47402911316614]
8645  : 2026-01-01, [0.3072386793504398, 2.278504550033415, 8.664256770616145]
8646  : 2026-01-01, [0.3144737484864736, 2.331233421290058, 8.85429283022347]
8647  : 2026-01-01, [0.32201245904187614, 2.3838413726679244, 9.0441461682902]
8648  : 2026-01-01, [0.3295948261479071, 2.4364284823354794, 9.233976691516615]
8649  : 2026-01-01, [0.33689809512490515, 2.4894917881100627, 9.423610116765031]
8650  : 2026-01-01, [0.34453628778376066, 2.542292838275742, 9.613170873940499]
8651  : 2026-01-01, [0.35219872732614416, 2.595393537279653, 9.802407735394203]
8652  : 2026-01-01, [0.35991968722730416, 2.648567176830788, 9.991513135941908]
8653  : 2026-01-01, [0.36764434762676873, 2.701903223277987, 10.180452429095245]
8654  : 2026-01-01, [0.3750663233175147, 2.755555964972729, 10.369377711709756]
8655  : 2026-01-01, [0.38286887884593895, 2.8092993972355145, 10.557831723918548]
8656  : 2026-01-01, [0.39068817501480074, 2.8627926413909237, 10.746519183594275]
8657  : 2026-01-01, [0.39855415255316684, 2.9167922860909603, 10.934653561355873]
8658  : 2026-01-01, [0.4064366727004333, 2.970814360429079, 11.122748966870487]
8659  : 2026-01-01, [0.41436646689676043, 3.0250853743257466, 11.310548158777493]
8660  : 2026-01-01, [0.4223371180692745, 3.0795598815153786, 11.498103000415346]
8661  : 2026-01-01, [0.42993160525477014, 3.1341358740891443, 11.685932520656086]
8662  : 2026-01-01, [0.4379607225693295, 3.188896753795586, 11.873142523635085]
8663  : 2026-01-01, [0.44602277840279975, 3.2438084225048995, 12.0601687990923]
8664  : 2026-01-01, [0.4540993471910134, 3.299055510882906, 12.24684514192608]
8665  : 2026-01-01, [0.4622543766777978, 3.3544763473920867, 12.433269275930115]
8666  : 2026-01-01, [0.47041556801359763, 3.409858298091612, 12.619726133894792]
8667  : 2026-01-01, [0.4786099018687759, 3.46539899939503, 12.805991098736193]
8668  : 2026-01-01, [0.48682782951137654, 3.521372197525077, 12.991799972963546]
8669  : 2026-01-01, [0.49512877018125084, 3.577533061406155, 13.177338168412593]
8670  : 2026-01-01, [0.5034447027211041, 3.634080172403876, 13.36247512487502]
8671  : 2026-01-01, [0.5117846211122205, 3.6903797343103735, 13.547835644577408]
8672  : 2026-01-01, [0.520169402520011, 3.7472980708613983, 13.732532526618591]
8673  : 2026-01-01, [0.5285999068213741, 3.804489535745844, 13.91691055743278]
