Itinerary: ['earth', 'venus', 'mars', 'jupiter', 'pluto']
case #: launch date, tof of each leg
2160  : 2023-01-01, [0.09872758316159048, 0.24077090500339263, 1.346646290635399, 8.313855221199617]
2161  : 2023-01-01, [0.0997115467261561, 0.24754023109548912, 1.3832228037776604, 8.519525418400693]
2162  : 2023-01-01, [0.10223024800264774, 0.2551480311245583, 1.4198137611670125, 8.722807959705781]
2163  : 2023-01-01, [0.10474259482582321, 0.26348901203505265, 1.4568540489312873, 8.924914344207837]
2164  : 2023-01-01, [0.10387969771869209, 0.268774788024365, 1.4935091810986356, 9.133836333158307]
2165  : 2023-01-01, [0.10459623813293759, 0.275625309054872, 1.5307097631079802, 9.33906868970421]
2166  : 2023-01-01, [0.10701170111569387, 0.28415441191389085, 1.569876889264536, 9.53895699770588]
2167  : 2023-01-01, [0.10761721801630686, 0.2910750416681026, 1.6074738434970586, 9.743833896818531]
2168  : 2023-01-01, [0.10814392201950429, 0.29800297682767607, 1.6452235699830182, 9.948629531169802]
2169  : 2023-01-01, [0.1085885437096018, 0.3049291094070545, 1.6830790725935016, 10.153403274289843]
2170  : 2023-01-01, [0.10701959213073592, 0.3108129942424022, 1.7198820509195876, 10.362285362707276]
2171  : 2023-01-01, [0.1072630535326923, 0.317719805761564, 1.758031691898938, 10.566985448806806]
2172  : 2023-01-01, [0.10953582064172776, 0.3267858362378671, 1.7965921339125936, 10.767086209207813]
2173  : 2023-01-01, [0.10968572427999117, 0.3338210031731563, 1.8354117111211075, 10.971081561425747]
2174  : 2023-01-01, [0.10759614031046386, 0.3395274539966549, 1.874139472831579, 11.178736932861304]
2175  : 2023-01-01, [0.1075497988530106, 0.3465725376139384, 1.9121303216004515, 11.3837473419326]
2176  : 2023-01-01, [0.10519241625145422, 0.3522846745437265, 1.949768494928956, 11.592754414275863]
2177  : 2023-01-01, [0.10263768207888642, 0.3578581539514593, 1.989774286672415, 11.79972987729724]
2178  : 2023-01-01, [0.10226321925200746, 0.3657160789898582, 2.027632928180986, 12.004387773577147]
2179  : 2023-01-01, [0.09946613177513974, 0.37144819738450624, 2.0649947265636093, 12.214090944276743]
2180  : 2023-01-01, [0.09157134405844586, 0.3739294024559908, 2.1005260909204915, 12.433973162565072]
2181  : 2023-01-01, [0.09074624405418157, 0.3808497350670221, 2.1389642266982434, 12.639439794180554]
2182  : 2023-01-01, [0.08473199299432468, 0.3845066220823961, 2.1766824505582605, 12.85407893436502]
2183  : 2023-01-01, [0.5714508753379731, 0.36664155842603924, 1.6748747855608985, 13.137032780675089]
2184  : 2023-01-01, [0.5890290615796766, 0.38219674795789715, 1.7028501894785895, 13.325924000983838]
2185  : 2023-01-01, [0.6022797346837501, 0.39428760129165435, 1.732424884701173, 13.521007779323421]
2186  : 2023-01-01, [0.617878519880418, 0.40795389184135655, 1.7630524305483897, 13.711115157729834]
2187  : 2023-01-01, [0.635717073300849, 0.4240884998461226, 1.793637313868105, 13.896557112984922]
2188  : 2023-01-01, [0.6539564171117664, 0.4417128738643132, 1.8192226413676449, 14.085108067656277]
2189  : 2023-01-01, [0.036848096228245523, 0.47424936475949336, 1.91373506441971, 14.825167474592549]
2190  : 2023-01-01, [0.040345109864360615, 0.42307333398419106, 2.336092197089089, 14.700489359062361]
2191  : 2023-01-01, [0.04381922680366413, 0.43392529464223534, 2.372573254853619, 14.899682223700484]
2192  : 2023-01-01, [0.05648987017357436, 0.4524531177520817, 2.4143827103439066, 15.076674301730435]
2193  : 2023-01-01, [0.06338391047859554, 0.4662389714025872, 2.452300249234437, 15.26807686888438]
2194  : 2023-01-01, [0.07663182888452022, 0.4852126874299265, 2.4932136712492654, 15.444941812436287]
2195  : 2023-01-01, [0.0963409142897718, 0.5094337635847552, 2.5357981862916676, 15.608427135833807]
2196  : 2023-01-01, [0.10995046838318442, 0.5253516059945726, 2.580263749576752, 15.784434176045492]
2197  : 2023-01-01, [0.12386869034743658, 0.5457951760242264, 2.617555997259429, 15.962780136368908]
2198  : 2023-01-01, [0.14424074031258494, 0.5704309813882408, 2.657994346617932, 16.12733393168124]
2199  : 2023-01-01, [0.16781901390164777, 0.5966856669890894, 2.6974584761791194, 16.288036842930143]
2200  : 2023-01-01, [0.14232141524566552, 0.667311010387911, 2.326347685287324, 16.8640198890791]
2201  : 2023-01-01, [0.15390073708290902, 0.687202222418861, 2.353630116697671, 17.05526692380056]
2202  : 2023-01-01, [0.17222457222277782, 0.7131338018777365, 2.3840618073522117, 17.230579818547273]
2203  : 2023-01-01, [0.18415702107867016, 0.7342406835175916, 2.403181894059485, 17.428420401344255]
2204  : 2023-01-01, [0.20943098714523187, 0.7662236998187372, 2.4272463370891346, 17.597098975946896]
2205  : 2023-01-01, [0.23466707838055648, 0.7976625268364099, 2.454566758360483, 17.76310363642255]
2206  : 2023-01-01, [0.2571920337124638, 0.8286026846951916, 2.475131329114357, 17.939073952477987]
2207  : 2023-01-01, [0.846179897032282, 1.0648479581427142, 1.2773490042250037, 18.561623140600002]
2208  : 2023-01-01, [0.851423523252513, 1.0860338051393523, 1.268305249298407, 18.794237422309727]
2209  : 2023-01-01, [0.8692625248707229, 1.1092287071252134, 1.266639588231402, 19.004869179772662]
2210  : 2023-01-01, [0.8902981917711458, 1.1391787062254952, 1.265286072548663, 19.205237029454697]
2211  : 2023-01-01, [0.8929955119990732, 1.157547627383017, 1.257289421264477, 19.442167439353433]
2212  : 2023-01-01, [0.8516996247743288, 0.5953803846466673, 2.8764633181757433, 18.67645667240326]
2213  : 2023-01-01, [0.8670259569282301, 0.6121554975605804, 2.907945599674494, 18.862872945836695]
2214  : 2023-01-01, [0.8897002673037452, 0.6327198038503205, 2.946839551466892, 19.030740377379043]
2215  : 2023-01-01, [0.9089286074528753, 0.6531930613607337, 2.979355625460683, 19.208522705725706]
2216  : 2023-01-01, [0.973038968453882, 0.7075738285644222, 3.176403675683402, 19.142983527298295]
