Itinerary: ['earth', 'venus', 'mars', 'jupiter', 'pluto']
case #: launch date, tof of each leg
6480  : 2025-01-01, [0.03219669184013284, 0.1721111318903255, 1.545247016412975, 8.250445159856566]
6481  : 2025-01-01, [0.03124856040176251, 0.1766059247163971, 1.5805235498025676, 8.46162196507927]
6482  : 2025-01-01, [0.03199133660719499, 0.18283263975738265, 1.6164609208939515, 8.668715102741471]
6483  : 2025-01-01, [0.030932103545039513, 0.1874299454842409, 1.6525400665579681, 8.87909788441275]
6484  : 2025-01-01, [0.02981311599692279, 0.19284226602277094, 1.6868817607801982, 9.090462857200107]
6485  : 2025-01-01, [0.39817019026639827, 0.1674985532185796, 1.9539113522108622, 8.73041990430416]
6486  : 2025-01-01, [0.41016539451924966, 0.17627844215665123, 2.0032495512520905, 8.910306612072008]
6487  : 2025-01-01, [0.4218285860342823, 0.1842413038442947, 2.0546102368202863, 9.089319873301136]
6488  : 2025-01-01, [0.43394474364379665, 0.19339175625434865, 2.1059516970329484, 9.266711803068906]
6489  : 2025-01-01, [0.4499548626141287, 0.20612301783877568, 2.159213364551941, 9.434708754995155]
6490  : 2025-01-01, [0.4643054302297147, 0.21704006412591306, 2.2136257139722466, 9.605028791672124]
6491  : 2025-01-01, [0.4828868042056933, 0.23179799139024257, 2.2719044211612203, 9.763410783242845]
6492  : 2025-01-01, [0.49952444374947935, 0.24548427887476493, 2.3279131136954097, 9.927078163680347]
6493  : 2025-01-01, [0.5185510852929145, 0.2609518688252563, 2.3849907586356665, 10.085506287246162]
6494  : 2025-01-01, [0.5400505188530433, 0.27922584410880097, 2.443095384742798, 10.23762825229536]
6495  : 2025-01-01, [0.5619289886984247, 0.2970973853739203, 2.5048360449658906, 10.386137580961766]
6496  : 2025-01-01, [0.5907294565946364, 0.3238042242119279, 2.563019072957263, 10.52244724623617]
6497  : 2025-01-01, [0.6175366541095615, 0.34857450837254234, 2.6195895917660894, 10.664299245751808]
6498  : 2025-01-01, [0.651557539816849, 0.38088375199713603, 2.6777342441479464, 10.78982446403807]
6499  : 2025-01-01, [0.04998276751817255, 0.4358494499944107, 2.852363634437141, 11.411804148050276]
6500  : 2025-01-01, [0.04545490002665933, 0.36248825726499406, 3.3619114202274027, 11.230145422480943]
6501  : 2025-01-01, [0.09851076758223959, 0.49153814896531006, 0.666561310358403, 13.99338977309405]
6502  : 2025-01-01, [0.7083750212759024, 0.8042966850627749, 1.662859752300896, 12.324468541360426]
6503  : 2025-01-01, [0.7206452376038068, 0.8326839506555167, 1.6604999942758076, 12.53617081746487]
6504  : 2025-01-01, [0.044676113936348384, 0.6760334030612131, 2.789706337603492, 12.489584145398947]
6505  : 2025-01-01, [0.79399385852566, 0.6498424397196562, 2.6817595180360976, 12.124404183718587]
