Itinerary: ['earth', 'venus', 'mars', 'jupiter', 'pluto']
case #: launch date, tof of each leg
4320  : 2024-01-01, [0.19387894025138214, 0.0706947283586143, 0.7864151873827331, 8.94901114400727]
4321  : 2024-01-01, [0.19522321886666064, 0.07061290916040033, 0.8048753630154389, 9.1792885089575]
4322  : 2024-01-01, [0.19817533066587487, 0.07183033723232303, 0.8234421157770854, 9.406552216324718]
4323  : 2024-01-01, [0.19928176141967932, 0.07075192159858018, 0.839640469995883, 9.640325846985856]
4324  : 2024-01-01, [0.2019038373101938, 0.07091787032657335, 0.8595713343300401, 9.867606958033193]
4325  : 2024-01-01, [0.20258705215111314, 0.07054148299102117, 0.8780155104610537, 10.098855954396813]
4326  : 2024-01-01, [0.20512058826078888, 0.07159849485042241, 0.8928498789120936, 10.330431037976696]
4327  : 2024-01-01, [0.2036301371939185, 0.06966896953632219, 0.9093537198592783, 10.567347173410482]
4328  : 2024-01-01, [0.20590905986647406, 0.0696319912805751, 0.9270377410263239, 10.797421207826627]
4329  : 2024-01-01, [0.2040019512659384, 0.0685968620796251, 0.9406295648352225, 11.036771621819215]
4330  : 2024-01-01, [0.20197766705203882, 0.06666350961513907, 0.9518301069755949, 11.279528716357227]
4331  : 2024-01-01, [0.2017312368219624, 0.06638151932341184, 0.9674919787189562, 11.51439526513567]
4332  : 2024-01-01, [0.18965284024444629, 0.6757081495895256, 0.9340131276814624, 11.200625882484568]
4333  : 2024-01-01, [0.18686260820240075, 0.6877599883626397, 0.9455739947553676, 11.429803408679593]
4334  : 2024-01-01, [0.17005700766660858, 0.19277586050398454, 0.5003915110244622, 12.636775620804944]
4335  : 2024-01-01, [0.1637543555267562, 0.196840256219569, 0.480669347895612, 12.908736040358063]
4336  : 2024-01-01, [0.10424208878242926, 0.16805909981879158, 2.3020204609375052, 11.425678350461274]
4337  : 2024-01-01, [0.09283026463409688, 0.16964425041336112, 2.331043280091883, 11.656482204860659]
4338  : 2024-01-01, [0.08083697498220374, 0.1706066927254605, 2.355145434714551, 11.893410897577786]
4339  : 2024-01-01, [0.0635698985203689, 0.16779769359383717, 2.3761725182434694, 12.142459889642325]
4340  : 2024-01-01, [0.1524763199540942, 0.7760031151009823, 0.9654687837041156, 13.106051781240808]
4341  : 2024-01-01, [0.14242784630579214, 0.7885459438833652, 0.9644548829614319, 13.354571326849412]
4342  : 2024-01-01, [0.07718102347580785, 0.31724211903151806, 3.126214057979957, 11.979362799512717]
4343  : 2024-01-01, [0.06974741182919462, 0.3208436608313022, 3.1675094531923604, 12.191899474147142]
4344  : 2024-01-01, [0.06497199359870624, 0.3282682997581115, 3.2072942653468255, 12.399465441296355]
