Itinerary: ['earth', 'venus', 'mars', 'jupiter', 'pluto']
case #: launch date, tof of each leg
8640  : 2026-01-01, [0.12158595231694813, 0.06887588014850847, 0.9787059006488741, 8.830832266885668]
8641  : 2026-01-01, [0.11618150636231685, 0.0720467167913824, 0.977349167792259, 9.084422609054041]
8642  : 2026-01-01, [0.1146914570343759, 0.07803554278232969, 0.9775162813895851, 9.32975671879371]
8643  : 2026-01-01, [0.1084699788548085, 0.08350532984226518, 0.9705552872404404, 9.587469404062487]
8644  : 2026-01-01, [0.10178590436373382, 0.08902685187693339, 0.9595193250598057, 9.849667918699527]
8645  : 2026-01-01, [0.13601829889612352, 0.2596438684813225, 0.8793024269796309, 9.975035405642924]
8646  : 2026-01-01, [0.12908022565524296, 0.2650067756010334, 0.8825157514593992, 10.223397247284325]
8647  : 2026-01-01, [0.07357274448326244, 0.10332733857839671, 0.9059497385896499, 10.667150178348692]
8648  : 2026-01-01, [0.059431459397615564, 0.10746395796862658, 0.8774111656895068, 10.955693416944252]
8649  : 2026-01-01, [0.047150717320254, 0.11198697950622176, 0.8520837604302196, 11.238778542743304]
8650  : 2026-01-01, [0.7348126910308374, 0.1895659615050044, 1.1246041522746575, 10.4510171951895]
8651  : 2026-01-01, [0.7538014569484577, 0.20362671436872665, 1.142750772189069, 10.649821056493748]
8652  : 2026-01-01, [0.7726644081092378, 0.21528586730060398, 1.164167713097921, 10.847882011492237]
8653  : 2026-01-01, [0.7207518838142336, 0.1730514077042953, 1.030885027952857, 11.325311680528614]
8654  : 2026-01-01, [0.7360310013781106, 0.18345334766087126, 1.0423625382794353, 11.538153112681583]
8655  : 2026-01-01, [0.7520070237278191, 0.19567214962309443, 1.0472709206530395, 11.755049905996046]
8656  : 2026-01-01, [0.7586964502180752, 0.19680852753147052, 1.050956353039912, 11.99353866921054]
8657  : 2026-01-01, [0.7771389579979503, 0.21173272947547456, 1.059134632469827, 12.201993680056749]
8658  : 2026-01-01, [0.7920121790173732, 0.22297487541870853, 1.0702818502984877, 12.41473109526543]
8659  : 2026-01-01, [0.8046048813249259, 0.23362770212580516, 1.0672232242388122, 12.644544192310457]
8660  : 2026-01-01, [0.8223516005457244, 0.24782316830887602, 1.0741019021020028, 12.855723329043396]
8661  : 2026-01-01, [0.843712376102999, 0.2680179123794814, 1.0836077431768825, 13.054661968340636]
8662  : 2026-01-01, [0.8555809118050562, 0.27774634374142104, 1.0846207989555723, 13.282051945497951]
8663  : 2026-01-01, [0.8737279532365347, 0.2944484870591497, 1.0835894329032585, 13.498234126801057]
8664  : 2026-01-01, [0.8943244383692689, 0.3153974875850437, 1.0869835836368824, 13.703294490408805]
8665  : 2026-01-01, [0.2383286306463393, 0.10335946390431686, 1.7948951478063229, 14.113416757643023]
8666  : 2026-01-01, [0.26340489663083294, 0.11317799695250126, 1.8603640554844807, 14.263053050932184]
8667  : 2026-01-01, [0.45234009337100395, 0.12526888218043733, 3.0046611094353786, 13.167729915013181]
8668  : 2026-01-01, [0.4712796821307076, 0.1432056098755974, 3.044748038584883, 13.340766669408813]
8669  : 2026-01-01, [0.26504074403598404, 0.26979612383183976, 1.48001962860972, 15.235143503522456]
8670  : 2026-01-01, [0.3255479418281831, 0.29951842493977116, 1.581736358040532, 15.293197275191515]
8671  : 2026-01-01, [0.3617368263989493, 0.3050866553363047, 1.5744851132560418, 15.508691405008708]
8672  : 2026-01-01, [0.07942028825303987, 0.3814076090903182, 3.650285028269691, 13.88888707438695]
8673  : 2026-01-01, [0.46430399336197364, 0.8409223856573445, 2.381916233826668, 14.562857387154011]
8674  : 2026-01-01, [0.5176789208934167, 0.8632962818152097, 2.4859042422245774, 14.633120555066794]
8675  : 2026-01-01, [0.5775636302407088, 0.8808632768666779, 2.598741293850822, 14.692831799041791]
8676  : 2026-01-01, [0.6522872974201644, 0.8971684627775282, 2.7294087684263255, 14.721135471375984]
8677  : 2026-01-01, [1.0257668639224582, 0.3862285052432706, 1.1342997865377402, 16.70370484429653]
8678  : 2026-01-01, [1.1115729135269257, 0.47740542300347966, 1.2297897565629312, 16.681231906906664]
8679  : 2026-01-01, [1.214693691760948, 0.5964946990596555, 1.315154008478766, 16.623657600700632]
8680  : 2026-01-01, [1.3524646936401086, 0.7845376671901302, 1.3415823599214103, 16.52141527924835]
8681  : 2026-01-01, [0.19394329521536863, 0.9814365575493201, 1.4570689439870357, 17.617551203248276]
8682  : 2026-01-01, [0.9548219103443554, 0.22702956291343057, 1.0700219058776106, 18.248126620864603]
8683  : 2026-01-01, [0.09341646365638798, 0.3967699124238574, 1.2201623759666285, 19.039651247953127]
8684  : 2026-01-01, [0.239466301367639, 0.5062586927740444, 1.3290779832753614, 18.925197022582957]
8685  : 2026-01-01, [0.5695486330599888, 0.17124012281490247, 3.639445675648411, 16.869765568476698]
8686  : 2026-01-01, [0.10081345704866822, 0.8916816179701448, 2.698887577622653, 17.808617347358535]
