Itinerary: ['earth', 'venus', 'mars', 'pluto']
case #: launch date, tof of each leg
6480  : 2025-01-01, [0.4573289903839357, 0.8029317212166195, 8.739739288399445]
6481  : 2025-01-01, [0.4694359678965198, 0.8252583733160948, 8.955305658787386]
6482  : 2025-01-01, [0.5185499355891339, 0.10721953671160525, 9.87423052769926]
6483  : 2025-01-01, [0.533329067705586, 0.1144300042441253, 10.10224092805029]
6484  : 2025-01-01, [0.5489537543585828, 0.12378990561142121, 10.327256340029995]
6485  : 2025-01-01, [0.564717889068837, 0.1336472900478709, 10.551634820883292]
6486  : 2025-01-01, [0.582298632157488, 0.14756880928856161, 10.77013255855395]
6487  : 2025-01-01, [0.6018577530691381, 0.16359187364486896, 10.984550373285993]
6488  : 2025-01-01, [0.9209642921812013, 0.5551710614337905, 10.52386464638501]
6489  : 2025-01-01, [0.9837170809688367, 0.6322892323662304, 10.633993686664935]
6490  : 2025-01-01, [0.6638343641551571, 0.20258257603244034, 11.633583059812402]
6491  : 2025-01-01, [1.169003549683902, 0.8449210794575494, 10.736075370858549]
6492  : 2025-01-01, [0.7169114934387607, 0.2573634647589816, 12.025725041802257]
6493  : 2025-01-01, [0.7529345830695091, 0.3047407962859168, 12.192324620644575]
6494  : 2025-01-01, [0.7967960547876126, 0.3602395234779773, 12.34296442173441]
6495  : 2025-01-01, [0.08852823365277077, 0.44592410570413243, 13.215547660643097]
6496  : 2025-01-01, [0.21085830227925006, 0.26332160207233185, 13.525820095648418]
6497  : 2025-01-01, [0.20525599006637457, 0.27477131337224503, 13.76997269656138]
6498  : 2025-01-01, [0.34986870161704003, 0.3262874432824932, 13.823843855100469]
6499  : 2025-01-01, [0.561043262911812, 1.262452268565786, 12.926504468522404]
6500  : 2025-01-01, [0.8335132509142433, 0.3358619119783105, 13.830624837107445]
6501  : 2025-01-01, [0.8332263179170567, 0.32257651974456075, 14.094197162338384]
6502  : 2025-01-01, [0.8347101904810388, 0.31367076774212077, 14.351619041776841]
6503  : 2025-01-01, [0.8400208132473778, 0.30876223208656844, 14.601216954666054]
6504  : 2025-01-01, [0.8433234717908548, 0.3000656160013078, 14.856610912207836]
6505  : 2025-01-01, [0.8504627314505312, 0.2967451093637784, 15.10279215918569]
6506  : 2025-01-01, [0.8556711785056905, 0.2956420587354523, 15.348686762758858]
6507  : 2025-01-01, [0.877082507290428, 0.3120775261658357, 15.560839966543737]
6508  : 2025-01-01, [0.5864978562689207, 1.3564315951915331, 15.057070548539546]
6509  : 2025-01-01, [0.6003235767280438, 1.379697429109075, 15.26997899416288]
6510  : 2025-01-01, [0.6189368025087664, 1.408415716751529, 15.472647480739704]
6511  : 2025-01-01, [0.6378464462664382, 1.4383711357766946, 15.673782417956868]
6512  : 2025-01-01, [0.6613220655238683, 1.4729000306768973, 15.865777903799234]
6513  : 2025-01-01, [0.6850246885669476, 1.5076426335465902, 16.05733267788646]
6514  : 2025-01-01, [0.7120796968866104, 1.5443246653997862, 16.243595637713604]
6515  : 2025-01-01, [0.7585449717230073, 1.6009825353737623, 16.39047249290323]
6516  : 2025-01-01, [0.7889457367526168, 1.6383177521565724, 16.57273651109081]
6517  : 2025-01-01, [0.8911578849074733, 0.2083011252334578, 18.150540989859067]
6518  : 2025-01-01, [0.07168507944753903, 0.3472492157130773, 19.081065704839386]
6519  : 2025-01-01, [1.046101040251766, 0.42780837664683397, 18.2760905831014]
6520  : 2025-01-01, [1.057105183695721, 0.4316357957818489, 18.51125902052243]
6521  : 2025-01-01, [1.0677203151194319, 0.43493711565964277, 18.747342569220926]
6522  : 2025-01-01, [1.0745710756542273, 0.43176908591710417, 18.99365983842867]
6523  : 2025-01-01, [1.0817291633211845, 0.4298449144851873, 19.238425922193628]
6524  : 2025-01-01, [1.087628021048588, 0.42740690402190584, 19.48496507492951]
6525  : 2025-01-01, [1.097341677910487, 0.42816956989105864, 19.724488752198454]
6526  : 2025-01-01, [1.102238770895581, 0.4229835055552427, 19.974777723549174]
6527  : 2025-01-01, [1.111118684631572, 0.4210622908872053, 20.217819024481223]
6528  : 2025-01-01, [1.1136584019620757, 0.4125898016748214, 20.473751796363103]
6529  : 2025-01-01, [1.1211005873407909, 0.413684065853061, 20.715215346806147]
6530  : 2025-01-01, [1.1286915917606397, 0.4089874921346949, 20.962320916104666]
6531  : 2025-01-01, [1.1305500554304526, 0.39963426915134714, 21.2198156754182]
6532  : 2025-01-01, [1.1421057250743147, 0.40761054916382494, 21.45028372576186]
6533  : 2025-01-01, [1.1469166144775016, 0.40715341557306345, 21.695929969949432]
6534  : 2025-01-01, [0.1832744026279115, 0.2815933626119472, 23.03513223476014]
6535  : 2025-01-01, [0.18001957110590167, 0.27337782345035927, 23.296602605443738]
6536  : 2025-01-01, [0.18378341622376576, 0.26214213303315137, 23.554074450743084]
6537  : 2025-01-01, [0.19038093478621493, 0.2443913472508842, 23.8152277179629]
6538  : 2025-01-01, [0.19404063641132774, 0.2329109945506225, 24.07304836903805]
6539  : 2025-01-01, [0.1969093908673882, 0.2143582686845123, 24.338732340448097]
6540  : 2025-01-10, [0.2042383973163525, 0.6672757249698616, 9.128485877713786]
6541  : 2025-01-10, [0.4657612828830459, 0.8065289716810067, 8.977709745435948]
6542  : 2025-01-10, [0.477147405904597, 0.8280334325841288, 9.194819161511273]
6543  : 2025-01-10, [0.4891621526182229, 0.8515948404446673, 9.409243006937109]
6544  : 2025-01-10, [0.5035374353554848, 0.8775179017736245, 9.618944662870891]
6545  : 2025-01-10, [0.5189811282807751, 0.9032442118357696, 9.827774659883454]
6546  : 2025-01-10, [0.5312346514444931, 0.927795374079656, 10.040969974475852]
6547  : 2025-01-10, [0.5909418017677707, 0.12297482363657238, 11.036083374595657]
6548  : 2025-01-10, [0.6123130336448778, 0.14080964957361722, 11.246877316781505]
6549  : 2025-01-10, [0.6348361138109895, 0.16122638783224919, 11.453937498356762]
6550  : 2025-01-10, [0.5391761769627578, 1.1134401072727593, 10.847383715764483]
6551  : 2025-01-10, [0.2648118864962757, 0.3354160266283985, 12.149772086875325]
6552  : 2025-01-10, [0.678196241603131, 0.16728200316429603, 12.154521755232572]
6553  : 2025-01-10, [0.7073798265807896, 0.19911080485584626, 12.343509368563364]
6554  : 2025-01-10, [0.7364784688270822, 0.23525107954666694, 12.52827045162625]
6555  : 2025-01-10, [0.7719596983846596, 0.27946845177302043, 12.69857184984232]
6556  : 2025-01-10, [0.8108648886195805, 0.3298856220252129, 12.859249489355205]
6557  : 2025-01-10, [1.3009628451562794, 0.8830711450448928, 12.065966009798828]
6558  : 2025-01-10, [0.1994238758596128, 0.24389556837649942, 14.056680555763887]
6559  : 2025-01-10, [0.19723515684736503, 0.2544307575598506, 14.298334085592785]
6560  : 2025-01-10, [0.557431233016575, 1.2250149183845016, 13.217553848598921]
6561  : 2025-01-10, [0.8201765378984853, 0.2775069586559568, 14.152316503445558]
6562  : 2025-01-10, [0.8214128052662203, 0.2652830678939364, 14.413304126839844]
6563  : 2025-01-10, [0.8279758694084053, 0.26190791030439464, 14.660116220287199]
6564  : 2025-01-10, [0.8268598592014089, 0.2476003248906701, 14.92553981590792]
6565  : 2025-01-10, [0.8296741475867015, 0.2381400694374139, 15.182185782975884]
6566  : 2025-01-10, [0.8401829048811025, 0.24156115947268714, 15.41825593564621]
6567  : 2025-01-10, [0.8492310317603573, 0.24145227205954967, 15.659316696180094]
6568  : 2025-01-10, [0.8432064677984764, 0.2193143348770071, 15.937479197324517]
6569  : 2025-01-10, [0.849683096768476, 0.21374888646653356, 16.18656801676499]
6570  : 2025-01-10, [0.5811302928812921, 1.3210307056970805, 15.597839001421626]
6571  : 2025-01-10, [0.6129821099106743, 1.3534627523147489, 15.783555137774576]
6572  : 2025-01-10, [0.6284632740106744, 1.3810212822227854, 15.990515443766538]
6573  : 2025-01-10, [0.6462091495050902, 1.4046891207356391, 16.199101729759274]
6574  : 2025-01-10, [0.6728637801147493, 1.440817456729364, 16.386318763155888]
6575  : 2025-01-10, [0.6952837259864642, 1.472549981310032, 16.5821662927035]
6576  : 2025-01-10, [0.7223535249947274, 1.507978947557631, 16.76966752744764]
6577  : 2025-01-10, [0.7482166780482619, 1.5407687666370333, 16.961014555314705]
6578  : 2025-01-10, [1.3643988496289248, 0.8165968560855755, 17.319004294285502]
6579  : 2025-01-10, [0.1439583290554653, 0.3012014011889529, 19.304840269755584]
6580  : 2025-01-10, [1.031533188396975, 0.35461745499798897, 18.613849356605034]
6581  : 2025-01-10, [1.0446275692987375, 0.3626251319258325, 18.84274729877543]
6582  : 2025-01-10, [1.050922652220326, 0.35997426697669777, 19.08910308080298]
6583  : 2025-01-10, [1.0583931633567218, 0.36091834593790034, 19.330688490705377]
6584  : 2025-01-10, [1.0631291678745145, 0.355590542630339, 19.581280289495147]
6585  : 2025-01-10, [1.0763529615272383, 0.36179250002123853, 19.81185453845152]
6586  : 2025-01-10, [1.083867588663296, 0.3606244218462681, 20.055507989490437]
6587  : 2025-01-10, [1.0910972771488407, 0.3592540748656139, 20.299648647985542]
6588  : 2025-01-10, [1.0904122450704272, 0.3475417977844947, 20.56204595714508]
6589  : 2025-01-10, [1.1029473468885838, 0.3555327300588764, 20.791519923052537]
6590  : 2025-01-10, [1.1129447345308279, 0.3567489190514869, 21.03030634641768]
6591  : 2025-01-10, [1.122328022870581, 0.36178004971715744, 21.26589192741226]
6592  : 2025-01-10, [1.1260129460833523, 0.35473332925650947, 21.519253724660143]
6593  : 2025-01-10, [0.9013580108621142, 1.6919080121409156, 20.65673397699697]
6594  : 2025-01-10, [1.0751946405749941, 0.24732774225928944, 22.177477617165717]
6595  : 2025-01-10, [0.11970188983701355, 0.6471460559504215, 22.983152054212564]
6596  : 2025-01-10, [0.11528607308134889, 0.7381781014637406, 23.14653582545491]
6597  : 2025-01-10, [0.16395469275094054, 0.9421874448762914, 23.14385786237277]
6598  : 2025-01-10, [0.24042385508027128, 1.2340241371323135, 23.025552007787415]
6599  : 2025-01-10, [0.24134194794736957, 0.1560812495541824, 24.352576802498447]
6600  : 2025-01-20, [0.14006474702410676, 0.07595198050832352, 9.78398327246757]
6601  : 2025-01-20, [0.462999342434881, 0.7843258780767303, 9.002674779488387]
6602  : 2025-01-20, [0.47366316055303437, 0.8041901833052364, 9.22214665614173]
6603  : 2025-01-20, [0.4856408377089315, 0.8263546168917194, 9.438004545399348]
6604  : 2025-01-20, [0.49858642279029947, 0.8485428320961089, 9.65287074511359]
6605  : 2025-01-20, [0.5099253162691302, 0.8706581766090453, 9.869416507121823]
6606  : 2025-01-20, [0.5236761005651415, 0.8952101272075578, 10.081113772227301]
6607  : 2025-01-20, [0.5409264239103819, 0.922147938612488, 10.28692563747713]
6608  : 2025-01-20, [0.5567044789980744, 0.947303638272951, 10.495991882728976]
6609  : 2025-01-20, [0.5743630562023675, 0.9745468417432469, 10.701090102054385]
6610  : 2025-01-20, [0.09887015288225424, 0.7035956317129172, 11.697534215404827]
