Itinerary: ['earth', 'venus', 'mars', 'pluto']
case #: launch date, tof of each leg
10800 : 2027-01-01, [0.5154433715399236, 0.12967748749341243, 9.354879140966663]
10801 : 2027-01-01, [0.5344993555530392, 0.14234492248640881, 9.573155721960552]
10802 : 2027-01-01, [0.5575232954486067, 0.16150606555041205, 9.78097063900098]
10803 : 2027-01-01, [0.5807966444774828, 0.18042713831832208, 9.988776217204194]
10804 : 2027-01-01, [0.6110863082173331, 0.20968117789329171, 10.179232513889376]
10805 : 2027-01-01, [0.6426080976936449, 0.2418734597398774, 10.365518442566477]
10806 : 2027-01-01, [0.09308133441815648, 0.4967582386633892, 10.910160426918454]
10807 : 2027-01-01, [0.08802916271344133, 0.5252858973408951, 11.136684939945663]
10808 : 2027-01-01, [0.08242863169452204, 0.5578127067474176, 11.359758661558063]
10809 : 2027-01-01, [0.07274108119455966, 0.5989033403369582, 11.578355578468484]
10810 : 2027-01-01, [0.09159693956167383, 0.6570116349434197, 11.751391425494905]
10811 : 2027-01-01, [0.08037017704317344, 0.6890581941947581, 11.980571628762068]
10812 : 2027-01-01, [0.06575173988466544, 0.720051386783968, 12.214196873331366]
10813 : 2027-01-01, [0.04529251111137757, 0.7567614342516028, 12.447946054637018]
10814 : 2027-01-01, [0.5532672190734015, 0.7576103702628404, 12.189122410663758]
10815 : 2027-01-01, [0.48427878785293316, 0.9469613640985596, 12.318759848048508]
10816 : 2027-01-01, [0.49702101119649966, 0.9682993016886834, 12.534679687114817]
10817 : 2027-01-01, [0.5106188207031186, 0.9901064625643364, 12.749274716732547]
10818 : 2027-01-01, [0.5305048677079198, 1.0164486618596358, 12.953046470432446]
10819 : 2027-01-01, [0.5513690555124141, 1.0433068341415608, 13.155324110346026]
10820 : 2027-01-01, [0.5763817652594632, 1.0721756536330755, 13.351442581107461]
10821 : 2027-01-01, [0.6079318601995403, 1.097291455389248, 13.544776684411211]
10822 : 2027-01-01, [1.3531269254306477, 0.9775451859997554, 13.1693278885696]
10823 : 2027-01-01, [0.5436282097972801, 0.7316057293174345, 14.474766060885285]
10824 : 2027-01-01, [0.5922351623045505, 0.7862152764637876, 14.621549561231662]
10825 : 2027-01-01, [0.631790216139598, 1.2238136968385898, 14.394396087021812]
10826 : 2027-01-01, [0.5461995299751619, 0.6326411939397774, 15.32115927608506]
10827 : 2027-01-01, [0.5729883048611615, 0.713153637049126, 15.463858058089713]
10828 : 2027-01-01, [0.6082421246453085, 0.8021943806035328, 15.58956349475116]
10829 : 2027-01-01, [0.4438397986353602, 1.1137273701477757, 15.692432831216864]
10830 : 2027-01-01, [0.5556392749027289, 1.2330823837216376, 15.711278341375634]
10831 : 2027-01-01, [0.5895131567974767, 0.6551761631037727, 16.505310680098752]
10832 : 2027-01-01, [0.6040858975369567, 0.7067357403421244, 16.689178362120916]
10833 : 2027-01-01, [0.6164009899678808, 0.8146320626315158, 16.818966947400604]
10834 : 2027-01-01, [0.6338376246319366, 0.8795684450063368, 16.986593930361728]
10835 : 2027-01-01, [0.6505828022423705, 0.953036691707256, 17.146380506050374]
10836 : 2027-01-01, [0.6934014580824956, 1.069552684735026, 17.23704585718248]
10837 : 2027-01-01, [0.688463061254739, 1.1870327237636207, 17.374504214981638]
10838 : 2027-01-01, [0.7412056628749886, 1.3387559974181427, 17.42003833970687]
10839 : 2027-01-01, [0.7548095000973029, 1.4582911925108595, 17.536899307391838]
10840 : 2027-01-01, [0.8081575347920329, 1.7079686318293839, 17.48387383337858]
10841 : 2027-01-01, [1.1983033028154129, 0.569758598527549, 18.481938098657036]
10842 : 2027-01-01, [0.6670046277513721, 1.3347230285738685, 18.49827234367476]
10843 : 2027-01-01, [0.8256552530531301, 1.3214605619899622, 18.60288418495691]
10844 : 2027-01-01, [0.12679294968613608, 1.8769311805332878, 18.996275869780575]
10845 : 2027-01-01, [0.6129676251191696, 1.2970270947148006, 19.34000528016603]
10846 : 2027-01-01, [0.42916168386407383, 0.7699606184292249, 20.300877697706703]
10847 : 2027-01-01, [0.42106073147131706, 1.040639660837748, 20.288299607690934]
