Itinerary: ['earth', 'venus', 'mars', 'pluto']
case #: launch date, tof of each leg
8640  : 2026-01-01, [0.10747090751893998, 0.449183649626385, 9.443345442854676]
8641  : 2026-01-01, [0.108942242310926, 0.46415402677823214, 9.67690373091084]
8642  : 2026-01-01, [0.10893928248627288, 0.4782597752966283, 9.9128009422171]
8643  : 2026-01-01, [0.10891795239640499, 0.4941582360897224, 10.146923811513874]
8644  : 2026-01-01, [0.11011460012541711, 0.5090649288536565, 10.380820471020927]
8645  : 2026-01-01, [0.11153530722371624, 0.526595355245568, 10.611869337530717]
8646  : 2026-01-01, [0.11113269186603109, 0.5435216480528948, 10.845345660081074]
8647  : 2026-01-01, [0.11055629478703498, 0.561881216480147, 11.077562488732818]
8648  : 2026-01-01, [0.11167870762133726, 0.5805614508234338, 11.307759841555228]
8649  : 2026-01-01, [0.10933972797409064, 0.6023879119463863, 11.538272360079521]
8650  : 2026-01-01, [0.10837739406796341, 0.6240425740755008, 11.767580031856536]
8651  : 2026-01-01, [0.10563009956001236, 0.6479739558519979, 11.99639594458799]
8652  : 2026-01-01, [0.10254528702795063, 0.6735970621129677, 12.223857650859083]
8653  : 2026-01-01, [0.0991179888047093, 0.6999200383029052, 12.450961972892387]
8654  : 2026-01-01, [0.09808932049121026, 0.07903588204739591, 13.322874797461395]
8655  : 2026-01-01, [0.11284854600562905, 0.6629043039102096, 12.97424715008416]
8656  : 2026-01-01, [0.11320008426795708, 0.6808206134212167, 13.205979302310825]
8657  : 2026-01-01, [0.1112277138603544, 0.6992067887545905, 13.439565497385054]
8658  : 2026-01-01, [0.11121846194484643, 0.7167207005719038, 13.67206083748325]
8659  : 2026-01-01, [0.11141470732710372, 0.7378694857565101, 13.900715806916386]
8660  : 2026-01-01, [0.10900056707439522, 0.7556884254462537, 14.135311007479352]
8661  : 2026-01-01, [0.10869086081610876, 0.7739345697840341, 14.367374569399857]
8662  : 2026-01-01, [0.10372461154191309, 0.79455138683952, 14.60172400161857]
8663  : 2026-01-01, [0.10084161934558497, 0.8173209750181382, 14.831837405636275]
8664  : 2026-01-01, [0.26327789903178783, 0.3616915736080516, 15.375030527360162]
8665  : 2026-01-01, [0.09995693236307797, 0.11628689979354401, 16.03375616784338]
8666  : 2026-01-01, [0.06833822836964243, 0.11782023433568321, 16.313841537294675]
8667  : 2026-01-01, [0.6925619755824091, 1.0086854012683584, 15.048752623149232]
8668  : 2026-01-01, [0.33512067386490024, 0.5579216049972219, 16.106957721137878]
8669  : 2026-01-01, [0.34900468861526596, 0.5781410171227181, 16.322854294262015]
