Itinerary: ['earth', 'venus', 'mars', 'pluto']
case #: launch date, tof of each leg
2160  : 2023-01-01, [0.10545346239189246, 0.4598704066041038, 9.434676131004004]
2161  : 2023-01-01, [0.09817754303742626, 0.47924421673321543, 9.672578240229358]
2162  : 2023-01-01, [0.08726318448125202, 0.49947025591088967, 9.913266559607859]
2163  : 2023-01-01, [0.3298692121133731, 0.4225942849920177, 9.99753650289461]
2164  : 2023-01-01, [0.31845840476227677, 0.445661938047169, 10.235879657190555]
2165  : 2023-01-01, [0.30876658114992594, 0.46698001369661174, 10.474253405153462]
2166  : 2023-01-01, [0.2947406474514195, 0.4836913504225402, 10.721568002126041]
2167  : 2023-01-01, [0.2836855286528945, 0.49763606141699657, 10.968678409930108]
2168  : 2023-01-01, [0.26703215018064347, 0.5100342179027183, 11.22293363191664]
2169  : 2023-01-01, [0.24727545381692678, 0.5313685927676675, 11.471355953415406]
2170  : 2023-01-01, [0.6906110893666584, 0.2172850135595855, 11.592103897073757]
2171  : 2023-01-01, [0.718134380235929, 0.24287050020376677, 11.788995119560303]
2172  : 2023-01-01, [0.7538565186425237, 0.27905982416343383, 11.967083657194042]
2173  : 2023-01-01, [0.7887637576539971, 0.3163717835022153, 12.144864458843788]
2174  : 2023-01-01, [0.4021977164237375, 0.3405989014155471, 12.757203382160716]
2175  : 2023-01-01, [0.4415321313387934, 0.40965223285791696, 12.89881563580329]
2176  : 2023-01-01, [0.02552726920978582, 0.4093074302409719, 13.565165300549243]
2177  : 2023-01-01, [0.04002572739101762, 0.43656634303948444, 13.7734079295695]
2178  : 2023-01-01, [0.7581735154130891, 0.20403142510641556, 13.537795059480493]
2179  : 2023-01-01, [0.7799651746046771, 0.22186096595258586, 13.748173859442737]
2180  : 2023-01-01, [0.38138224341595267, 0.4359280754632817, 14.182689681120767]
2181  : 2023-01-01, [0.14103158767767235, 0.3936622492609295, 14.715306163061397]
2182  : 2023-01-01, [0.181993265922515, 0.43821385698063325, 14.879792877096852]
2183  : 2023-01-01, [0.25146308313443805, 0.4835918514082253, 15.014945065457336]
2184  : 2023-01-01, [0.2083720629966996, 0.22679869133145256, 15.564829245671847]
2185  : 2023-01-01, [0.2334496755139086, 0.2888990871566154, 15.727651237329475]
2186  : 2023-01-01, [0.274260452632989, 0.35654520616438873, 15.86919434120262]
2187  : 2023-01-01, [0.3223471495193133, 0.4249169386402924, 16.002735911840396]
2188  : 2023-01-01, [0.8783998101148961, 0.2507154591473168, 15.870884730737787]
2189  : 2023-01-01, [0.8822619254662261, 0.2457620448233491, 16.121976029710428]
2190  : 2023-01-01, [0.8831406388790534, 0.2361066085055257, 16.38075275261542]
2191  : 2023-01-01, [0.8926806163840393, 0.24039929475099314, 16.61692008886497]
2192  : 2023-01-01, [0.9033322641629474, 0.24503182947039415, 16.85163590636666]
2193  : 2023-01-01, [0.9099999446602798, 0.24681051208929547, 17.093189543250425]
2194  : 2023-01-01, [0.9432054277252835, 0.28547756777037336, 17.271317004504343]
2195  : 2023-01-01, [0.17657836646733768, 1.1440443303311822, 17.42937730320148]
2196  : 2023-01-01, [0.25318979959386134, 1.2006585616690897, 17.546151638737047]
2197  : 2023-01-01, [0.3323828668150143, 1.2681693532545002, 17.649447779930487]
2198  : 2023-01-01, [0.40011077078441315, 1.3575788156224478, 17.742310413593138]
2199  : 2023-01-01, [1.074065871021079, 0.4178532612106117, 18.258080867768307]
2200  : 2023-01-01, [1.0755888166337342, 0.38299632929204785, 18.54141485407422]
2201  : 2023-01-01, [1.1146955563033583, 0.40003483474567936, 18.735269608950958]
2202  : 2023-01-01, [0.8445457154206764, 1.8546688306299366, 17.800785453949388]
2203  : 2023-01-01, [0.8852697547602605, 1.9118025378130958, 17.952927707426642]
2204  : 2023-01-01, [1.0216841842669684, 0.286001405302502, 19.69231441043053]
2205  : 2023-01-01, [1.0862202953859774, 0.37055071655459615, 19.793228988059425]
2206  : 2023-01-01, [1.1712643534293496, 0.48483866208998905, 19.843896984480658]
2207  : 2023-01-01, [1.2535053331849308, 0.6019736290958532, 19.89452103771922]
2208  : 2023-01-01, [1.065849970016624, 0.3157904324502359, 20.61835959753314]
2209  : 2023-01-01, [0.11927293765384248, 0.44730546225194295, 21.683421600094213]
2210  : 2023-01-01, [0.6559999161512154, 1.3811116700157542, 20.46288841383303]
2211  : 2023-01-01, [0.5240534414631465, 0.3832165237361516, 21.8427300348007]
2212  : 2023-01-01, [1.1020561937103281, 0.3383401365084949, 21.559603669781175]
2213  : 2023-01-01, [0.25183908408689387, 0.13130695451991992, 22.866853961393186]
2214  : 2023-01-01, [0.2170638509730721, 0.47661254620267834, 22.80632360282425]
2215  : 2023-01-01, [2.1318166387008812, 1.6613964249190745, 19.956786936380045]
2216  : 2023-01-01, [1.7668488210787376, 1.160443775484259, 21.072707403437004]
2217  : 2023-01-01, [1.7855507172420026, 1.1727269424046542, 21.291722340353342]
2218  : 2023-01-01, [1.818294050632983, 1.2068915303488208, 21.474814419018198]
2219  : 2023-01-01, [0.4579595812833967, 0.3471725892912166, 23.944867829425384]
2220  : 2023-01-10, [0.10099814130499071, 0.4235500250632299, 9.47545183363178]
2221  : 2023-01-10, [0.09047984376920222, 0.4372251939541431, 9.722294962276655]
2222  : 2023-01-10, [0.0817493397767526, 0.4525768473298271, 9.96567381289342]
2223  : 2023-01-10, [0.3294068561110165, 0.3770451123972029, 10.04354803149178]
2224  : 2023-01-10, [0.3231725926861163, 0.3934633923689129, 10.283364014944969]
2225  : 2023-01-10, [0.3179562418217936, 0.4081774026995409, 10.523866355478665]
2226  : 2023-01-10, [0.3104528141596649, 0.4235565589789337, 10.765990626861402]
2227  : 2023-01-10, [0.3005792031992487, 0.43649540910720513, 11.012925387693548]
2228  : 2023-01-10, [0.2866525224686592, 0.44914039685785845, 11.264207080673483]
2229  : 2023-01-10, [0.6598109673872614, 0.1545168926952947, 11.435672139917443]
2230  : 2023-01-10, [0.6766254163623937, 0.1650885627809813, 11.658286020856625]
2231  : 2023-01-10, [0.6986782492457234, 0.18190323611463582, 11.86941851463964]
2232  : 2023-01-10, [0.7249538503761861, 0.20356901186047316, 12.071477137763342]
2233  : 2023-01-10, [1.1815547738170686, 0.7772874809538916, 11.29115774522904]
2234  : 2023-01-10, [1.2812001569187372, 0.8911313380430348, 11.327668505038227]
2235  : 2023-01-10, [0.04927027149055229, 0.441174998786638, 13.259554729722808]
2236  : 2023-01-10, [0.05037340438618325, 0.45641136377178765, 13.49321523184203]
2237  : 2023-01-10, [0.05801778296144343, 0.4783276489868935, 13.713654568051663]
2238  : 2023-01-10, [0.675467930000388, 1.406824372019546, 12.417707697980065]
2239  : 2023-01-10, [0.6932321509325874, 1.4417596023380381, 12.615008246729374]
2240  : 2023-01-10, [0.710460973124514, 1.478682031929563, 12.810856994945922]
2241  : 2023-01-10, [1.312615820573362, 0.849805155975038, 13.087579023451598]
2242  : 2023-01-10, [1.3720038479610426, 0.9174737519250883, 13.210522400113868]
2243  : 2023-01-10, [1.4776434401100558, 1.0283120475221863, 13.244044512367758]
2244  : 2023-01-10, [1.5412106043945155, 1.1046189074721153, 13.354170488133368]
2245  : 2023-01-10, [1.6264683299355744, 1.208147262239348, 13.415384407825078]
2246  : 2023-01-10, [1.7155781342325747, 1.319803592717106, 13.46461827305032]
2247  : 2023-01-10, [0.1199064342620667, 1.6033141256790613, 15.026779440058874]
2248  : 2023-01-10, [0.26186309395864044, 1.7788218630084074, 14.959315043032952]
2249  : 2023-01-10, [0.43123387268344465, 2.007174262400113, 14.81159186491644]
2250  : 2023-01-10, [1.025870352585351, 0.42334226890343185, 16.050787378511217]
2251  : 2023-01-10, [0.7918055265963682, 1.6792640816633582, 15.278930391740275]
2252  : 2023-01-10, [0.7897388965617753, 1.6821459122068592, 15.528115191231366]
2253  : 2023-01-10, [0.7838893713545187, 1.6684756282052016, 15.79763500044028]
2254  : 2023-01-10, [0.7829012977727948, 1.6672318840342113, 16.049866818192992]
2255  : 2023-01-10, [0.7880295125864998, 1.6685094259815878, 16.293461061431913]
2256  : 2023-01-10, [0.7901107048927747, 1.661115422601415, 16.54877387250581]
2257  : 2023-01-10, [0.8124085589404691, 1.6817372378375965, 16.755854203221933]
2258  : 2023-01-10, [0.2609776746301673, 1.0934585109643211, 18.145563814405513]
2259  : 2023-01-10, [0.32230614792671886, 1.152193508392583, 18.275500343680697]
2260  : 2023-01-10, [0.3890106915560849, 1.224781199658828, 18.386208108785087]
2261  : 2023-01-10, [0.2698411630651169, 0.48066736972011076, 19.49949146721477]
2262  : 2023-01-10, [0.23736845812742077, 0.46560878551190826, 19.797022756360672]
2263  : 2023-01-10, [0.1914788803895933, 0.4451982184806472, 20.113322901129756]
2264  : 2023-01-10, [0.9326789564492242, 2.08241467843816, 17.984906365112618]
2265  : 2023-01-10, [0.856978418506719, 1.8140384921561437, 18.578983089337136]
2266  : 2023-01-10, [0.9008324657716787, 1.8666819222218376, 18.73248561200648]
2267  : 2023-01-10, [1.0455906386206573, 0.2442717259683119, 20.46013763541103]
2268  : 2023-01-10, [1.0973033495190012, 0.3106803850877642, 20.592016265393237]
2269  : 2023-01-10, [0.045369347201455495, 0.9142650366466639, 21.29036561615188]
2270  : 2023-01-10, [0.199572602734164, 1.3889777803346703, 20.911449616931165]
2271  : 2023-01-10, [0.1935899100192564, 0.3535624087100709, 22.202847681270676]
2272  : 2023-01-10, [0.866275881429958, 2.7733193903555087, 19.360404728214533]
2273  : 2023-01-10, [0.04776517678486254, 1.0906228501300426, 22.111611973085097]
2274  : 2023-01-10, [0.20378811092601423, 0.8555641486659921, 22.440647740407996]
2275  : 2023-01-10, [0.4714836095228926, 0.30044939171042545, 22.978066998766682]
2276  : 2023-01-10, [1.5871481877577804, 0.8409208068733227, 21.5719310053689]
2277  : 2023-01-10, [1.6948709231469208, 0.9756840765538719, 21.57944500029921]
2278  : 2023-01-10, [1.8418916401840324, 1.1590479044598436, 21.499060455356126]
2279  : 2023-01-10, [2.0059976026860893, 1.370507504860257, 21.373494892453657]
2280  : 2023-01-20, [0.09527676592643748, 0.3802828358251467, 9.524440398248416]
2281  : 2023-01-20, [0.08440144850766058, 0.39019352984758177, 9.775405021644756]
2282  : 2023-01-20, [1.060714215892676, 0.6965400759885736, 8.74274570811875]
2283  : 2023-01-20, [1.162058694267877, 0.8107820061516845, 8.777159299580438]
2284  : 2023-01-20, [0.3596918550552342, 0.26870558672667927, 10.371602558218086]
2285  : 2023-01-20, [0.027923471353761137, 0.3337198179489442, 10.888356710697295]
2286  : 2023-01-20, [0.06090550849920669, 0.4588894298082634, 10.98020506169253]
2287  : 2023-01-20, [0.2746453092262633, 0.9241228681411978, 10.551231822632538]
2288  : 2023-01-20, [0.2584525959852533, 0.952350282287661, 10.789197121727087]
2289  : 2023-01-20, [0.5917184580804985, 1.161497095590686, 10.496784446328816]
2290  : 2023-01-20, [0.6066821472034586, 1.1939012567296554, 10.699416596066886]
2291  : 2023-01-20, [0.6238772591677836, 1.2268716834431095, 10.899251057389108]
2292  : 2023-01-20, [0.6405081173865794, 1.263940562523249, 11.095551320090172]
2293  : 2023-01-20, [1.0769695332600626, 0.6234719835735731, 11.549558483166363]
2294  : 2023-01-20, [1.124110456318955, 0.6857916863898414, 11.690097857291203]
2295  : 2023-01-20, [0.8503212048119245, 0.3453646431870988, 12.554314152000977]
2296  : 2023-01-20, [0.8693314641635588, 0.3594199412728774, 12.771248594563563]
2297  : 2023-01-20, [0.8882899414091683, 0.3724755762051496, 12.989234482385683]
2298  : 2023-01-20, [0.9107255347540913, 0.3910148078967291, 13.19825965734918]
2299  : 2023-01-20, [0.9320781960984187, 0.4112676298700825, 13.4066541740315]
2300  : 2023-01-20, [0.6889697079510975, 1.400901306175129, 12.910128985873776]
2301  : 2023-01-20, [0.7091011473653929, 1.438425762111371, 13.102473090523237]
2302  : 2023-01-20, [1.2415399467887194, 0.7107556862772433, 13.547704366934038]
2303  : 2023-01-20, [1.2893720094858228, 0.7637532491383806, 13.696874741375797]
2304  : 2023-01-20, [1.3429421355626436, 0.8176785240767982, 13.83937934036056]
2305  : 2023-01-20, [1.413009904873866, 0.8910230357742659, 13.945967059351865]
2306  : 2023-01-20, [1.4671260167734028, 0.956177790003279, 14.076696193223318]
2307  : 2023-01-20, [1.5242882957945012, 1.027264772856285, 14.198446931349212]
2308  : 2023-01-20, [0.13149795650713827, 1.1972062389747198, 15.671295804518142]
2309  : 2023-01-20, [0.23981509453564667, 1.2963864834944638, 15.713798421969889]
2310  : 2023-01-20, [0.373987275569705, 1.3917091074027432, 15.734303617027553]
2311  : 2023-01-20, [0.08289302440099455, 0.40459706536761786, 17.262509910231387]
2312  : 2023-01-20, [0.9954772417876172, 0.33448299023693967, 16.670039767975442]
