Itinerary: ['earth', 'venus', 'mars', 'pluto']
case #: launch date, tof of each leg
15120 : 2029-01-01, [0.6575480100367339, 0.3155999555366704, 9.026852034426597]
15121 : 2029-01-01, [0.2328082339036419, 0.6145777672057215, 9.402613998890637]
15122 : 2029-01-01, [0.31305991598342653, 1.2805572422667368, 8.906382841749837]
15123 : 2029-01-01, [0.3111670284642106, 1.3594238736121596, 9.079409097923628]
15124 : 2029-01-01, [0.0753606041384487, 0.192167515395046, 10.732471880466504]
15125 : 2029-01-01, [0.36841173389928167, 0.7837931251398707, 10.097795140960848]
15126 : 2029-01-01, [0.3385464083330629, 1.4813097013159704, 9.680143890350966]
15127 : 2029-01-01, [0.4194035382868829, 0.5472301414615838, 10.783366320251535]
15128 : 2029-01-01, [0.4426506830383778, 0.611342766272214, 10.946006550689408]
15129 : 2029-01-01, [0.774251428001839, 0.34646951973762363, 11.129279052260536]
15130 : 2029-01-01, [0.8290320613058747, 0.4276817089723777, 11.243286229721745]
15131 : 2029-01-01, [0.23642750804382642, 0.14494034080115775, 12.368632151155017]
15132 : 2029-01-01, [1.124365921399875, 0.8135087045271369, 11.062125374072988]
15133 : 2029-01-01, [1.1492373347609337, 0.8369570295610407, 11.263805635678025]
15134 : 2029-01-01, [1.189398023647931, 0.8748784614386532, 11.435723514913414]
15135 : 2029-01-01, [1.234573503751243, 0.9201098897149532, 11.595316606533805]
15136 : 2029-01-01, [1.2867016319247107, 0.9794754464857466, 11.733822921589542]
15137 : 2029-01-01, [1.3510153254880515, 1.0525173650209092, 11.84646730949104]
15138 : 2029-01-01, [1.426783902162129, 1.1439832092283115, 11.92923288860956]
15139 : 2029-01-01, [1.513861023494881, 1.2649839904058164, 11.971154986099302]
15140 : 2029-01-01, [0.4652846528486713, 0.4108299367699054, 14.123885410381423]
15141 : 2029-01-01, [0.1458064955324253, 0.08346797998182612, 15.020725524485748]
15142 : 2029-01-01, [0.5302855962524903, 0.8180544933813233, 14.151659910366185]
15143 : 2029-01-01, [0.45416351345523903, 0.5709225458698953, 14.724913940674867]
15144 : 2029-01-01, [0.446583126634549, 0.6076125578340449, 14.945804315531406]
15145 : 2029-01-01, [0.43649431274452927, 0.6530406313282671, 15.160465055927205]
15146 : 2029-01-01, [0.8493397105265008, 0.268040028314869, 15.382620261158632]
15147 : 2029-01-01, [0.5315258289233453, 1.1665845848140208, 15.051889586262634]
15148 : 2029-01-01, [0.4981851942986296, 1.3989398229770957, 15.102874982724273]
15149 : 2029-01-01, [0.10274596967692819, 0.6246661266926733, 16.5225879036304]
15150 : 2029-01-01, [1.439131002225287, 1.0442586240349705, 15.016610373739743]
15151 : 2029-01-01, [1.5149098698022936, 1.1265713492054354, 15.108518780992274]
15152 : 2029-01-01, [1.5811390950982918, 1.207130411961619, 15.21173049294009]
15153 : 2029-01-01, [0.7316112136039207, 1.6684695255488904, 15.849919260847189]
15154 : 2029-01-01, [0.3360020498915131, 1.4263772620401174, 16.73762068806837]
15155 : 2029-01-01, [0.28121776264848153, 1.5356767025848677, 16.933105534766653]
15156 : 2029-01-01, [0.177306846221676, 1.729800188767255, 17.09289296501107]
15157 : 2029-01-01, [0.5784338943558155, 0.5144714070485721, 18.157094698595614]
15158 : 2029-01-01, [0.5589292139390598, 0.5499853548402465, 18.391085431220695]
15159 : 2029-01-01, [0.535101060206091, 0.6046562471956174, 18.610242692598288]
15160 : 2029-01-01, [0.5093142508646278, 0.6748663943418762, 18.815819354793494]
15161 : 2029-01-01, [0.4884768233955976, 0.7420613265664667, 19.019461850037935]
15162 : 2029-01-01, [0.47329851952370594, 0.3953376868214282, 19.631363793654867]
15163 : 2029-01-01, [0.473720384865284, 0.4144832181222777, 19.861796397012437]
15164 : 2029-01-01, [0.46686074052667736, 0.43083171471913057, 20.10230754475419]
15165 : 2029-01-01, [0.4621160137814365, 0.48694670812718527, 20.30093727809138]
15166 : 2029-01-01, [0.44491740567767335, 0.5042430957330941, 20.55083949858923]
15167 : 2029-01-01, [1.129514330950657, 0.44775725092063934, 20.172728418128703]
15168 : 2029-01-01, [0.593446430193247, 0.5459489781380582, 20.860604591668693]
15169 : 2029-01-01, [0.543317185048885, 0.6157273356683198, 21.090955479282794]
15170 : 2029-01-01, [0.6576004906530707, 0.863011615950786, 20.979387893396144]
15171 : 2029-01-01, [0.5542225838934808, 0.9828195531314325, 21.212957862975085]
15172 : 2029-01-01, [0.4101340436494363, 1.1260607302432648, 21.4638052261073]
15173 : 2029-01-01, [2.1777106912981448, 1.832537560404401, 19.239751748297458]
15174 : 2029-01-01, [0.6813308285838143, 0.6100037616711591, 22.208665409745027]
15175 : 2029-01-01, [0.7011404532272301, 0.6714276491105493, 22.377431897662223]
15176 : 2029-01-01, [0.455450299739851, 0.8221269500536428, 22.722422750206505]
15177 : 2029-01-01, [0.6500287362131867, 1.4255478780674775, 22.174423385719336]
15178 : 2029-01-01, [0.7919047399719807, 0.9070029424235155, 22.801092317604503]
15179 : 2029-01-01, [0.3984720026916003, 0.747126440652186, 23.604401556656214]
15180 : 2029-01-10, [0.17517610156214675, 0.10458326419046786, 9.720240634247386]
15181 : 2029-01-10, [0.2293024154983242, 0.5861565947406352, 9.434540989761041]
15182 : 2029-01-10, [0.31201848197026805, 1.2000572137372554, 8.987924304292477]
15183 : 2029-01-10, [0.30796543854898606, 1.2763963561066458, 9.165638205344369]
15184 : 2029-01-10, [0.0729601176944126, 0.147896194011384, 10.779143688294203]
15185 : 2029-01-10, [0.2403855320737155, 0.6250417418136051, 10.38457272611268]
15186 : 2029-01-10, [0.23633417637380433, 0.6571577860208814, 10.606508037605314]
15187 : 2029-01-10, [0.4103524246454321, 0.5044169872017799, 10.835230588152788]
15188 : 2029-01-10, [0.4343637154319773, 0.5563126527584816, 11.009323631809542]
15189 : 2029-01-10, [0.7464823925338503, 0.25729337440120115, 11.246224233064948]
15190 : 2029-01-10, [0.7975047093793338, 0.3220446062090121, 11.380450684411654]
15191 : 2029-01-10, [0.2286525924831904, 0.1085265572355868, 12.412820850281223]
15192 : 2029-01-10, [0.42464498545569396, 1.0932888184626115, 11.482066196081693]
15193 : 2029-01-10, [1.1386161557628114, 0.7846800186528655, 11.326703825584325]
15194 : 2029-01-10, [1.1749614511724924, 0.8173998389262223, 11.507638709901284]
15195 : 2029-01-10, [1.2118755555844756, 0.8521116058253175, 11.686012838590207]
15196 : 2029-01-10, [1.2579512886668769, 0.8999226055981959, 11.842126105734927]
15197 : 2029-01-10, [1.316082924451434, 0.9602193962354534, 11.973697679313112]
15198 : 2029-01-10, [1.3718084673423012, 1.0229909407437725, 12.105200591913926]
15199 : 2029-01-10, [1.458569397217243, 1.1254176951928, 12.166012907589957]
15200 : 2029-01-10, [1.5453438274720417, 1.2381708924205213, 12.216485280107436]
15201 : 2029-01-10, [0.5138643477731364, 0.6555399411491201, 14.080595711077743]
15202 : 2029-01-10, [0.5329976781571454, 0.7149912022916387, 14.252011119551216]
15203 : 2029-01-10, [0.4425696854574357, 0.5054809407399857, 14.80194937380258]
15204 : 2029-01-10, [0.44105662662093154, 0.5347933293506735, 15.024150044028396]
15205 : 2029-01-10, [0.42905222476191074, 0.5645235978779304, 15.256424177360158]
15206 : 2029-01-10, [0.41332817461332216, 0.6042531231461283, 15.482418702240551]
15207 : 2029-01-10, [0.3257788764016539, 0.23942646767912765, 16.18479465591922]
15208 : 2029-01-10, [0.4699997601109867, 1.120683775618493, 15.40931646427052]
15209 : 2029-01-10, [0.4211675765898901, 1.300404060791312, 15.528428362618795]
15210 : 2029-01-10, [0.05701620095325826, 0.5490013847734587, 16.89398241427328]
15211 : 2029-01-10, [1.4357249302368271, 0.9772309713047576, 15.337044098458414]
15212 : 2029-01-10, [1.494966317741344, 1.0374555125522757, 15.467578169706382]
15213 : 2029-01-10, [0.32800127223807946, 0.5964065988303303, 17.32559212893159]
15214 : 2029-01-10, [0.4384619013192066, 0.644515694630962, 17.41702240404983]
15215 : 2029-01-10, [0.30815260779194126, 1.2951966618761241, 17.146650730331935]
15216 : 2029-01-10, [0.2492117698111895, 1.3698628200337655, 17.380925410155044]
15217 : 2029-01-10, [0.1706848195695392, 1.4854306192658366, 17.59388456116462]
15218 : 2029-01-10, [1.8974802788413343, 1.5219186076613647, 16.080601113497302]
15219 : 2029-01-10, [0.5498334362787444, 0.48206437432409344, 18.71810218939716]
15220 : 2029-01-10, [0.5317982285678319, 0.5117140356185478, 18.956487735813617]
15221 : 2029-01-10, [0.4997731544262713, 0.5693730055387118, 19.180853840035013]
